candidate,selected_seed,seed,split,sample_count,selection_score,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1
internal_v2_conv1d_multitask,True,42,train,160,,0.06899495422840118,0.08616705238819122,0.12862499058246613,0.11744733154773712,0.012428843416273594,0.11039469391107559,0.39962705969810486,0.843744158744812,0.24430517852306366,0.11083173751831055,1.0,1.0
internal_v2_conv1d_multitask,True,42,val,40,0.23690207302570343,0.23690207302570343,0.38633793592453003,0.6210401654243469,0.47670599818229675,0.06126761436462402,0.24284151196479797,0.9338813424110413,1.4219915866851807,1.140020489692688,0.23963209986686707,1.0,1.0
internal_v2_conv1d_multitask,True,42,test,40,,0.40636563301086426,0.6003336310386658,0.7610000967979431,0.9470643997192383,0.09293656051158905,0.5954996347427368,1.3799970149993896,1.9401427507400513,1.608888864517212,0.5909592509269714,1.0,1.0
internal_v2_conv1d_multitask,False,123,train,160,,0.07177761942148209,0.0961778461933136,0.10921018570661545,0.16256754100322723,0.016755832359194756,0.08368620276451111,0.36213594675064087,0.6195680499076843,0.3840672969818115,0.08277241140604019,1.0,1.0
internal_v2_conv1d_multitask,False,123,val,40,0.25183501839637756,0.25183501839637756,0.38920360803604126,0.6093536615371704,0.49356335401535034,0.06469400972127914,0.28671619296073914,0.9585387706756592,1.417301893234253,1.1681711673736572,0.2901431918144226,1.0,1.0
internal_v2_conv1d_multitask,False,123,test,40,,0.4050825834274292,0.6148548126220703,0.8030608296394348,0.9462962746620178,0.09520731121301651,0.5441092252731323,1.432676076889038,2.016835927963257,1.7469444274902344,0.5342482924461365,0.975,0.9753086419753086
internal_v2_conv1d_multitask,False,2026,train,160,,0.0756668671965599,0.11538734287023544,0.14149422943592072,0.19105581939220428,0.013612009584903717,0.10913562029600143,0.3982977867126465,0.8315152525901794,0.25421643257141113,0.10916177183389664,1.0,1.0
internal_v2_conv1d_multitask,False,2026,val,40,0.2602790296077728,0.2602790296077728,0.4310467541217804,0.7792508602142334,0.4460467994213104,0.06784266233444214,0.31595754623413086,0.8795127868652344,1.3609288930892944,0.9583582878112793,0.31925100088119507,1.0,1.0
internal_v2_conv1d_multitask,False,2026,test,40,,0.43373632431030273,0.6398901343345642,0.7990166544914246,1.0214720964431763,0.09918173402547836,0.6374339461326599,1.4465492963790894,1.983190655708313,1.7194874286651611,0.6369699835777283,0.925,0.9259259259259259
