seed,sample_id,split,defect_group,task_group,defect_type,component_count,component_type_combination,source_dataset,source_pack,true_connected_component_count,pred_connected_component_count,IoU,Dice,area_error,center_error,pred_area,true_area,failure_category,distance_bin,short_note,preview_path
42,cc3_v4_topup_058,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,2,0.0,0.0,0.3414141414141414,8.998980192934637,664,495,component_count_mismatch,far,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc3_v4_topup_058_test_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc3_v4_topup_017,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v4_topup,3,2,0.026748971193415638,0.052104208416833664,0.3761904761904762,3.558420249374447,578,420,component_count_mismatch,medium,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc3_v4_topup_017_test_rectangular_notch_rectangular_notch_rectangular_notch.png
42,cc3_v3_sample_019,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v3,3,2,0.03946102021174206,0.07592592592592592,0.6600985221674877,8.086003463186158,674,406,component_count_mismatch,medium,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc3_v3_sample_019_test_rectangular_notch_rotated_rect_rotated_rect.png
42,cc2_sample_229,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.06729857819905213,0.1261101243339254,0.49666221628838453,6.708939107351409,377,749,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc2_sample_229_test_rectangular_notch_polygon.png
42,cc2_sample_215,test,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.15663801337153774,0.2708505367464905,0.5231707317073171,2.9550937907326027,391,820,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc2_sample_215_test_rotated_rect_polygon.png
42,cc2_sample_214,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.21374045801526717,0.3522012578616352,0.3799126637554585,6.5052520984298985,426,687,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc2_sample_214_test_rectangular_notch_polygon.png
42,cc2_sample_193,val,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.22100456621004566,0.36200448765893795,0.4344262295081967,10.279085106093675,483,854,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc2_sample_193_val_rotated_rect_rotated_rect.png
42,single_rot_v7_0017,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v7_topup_rotated_rect,1,2,0.23035230352303523,0.3744493392070485,0.10833333333333334,6.590409726398649,214,240,component_count_mismatch,,"pred_cc=2, true_cc=1",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\single_rot_v7_0017_test_rotated_rect.png
42,cc3_v3_sample_042,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,4,0.25769230769230766,0.40978593272171254,0.026859504132231406,6.208054165787534,497,484,component_count_mismatch,medium,"pred_cc=4, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc3_v3_sample_042_test_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc3_v3_sample_182,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,3,0.2644230769230769,0.41825095057034223,0.12589073634204276,4.664803856167956,368,421,boundary/shape smoothing,near,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc3_v3_sample_182_val_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc3_v4_topup_212,val,multi_defect,multi_defect_cc3,multi_defect,3,rotated_rect+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,3,0.28164556962025317,0.43950617283950616,0.0049504950495049506,1.8638029899144244,406,404,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc3_v4_topup_212_val_rotated_rect_rotated_rect_rotated_rect.png
42,cc3_v4_topup_126,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,3,0.28859060402684567,0.4479166666666667,0.12154696132596685,3.96677619691698,406,362,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_candidate\cc3_v4_topup_126_test_rectangular_notch_rectangular_notch_rotated_rect.png
42,single_poly_p5_0001,val,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v5_polygon,1,1,0.41254752851711024,0.5841184387617766,1.3022222222222222,3.3166084166154577,518,225,area_error,,large area mismatch,
42,single_rot_p3_0013,val,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v3_rotated_rect,1,1,0.3898916967509025,0.561038961038961,1.2083333333333333,4.258825680306754,530,240,area_error,,large area mismatch,
42,single_rot_v9_0041,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.43352601156069365,0.6048387096774194,1.1,1.9802049828392652,504,240,area_error,,large area mismatch,
42,single_rot_p3_0045,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v3_rotated_rect,1,1,0.454,0.624484181568088,1.0291666666666666,3.33703664415113,487,240,area_error,,large area mismatch,
42,single_rect_p2_0005,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,1,0.4971751412429379,0.6641509433962264,1.0113636363636365,2.1195005592464744,531,264,area_error,,large area mismatch,
