group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
source_pack=pilot_v2_rectangular_notch,train,54,0.8549735189082134,0.9209264787775382,0.1226379228224425,0.6943530503727607,454.44444444444446,521.6666666666666,0,0.08335204684623966
source_pack=pilot_v3_rotated_rect,train,35,0.8208060647138823,0.9006909857459564,0.15782663256643834,0.5842275710516336,405.85714285714283,482.42857142857144,0,0.10682412354009492
source_pack=pilot_v5_polygon,train,47,0.8487537684864848,0.9175691288279298,0.1099452683270433,0.5554529996579194,347.0425531914894,391.0851063829787,0,0.08952439100818431
source_pack=pilot_v7_topup_polygon,train,7,0.838406539142624,0.9107550010033602,0.09561948583963127,0.7885272661116928,336.57142857142856,378.42857142857144,0,0.09598114660808019
source_pack=pilot_v7_topup_rotated_rect,train,19,0.7645462725280558,0.8658103744302361,0.17590902440748185,0.9082787686552302,197.57894736842104,239.73684210526315,0,0.14490613968748794
source_pack=pilot_v2_rectangular_notch,val,13,0.6650529386572624,0.7944673180359596,0.29209278909148595,2.4676315496697216,364.53846153846155,326.9230769230769,0,0.31804031362900365
source_pack=pilot_v3_rotated_rect,val,13,0.6487994911459722,0.7814962799185431,0.23598848872439765,2.4868015046958614,403.61538461538464,455.15384615384613,0,0.3172408886826955
source_pack=pilot_v5_polygon,val,13,0.6538665371452445,0.7846105397948749,0.13181500546909108,3.01569679727694,362.7692307692308,388.6923076923077,0,0.36092939858253187
source_pack=pilot_v7_topup_polygon,val,0,nan,nan,nan,nan,nan,nan,0,nan
source_pack=pilot_v7_topup_rotated_rect,val,0,nan,nan,nan,nan,nan,nan,0,nan
source_pack=pilot_v2_rectangular_notch,test,13,0.6525603305255032,0.7865550007571482,0.22153134432254962,2.3393761040584624,364.15384615384613,367.0769230769231,0,0.34072137337464553
source_pack=pilot_v3_rotated_rect,test,0,nan,nan,nan,nan,nan,nan,0,nan
source_pack=pilot_v5_polygon,test,0,nan,nan,nan,nan,nan,nan,0,nan
source_pack=pilot_v7_topup_polygon,test,13,0.570808683418284,0.7165370299379478,0.2572114816064166,3.376831908368728,304.2307692307692,400.6923076923077,0,0.5113232468183224
source_pack=pilot_v7_topup_rotated_rect,test,13,0.6055593694922172,0.7480587802102955,0.16240865029629487,3.1255250685843396,208.07692307692307,239.23076923076923,0,0.33038512674661785
source_pack=pilot_v2_rectangular_notch,all,80,0.7912192815052437,0.8785414999787182,0.16624451958492945,1.2498270527324433,425.1625,464.9,0,0.16331140575930475
source_pack=pilot_v3_rotated_rect,all,48,0.77422095103924,0.8684090862510322,0.178995468609219,1.099508011413612,405.25,475.0416666666667,0,0.16381199743288258
source_pack=pilot_v5_polygon,all,60,0.8065282016958829,0.8887614345374346,0.11468371137448699,1.0885058224753739,350.45,390.56666666666666,0,0.14832880931595963
source_pack=pilot_v7_topup_polygon,all,20,0.664467932921803,0.784513319810842,0.2006542830880417,2.4709252835787656,315.55,392.9,0,0.3659535117447376
source_pack=pilot_v7_topup_rotated_rect,all,32,0.6999578431697464,0.8179737892783852,0.17042449742481214,1.8090350780014313,201.84375,239.53125,0,0.22025697818025947
