sample_id,split,defect_type,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
sample_070,train,rectangular_notch,0.6,0.7257281553398058,0.8410689170182841,0.02564102564102564,2.7682782008914604,360,351,0,0.03893586993217468,0.15768784284591675,0.19662371277809143,0.0,0.9999988079071045,0.04591212421655655,pilot_v2_training_gate_only
sample_071,train,rectangular_notch,0.6,0.8660714285714286,0.9282296650717703,0.1326530612244898,1.3974559253312502,333,294,0,0.01585962623357773,0.1053076982498169,0.12116732448339462,0.0,0.9999994039535522,0.041042886674404144,pilot_v2_training_gate_only
sample_072,train,rectangular_notch,0.6,0.853309481216458,0.9208494208494209,0.05263157894736842,1.4159731640323452,504,532,0,0.028519125655293465,0.10750490427017212,0.13602402806282043,0.0,1.0,0.06362487375736237,pilot_v2_training_gate_only
sample_073,train,rectangular_notch,0.6,0.6996996996996997,0.823321554770318,0.4188034188034188,0.9220016786153062,332,234,0,0.03190934285521507,0.1849232316017151,0.21683257818222046,0.0,0.9999946355819702,0.0408749021589756,pilot_v2_training_gate_only
sample_074,train,rectangular_notch,0.6,0.7218225419664268,0.8384401114206128,0.3618421052631579,3.241099489050066,414,304,0,0.054526008665561676,0.19815117120742798,0.25267717242240906,0.0,0.9999977350234985,0.052407048642635345,pilot_v2_training_gate_only
sample_075,train,rectangular_notch,0.6,0.8373205741626795,0.9114583333333334,0.0,2.007714733472631,576,576,0,0.02314431220293045,0.10533082485198975,0.1284751296043396,0.0,0.9999997615814209,0.07265904545783997,pilot_v2_training_gate_only
sample_076,train,rectangular_notch,0.6,0.8486238532110092,0.9181141439205955,0.15508021390374332,1.3660643841259839,432,374,0,0.017689211294054985,0.09791886806488037,0.1156080812215805,0.0,1.0,0.05342927575111389,pilot_v2_training_gate_only
sample_077,train,rectangular_notch,0.6,0.9113712374581939,0.9536307961504812,0.08862876254180602,0.10030254712375906,545,598,0,0.011237012222409248,0.05531156063079834,0.06654857099056244,0.0,0.9999998807907104,0.06679551303386688,pilot_v2_training_gate_only
sample_078,train,rectangular_notch,0.6,0.8585526315789473,0.9238938053097345,0.14144736842105263,1.1904708428369537,522,608,0,0.02282833307981491,0.08501291275024414,0.10784124583005905,0.0,0.9999988079071045,0.06608526408672333,pilot_v2_training_gate_only
sample_079,train,rectangular_notch,0.6,0.8274647887323944,0.905587668593449,0.05952380952380952,1.9371525500704327,534,504,0,0.02191675454378128,0.10322701930999756,0.12514376640319824,0.0,1.0,0.06721917539834976,pilot_v2_training_gate_only
sample_080,train,rectangular_notch,0.6,0.7197106690777577,0.8370136698212408,0.16136363636363638,2.9063152621095885,511,440,0,0.06394738703966141,0.16941672563552856,0.23336410522460938,0.0,1.0,0.0632733553647995,pilot_v2_training_gate_only
sample_081,val,rectangular_notch,0.6,0.5668016194331984,0.7235142118863049,0.7642857142857142,2.781758072468124,494,280,0,0.11811314523220062,0.2896828055381775,0.4077959656715393,0.0,1.0,0.061223629862070084,pilot_v2_training_gate_only
sample_082,val,rectangular_notch,0.6,0.9017013232514177,0.94831013916501,0.08281573498964803,0.026631717547194636,523,483,0,0.01531521137803793,0.08283072710037231,0.09814593940973282,0.0,1.0,0.06518670171499252,pilot_v2_training_gate_only
sample_083,val,rectangular_notch,0.6,0.7360824742268042,0.8479809976247031,0.3585434173669468,1.0181496745067304,485,357,0,0.045058220624923706,0.18525350093841553,0.23031172156333923,0.0,0.999994158744812,0.0613815113902092,pilot_v2_training_gate_only
sample_084,val,rectangular_notch,0.6,0.8501362397820164,0.9189985272459499,0.05757575757575758,0.3941390677361069,349,330,0,0.014952166937291622,0.09843844175338745,0.11339060962200165,0.0,0.9999998807907104,0.04362288862466812,pilot_v2_training_gate_only
sample_085,val,rectangular_notch,0.6,0.7043740573152338,0.8265486725663717,0.024475524475524476,3.188248098685645,558,572,0,0.057491619139909744,0.17591369152069092,0.23340530693531036,0.0,0.9999995231628418,0.06946028769016266,pilot_v2_training_gate_only
sample_086,val,rectangular_notch,0.6,0.7790368271954674,0.8757961783439491,0.09333333333333334,1.5234295753428029,328,300,0,0.034063152968883514,0.1355116367340088,0.1695747971534729,0.0,1.0,0.04094184562563896,pilot_v2_training_gate_only
sample_087,val,rectangular_notch,0.6,0.7538726333907056,0.8596663395485771,0.23464912280701755,1.813653283241994,563,456,0,0.06262457370758057,0.1625043749809265,0.22512894868850708,0.0,1.0,0.06931585818529129,pilot_v2_training_gate_only
sample_088,val,rectangular_notch,0.6,0.6678571428571428,0.8008565310492506,0.33214285714285713,0.41444712773498665,374,560,0,0.12454217672348022,0.20257490873336792,0.32711708545684814,0.0,0.9999998807907104,0.046542271971702576,pilot_v2_training_gate_only
sample_089,val,rectangular_notch,0.6,0.7587939698492462,0.8628571428571429,0.14323607427055704,1.4068712377607444,323,377,0,0.02874385565519333,0.12858259677886963,0.15732645988464355,0.0,0.9999998807907104,0.04109092801809311,pilot_v2_training_gate_only
sample_090,val,rectangular_notch,0.6,0.7253384912959381,0.8408071748878924,0.23558897243107768,3.389513026236052,493,399,0,0.05884777009487152,0.17601102590560913,0.23485879600048065,0.0,0.9999990463256836,0.061678506433963776,pilot_v2_training_gate_only
sample_091,val,rectangular_notch,0.6,0.6945945945945946,0.8197767145135566,0.009615384615384616,2.9387777585305344,315,312,0,0.032037798315286636,0.1797909140586853,0.21182870864868164,0.0,0.9999908208847046,0.039323873817920685,pilot_v2_training_gate_only
sample_092,val,rectangular_notch,0.6,0.7831050228310502,0.8783610755441741,0.08823529411764706,1.880437339624982,407,374,0,0.04725296422839165,0.14537715911865234,0.1926301270723343,0.0,0.9999998807907104,0.051123909652233124,pilot_v2_training_gate_only
sample_093,val,rectangular_notch,0.6,0.7987117552334944,0.8880931065353626,0.0472027972027972,1.9788584633856345,545,572,0,0.039640359580516815,0.13465803861618042,0.17429840564727783,0.0,0.9999990463256836,0.0704871267080307,pilot_v2_training_gate_only
sample_094,val,rectangular_notch,0.6,0.7787810383747178,0.8756345177664975,0.03,3.036136076750142,388,400,0,0.028521962463855743,0.13198786973953247,0.16050982475280762,0.0,0.9999982118606567,0.04825717955827713,pilot_v2_training_gate_only
sample_095,val,rectangular_notch,0.6,0.6747663551401869,0.8058035714285714,0.376657824933687,0.4132532507603532,519,377,0,0.06257864087820053,0.19824349880218506,0.2608221471309662,0.0,0.9999936819076538,0.06306621432304382,pilot_v2_training_gate_only
sample_096,val,rectangular_notch,0.6,0.7328767123287672,0.8458498023715415,0.16666666666666666,2.181889232229288,345,414,0,0.09622630476951599,0.1541205644607544,0.2503468692302704,0.0,1.0,0.04212695360183716,pilot_v2_training_gate_only
sample_097,val,rectangular_notch,0.6,0.6771978021978022,0.8075348075348076,0.3228021978021978,0.5074339667056974,493,728,0,0.08001590520143509,0.1863774061203003,0.2663933038711548,0.0,0.999995231628418,0.06240798905491829,pilot_v2_training_gate_only
sample_098,val,rectangular_notch,0.6,0.7121212121212122,0.831858407079646,0.059895833333333336,2.9706231703017694,407,384,0,0.04320966452360153,0.17661184072494507,0.2198215126991272,0.0,0.9999973773956299,0.05182764679193497,pilot_v2_training_gate_only
sample_099,val,rectangular_notch,0.6,0.7130801687763713,0.8325123152709359,0.06666666666666667,2.5698500085788343,588,630,0,0.08631236851215363,0.17422401905059814,0.2605363726615906,0.0,1.0,0.0730387419462204,pilot_v2_training_gate_only
sample_100,val,rectangular_notch,0.6,0.5425790754257908,0.7034700315457413,0.14619883040935672,3.478174315062408,292,342,0,0.17237263917922974,0.2998279929161072,0.4722006320953369,0.0,1.0,0.03591260313987732,pilot_v2_training_gate_only
sample_101,test,rectangular_notch,0.6,0.7317784256559767,0.8451178451178452,0.07692307692307693,3.539109969462484,308,286,0,0.03147975355386734,0.16871583461761475,0.2001955807209015,0.0,0.9999974966049194,0.038969479501247406,pilot_v2_training_gate_only
