seed,source_index,sample_id,split,component_types,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,component_count_error,predicted_component_count_is_2,missed_component_flag,merged_component_flag,split_component_flag,largest_component_area_ratio,second_largest_component_area_ratio,component_recall_heuristic,notes,min_component_distance,min_component_distance_bin,union_mask_area,union_mask_area_bin
42,19,sample_020,train,rectangular_notch+rotated_rect,0.5,0.5695110258868649,0.725717776420281,0.11839080459770115,7.235247037467723,767,870,0,0.17775678634643555,0.30999624729156494,0.4877530336380005,0.0,0.999916672706604,0.09794751554727554,2,2,0,1,0,0,0,0.5397653194263363,0.4602346805736636,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,870,large
42,20,sample_021,train,rotated_rect+rotated_rect,0.5,0.6141636141636142,0.7609682299546142,0.11182108626198083,2.4373942463681115,696,626,0,0.09281918406486511,0.2784990072250366,0.37131819128990173,0.0,0.9987432360649109,0.08860805630683899,2,2,0,1,0,0,0,0.5301724137931034,0.4698275862068966,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,626,small
42,21,sample_022,train,rectangular_notch+rectangular_notch,0.5,0.6497607655502392,0.7877030162412993,0.14224137931034483,4.2365552849141785,796,928,0,0.11659303307533264,0.2348291277885437,0.35142216086387634,0.0,0.9998639822006226,0.0997626781463623,2,2,0,1,0,0,0,0.6180904522613065,0.38190954773869346,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,928,large
42,22,sample_023,train,rectangular_notch+rotated_rect,0.5,0.5699300699300699,0.7260579064587973,0.010447761194029851,1.4378646995338482,677,670,0,0.1099126860499382,0.3028825521469116,0.4127952456474304,0.0,0.9996767044067383,0.08390089869499207,2,2,0,1,0,0,0,0.5893648449039882,0.41063515509601184,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,670,small
42,23,sample_024,train,rotated_rect+rotated_rect,0.5,0.596401028277635,0.7471819645732689,0.20212765957446807,4.749994230043238,678,564,0,0.08641350269317627,0.2745129466056824,0.36092644929885864,0.0,0.9997968077659607,0.08492014557123184,2,2,0,1,0,0,0,0.5589970501474927,0.4410029498525074,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,564,small
42,24,sample_025,train,rectangular_notch+rectangular_notch,0.5,0.6648106904231625,0.7986622073578595,0.011968085106382979,1.3998072968387958,743,752,0,0.07585397362709045,0.2358052134513855,0.31165918707847595,1.1590498277027568e-33,0.999207079410553,0.09181775152683258,2,2,0,1,0,0,0,0.5275908479138627,0.47240915208613726,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,752,medium
42,25,sample_026,train,rectangular_notch+rotated_rect,0.5,0.5745909528392685,0.7298288508557457,0.2687830687830688,3.6302023953504072,691,945,0,0.13585156202316284,0.2978624105453491,0.43371397256851196,1.048108760129687e-34,0.9994800686836243,0.08704563230276108,2,2,0,1,0,0,0,0.5036179450072359,0.4963820549927641,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,945,large
42,26,sample_027,train,rotated_rect+rotated_rect,0.5,0.612691466083151,0.7598371777476255,0.10571428571428572,2.6870821556617455,774,700,0,0.11810648441314697,0.26876115798950195,0.3868676424026489,0.0,0.9998492002487183,0.0960158109664917,2,2,0,1,0,0,0,0.5581395348837209,0.4418604651162791,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,700,medium
42,27,sample_028,train,rectangular_notch+rectangular_notch,0.5,0.6197916666666666,0.7652733118971061,0.046052631578947366,0.8707501678635036,636,608,0,0.0812239870429039,0.25649160146713257,0.33771559596061707,0.0,0.9999576807022095,0.08016271889209747,2,2,0,1,0,0,0,0.5613207547169812,0.4386792452830189,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,608,small
42,28,sample_029,train,rectangular_notch+rotated_rect,0.5,0.6390728476821192,0.7797979797979798,0.1010230179028133,2.787846578545157,703,782,0,0.10554186254739761,0.23796701431274414,0.34350886940956116,0.0,0.9999363422393799,0.08574692904949188,2,2,0,1,0,0,0,0.5476529160739687,0.4523470839260313,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,782,medium
42,29,sample_030,train,rotated_rect+rotated_rect,0.5,0.6141176470588235,0.760932944606414,0.00291970802919708,6.558685279186229,687,685,0,0.104855015873909,0.2604426145553589,0.3652976155281067,0.0,0.9999579191207886,0.08534002304077148,2,2,0,1,0,0,0,0.5269286754002911,0.47307132459970885,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,685,medium
42,30,sample_031,train,rectangular_notch+rectangular_notch,0.5,0.6538849646821393,0.7907260524710189,0.04880952380952381,0.42344150109207557,799,840,0,0.09585663676261902,0.24112242460250854,0.33697906136512756,0.0,0.9988201260566711,0.09885495901107788,2,2,0,1,0,0,0,0.5043804755944932,0.4956195244055069,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,840,large
42,31,sample_032,train,rectangular_notch+rotated_rect,0.5,0.5423542354235423,0.703281027104137,0.1455026455026455,5.179197622548871,646,756,0,0.12849509716033936,0.3113272786140442,0.43982237577438354,0.0,0.999756395816803,0.08265933394432068,2,2,0,1,0,0,0,0.5758513931888545,0.4241486068111455,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,756,medium
42,32,sample_033,train,rotated_rect+rotated_rect,0.5,0.6096324461343473,0.75748031496063,0.3090909090909091,4.939052772321501,720,550,0,0.09245705604553223,0.2733672261238098,0.36582428216934204,0.0,0.9994519352912903,0.08947271853685379,2,2,0,1,0,0,0,0.5069444444444444,0.4930555555555556,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,550,small
42,33,sample_034,train,rectangular_notch+rectangular_notch,0.5,0.6217070600632244,0.7667316439246263,0.00390625,2.4204463215276415,771,768,0,0.10556381195783615,0.2672228217124939,0.37278664112091064,0.0,0.9999669790267944,0.09516345709562302,2,2,0,1,0,0,0,0.6342412451361867,0.3657587548638132,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,768,medium
42,34,sample_035,train,rectangular_notch+rotated_rect,0.5,0.5437616387337058,0.7044632086851629,0.2017353579175705,2.65225732523322,736,922,0,0.12965098023414612,0.323086142539978,0.45273712277412415,1.0022992416178431e-37,0.9943378567695618,0.0963248461484909,2,2,0,1,0,0,0,0.5271739130434783,0.47282608695652173,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,922,large
42,35,sample_036,train,rotated_rect+rotated_rect,0.5,0.6607329842931937,0.7957124842370744,0.03225806451612903,2.7219858795816005,780,806,0,0.09118858724832535,0.22697901725769043,0.3181675970554352,0.0,0.9999420642852783,0.09809704124927521,2,2,0,1,0,0,0,0.6230769230769231,0.3769230769230769,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,806,large
42,36,sample_037,train,rectangular_notch+rectangular_notch,0.5,0.66541822721598,0.7991004497751124,0.009036144578313253,0.30769305876152414,670,664,0,0.07380566000938416,0.24917501211166382,0.322980672121048,0.0,0.9995985627174377,0.08394501358270645,2,2,0,1,0,0,0,0.5985074626865672,0.4014925373134328,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,664,small
42,37,sample_038,train,rectangular_notch+rotated_rect,0.5,0.6085766423357665,0.7566647759500851,0.07411764705882352,3.6867501390444444,913,850,0,0.12489978969097137,0.263072669506073,0.38797247409820557,0.0,0.9996129870414734,0.1100124716758728,2,2,0,1,0,0,0,0.6221248630887185,0.3778751369112815,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,850,large
42,38,sample_039,train,rotated_rect+rotated_rect,0.5,0.6619537275064268,0.7965970610982211,0.0754414125200642,1.9997495584846376,670,623,0,0.07763360440731049,0.23156487941741943,0.3091984987258911,0.0,0.9999685287475586,0.08232063055038452,2,2,0,1,0,0,0,0.5850746268656717,0.41492537313432837,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,623,small
42,39,sample_040,train,rectangular_notch+rectangular_notch,0.5,0.735812133072407,0.8478015783540023,0.08836206896551724,0.4612363947893109,846,928,0,0.07111130654811859,0.17534637451171875,0.24645768105983734,6.150933748125961e-39,0.9999829530715942,0.10548830777406693,2,2,0,1,0,0,0,0.7163120567375887,0.28368794326241137,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,928,large
42,40,sample_041,train,rectangular_notch+rotated_rect,0.5,0.6002290950744559,0.7501789549033644,0.08507462686567165,3.699227364441544,727,670,0,0.10432015359401703,0.2742273807525635,0.3785475492477417,0.0,0.9994896650314331,0.08996162563562393,2,2,0,1,0,0,0,0.515818431911967,0.48418156808803303,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,670,small
42,41,sample_042,train,rotated_rect+rotated_rect,0.5,0.625832223701731,0.7698607698607699,0.16489361702127658,1.0936764726619592,657,564,0,0.07586584985256195,0.2662543058395386,0.3421201705932617,1.938886598410575e-36,0.999822199344635,0.08286748081445694,2,2,0,1,0,0,0,0.5555555555555556,0.4444444444444444,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,564,small
42,42,sample_043,train,rectangular_notch+rectangular_notch,0.5,0.6875739644970414,0.814866760168303,0.03851444291609354,1.5781705684546297,699,727,0,0.08420118689537048,0.20812946557998657,0.29233065247535706,0.0,0.9999502897262573,0.08599914610385895,2,2,0,1,0,0,0,0.542203147353362,0.45779685264663805,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,727,medium
42,43,sample_044,train,rectangular_notch+rotated_rect,0.5,0.6559454191033138,0.7922307239552678,0.20591341077085534,1.526774199463279,752,947,0,0.10231566429138184,0.22652459144592285,0.3288402557373047,0.0,0.999968409538269,0.09336118400096893,2,2,0,1,0,0,0,0.6037234042553191,0.3962765957446808,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,947,large
42,44,sample_045,train,rotated_rect+rotated_rect,0.5,0.572827417380661,0.7284046692607004,0.16951566951566951,6.62828319697691,583,702,0,0.13615429401397705,0.29207032918930054,0.4282246232032776,0.0,0.9999037981033325,0.0733262449502945,2,2,0,1,0,0,0,0.6638078902229846,0.3361921097770154,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,702,medium
42,45,sample_046,train,rectangular_notch+rectangular_notch,0.5,0.6084262701363073,0.7565485362095532,0.13486842105263158,4.006174652653536,690,608,0,0.10434543341398239,0.2928706407546997,0.3972160816192627,0.0,0.9992140531539917,0.08831262588500977,2,2,0,1,0,0,0,0.5202898550724637,0.4797101449275362,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,608,small
42,46,sample_047,train,rectangular_notch+rotated_rect,0.5,0.6151419558359621,0.76171875,0.03580562659846547,0.4343070439408719,754,782,0,0.11558721214532852,0.2574557662010193,0.3730429708957672,0.0,0.9998070597648621,0.09297290444374084,2,2,0,1,0,0,0,0.5119363395225465,0.4880636604774536,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,782,medium
42,47,sample_048,train,rotated_rect+rotated_rect,0.5,0.7385159010600707,0.8495934959349594,0.14847161572052403,0.6809814914665313,789,687,0,0.06710920482873917,0.1919882893562317,0.25909748673439026,0.0,0.9999954700469971,0.09769037365913391,2,2,0,1,0,0,0,0.6577946768060836,0.34220532319391633,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,687,medium
42,48,sample_049,train,rectangular_notch+rectangular_notch,0.5,0.589041095890411,0.7413793103448276,0.06666666666666667,2.401284549887796,784,840,0,0.13690727949142456,0.27786487340927124,0.4147721529006958,0.0,0.9996442794799805,0.09816504269838333,2,2,0,1,0,0,0,0.5076530612244898,0.4923469387755102,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,840,large
42,49,sample_050,train,rectangular_notch+rotated_rect,0.5,0.631004366812227,0.7737617135207496,0.07225806451612904,6.559586894764983,719,775,0,0.09473439306020737,0.2516992688179016,0.3464336693286896,0.0,0.9994474053382874,0.09038642793893814,2,2,0,1,0,0,0,0.5618915159944368,0.4381084840055633,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,775,medium
42,50,sample_051,train,rotated_rect+rotated_rect,0.5,0.6505376344086021,0.7882736156351792,0.23679417122040072,2.0251705439193244,679,549,0,0.07126471400260925,0.2561609148979187,0.32742562890052795,0.0,0.9996553659439087,0.08427495509386063,2,2,0,1,0,0,0,0.593519882179676,0.406480117820324,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,549,small
42,51,sample_052,train,rectangular_notch+rectangular_notch,0.5,0.6574585635359116,0.7933333333333333,0.046875,6.102027635001638,732,768,0,0.09453640878200531,0.23344862461090088,0.3279850482940674,0.0,0.9997236132621765,0.09087714552879333,2,2,0,1,0,0,0,0.5218579234972678,0.4781420765027322,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,768,medium
42,52,sample_053,train,rectangular_notch+rotated_rect,0.5,0.6647398843930635,0.7986111111111112,0.12581344902386118,3.0667133289405344,806,922,0,0.10041208565235138,0.23972046375274658,0.34013253450393677,0.0,0.9996044039726257,0.09986890852451324,2,2,0,1,0,0,0,0.5210918114143921,0.47890818858560796,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,922,large
42,53,sample_054,train,rotated_rect+rotated_rect,0.5,0.6310679611650486,0.7738095238095238,0.11940298507462686,5.254406297443145,708,804,0,0.12911704182624817,0.25314003229141235,0.3822570741176605,0.0,0.9999768733978271,0.08937962353229523,2,2,0,1,0,0,0,0.6031073446327684,0.3968926553672316,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,804,large
42,54,sample_055,train,rectangular_notch+rectangular_notch,0.5,0.5788863109048724,0.7332843497428362,0.20583468395461912,4.1602706553517566,744,617,0,0.10012632608413696,0.2824445962905884,0.38257092237472534,0.0,0.9998118281364441,0.09103457629680634,2,2,0,1,0,0,0,0.5053763440860215,0.4946236559139785,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,617,small
42,55,sample_056,train,rectangular_notch+rotated_rect,0.5,0.5871559633027523,0.7398843930635838,0.17253521126760563,4.3415240330464195,705,852,0,0.1435912847518921,0.2882952094078064,0.4318864941596985,0.0,0.9996429681777954,0.08904504776000977,2,2,0,1,0,0,0,0.5943262411347517,0.4056737588652482,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,852,large
42,56,sample_057,train,rotated_rect+rotated_rect,0.5,0.6934023285899095,0.8189457601222307,0.09775641025641026,2.030500499472023,685,624,0,0.07607019692659378,0.21070581674575806,0.28677600622177124,0.0,0.9999023675918579,0.08550912886857986,2,2,0,1,0,0,0,0.5240875912408759,0.4759124087591241,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,624,small
42,57,sample_058,train,rectangular_notch+rectangular_notch,0.5,0.5729468599033817,0.7285012285012284,0.24568965517241378,9.1796622501545,700,928,0,0.1497151255607605,0.30006396770477295,0.44977909326553345,3.23169053582786e-35,0.9996069073677063,0.08878467231988907,2,2,0,1,0,0,0,0.5357142857142857,0.4642857142857143,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,928,large
42,58,sample_059,train,rectangular_notch+rotated_rect,0.5,0.5652724968314322,0.7222672064777328,0.07332293291731669,1.278874881109571,594,641,0,0.11783333122730255,0.29671043157577515,0.4145437479019165,0.0,0.9998730421066284,0.07434327900409698,2,2,0,1,0,0,0,0.6363636363636364,0.36363636363636365,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,641,small
42,59,sample_060,train,rotated_rect+rotated_rect,0.5,0.5898491083676269,0.7420189818809318,0.05132743362831858,5.8011183012515914,594,565,0,0.08733047544956207,0.2833106517791748,0.3706411123275757,0.0,0.9999561309814453,0.07484003901481628,2,2,0,1,0,0,0,0.5521885521885522,0.4478114478114478,1.0,multi_defect_pilot_gate_only,0.028102668912400475,far,565,small
42,60,sample_061,train,rectangular_notch+rectangular_notch,0.5,0.7064846416382252,0.828,0.005319148936170213,1.8860497255389568,748,752,0,0.07488152384757996,0.2080010175704956,0.28288254141807556,0.0,0.9997672438621521,0.09259490668773651,2,2,0,1,0,0,0,0.5240641711229946,0.47593582887700536,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,752,medium
42,61,sample_062,train,rectangular_notch+rotated_rect,0.5,0.6514285714285715,0.7889273356401384,0.16701902748414377,4.616959656940814,788,946,0,0.10522445291280746,0.22915542125701904,0.3343798816204071,0.0,0.9999701976776123,0.09977033734321594,2,2,0,1,0,0,0,0.5304568527918782,0.46954314720812185,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,946,large
42,62,sample_063,train,rotated_rect+rotated_rect,0.5,0.5520833333333334,0.7114093959731543,0.08974358974358974,1.1232329041110314,639,702,0,0.1392017900943756,0.3183034062385559,0.4575051963329315,0.0,0.9999459981918335,0.07940001040697098,2,2,0,1,0,0,0,0.5712050078247262,0.4287949921752739,1.0,multi_defect_pilot_gate_only,0.020143485299222674,near,702,medium
42,63,sample_064,train,rectangular_notch+rectangular_notch,0.5,0.5662368112543963,0.7230538922155688,0.19736842105263158,4.0276376159006615,728,608,0,0.11856112629175186,0.31270843744277954,0.4312695562839508,0.0,0.9995638728141785,0.09114518761634827,2,2,0,1,0,0,0,0.5137362637362637,0.48626373626373626,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,608,small
42,64,sample_065,train,rectangular_notch+rotated_rect,0.5,0.6156351791530945,0.7620967741935484,0.16296296296296298,4.135846821812253,678,810,0,0.11216747760772705,0.2608070969581604,0.37297457456588745,0.0,0.9998069405555725,0.08509646356105804,2,2,0,1,0,0,0,0.5899705014749262,0.41002949852507375,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,810,large
42,65,sample_066,train,rotated_rect+rotated_rect,0.5,0.6234498308906427,0.7680555555555556,0.10218978102189781,4.874420281760798,755,685,0,0.09858764708042145,0.25590717792510986,0.3544948101043701,0.0,0.9997795224189758,0.09470021724700928,2,2,0,1,0,0,0,0.5125827814569537,0.48741721854304637,1.0,multi_defect_pilot_gate_only,0.022130521909796884,near,685,medium
42,66,sample_067,train,rectangular_notch+rectangular_notch,0.5,0.6149949341438703,0.7616060225846926,0.0955794504181601,0.8702251907551661,757,837,0,0.1262475848197937,0.2650874853134155,0.39133507013320923,0.0,0.9998263716697693,0.0940997302532196,2,2,0,1,0,0,0,0.5138705416116248,0.4861294583883752,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,837,large
42,67,sample_068,train,rectangular_notch+rotated_rect,0.5,0.6521264994547438,0.7894389438943894,0.04768041237113402,7.248015207835475,739,776,0,0.10490751266479492,0.2511221766471863,0.3560296893119812,0.0,0.9996044039726257,0.0921817272901535,2,2,0,1,0,0,0,0.5872801082543978,0.41271989174560214,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,776,medium
42,68,sample_069,train,rotated_rect+rotated_rect,0.5,0.5563816604708798,0.714968152866242,0.279491833030853,7.293817491969598,705,551,0,0.12383846938610077,0.3082011342048645,0.43203961849212646,0.0,0.9999716281890869,0.08846020698547363,2,2,0,1,0,0,0,0.5460992907801419,0.45390070921985815,1.0,multi_defect_pilot_gate_only,0.024119701490690138,medium,551,small
42,69,sample_070,train,rectangular_notch+rectangular_notch,0.5,0.6466083150984683,0.7853820598006644,0.040364583333333336,2.609049622077278,737,768,0,0.09684848040342331,0.24909400939941406,0.34594249725341797,0.0,0.9999505281448364,0.0922279804944992,2,2,0,1,0,0,0,0.6065128900949797,0.39348710990502034,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,768,medium
42,70,sample_071,train,rectangular_notch+rotated_rect,0.5,0.6224976167778837,0.7673325499412456,0.1540130151843818,0.7656404136563147,780,922,0,0.1195337176322937,0.25427424907684326,0.37380796670913696,0.0,0.9996821880340576,0.0981687381863594,2,2,0,1,0,0,0,0.5935897435897436,0.4064102564102564,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,922,large
42,71,sample_072,train,rotated_rect+rotated_rect,0.5,0.5419047619047619,0.7029030265596047,0.013681592039800995,7.233635901436045,815,804,0,0.14094381034374237,0.31202471256256104,0.4529685378074646,0.0,0.9998113512992859,0.10090984404087067,2,2,0,1,0,0,0,0.5190184049079755,0.48098159509202454,1.0,multi_defect_pilot_gate_only,0.02611053427258814,medium,804,large
