epoch,train_loss,train_bce_loss,train_dice_loss,train_type_loss,train_center_loss,train_size_loss,train_depth_loss,train_angle_loss,best_val_threshold,val_iou,val_dice,val_area_error,val_score
1,0.6060361108359169,0.07986576833269175,0.3367048046168159,0.7000656250645133,0.4685036561944905,0.46643058780361624,0.44852041584603924,0.07079040264601216,0.8,0.5220169477535673,0.678482590598977,0.21856404808711566,0.9819354902654287
2,0.6011045645265018,0.07983033841147143,0.3348449117997113,0.6996585568960976,0.46573975550777774,0.4646514776874991,0.43985747714417384,0.028629210065392888,0.8,0.5211325747175829,0.6778770568173161,0.21131341973566564,0.9876962117992334
3,0.5991846217828638,0.07947548993808382,0.3346467386273777,0.6959460780901068,0.4670468016582377,0.4562711952363743,0.44072407571708455,0.021995922728606006,0.8,0.52143698194461,0.6781231975650901,0.21210655714351467,0.9874536223661853
4,0.6012577870312859,0.07992133027052178,0.33512188406551585,0.6956531124956468,0.4736349880695343,0.46401163146776314,0.4377509833258741,0.01994093258262557,0.8,0.52143698194461,0.6781231975650901,0.21210655714351467,0.9874536223661853
5,0.6001527782748727,0.07944238766589586,0.33494994920842786,0.6943470151985393,0.4695870289031197,0.45674413354957805,0.4417669045574525,0.03208555505775353,0.8,0.5214648722177052,0.678140694819672,0.21207594140290942,0.9875296256344677
6,0.5984889417886734,0.07916087525732377,0.33448846375241,0.6933411710402545,0.4666382407440859,0.45870698813129873,0.43682362796629176,0.022595526349237737,0.8,0.521473384563124,0.6781431864057416,0.21238161541857298,0.9872349555502926
7,0.6008610339725718,0.08009627965443275,0.3347264721113093,0.6944088146967047,0.4693780331050648,0.4634128204163383,0.43528255469658794,0.03108361437368919,0.8,0.5171250052896393,0.6741648478578217,0.19225267060307724,0.9990371825443837
8,0.5997040070155087,0.07938509500202011,0.33356818206170025,0.6983104225467233,0.4639713790486841,0.4693509594482534,0.44698525614598217,0.024763799258781707,0.8,0.52143698194461,0.6781231975650901,0.21210655714351467,0.9874536223661853
9,0.600379624787499,0.07968632033204331,0.3353861061965718,0.6943102636758018,0.47268712169983806,0.4565122960244908,0.43872928049634485,0.02039528635385282,0.8,0.52143698194461,0.6781231975650901,0.21210655714351467,0.9874536223661853
10,0.5997021566419041,0.07942407205700874,0.3346186455558328,0.6928380938137279,0.4709470307125765,0.46199146877316866,0.44167985219289274,0.019955703392898774,0.8,0.5210062709836075,0.6777781576396532,0.20851107157131693,0.9902733570519437
11,0.5954267540398765,0.07885887429994695,0.33306140408796425,0.6894604879267076,0.464692119289847,0.451715688495075,0.43715477471842484,0.02123837108614252,0.7,0.5181506949229636,0.6747639501706618,0.1894582452319924,1.003456399861633
12,0.6031734312281889,0.08041834634016543,0.3347871268496794,0.6975124601055595,0.4721593102988075,0.4766831231467864,0.44527483249411864,0.021374240764142835,0.8,0.5213570994007934,0.6780701038823143,0.21141395367663582,0.9880132496064719
13,0.6013803534647998,0.08022015213089831,0.3348226091440986,0.6921974455609041,0.4729083671289332,0.46187106037841125,0.442492098931004,0.03030597629463848,0.8,0.518863253205259,0.6760685252127738,0.2108462835882591,0.9840854948297736
14,0.5971699602463666,0.0794831098002546,0.33360902176183815,0.6892026768011206,0.4714253781472935,0.44927066564559937,0.4421610481598798,0.01959825021228479,0.8,0.5183729627262034,0.6754005748622536,0.20462092751855165,0.9891526100699054
15,0.5915359100874733,0.07846932409002501,0.33031004842589884,0.6781831734320697,0.4645899985642994,0.455949331907665,0.43733172074836846,0.020353922526577233,0.8,0.524387974952948,0.6815411562365127,0.22935045779433047,0.9765786733951302
16,0.6007181739105898,0.07948317806072094,0.3340153641560498,0.6965739446527818,0.4691702031037387,0.4753969653564341,0.44210320404347253,0.020007320570156854,0.8,0.52143698194461,0.6781231975650901,0.21210655714351467,0.9874536223661853
17,0.5983777028672835,0.07939761340179864,0.3340935970053953,0.6928009566138772,0.46901892826837654,0.4561975221423542,0.44037314416731105,0.02132165725069011,0.8,0.5215014890740259,0.6782354172024921,0.21070331117231098,0.989033595104207
18,0.5950441027388853,0.07884571328759193,0.3331681630190681,0.6833869516849518,0.46812455268467174,0.44812504947185516,0.4387003810090177,0.022630686378654313,0.8,0.5257357360202596,0.6824457193415799,0.21726028769419975,0.9909211676676397
19,0.5866977984414381,0.07786414761315374,0.32963648087838116,0.6676388049826902,0.4629349673495573,0.43816792263704185,0.4255102222018382,0.020949721528107628,0.8,0.5135230674945503,0.6710816206464455,0.20059118704004159,0.9840135011009543
20,0.5899031022015739,0.07839485981008586,0.33022144261528463,0.6732407334972831,0.46406112435986013,0.4441625502179651,0.4361759744146291,0.026631168391117278,0.8,0.5186276224194869,0.6759690071785655,0.19845212657367234,0.9961445030243801
21,0.5681432257680332,0.07570816554567393,0.3248988863299875,0.60869700505453,0.4622318972559536,0.39242881711791544,0.4022946333622231,0.02171321988434476,0.7,0.524396522602179,0.6817313959550177,0.28111843725949537,0.9250094812977013
22,0.5778524174409754,0.07626605767975836,0.32523752836620107,0.6563696870032478,0.45858731953536763,0.42282988087219353,0.42890076536466093,0.0225020508720156,0.5,0.521835929026536,0.6759694267111508,0.2612698742084834,0.9365354815292033
23,0.565280029002358,0.07478824356461272,0.3239453680375043,0.6089198720805785,0.45928825175060944,0.3847025619710193,0.4038841395693667,0.021222734659471932,0.8,0.52253867865414,0.6793616892793443,0.24162786408906262,0.9602725038444218
24,0.5679626868051642,0.07583284049349673,0.32449538216871376,0.6079344907227684,0.4638545627103132,0.3972678105620777,0.39531260772663,0.01926280265701387,0.8,0.5285499282852621,0.6852001543558628,0.20865406230807873,1.0050960203330461
25,0.5589981543667176,0.07363249076639905,0.3207203290041755,0.5985209836679346,0.45242904871702194,0.3905314496334861,0.3897561531733064,0.020187345484052512,0.7,0.5260448309568101,0.6825890103892919,0.25723520997786603,0.9513986313682359
26,0.5488112954532399,0.07191350957488313,0.3167712074868819,0.5785275066600126,0.444067586432485,0.3729272813481443,0.39102528047035723,0.020461570197606787,0.7,0.5294097148926067,0.6851765853430271,0.26203052391700704,0.9525557763186268
27,0.5415277349598268,0.0693307296537301,0.31343087378670187,0.5843137108227786,0.428065010729958,0.36722151913187084,0.39541590520564246,0.020706229911678854,0.8,0.5374167950106834,0.6911941478065379,0.2576423733652876,0.9709685694519338
28,0.5412347860196057,0.07005023386548548,0.31360752442303824,0.5703747658168569,0.43551839625134187,0.3571737927987295,0.40544386712067265,0.01996252578957116,0.8,0.5223882253637331,0.6792231966818906,0.2563792149807756,0.945232207064848
29,0.5356715102406109,0.06841492028359104,0.31112052237286286,0.57453472561696,0.4243740974103703,0.35400792386601954,0.3953319665263681,0.021555767709608462,0.6,0.5363186188360912,0.6895761992400526,0.2954883914641626,0.9304064266119814
30,0.5327916732605766,0.0679110604173997,0.3099895487813389,0.5696065189207301,0.4226982120205374,0.34584151208400726,0.40030216075041714,0.021226833081420732,0.8,0.5287098389392955,0.6834309707852991,0.2733767191698198,0.9387640905547749
31,0.5419188010341981,0.06925480758004329,0.31406774415689354,0.5842671341755811,0.42828793034834023,0.3619658806744744,0.39894483983516693,0.023938242606270838,0.8,0.5293118730796703,0.6835689676609638,0.23180802201744288,0.9810728187231913
32,0.5350665748119354,0.06765905822462895,0.3114551428486319,0.5840154412914725,0.4148901161902091,0.35337868069901185,0.3925830125808716,0.02189606675357722,0.8,0.5401169389327632,0.6924488952037731,0.2596470703618465,0.9729187637746899
33,0.5268370342605254,0.0665101557970047,0.30685146766550403,0.5731228322667234,0.4161992265897639,0.3386808800346711,0.39316193847095265,0.020340248394538376,0.8,0.5324872138253477,0.6859194953893565,0.3272981574938063,0.8911085517208979
34,0.5250970186556086,0.0657515866572366,0.30481998184148,0.5843978787169737,0.4057396575808525,0.3457457390339935,0.39795782373232,0.020784534876892233,0.8,0.5341681688752115,0.6877297720975499,0.27086748869099403,0.9510304522817672
35,0.5214053269694833,0.06523693791207145,0.3043289920862983,0.5676895739401088,0.4035034192835583,0.336631648680743,0.40048517111469717,0.02065355096505407,0.8,0.5485312331498194,0.70086768912217,0.2700296828130005,0.979369239458989
36,0.5258515258045757,0.06589244963491664,0.3066214533413158,0.5767788878258537,0.40987008634735556,0.33672550320625305,0.39984282434863205,0.02016054028097321,0.8,0.545235261904416,0.6980929412948224,0.28979172041123086,0.9535364827880075
37,0.5219427855575786,0.06616983398356859,0.30408615575117226,0.5634001765181037,0.403766789857079,0.3417888485333499,0.39498670530669827,0.020837616230196813,0.8,0.545934404611192,0.6991207724663462,0.28423444172150397,0.9608207353560343
38,0.510180355871425,0.06309555865385953,0.29841219677644615,0.5630560929284376,0.3842259741881314,0.3304176519022268,0.3980498112299863,0.020002831978832975,0.8,0.5447123187246679,0.697239655624107,0.260769897934954,0.9811820764138208
39,0.5155262798070908,0.06505446212694925,0.30340461871203256,0.5428943029221367,0.4062710645444253,0.31740996855146747,0.38936150906717076,0.018831890446188694,0.8,0.5483226201848821,0.7004935630081944,0.27889153539440137,0.969924647798675
40,0.5063696503639221,0.06236875670797685,0.298171704306322,0.5495559428544605,0.384348963989931,0.31706095070523377,0.3948480101192699,0.01980403798413189,0.6,0.55980411578957,0.7103840011134949,0.2929614719816435,0.9772266449214213
41,0.5033540252377006,0.061845783911207146,0.29706109271329995,0.5473398355876699,0.3782032929799136,0.31420743531164,0.38955073233912973,0.01989113539457321,0.6,0.5581206433430878,0.7090046848290517,0.2936765834201656,0.9734487447519737
42,0.5059936563758289,0.06237374114639619,0.2975083431776832,0.5562729633906308,0.38169655116165385,0.312617751167101,0.4005870098138557,0.0204699084518806,0.7,0.5641896752772809,0.7147777845660931,0.30940575133483017,0.9695617085085438
43,0.4986570600201102,0.061108881388516986,0.29441488841000724,0.5447932806085137,0.37520074888187294,0.30909943799762163,0.3850325201364124,0.0194464312893722,0.6,0.5673579795294922,0.7176162402314641,0.2976148776677311,0.9873593420932251
44,0.5063872293514364,0.06316732187919757,0.2979198887067683,0.5439031812198022,0.3816699749406646,0.32438607645385403,0.38598739531110315,0.02009454698247068,0.8,0.5619066566270559,0.7118335397358959,0.2739794842023999,0.9997607121605518
45,0.5084851971443962,0.06291396302335403,0.2983408167081721,0.5638935487059986,0.381532960516565,0.3189013477633981,0.3958389042493175,0.020113624824101433,0.7,0.5689510360043631,0.7188033786579667,0.28483327028756766,1.002921144374762
46,0.5042576597017401,0.06230795503977467,0.2974732518196106,0.5446567197932917,0.3820715998025501,0.31537406782017036,0.38406744752736655,0.02125669681631467,0.6,0.5801439021640934,0.7283217427168183,0.30477190346524863,1.0036937414156633
47,0.5036770324496662,0.061805732986506295,0.29584835732684417,0.557794790057575,0.3691151852116865,0.32345718233024373,0.3992532373351209,0.02047143063699717,0.8,0.5563513803949061,0.7077965681294622,0.262870372348358,1.0012775761760104
48,0.49094498332809,0.05947412594276316,0.2899857198490816,0.5409248532617793,0.3618640943485148,0.30805686817449685,0.3891755282221472,0.01883563569144291,0.7,0.5668947197279527,0.7165103967384616,0.29828676328276316,0.9851183531836513
49,0.494723833659116,0.06009687176522087,0.29198472815401416,0.5474031352821518,0.3674742404152365,0.3069470375776291,0.3898880209992914,0.019307787451372647,0.7,0.571483044908733,0.7204638454214166,0.2579402908186755,1.0340065995114742
50,0.4867343587033889,0.059138699160779226,0.2872184164383832,0.5381286065368092,0.35045505534200105,0.3050992738674669,0.4001235050313613,0.020055406028404832,0.7,0.5779576233410492,0.7260628345465528,0.28926230451885865,1.0147581533687433
51,0.4918524798224954,0.06012445556766847,0.290038980105344,0.5335148191627335,0.3642929809934953,0.3111818551140673,0.39514247043167844,0.02065903298995074,0.7,0.5646310129497215,0.7151490469856988,0.34250914257219256,0.9372709173632278
52,0.4861096625818926,0.05888859971481211,0.2881039486211889,0.5228478426442427,0.35479701573357864,0.30153659731149673,0.4048312643871588,0.019148099571740365,0.8,0.5683827041004262,0.7178436023017525,0.2614288594724083,1.0247974469297705
53,0.48265939337365765,0.05816360486342626,0.28591091492596793,0.5252194312565467,0.3517751720021753,0.3032771112287746,0.39259370284921985,0.01856036245247678,0.7,0.5755941487818311,0.7250363906358247,0.2951310530240549,1.0054994863936009
54,0.47178292975706215,0.05613110072034247,0.28230398192125206,0.5095976687529508,0.33923327484551596,0.28462130861247287,0.37814273444168706,0.02190969207817141,0.7,0.5695993942057311,0.7190948002257788,0.28423681597216494,1.0044573784593451
55,0.47701962292194366,0.05739686462809058,0.28423841034664826,0.5140086421195198,0.3436751308686593,0.297325074672699,0.3777501600630143,0.01991913342327975,0.8,0.5571936535781244,0.7090598078242522,0.3084390050185129,0.9578144563838638
56,0.46877700265716105,0.055651370655087865,0.2812105837990256,0.5010240726611194,0.3362736452151747,0.2848351545193616,0.3730513100676677,0.02098389934775803,0.6,0.5674175334541575,0.7168578114902701,0.2969823332843938,0.9872930116600338
57,0.4670054044793634,0.055884235922028035,0.28098227171336904,0.496415612013901,0.338075953809654,0.278618180357358,0.3564784272628672,0.0200800119611599,0.8,0.5593478235005167,0.7111714030021501,0.3201319544487726,0.9503872720538942
58,0.468545741018127,0.056523533537983894,0.2800094941083123,0.5093619981232811,0.3374197277076104,0.2893942904603832,0.3451510937336613,0.02275104752248701,0.7,0.5772247010434549,0.7259928085860867,0.28724167762534825,1.0159758320041936
59,0.4628547850777121,0.05504922316793133,0.2797563777250402,0.4963948148138383,0.33564308461020975,0.2792045274639831,0.3182576487169546,0.020241095766644266,0.7,0.563550628487743,0.7141462097878615,0.27643692503369743,1.001259913241907
60,0.46335893694092245,0.055789588567088634,0.2797405632103191,0.4909972469596302,0.3387277016744894,0.2810063668910195,0.313686299849959,0.02142682220951161,0.7,0.5427411413526628,0.6967375266889119,0.27026815116863223,0.9692105168729424
61,0.4622792312327553,0.05581738997031661,0.2778623069033903,0.5078540944001254,0.33297550853560953,0.2801815228646292,0.30868446125703697,0.02128406156621435,0.7,0.5726285190297753,0.7210899754314829,0.2855950040375074,1.0081234904237508
62,0.4525478429654065,0.05416618495741311,0.2743189475115608,0.4856434578404707,0.3252040673704708,0.27777184962349777,0.2833290360867977,0.02068644023144289,0.6,0.5771877829355644,0.7250014319625678,0.25223884371345195,1.0499503711846803
63,0.45048410313970905,0.05301891081035137,0.27505063309389,0.48026226066491184,0.32579634119482603,0.2652424532810555,0.2857531969271162,0.01993592204663026,0.8,0.5539104492690266,0.7072617463509105,0.31959880288855347,0.9415733927313836
64,0.4563045826028375,0.05447369430433301,0.2775401034775902,0.4783782941453597,0.3347516344750629,0.2688147594385287,0.30218806512215557,0.01973836462917354,0.6,0.5750014878152978,0.7229944834298635,0.3081813224118164,0.989814648833345
65,0.4489065505125943,0.05283254242556937,0.2749868911855361,0.4561527971835697,0.32208524907336517,0.2655004482058918,0.3105504948864965,0.023714938981677678,0.6,0.5775451526046549,0.7250613138730839,0.2824600123777451,1.0201464540999936
66,0.4554157099303077,0.054243511136840374,0.2763927088064306,0.46760237874353633,0.32929277989794226,0.2703374979250571,0.3391445625354262,0.021979899138814825,0.7,0.5580458508017482,0.7073188307409247,0.26116981040967946,1.0041948711329933
67,0.44788020849227905,0.052694367135272306,0.27309781663558064,0.4577439983977991,0.32644276627722907,0.260096727486919,0.3335712041486712,0.019622351166189593,0.7,0.5800005483806354,0.7273001097640376,0.3073444503911404,0.9999562077535327
68,0.45400775706066804,0.0540992256034823,0.2745131937896504,0.4756949684199165,0.32503757757299084,0.2742430046200752,0.33854201523696675,0.01941365930799614,0.7,0.5689721811861962,0.7199645832124572,0.33779775548180385,0.9511390089168494
69,0.43954527378082275,0.05140184315250201,0.27031054742196026,0.4526020437479019,0.3219398260116577,0.24740821539479144,0.2933008469202939,0.01945658904664657,0.8,0.5719996267219694,0.7219657213015098,0.2778876248978353,1.016077723125644
70,0.4391173466163523,0.051241895403055585,0.2695123255252838,0.44619288339334373,0.3157666814239586,0.2539644701515927,0.3153068401357707,0.02010753918576109,0.8,0.5511849638956948,0.7031256384195871,0.32352695293862355,0.9307836493766584
71,0.4516243759323569,0.053274056271595115,0.2742169096189387,0.4781370373333202,0.3166839962496477,0.2740150484639932,0.3256338383345043,0.01936201534151812,0.7,0.5603633533822595,0.7114209019801689,0.3327696820649097,0.9390145732975186
72,0.4380737139898188,0.05141046687084086,0.2707376725533429,0.428070060470525,0.3181563387898838,0.2522304121624021,0.30007771117722287,0.02152006889638655,0.6,0.5829273449308059,0.7298525278902024,0.3036354184474591,1.009144454373549
73,0.4246969240553239,0.049252444768653196,0.2637414143365972,0.4085618239991805,0.30410319040803346,0.23846596424632213,0.3113260661416194,0.02047313456697499,0.6,0.5644498751113933,0.7153269999160409,0.30025756770571993,0.9795193073217141
74,0.41145918386823993,0.046842034577446824,0.26094144407440634,0.35280437175841894,0.3011551617699511,0.21528553721659324,0.31322157339138146,0.021802361794363928,0.6,0.5606138106921758,0.7116125170366554,0.31681718902020145,0.9554091387086296
75,0.41392196539570303,0.047083100523142254,0.2617115764056935,0.37289758705917525,0.29789066490005045,0.22267683179062955,0.295784427839167,0.01983111511970706,0.7,0.5985414380384072,0.7427585463740275,0.24979397381340357,1.091506010599031
76,0.4175925859633614,0.04810227902934832,0.26300958850804496,0.3537148793830591,0.301367370521321,0.22553128727218685,0.3476589937858722,0.020728331086609292,0.6,0.5561975820316102,0.7060328972456577,0.299611996056161,0.9626184832211069
77,0.4153535734204685,0.047717775163405085,0.263321380404865,0.33944227173924446,0.3036089635947171,0.2235974743962288,0.3336822554907378,0.019308725495220107,0.6,0.5911500643863503,0.737642159309624,0.28103688356659057,1.0477553401293835
78,0.4011787807240206,0.04572467478540014,0.2578914691420162,0.3130341406692477,0.291480677531046,0.21420355426038012,0.29450614027240696,0.01930992791483946,0.6,0.5911399852391614,0.7378199899970928,0.26887877139270183,1.0600812038435523
79,0.39713460995870475,0.04493443525451071,0.2536814107614405,0.3438496519537533,0.2830221109530505,0.20048523239572258,0.29522182704771266,0.02043953337980544,0.5,0.5883904374606622,0.7340097491229414,0.3021905223837052,1.0202096641998986
80,0.3970610218889573,0.04504800878246041,0.2554957603707033,0.3278329164228019,0.2851509083719814,0.20679897376719644,0.26981813416761513,0.0209613233421217,0.6,0.591000360656661,0.7371965462565125,0.2872304647612129,1.0409664421519607
81,0.3886260846081902,0.04412778927122846,0.25346219364334555,0.2729540377417031,0.28724247392486124,0.19446575860766804,0.29134097585783286,0.02005656949682709,0.6,0.5843177346375853,0.7319951603597996,0.28532340209964957,1.0309894928977354
82,0.38726043613517985,0.044046520748559165,0.2514966025071986,0.29913417019826527,0.2789290030212963,0.19518698817666838,0.2654564019073458,0.022389596396618906,0.5,0.603816360137257,0.7470439492611384,0.276499881503618,1.0743604278947774
83,0.4011448744465323,0.045644428033162564,0.25776079472373514,0.3381147197283366,0.291229994419743,0.19224168261622682,0.2881767322473666,0.023443424615406376,0.6,0.5605578059380503,0.7130973823518928,0.3015388453031104,0.9721163429868325
84,0.37592599058852477,0.042638385449262226,0.2506493487778832,0.24102242028011994,0.27634132346686197,0.17622330384876797,0.24135845077826695,0.024232660105232808,0.5,0.5861029055813196,0.7331044831738358,0.31085533914827185,1.0083520496068836
85,0.36485107944292183,0.040915907086694944,0.24329663725460277,0.2407495390404673,0.2606702797553119,0.1721835924202905,0.24265320259420312,0.02291072016198407,0.6,0.5843020359993925,0.732235025721137,0.3135289424963481,1.0030081192241813
86,0.3666231903959723,0.041502866674872005,0.24475065049003153,0.23894953415455186,0.26694071643492756,0.17273062653839588,0.23001695840674288,0.020134850413716564,0.6,0.5904058453172077,0.7367639783648923,0.32072829738833075,1.0064415262937692
87,0.36496078003855315,0.04083443487830022,0.2440433747628156,0.2525490863139139,0.2592212215942495,0.17091134091948762,0.21472533091026194,0.021570712985361323,0.6,0.5813434501836513,0.7295920957742662,0.3369032185410917,0.9740323274168259
