reference,split,sample_count,total_error_mean,total_error_median,total_error_p90,total_error_p95,total_error_max,burial_depth_error_mean_mm,burial_depth_error_median_mm,burial_depth_error_p90_mm,burial_depth_error_p95_mm,burial_depth_error_max_mm,center_xyz_error_mean_mm,center_xyz_error_median_mm,center_xyz_error_p90_mm,center_xyz_error_p95_mm,center_xyz_error_max_mm,shape_accuracy,shape_error_rate,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,geometry_branch_failure_rate,worst_center_sample_id,worst_burial_sample_id
B2_feature_fusion_burial_head,train,160,0.05574171954067424,0.04941893182694912,0.09321849048137665,0.10104223527014254,0.12216009199619293,0.03966078656085301,0.02855435013771057,0.09356713145971296,0.11849358975887299,0.1821601688861847,0.7859275912400335,0.5817385911941528,1.723569357395172,2.0323778152465817,2.8377187252044678,1.0,0.0,0,0.0,0,0.0,internal_topup_040,internal_topup_006
B2_feature_fusion_burial_head,val,40,0.2348766463343054,0.06061210110783577,0.6234970033168793,0.806978932023048,0.9519346952438354,0.18651756370672956,0.03297324292361736,0.6651865363121033,0.9176271498203277,1.7685025930404663,1.913390038534999,1.0553686320781708,4.48367419242859,5.362173438072203,7.4896745681762695,1.0,0.0,0,0.0,0,0.0,internal_pilot_079,internal_pilot_063
B2_feature_fusion_burial_head,test,40,0.3952564369887114,0.42910827696323395,0.802473247051239,0.8814848273992538,0.9127556085586548,0.4132470231503248,0.2599027007818222,1.0779536485671999,1.26608880162239,1.6737254858016968,3.096129082515836,3.0332309007644653,5.5563372611999515,8.308868026733398,8.785345077514648,0.975,0.025000000000000022,5,0.125,1,0.025,internal_topup_045,internal_pilot_091
