candidate,selected,gate_pass,val_score,val_nrmse,val_correlation,val_peak_index_error,val_ordering_accuracy,val_mismatch_rate,val_residual_error_correlation,val_surrogate_vs_oracle_residual_correlation,notes
PFS1_profile_mlp_waveform,False,False,0.1836138070619492,0.4117065190863848,0.9114278466786396,27.817073170731707,0.5714285714285714,0.4285714285714286,-0.08094348571224448,0.24162078856460908,profile-compatible direct input; validation-only candidate selection
PFS2_profile_raster_encoder,False,False,0.17656511512092707,0.43104956216276363,0.9029232488342244,27.134146341463413,0.5714285714285714,0.4285714285714286,-0.09570896616864062,0.21724486870287216,profile-compatible direct input; validation-only candidate selection
PFS3_profile_station_sequence,True,False,0.3284952861317068,0.3840917303948595,0.9233143929460988,26.284552845528456,0.6607142857142857,0.3392857142857143,0.31502807967707225,0.2832587945492827,profile-compatible direct input; validation-only candidate selection
