variant,seed,feature_set,feature_count,curvature_weight,selected_by_validation,eligible_for_multiseed,split,sample_count,selection_score,test_final_only,normalized_param_mae,dimension_mae_norm,curvature_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m,curvature_delta_vs_20_77,total_delta_vs_20_77,dice_delta_vs_20_77,notes
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,306,0.5,False,False,train,162,,,0.2409377036570215,0.09658677541229724,0.3852886302902559,0.43849553788701695,0.3332693717315977,0.2209572342891292,0.09695196593249286,0.09038543149277016,0.06758321104226289,0.08497353621907992,0.9385055178700306,0.9676472115041244,0.0001232541018744985,-0.11610226994398044,-0.4370766500248118,0.11992007482735056,feature_count=306; validation-screen only
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,306,0.5,False,False,val,39,1.0397355892647482,,0.76455962848969,0.5820466500635331,0.9470725816029769,2.701360210394248,2.4481453381669827,1.1676154423218508,0.21577971715193528,0.21622723799485427,0.1912604585672036,0.20775580482605177,0.7311149672974842,0.8329782509627103,0.0005573147845541079,0.006679998662991404,0.08654527480785668,-0.01474888571406352,feature_count=306; validation-screen only
H2_curv_fusion_F0F1F2_w0p5,42,FS_basic_physical,441,0.5,False,False,train,162,,,0.11482252173677639,0.09642371482483146,0.13322132990557561,0.5717901759953411,0.4395295545504785,0.1513145910748453,0.02547974498183639,0.03404806940643876,0.027884319240664257,0.029137377803793097,0.9338107329276043,0.9651994356263128,7.89226672857436e-05,-0.17193842835926726,-0.5631918319450568,0.11747229894953903,feature_count=441; validation-screen only
H2_curv_fusion_F0F1F2_w0p5,42,FS_basic_physical,441,0.5,False,False,val,39,1.0282977898348773,,0.7554706422946392,0.565179189428305,0.9457620908625615,2.780733260588768,2.315172559175736,1.1160560461382072,0.2190544605255127,0.21713692714006472,0.18676971166561812,0.20765369824874094,0.7228133449410438,0.8274719568366677,0.0005573877616627262,0.006577892085680576,0.07745628861280596,-0.020255179840106052,feature_count=441; validation-screen only
H3_curv_fusion_F0F1F2_w1p0,42,FS_basic_physical,441,1.0,True,True,train,162,,,0.40238698102809767,0.5173619927171572,0.2874119722364861,2.836733805498591,2.2051631130830005,0.920792740246534,0.06654625615955871,0.06484007393872296,0.05781721921614659,0.06306784985770966,0.7318826891088891,0.8388515541001778,0.0004151187822515814,-0.1380079563053507,-0.2756273726537356,-0.008875582576596042,feature_count=441; validation-screen only
H3_curv_fusion_F0F1F2_w1p0,42,FS_basic_physical,441,1.0,True,True,val,39,1.0031831614651172,,0.7349247806347333,0.5841429183880488,0.8857066411620531,2.9469878562749963,2.2997596768232493,1.1671783849596977,0.2207483450571696,0.19536424752993461,0.1684690255385179,0.1948605392796871,0.7085078494728839,0.8213051732117301,0.0005486152893307661,-0.0062152668833732605,0.05691042695290005,-0.026421963465043663,feature_count=441; validation-screen only
H3_curv_fusion_F0F1F2_w1p0,42,FS_basic_physical,441,1.0,True,True,test,39,,True,0.7011546802062255,0.5464399178058673,0.8558694510123669,2.8589153710084085,2.3205594023068747,1.0092204958200455,0.21134894627791184,0.19361962569065583,0.16013297056540465,0.18836718179190007,0.7145526346322421,0.826273101791708,0.0004672573193555507,-0.012708624371160299,0.02314032652439224,-0.02145403488506581,feature_count=441; validation-selected candidate; test final only for screen
