selected_candidate,split,oracle_ordering_accuracy,surrogate_ordering_accuracy,mismatch_rate,oracle_residual_error_correlation,surrogate_residual_error_correlation,oracle_pair_count,surrogate_pair_count,oracle_only_check_ordering_accuracy,rows,base_samples,rows_by_variant,rows_by_source_defect_type,stage_c_gate_passed
EPPF1_profile_station_mlp,train,0.44709388971684055,0.5290611028315947,0.4709388971684053,-0.08349028878926049,0.0313047338765136,671,671,0.44709388971684055,192,24,"{""centerline_offset_small"": 24, ""half_width_expand_local"": 24, ""half_width_shrink_local"": 24, ""mixed_profile_perturbation"": 24, ""profile_extracted_reference"": 24, ""roughness_noise"": 24, ""smooth_global_width_scale"": 24, ""true_reference"": 24}","{""rectangular_notch"": 96, ""rotated_rect"": 96}",False
EPPF1_profile_station_mlp,val,0.5120481927710844,0.536144578313253,0.463855421686747,-0.1511011178268771,-0.3944706568291532,166,166,0.5120481927710844,48,6,"{""centerline_offset_small"": 6, ""half_width_expand_local"": 6, ""half_width_shrink_local"": 6, ""mixed_profile_perturbation"": 6, ""profile_extracted_reference"": 6, ""roughness_noise"": 6, ""smooth_global_width_scale"": 6, ""true_reference"": 6}","{""rectangular_notch"": 24, ""rotated_rect"": 24}",False
EPPF1_profile_station_mlp,test,0.5029940119760479,0.5568862275449101,0.44311377245508987,0.40120074214453644,0.23358053384738844,167,167,0.5029940119760479,48,6,"{""centerline_offset_small"": 6, ""half_width_expand_local"": 6, ""half_width_shrink_local"": 6, ""mixed_profile_perturbation"": 6, ""profile_extracted_reference"": 6, ""roughness_noise"": 6, ""smooth_global_width_scale"": 6, ""true_reference"": 6}","{""rectangular_notch"": 24, ""rotated_rect"": 24}",False
