epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5,seed,best_val_threshold,best_val_iou,best_val_dice,best_val_area_error,best_val_score
40,0.15929235956248114,0.03531365900063047,0.12397870129229975,0.3352942168712616,0.09069642424583435,0.24459779262542725,nan,nan,nan,nan,42,0.9,0.6218674851875442,0.7614323332188092,0.242243137999634,1.1410566804067195
41,0.15326865090459002,0.032982937699439475,0.12028571437386905,0.3288646638393402,0.09358140081167221,0.2352832555770874,nan,nan,nan,nan,42,0.7,0.6319494488364704,0.7689828757846735,0.2240132496793839,1.17691907494176
42,0.1431393887774617,0.030729276621166396,0.11241011175454832,0.3140726387500763,0.08976735919713974,0.22430527210235596,nan,nan,nan,nan,42,0.9,0.6456752771573185,0.7798719262828909,0.22026693817264315,1.2052802652675663
43,0.13267731549693088,0.028985489525047002,0.10369182567970425,0.3097825348377228,0.08885219693183899,0.2209303379058838,nan,nan,nan,nan,42,0.8,0.6480757611549147,0.7813384017015229,0.2083878317514931,1.2210263311049445
44,0.1326852474434703,0.02831301516761967,0.10437223256803026,0.3265843987464905,0.09437751770019531,0.23220688104629517,nan,nan,nan,nan,42,0.9,0.6340267611511491,0.7714671113434469,0.22742056561861745,1.1780733068759786
45,0.1297770135250746,0.027945848620113206,0.10183116501452875,0.34978729486465454,0.10418659448623657,0.24560070037841797,nan,nan,nan,nan,42,0.6,0.6190096408854654,0.7586307926345647,0.2485140652273424,1.1291263682926878
46,0.12977618578017927,0.02782360420507543,0.10195258084465475,0.3242170512676239,0.09704176336526871,0.2271752953529358,nan,nan,nan,nan,42,0.9,0.6412161153335564,0.7759214056768876,0.21866076558499453,1.1984767554254494
47,0.11489633602254531,0.024440678859166072,0.09045565712685678,0.3367656469345093,0.11182057112455368,0.224945068359375,nan,nan,nan,nan,42,0.8,0.6419762484838447,0.7766765763390943,0.22570786485344047,1.1929449599694986
48,0.10783091055996277,0.02285428096850713,0.08497662988363527,0.34577929973602295,0.1143374964594841,0.23144179582595825,nan,nan,nan,nan,42,0.8,0.6327851340148879,0.7696307191093777,0.21380741890159752,1.1886084342226682
49,0.10649235970249363,0.02290373445287639,0.08358862587049895,0.3332284986972809,0.10366234928369522,0.22956615686416626,nan,nan,nan,nan,42,0.8,0.6362469032720598,0.7725205445721246,0.22987750182461725,1.1788899460195672
50,0.10633152168171078,0.02278473140562282,0.08354679042217779,0.33379125595092773,0.10344906151294708,0.23034220933914185,nan,nan,nan,nan,42,0.8,0.6361254225588139,0.7728583716921462,0.24199247778281904,1.1669913164681411
51,0.10160606310648077,0.021717558085334068,0.07988850509419161,0.339557409286499,0.11331181228160858,0.22624558210372925,nan,nan,nan,nan,42,0.9,0.6392280650676075,0.7752603210437761,0.22013711441328968,1.194351271698094
52,0.09945764275742512,0.021282399292377865,0.07817524320939008,0.3442156910896301,0.11636138707399368,0.22785431146621704,nan,nan,nan,nan,42,0.9,0.6384328296417091,0.7742162209889815,0.2225715107423925,1.1900775398882981
53,0.08918535599813741,0.018556460573831025,0.07062889547909007,0.34792953729629517,0.11951203644275665,0.2284175157546997,nan,nan,nan,nan,42,0.7,0.6384712240648701,0.7743530946163466,0.22500857407183827,1.1878157446093782
54,0.08716648685581543,0.018723411814254874,0.06844307511460547,0.3405017852783203,0.11399133503437042,0.22651046514511108,nan,nan,nan,nan,42,0.8,0.640106377080546,0.7759802552201173,0.23489619237969545,1.1811904399209678
55,0.08402861946938085,0.01750492246127596,0.06652369686201506,0.3398980498313904,0.12092714756727219,0.2189708948135376,nan,nan,nan,nan,42,0.9,0.6480888736470326,0.7816711505547344,0.20862151606492577,1.221138508136841
56,0.08128697074511472,0.01710934095157712,0.06417762882569257,0.35874754190444946,0.13095879554748535,0.2277887463569641,nan,nan,nan,nan,42,0.8,0.6373002525591531,0.7734444987579746,0.22584791382009292,1.184896837497035
57,0.0767799761949801,0.016277509102342175,0.060502467202205285,0.36522728204727173,0.13322073221206665,0.23200654983520508,nan,nan,nan,nan,42,0.8,0.6331512735781968,0.7704305901877806,0.22716366545597894,1.1764181983099984
58,0.07541261372320793,0.0161141142541287,0.059298498957764866,0.36136460304260254,0.13275843858718872,0.22860616445541382,nan,nan,nan,nan,42,0.8,0.6359610136861601,0.7728781033459164,0.2239641305453829,1.1848749864866934
59,0.07204863903861419,0.0154171369823755,0.05663150198319379,0.3610985577106476,0.1352503001689911,0.2258482575416565,nan,nan,nan,nan,42,0.9,0.6389249711107645,0.7742378672984045,0.23934118041555927,1.1738216579936098
60,0.07837757424396627,0.016650102539535833,0.061727472380095835,0.3648042678833008,0.13387714326381683,0.23092710971832275,nan,nan,nan,nan,42,0.7,0.6339589222912426,0.7709819696733242,0.2265301680179161,1.1784107239466508
61,0.07306352922437238,0.015569544598168018,0.05749398469924927,0.3690400719642639,0.13702523708343506,0.23201483488082886,nan,nan,nan,nan,42,0.9,0.6288110862334584,0.7671185557540376,0.23159909799398684,1.1643305439935092
62,0.06444663167291996,0.013656430722524723,0.05079020121518303,0.37255606055259705,0.14581957459449768,0.22673648595809937,nan,nan,nan,nan,42,0.9,0.6390791108761431,0.7749470381754557,0.2482060490973264,1.1658200999542725
63,0.06508158161944035,0.013764397058562906,0.05131718457913866,0.3853853940963745,0.15493403375148773,0.23045134544372559,nan,nan,nan,nan,42,0.9,0.6332342247405033,0.7701604953356564,0.22866909115192563,1.174725628924234
64,0.05877850522451541,0.012385795276392908,0.04639270960115919,0.37819135189056396,0.15374703705310822,0.22444432973861694,nan,nan,nan,nan,42,0.9,0.6393934899117244,0.7749768549898237,0.23723032181843437,1.1771400230831137
65,0.05664015480992841,0.011991843270758787,0.044648311886132934,0.38483771681785583,0.16099438071250916,0.22384333610534668,nan,nan,nan,nan,42,0.9,0.6429911757725236,0.7780879547334038,0.23963854914937008,1.1814405813565574
66,0.054481955792974025,0.01167005711399457,0.04281189862419577,0.39470401406288147,0.16968169808387756,0.2250223159790039,nan,nan,nan,nan,42,0.8,0.6402356418615053,0.7752008680421028,0.23541328750598492,1.180023222397623
67,0.05039434072872003,0.0106052470886532,0.039789093475715784,0.40344148874282837,0.17740125954151154,0.22604024410247803,nan,nan,nan,nan,42,0.9,0.6394432816941124,0.7753596375579782,0.2508671974388696,1.163935721813221
68,0.06176183109774309,0.013750687131986898,0.04801114400227865,0.38943737745285034,0.16120503842830658,0.22823232412338257,nan,nan,nan,nan,42,0.9,0.6359276545592165,0.7720843584637491,0.24387584141126561,1.1641361716117
69,0.053127226657142826,0.011447837338874153,0.0416793893365299,0.4022451639175415,0.17096316814422607,0.23128199577331543,nan,nan,nan,nan,42,0.9,0.633914902691979,0.7708548295766766,0.2492938652852826,1.1554758669833731
70,0.04994275577950711,0.010666004966433142,0.03927675064872293,0.40806424617767334,0.1756579875946045,0.23240625858306885,nan,nan,nan,nan,42,0.9,0.6320769345941799,0.7696987048896817,0.246273358790343,1.1555022806935187
71,0.04954152353400109,0.010726560701561324,0.03881496307896633,0.4056245684623718,0.1774359941482544,0.22818857431411743,nan,nan,nan,nan,42,0.9,0.636035227938818,0.7725853362618462,0.24013316522670902,1.168487398973955
72,0.04557243307285449,0.009943283583019293,0.035629149745492375,0.40705806016921997,0.18178808689117432,0.22526997327804565,nan,nan,nan,nan,42,0.9,0.6386020688102663,0.7749334415730971,0.2463503430763737,1.1671851673069895
73,0.0416551894490041,0.008785375859588385,0.032869813488978966,0.42713090777397156,0.19660529494285583,0.23052561283111572,nan,nan,nan,nan,42,0.9,0.6324762627237945,0.7698277092721169,0.24200527637804728,1.160298695617864
74,0.04036936134684319,0.008718121732932096,0.03165123976913153,0.41478249430656433,0.19296148419380188,0.22182101011276245,nan,nan,nan,nan,42,0.9,0.6429747231657585,0.7777996190650921,0.23215200312171463,1.188622339109136
75,0.03928125503600812,0.008332699016832253,0.030948555937000348,0.4384738802909851,0.20778949558734894,0.23068439960479736,nan,nan,nan,nan,42,0.9,0.6320291489956892,0.7692353419468846,0.24479444725243554,1.1564700436901383
76,0.04034378679067481,0.00908557326514639,0.03125821375379376,0.41999489068984985,0.19654683768749237,0.2234480381011963,nan,nan,nan,nan,42,0.9,0.6427162678838679,0.7776499778110705,0.23877359997311143,1.1815926457218269
77,0.03885686423118208,0.00839687937724532,0.030459984844806148,0.43326491117477417,0.20600126683712006,0.22726362943649292,nan,nan,nan,nan,42,0.9,0.6359608258391565,0.7727540205994206,0.23541281857177984,1.1733020278667972
78,0.03521149306028497,0.00749110476132117,0.02772038824418012,0.44209593534469604,0.21655462682247162,0.22554129362106323,nan,nan,nan,nan,42,0.9,0.6381362973378469,0.7743305228632007,0.2468087578684515,1.1656580623325963
79,0.03422901867067113,0.007537789925859839,0.026691228735680674,0.4429812431335449,0.21522872149944305,0.22775250673294067,nan,nan,nan,nan,42,0.9,0.6345122365041698,0.7711930009884994,0.2287670993753736,1.1769381381172956
80,0.033120873073736824,0.0073236169238739155,0.02579725606768739,0.4402076005935669,0.21374328434467316,0.22646433115005493,nan,nan,nan,nan,42,0.9,0.6372502711173974,0.773697738025125,0.23047791111615823,1.180470098026364
81,0.03322364764251545,0.007240977834490146,0.02598266975552428,0.4592152237892151,0.23177681863307953,0.22743839025497437,nan,nan,nan,nan,42,0.8,0.6355430990336705,0.7721465456225345,0.2331805310911681,1.1745091135650367
82,0.03372818198712433,0.007655730087529211,0.026072451881333895,0.44436201453208923,0.21866974234580994,0.2256922721862793,nan,nan,nan,nan,42,0.9,0.6401925054065298,0.7756722691788451,0.2510165352781771,1.164848239307198
83,0.030614081057993806,0.0067543590660480895,0.023859721772810993,0.4597814679145813,0.23147058486938477,0.22831088304519653,nan,nan,nan,nan,42,0.9,0.6339048640533324,0.7711615413608116,0.24900864363594488,1.156057761778199
84,0.03158519756706322,0.00720877847725562,0.02437641924502803,0.46381908655166626,0.2374143749475479,0.22640472650527954,nan,nan,nan,nan,42,0.9,0.6367196612690003,0.7731255398244148,0.23771958878527386,1.1721256123081412
85,0.035539684835456165,0.008302754473726392,0.027236930295532823,0.4477887749671936,0.21222436428070068,0.23556441068649292,nan,nan,nan,nan,42,0.9,0.6257724978239255,0.7648082534461715,0.2447587242710479,1.1458220269990493
86,0.03194944969579285,0.006989181612380871,0.02496026777753643,0.4452151656150818,0.22217591106891632,0.22303926944732666,nan,nan,nan,nan,42,0.9,0.6413454735917459,0.7762725403196324,0.22873865137733684,1.1888793625340415
87,0.02811624442099356,0.006153382077886194,0.021962862388760437,0.46495500206947327,0.23450520634651184,0.23044979572296143,nan,nan,nan,nan,42,0.9,0.6338408400948871,0.7709440760583023,0.25530938069857273,1.1494755354546167
88,0.027161904135901555,0.00609184818013626,0.02107005610185511,0.4839615225791931,0.2560563087463379,0.22790521383285522,nan,nan,nan,nan,42,0.9,0.6363335099451689,0.7731126299608075,0.24901578386192444,1.160430356044052
89,0.024788332354350417,0.005579585519929727,0.019208746797898236,0.47602418065071106,0.25150588154792786,0.2245182991027832,nan,nan,nan,nan,42,0.9,0.6399024154535315,0.7755384245888287,0.23276978778446866,1.1826710522578918
90,0.024623542677099798,0.005443399160296894,0.0191801435807172,0.4940640330314636,0.26791197061538696,0.22615206241607666,nan,nan,nan,nan,42,0.9,0.6394947449186037,0.7749785968001043,0.25989663799954615,1.1545767037191619
91,0.024023416634722083,0.005489243463813967,0.01853417298373054,0.4609789252281189,0.23789142072200775,0.22308748960494995,nan,nan,nan,nan,42,0.9,0.6401254529184247,0.7762258409267516,0.22595011018533864,1.1904011836598376
92,0.024420161329794163,0.005600178198815853,0.018819983099021165,0.48436951637268066,0.25740039348602295,0.22696912288665771,nan,nan,nan,nan,42,0.9,0.6375404673359654,0.7735659350800084,0.24177869081523476,1.1693277116007388
93,0.02367135909769465,0.005252486117658954,0.01841887305764591,0.4974179267883301,0.26749247312545776,0.22992545366287231,nan,nan,nan,nan,42,0.9,0.6325389701559611,0.7703496200012918,0.23041707106385606,1.1724715190933968
94,0.022930415529830783,0.005117254190183445,0.01781316130769019,0.4931704103946686,0.2675800621509552,0.22559034824371338,nan,nan,nan,nan,42,0.9,0.6382353586228933,0.7742941670728595,0.24197556755857028,1.1705539581371827
95,0.022283274022971884,0.005180463327241002,0.01710281068203496,0.48753198981285095,0.26569864153862,0.22183334827423096,nan,nan,nan,nan,42,0.9,0.643066308330767,0.7780986663674506,0.2483395603846171,1.1728254143136005
96,0.02333364478659396,0.0055551617132390246,0.017778483091616164,0.49758589267730713,0.2674213647842407,0.2301645278930664,nan,nan,nan,nan,42,0.8,0.6331134799122728,0.7704362674767861,0.2529638591582985,1.1505858882307605
97,0.02221002559378451,0.00521373079505329,0.016996294844384287,0.4843575954437256,0.2602052688598633,0.2241523265838623,nan,nan,nan,nan,42,0.9,0.6409012416127667,0.776312773745185,0.23991706295957704,1.1772969523983747
98,0.02120466718413666,0.00481047379948637,0.016394193265952317,0.5193315744400024,0.2887236475944519,0.23060792684555054,nan,nan,nan,nan,42,0.9,0.6323215991000478,0.7697151536108024,0.2613757837270955,1.1406609689837548
99,0.020134718632142917,0.004638187719655095,0.015496530953575583,0.49993598461151123,0.2732822299003601,0.22665375471115112,nan,nan,nan,nan,42,0.9,0.6367228182572104,0.7736244668960954,0.2419946956995409,1.168352589453765
100,0.021641435028583397,0.005096204715835697,0.016545230267094632,0.5171951055526733,0.28758177161216736,0.2296133041381836,nan,nan,nan,nan,42,0.9,0.6342854493121443,0.7711662800408947,0.25345802450647525,1.1519937048465638
101,0.023396266679115155,0.005519999287036412,0.017876267433166504,0.49636977910995483,0.2648317813873291,0.23153799772262573,nan,nan,nan,nan,42,0.9,0.6305783207441285,0.768547806132071,0.24542372280534344,1.153702404070856
102,0.021705643054755294,0.005315230670841593,0.016390412461523916,0.5074768662452698,0.2789818048477173,0.2284950613975525,nan,nan,nan,nan,42,0.9,0.6340887956940949,0.7713437891915611,0.24770889410073996,1.1577236907849162
103,0.020843516040009027,0.005003187821392773,0.015840328207202985,0.507050096988678,0.2798019051551819,0.2272481918334961,nan,nan,nan,nan,42,0.9,0.6366147391557818,0.7730294179037315,0.25305819720508715,1.1565859598544261
104,0.018955323845148087,0.004278459634138819,0.01467686424068376,0.5225714445114136,0.29174861311912537,0.23082280158996582,nan,nan,nan,nan,42,0.9,0.6332536889328022,0.7701968485849621,0.2535698670100574,1.149880670507707
105,0.01719082995117003,0.0038161039267958817,0.013374725977579752,0.5383757948875427,0.31070274114608765,0.22767305374145508,nan,nan,nan,nan,42,0.9,0.6366549810197316,0.7728268818683629,0.26412752888054597,1.1453543340075485
106,0.02064998857859595,0.0050818700589897,0.015568118469387876,0.5059931874275208,0.27302086353302,0.23297232389450073,nan,nan,nan,nan,42,0.9,0.6280583919059076,0.7666447574190868,0.23722305676780828,1.1574800925571862
107,0.018937687827822042,0.004579666326297265,0.014358021465002322,0.5007534623146057,0.27530592679977417,0.22544753551483154,nan,nan,nan,nan,42,0.9,0.6392957514537249,0.7748596090159918,0.2538411609292834,1.1603141995404334
108,0.01786708263862951,0.004116196431876982,0.013750886215883143,0.5153518915176392,0.28804466128349304,0.2273072600364685,nan,nan,nan,nan,42,0.9,0.636978860239256,0.7732421692862891,0.2505869312650528,1.1596340982604922
109,0.01614474996413086,0.0038021404704754696,0.012342609611212038,0.5406945943832397,0.3128984868526459,0.22779607772827148,nan,nan,nan,nan,42,0.9,0.6365379864555526,0.7729553968837454,0.25913732373562337,1.1503560596036746
110,0.014720223250561486,0.0033504946143640313,0.011369728574565812,0.5287823677062988,0.3030940890312195,0.22568827867507935,nan,nan,nan,nan,42,0.9,0.6391489026714209,0.7749820851091103,0.24386292090637257,1.1702680668741587
111,0.01340817522221044,0.003101968930066362,0.010306206403994093,0.5615783929824829,0.33573707938194275,0.22584134340286255,nan,nan,nan,nan,42,0.9,0.6380846950126986,0.774604548318496,0.24332422809771642,1.1693650152334782
112,0.01275043023348439,0.0029964831545857677,0.009753947164498124,0.5745403170585632,0.34607911109924316,0.22846120595932007,nan,nan,nan,nan,42,0.9,0.635096153443021,0.7720268072370278,0.25652086371622795,1.1506020969638207
113,0.012847523351072096,0.003155368638188377,0.009692154678643919,0.5649725198745728,0.33932432532310486,0.22564822435379028,nan,nan,nan,nan,42,0.9,0.6382264328615432,0.7744334749404335,0.23787664910714018,1.1747832586948366
114,0.014115916044615647,0.0036691620229177325,0.010446754156374465,0.5538803339004517,0.3276325464248657,0.22624778747558594,nan,nan,nan,nan,42,0.9,0.6381554513043876,0.7742820146614409,0.2465967954810967,1.1658406704847315
115,0.019124664201894227,0.0050739069542318,0.014050757183748134,0.5141158103942871,0.2900652587413788,0.22405052185058594,nan,nan,nan,nan,42,0.9,0.641129077015239,0.7763943928174528,0.2540330014679343,1.1634904683647576
116,0.015485489257045236,0.0037057122053560233,0.011779776975220325,0.5563477277755737,0.3276083171367645,0.2287394404411316,nan,nan,nan,nan,42,0.9,0.6333606780132486,0.7708104085358499,0.2443832017569427,1.1597878847921557
117,0.01352389968529928,0.0032959436545805898,0.01022795602387073,0.5378987789154053,0.31171083450317383,0.22618794441223145,nan,nan,nan,nan,42,0.9,0.637410389182378,0.7737451731834152,0.2526730472124235,1.1584825151533698
118,0.013353137472900106,0.0031836664591751553,0.010169471011442296,0.5711331367492676,0.3453008830547333,0.22583222389221191,nan,nan,nan,nan,42,0.9,0.637600274060514,0.773889313647931,0.25459927656767994,1.1568903111407651
119,0.01077943155542016,0.002476357222607761,0.008303074275746065,0.5760784149169922,0.35309338569641113,0.22298502922058105,nan,nan,nan,nan,42,0.9,0.6422846615095806,0.7775421101259002,0.24609528327283464,1.1737314883626462
120,0.009154776544949296,0.002096989322179819,0.007057787156572529,0.6138204336166382,0.38534584641456604,0.22847455739974976,nan,nan,nan,nan,42,0.9,0.6352849124978449,0.7717272957437454,0.2627972269586617,1.1442149812829285
121,0.009288771799308997,0.0021951214259709508,0.007093650453230914,0.6115612387657166,0.38671666383743286,0.2248445749282837,nan,nan,nan,nan,42,0.9,0.6398736549637791,0.7753592065243406,0.2597885716359097,1.1554442898522101
122,0.009177582082795161,0.0021337879931225497,0.007043794089672612,0.622269868850708,0.39317163825035095,0.22909826040267944,nan,nan,nan,nan,42,0.9,0.6332052715642909,0.7709254328534146,0.26055895631823534,1.14357174809947
123,0.009370597572449376,0.002217434783803993,0.007153162769242829,0.6203999519348145,0.3947010934352875,0.2256988286972046,nan,nan,nan,nan,42,0.9,0.6381482480674406,0.7744510635354578,0.251571290078332,1.1610280215245663
124,0.009568523296027207,0.002159006736702377,0.007409516502829159,0.6316283345222473,0.4023537039756775,0.22927463054656982,nan,nan,nan,nan,42,0.9,0.6323997941798912,0.7703352605726183,0.2552800784504068,1.1474549763021027
125,0.009459885242440756,0.002223907148136812,0.007235978163924872,0.6000193357467651,0.3767918646335602,0.22322744131088257,nan,nan,nan,nan,42,0.9,0.6412407128652964,0.7769097469577022,0.254721992377725,1.1634284674452735
