epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5
1,1.23525390625,0.3948175087571144,0.8404363930225373,0.7291656136512756,0.09871828556060791,0.6304473280906677,0.0,0.0,1.0,-1.0
2,0.6425640285015106,0.10074307918548583,0.5418209433555603,0.617853045463562,0.07704653590917587,0.5408065319061279,0.0028316955276466065,0.005626565719817088,0.9822137410168985,-0.9737554797694348
3,0.5980933368206024,0.08484192714095115,0.5132514178752899,0.5717118382453918,0.072362519800663,0.49934929609298706,0.008804305563591939,0.01724586975173011,0.9783030519185983,-0.9522528766032763
4,0.580418062210083,0.08167438134551049,0.4987436830997467,0.5662025809288025,0.06963988393545151,0.4965627193450928,0.037437934080067625,0.06969283690137128,0.881299979720511,-0.7741692087390721
5,0.5720753490924835,0.08080394305288792,0.4912714004516602,0.5489095449447632,0.07206913083791733,0.47684043645858765,0.5742610972913063,0.7251698300998517,0.28560261529691894,1.013828312094239
6,0.5479904592037201,0.07880859300494195,0.4691818654537201,0.4751526117324829,0.07354243099689484,0.40161019563674927,0.5757461582009835,0.7260048171212268,0.4033848471143366,0.8983661282078736
7,0.4139397531747818,0.108754001557827,0.3051857531070709,0.36704137921333313,0.06891097873449326,0.2981303930282593,0.6038690722563925,0.7482343803731298,0.4165340902305988,0.9355693623989236
8,0.35788414478302,0.0819499172270298,0.275934225320816,0.34056007862091064,0.07662539184093475,0.2639346718788147,0.6142279801184104,0.7563198547815113,0.3353248899542812,1.0352229449456405
9,0.359306338429451,0.08087201192975044,0.27843433022499087,0.3429543673992157,0.07999745011329651,0.2629569172859192,0.6103968099383751,0.7534448069272983,0.34747082606671015,1.0163707907989634
10,0.35047060549259185,0.07992973700165748,0.27054086327552795,0.3369295597076416,0.07211952656507492,0.2648100256919861,0.6141914598433547,0.7564632192291901,0.3302576628949747,1.0403970161775702
11,0.3503594249486923,0.08389838710427285,0.26646103858947756,0.34261515736579895,0.06371726840734482,0.27889788150787354,0.6181706213954459,0.7595138532677118,0.31697378362900885,1.0607106910341488
12,0.3491707772016525,0.07875572219491005,0.27041504979133607,0.3344559073448181,0.06521022319793701,0.2692456841468811,0.6196161624398107,0.7608616723509438,0.31718710786590626,1.0632907269248482
13,0.34433590471744535,0.07945584729313851,0.2648800551891327,0.34000906348228455,0.06111302971839905,0.2788960337638855,0.6220872166632989,0.7629998385977373,0.3143001555532297,1.0707868997078065
14,0.3362541556358337,0.07367397919297218,0.26258017420768737,0.30797839164733887,0.05762742832303047,0.2503509521484375,0.6433787327269287,0.7799543999686795,0.28949895236438566,1.1338341803312226
15,0.324507063627243,0.0754864539951086,0.24902061223983765,0.2655147314071655,0.06311731785535812,0.2023974061012268,0.6979264052803404,0.8195552875258512,0.22101594635085609,1.2964657464553355
16,0.28985887616872785,0.07142005786299706,0.21843881607055665,0.2719196677207947,0.05467689037322998,0.2172427773475647,0.688785228144426,0.8133341591597611,0.24552836638288528,1.2565910209213018
17,0.29015904366970063,0.06545811146497726,0.22470093369483948,0.26557910442352295,0.056209154427051544,0.209369957447052,0.6901556644257093,0.8139478500357951,0.2896264897044881,1.214477024757016
18,0.2872595950961113,0.06972461342811584,0.21753497719764708,0.29385265707969666,0.06418933719396591,0.22966331243515015,0.6726235605630846,0.8001021025273088,0.3670592413900119,1.1056664217003815
19,0.27446805834770205,0.06525029242038727,0.20921776294708253,0.27070844173431396,0.05322070047259331,0.21748775243759155,0.6858374023555778,0.8106174974742816,0.28155170948235464,1.214903190347505
20,0.2683261498808861,0.06198269017040729,0.2063434600830078,0.29052430391311646,0.06617813557386398,0.22434616088867188,0.6706675359668958,0.8008900862366948,0.3164521563892637,1.155105465814327
21,0.28325451016426084,0.06724156327545643,0.2160129427909851,0.2739444077014923,0.057754553854465485,0.21618986129760742,0.6792380409108436,0.8062593881317157,0.2665703982034574,1.2189270308391018
22,0.27275935709476473,0.06449783109128475,0.20826153159141542,0.2791728079319,0.07011208683252335,0.20906072854995728,0.6814602548227292,0.8075822516626268,0.28632133041759256,1.2027211760677634
23,0.26167934834957124,0.0603166475892067,0.2013626992702484,0.262111097574234,0.055659856647253036,0.20645123720169067,0.689625882777978,0.8139077238406154,0.23552589505273094,1.2680077115658623
24,0.25600858628749845,0.06007208004593849,0.19593651294708253,0.25753340125083923,0.057086970657110214,0.20044642686843872,0.6921054522803299,0.8160334208752925,0.2659667298776123,1.2421721432780102
25,0.24510634690523148,0.056198588386178014,0.1889077603816986,0.2569730579853058,0.05582931265234947,0.20114374160766602,0.6998568554536359,0.8214166103220798,0.2387790516236766,1.2824944141520391
26,0.23864066302776338,0.05665889121592045,0.18198177218437195,0.24114227294921875,0.050571151077747345,0.190571129322052,0.7095735631013638,0.8280968564661559,0.1891260778470948,1.3485443417204248
27,0.24114860147237777,0.05655379183590412,0.18459481000900269,0.2580154538154602,0.06404917687177658,0.19396626949310303,0.7038091416978397,0.8233902938175295,0.2480965808347869,1.2791028546805823
28,0.23122300505638121,0.05223547890782356,0.17898752689361572,0.2527380585670471,0.061558254063129425,0.1911798119544983,0.703855378165377,0.8226685747114114,0.23775903486980163,1.288764918006987
29,0.23365646004676818,0.054936864972114564,0.17871959805488585,0.2509448528289795,0.054934870451688766,0.19600999355316162,0.7018672360380782,0.8222915537020231,0.18258612342349778,1.3415726663166034
30,0.232112555205822,0.05785879455506802,0.17425376176834106,0.24771925806999207,0.049671322107315063,0.198047935962677,0.7133463435992119,0.8302952122798792,0.20508653408741778,1.3385550217916735
31,0.22747245132923127,0.052533619850873944,0.1749388337135315,0.2415960729122162,0.05115922912955284,0.19043684005737305,0.7164893202016274,0.8318203900402258,0.20987750214737577,1.3384322080944773
32,0.2231380209326744,0.05442116782069206,0.1687168538570404,0.24353550374507904,0.054176975041627884,0.18935853242874146,0.7128986738962233,0.8293827811090088,0.19807182418197194,1.3442096308232603
33,0.22218997180461883,0.05261329784989357,0.16957667469978333,0.24031490087509155,0.06011015176773071,0.18020474910736084,0.7176933135045929,0.8330972274139736,0.1909652981976988,1.3598252427208677
34,0.2241420716047287,0.049072201177477834,0.1750698745250702,0.24278587102890015,0.0654330849647522,0.17735278606414795,0.7144194191110558,0.8310606372129913,0.17902407155626193,1.3664559847677853
35,0.21163408905267717,0.05220613218843937,0.15942795872688292,0.23683737218379974,0.05129431560635567,0.18554306030273438,0.7143378473984783,0.830715221898083,0.1833759873221061,1.361677081974455
36,0.21065973490476608,0.04997427202761173,0.16068546175956727,0.25819945335388184,0.062162768095731735,0.196036696434021,0.6955782703884432,0.817778823795859,0.1952241942338715,1.3181328999504307
37,0.20881934762001036,0.04802793823182583,0.16079140901565553,0.24373647570610046,0.06100562959909439,0.18273085355758667,0.7114405273695483,0.8284930143958356,0.18490722095778533,1.3550263208075985
38,0.20759986937046052,0.04859419390559196,0.15900567770004273,0.26390302181243896,0.06777685135602951,0.19612616300582886,0.6901440634472807,0.8143817719079482,0.18862223149010277,1.3159036038651264
39,0.21048834323883056,0.048837357014417646,0.16165098547935486,0.24394991993904114,0.058982815593481064,0.18496710062026978,0.7134340494199306,0.8304486790936293,0.19252613811031727,1.3513565904032427
40,0.2232900381088257,0.055008118972182274,0.16828191876411439,0.2581057548522949,0.059673238545656204,0.19843250513076782,0.7013416579186587,0.8215794994329902,0.25310273545427764,1.2698184218973712
41,0.23527648746967317,0.0592011783272028,0.1760753095149994,0.25069037079811096,0.05687561258673668,0.19381475448608398,0.7073149958009683,0.825640823170756,0.21910415261688762,1.313851666354837
42,0.22768189311027526,0.051035060361027715,0.1766468346118927,0.2668244540691376,0.08045961707830429,0.18636482954025269,0.6970802776868474,0.8200122316885382,0.1709999007735587,1.346092608601827
43,0.21752580851316453,0.052716552093625066,0.16480925679206848,0.2692902088165283,0.05859196186065674,0.21069824695587158,0.6836462271589713,0.8098658360468912,0.20172774500941415,1.2917843181964483
44,0.20593114346265792,0.04928162656724453,0.15664951801300048,0.27936187386512756,0.07557972520589828,0.20378214120864868,0.6803362993138384,0.8074067625251311,0.19956828712838978,1.2881747747105798
45,0.21102626472711564,0.04935932718217373,0.16166693568229676,0.251688152551651,0.06091467663645744,0.19077348709106445,0.7049503021350385,0.8242423993319626,0.19086317374346773,1.3383295277235332
46,0.19372898191213608,0.04235873445868492,0.15137024521827697,0.24288085103034973,0.06637688726186752,0.1765039563179016,0.7177363401701002,0.8328264972498147,0.20907120206400545,1.3414916353559094
47,0.19989767968654631,0.04673324003815651,0.15316444039344787,0.2371094673871994,0.05797861889004707,0.17913085222244263,0.7163249184064184,0.8320505688005984,0.2051604532160603,1.3432150339909565
48,0.19799256920814515,0.0458236213773489,0.1521689474582672,0.2466365396976471,0.058928102254867554,0.18770843744277954,0.7084084505539394,0.8268458083606932,0.19696879831354303,1.3382854606010894
49,0.19030943214893342,0.04257744587957859,0.1477319836616516,0.248214453458786,0.06672277301549911,0.1814916729927063,0.7100531996510079,0.8278067073547402,0.198548212545113,1.339311694460635
50,0.1891404613852501,0.04458162561058998,0.14455883502960204,0.248429074883461,0.06439395248889923,0.18403512239456177,0.7112188012788041,0.828378202094599,0.19938271573230243,1.3402142876411005
51,0.1887720137834549,0.043040141090750696,0.14573187232017518,0.268797367811203,0.08263198286294937,0.18616539239883423,0.7015809425575583,0.8209393867323233,0.2073718820391089,1.3151484472507728
52,0.20121289491653443,0.05016098730266094,0.15105190873146057,0.23864084482192993,0.05050867795944214,0.1881321668624878,0.7196452654025872,0.8343628559487252,0.19762689898241864,1.3563812223688938
53,0.18385509699583052,0.040512933395802975,0.14334216117858886,0.2470674216747284,0.07327500730752945,0.17379242181777954,0.7220518543716027,0.8359219100760139,0.18258784696435643,1.3753859174832601
54,0.18244796097278596,0.04132858049124479,0.1411193788051605,0.2408907264471054,0.0609043724834919,0.1799863576889038,0.7207790231430458,0.8351186791340485,0.19030548263850666,1.3655922196385875
55,0.18199732452630996,0.04364197179675102,0.13835535049438477,0.24833543598651886,0.07432623207569122,0.17400920391082764,0.7215121648389148,0.8355492808092443,0.18785827673638944,1.3692031689117696
56,0.18128324747085572,0.039849740266799924,0.1414335072040558,0.28113028407096863,0.07536181062459946,0.20576846599578857,0.6792774523420321,0.8055395068968952,0.2084648921695682,1.276352067069359
57,0.1715146355330944,0.040425694547593594,0.13108894228935242,0.24821026623249054,0.06709934771060944,0.1811109185218811,0.710870230990098,0.8281305163383701,0.20467414495911437,1.3343266023693539
58,0.1618564769625664,0.03551934212446213,0.12633713483810424,0.25106900930404663,0.07493434846401215,0.1761346459388733,0.7154653645188725,0.8316744892097201,0.1826356918726893,1.3645041618559035
59,0.16294684037566184,0.040485939383506774,0.12246090173721313,0.2736372649669647,0.07825257629156113,0.195384681224823,0.6911140218614179,0.814700461414634,0.1929645121259015,1.3128499711501505
60,0.16961486339569093,0.03999374974519014,0.12962111234664916,0.25602084398269653,0.07616829872131348,0.17985254526138306,0.7128413968192818,0.8292396308197786,0.2107117874492424,1.331369240189818
61,0.17061193883419037,0.038304980285465716,0.13230695724487304,0.2333214432001114,0.062394868582487106,0.17092657089233398,0.7303060305314927,0.8414930094962043,0.1872168346279341,1.384582205399763
62,0.16168802678585054,0.03609343580901623,0.1255945920944214,0.2554719150066376,0.07175914198160172,0.18371278047561646,0.7037662011359772,0.8239267618954399,0.19418695339243214,1.333506009638985
63,0.1516203463077545,0.03538631312549114,0.11623403429985046,0.26771995425224304,0.0833728015422821,0.18434715270996094,0.7082170332165182,0.8252360987481187,0.21044326539360408,1.3230098665710326
64,0.1509470373392105,0.034019318968057634,0.11692771911621094,0.25399261713027954,0.07495075464248657,0.17904186248779297,0.715956926902938,0.8315398547291941,0.2010129074596755,1.3464838741724565
65,0.1540278211236,0.03721092008054257,0.11681690216064453,0.2670058608055115,0.08334313333034515,0.18366271257400513,0.705394820201873,0.824834444039592,0.20597898704616693,1.324250277195298
66,0.15126433745026588,0.033829744718968865,0.11743459105491638,0.2742249071598053,0.08890989422798157,0.18531501293182373,0.704312360512336,0.8230267277805803,0.2192815212078858,1.3080575670850305
67,0.1436882197856903,0.03308306597173214,0.1106051504611969,0.2678224444389343,0.08196564018726349,0.18585681915283203,0.6987587843157732,0.8202220264285826,0.1882382346497237,1.3307425760946319
68,0.14367306232452393,0.032757169008255003,0.11091589331626892,0.25850778818130493,0.08430679142475128,0.17420101165771484,0.7189411562373618,0.8331874278307717,0.19273262647423375,1.3593959575938999
69,0.13977269679307938,0.032573535479605197,0.10719916224479675,0.2676774561405182,0.07714094966650009,0.1905364990234375,0.7005317360985017,0.8210623948287742,0.1912070083494966,1.3303871225777795
70,0.14039130881428719,0.03284443095326424,0.10754687786102295,0.28436166048049927,0.09751587361097336,0.1868457794189453,0.6984207749625562,0.8191899403474443,0.22515983082760194,1.2924508844823985
71,0.14158224686980247,0.03282884005457163,0.10875340700149536,0.2710587978363037,0.07845516502857208,0.19260364770889282,0.6961820738392721,0.8175060676056113,0.208151014353741,1.3055371270911424
72,0.13065216466784477,0.030590890906751156,0.10006127357482911,0.28390663862228394,0.09737461805343628,0.18653202056884766,0.6976825459977366,0.8185187824190064,0.19194192779398214,1.3242594006227608
73,0.14520959705114364,0.035317139513790605,0.10989245772361755,0.259479284286499,0.0840640589594841,0.17541521787643433,0.7172426156366545,0.8322521551671601,0.20167171486399407,1.3478230559398205
74,0.15760520100593567,0.03835334088653326,0.11925185918807983,0.29474779963493347,0.08739437907934189,0.207353413105011,0.6828036622979471,0.8083043868981659,0.18979116987575595,1.3013168793203571
75,0.15576444566249847,0.03438145890831947,0.12138298749923707,0.2529454827308655,0.0780307725071907,0.17491471767425537,0.7216840366311088,0.8353437072683854,0.19806894353712914,1.358958800362365
76,0.13459358662366866,0.03122459463775158,0.10336899161338806,0.279616117477417,0.09524573385715485,0.18437039852142334,0.7042137381247778,0.8231432831828156,0.21764927087518568,1.3097077504324077
77,0.12691511809825898,0.029557002149522303,0.09735811352729798,0.2855278551578522,0.09658447653055191,0.18894338607788086,0.6962779381945793,0.817415723876399,0.19971605622055064,1.3139776058504278
78,0.1144295610487461,0.02575528360903263,0.08867427706718445,0.28423792123794556,0.09945492446422577,0.1847829818725586,0.6998049752466663,0.820047842432037,0.2121676094621253,1.307685208216578
79,0.12953722551465036,0.03254493810236454,0.09699229001998902,0.29451707005500793,0.09829584509134293,0.1962212324142456,0.6866723757983808,0.8105697476982542,0.21915046907371716,1.278091654422918
