sample_index,defect_type,true_area_bin,low_signal,max_abs_bz,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_center_x,pred_center_y,true_center_x,true_center_y,pred_area_zero,pred_area_lt_true,pred_area_gt_true
0,rotated_rect,large,False,8.726391792297363,17650.384765625,40.78946304321289,0.3582089552238806,0.5274725274725275,0.5950118764845606,0.5821347236633301,5.1926368131342,12.821701456477996,-2.2911477088928223,4.7379961013793945,-2.1501212120056152,5.30279016494751,False,True,False
1,polygon,small,True,6.08453893661499,9024.5859375,30.580934524536133,0.0,0.0,0.8522167487684729,1.224111795425415,0.45683021816429914,3.091217809578424,-3.613065481185913,4.77104377746582,-4.461345672607422,5.653580188751221,False,True,False
2,multi_defect,small,False,7.990758895874023,10361.693359375,33.059120178222656,0.34273318872017355,0.5105008077544426,0.6572668112798264,0.3795761466026306,2.4059724823319755,7.019957685791397,6.194262504577637,5.444316387176514,6.553210258483887,5.320888042449951,False,True,False
3,multi_defect,large,True,7.529473304748535,42513.26171875,87.03242492675781,0.1242093156986774,0.22097186700767263,0.6203246294989414,1.7354100942611694,8.192488579079765,21.57761397129373,1.8799386024475098,4.691900253295898,0.1446363478899002,4.6725544929504395,False,True,False
4,rotated_rect,medium,False,11.381318092346191,22410.1015625,48.46512985229492,0.2816032887975334,0.43945469125902165,0.289437585733882,1.5732982158660889,7.887935100303565,11.100974301392469,-4.428318977355957,5.105885028839111,-4.4404120445251465,6.679136753082275,False,True,False
5,rotated_rect,large,False,13.777337074279785,17080.298828125,41.17313003540039,0.42320085929108486,0.5947169811320755,0.30779054916985954,0.9386483430862427,8.253399274835004,11.923268694088208,5.150382995605469,5.341235160827637,5.256647109985352,6.273849010467529,False,True,False
6,polygon,small,True,4.9213995933532715,12545.8896484375,29.638343811035156,0.0,0.0,1.0,nan,0.0,5.786516096747789,nan,nan,3.3276913166046143,4.368952751159668,True,True,False
7,polygon,large,False,16.825197219848633,37620.82421875,64.74443817138672,0.22662889518413598,0.3695150115473441,0.33621517771373677,1.9645663499832153,10.52232269171769,15.85200857030118,-3.674050807952881,5.0402727127075195,-3.7500905990600586,7.003366947174072,False,True,False
8,polygon,small,False,9.147215843200684,13281.939453125,35.915672302246094,0.09375,0.17142857142857143,0.4045584045584046,1.645397663116455,3.182583853211284,5.3449135525223,5.923036098480225,5.43424654006958,6.187131881713867,3.8101816177368164,False,True,False
9,rotated_rect,medium,False,8.918783187866211,12523.9931640625,36.36265563964844,0.5083612040133779,0.6740576496674058,0.40070921985815605,0.8127431869506836,5.14695379131777,8.588408101488824,-0.23192887008190155,4.870898246765137,-0.2835988402366638,5.681997299194336,False,True,False
10,rotated_rect,small,False,10.143938064575195,9799.8720703125,34.53644561767578,0.7593984962406015,0.8632478632478633,0.08588957055214724,0.27486082911491394,6.806770250648057,7.446332556078076,-2.9518399238586426,4.891419887542725,-2.811758279800415,4.654933929443359,False,True,False
11,rotated_rect,small,False,7.785528659820557,16511.486328125,39.922542572021484,0.228486646884273,0.3719806763285024,0.30327868852459017,1.4953101873397827,5.17740913919539,7.431104882139266,-2.977386951446533,4.835412979125977,-2.832502841949463,6.323687553405762,False,True,False
12,polygon,large,False,8.281722068786621,26767.78125,50.0036735534668,0.22955974842767296,0.3734015345268542,0.5901442307692307,1.4861286878585815,5.1926368131342,12.669424717089896,-2.4847846031188965,4.758434772491455,-2.8126814365386963,3.3089306354522705,False,True,False
13,rotated_rect,medium,False,9.668734550476074,23350.494140625,44.67742156982422,0.10606060606060606,0.1917808219178082,0.5544554455445545,1.8458751440048218,4.111471963478692,9.227970406918843,3.1887216567993164,5.08492374420166,3.135230541229248,3.239823818206787,False,True,False
14,rotated_rect,medium,False,11.31285285949707,14585.009765625,40.15216064453125,0.5328671328671328,0.6952554744525548,0.16722408026755853,0.9111947417259216,7.583381621527366,9.106149015408363,-3.2975118160247803,4.980731010437012,-3.2220466136932373,4.072666645050049,False,True,False
15,polygon,large,False,18.9112606048584,16858.244140625,47.279911041259766,0.5273250239693192,0.6905210295040803,0.06080206985769728,0.8048765659332275,12.486692629824176,11.770991954700108,-0.48939818143844604,4.939147472381592,-0.6343164443969727,4.147424697875977,False,False,True
16,polygon,large,False,23.80953598022461,15723.62109375,45.82185745239258,0.620253164556962,0.765625,0.1286549707602339,0.5267645716667175,13.613540501296114,15.62359346121903,0.5097635984420776,5.009377956390381,0.6600252389907837,4.504499435424805,False,True,False
17,rotated_rect,medium,True,6.949221611022949,17982.314453125,39.11884307861328,0.12341772151898735,0.21971830985915494,0.6778398510242085,1.2635105848312378,2.634387591414125,8.177260905140955,-2.0238473415374756,4.630115985870361,-1.845680832862854,3.37923002243042,False,True,False
18,rotated_rect,medium,False,13.144657135009766,20918.45703125,48.077510833740234,0.31308900523560207,0.4768740031897927,0.058823529411764705,1.5596511363983154,9.258425754796463,9.837077364471241,0.476064532995224,4.952153205871582,0.2819049060344696,3.404634714126587,False,True,False
19,multi_defect,large,False,18.198442459106445,39770.44140625,70.49340057373047,0.1655960028551035,0.28413962033067974,0.19757174392935983,2.303879737854004,11.07051895351485,13.796272588561834,3.8396589756011963,5.278506755828857,2.924722671508789,3.164091110229492,False,True,False
20,multi_defect,small,True,6.00211763381958,26497.767578125,66.61071014404297,0.19343389529724933,0.3241635687732342,1.5117493472584855,0.3559597432613373,14.649022329135192,5.832199118564219,0.7716336250305176,5.120749473571777,0.7689226269721985,5.476698875427246,False,False,True
21,rotated_rect,small,False,9.2296142578125,15689.37890625,39.603782653808594,0.2691029900332226,0.42408376963350786,0.04603580562659847,1.5021940469741821,5.679922379176119,5.954020510074699,-2.113584041595459,4.741517066955566,-1.969245195388794,3.2462735176086426,False,True,False
