sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,type_correct,true_center_x,true_center_y,pred_center_x,pred_center_y,center_mae_m,true_width,pred_width,width_abs_error_m,true_length,pred_length,length_abs_error_m,true_depth,pred_depth,depth_abs_error_m,true_angle_deg,pred_angle_deg,angle_abs_error_deg,sin_cos_error,notes
rect_p2_0016,15,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5310344827586206,0.6936936936936937,0.017857142857142856,2.0,440.0,448.0,0.0,0.7390559911727905,0.2609440088272095,rectangular_notch,1.0,0.003000000026077032,0.0,0.0019012923585250974,-2.5560148060321808e-05,0.0010990049408015773,0.008999999612569809,0.013631798326969147,0.004631798714399338,0.009999999776482582,0.007954150438308716,0.0020458493381738663,0.0019000000320374966,0.0018773593474179506,2.2640684619545937e-05,0.0,0.0,nan,0.0,
rect_p2_0017,16,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5938566552901023,0.7451820128479657,0.28308823529411764,3.1683531271721455,390.0,544.0,0.0,0.783724308013916,0.21627572178840637,rectangular_notch,1.0,0.001500000013038516,0.0010000000474974513,0.0006658700294792652,9.876534750219434e-05,0.001228005206714823,0.010999999940395355,0.012425614520907402,0.0014256145805120468,0.009999999776482582,0.007591495756059885,0.002408504020422697,0.0019000000320374966,0.002072631847113371,0.00017263181507587433,0.0,0.0,nan,0.0,
rect_p2_0019,18,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.6635859519408502,0.7977777777777778,0.2857142857142857,2.6616833437173235,375.0,525.0,0.0,0.7837787866592407,0.2162211835384369,rectangular_notch,1.0,-0.003000000026077032,0.0005000000237487257,-0.0011524026049301028,0.00022511754650622606,0.0018679337801227743,0.01600000075995922,0.01217576116323471,0.00382423959672451,0.006500000134110451,0.007519482169300318,0.001019482035189867,0.0019000000320374966,0.001851498382166028,4.8501649871468544e-05,0.0,0.0,nan,0.0,
rect_p2_0020,19,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.888641425389755,0.9410377358490566,0.059496567505720827,1.1402057985936922,411.0,437.0,0.0,0.7101094722747803,0.28989046812057495,rectangular_notch,1.0,0.0022499999031424522,-0.0005000000237487257,0.0017327181994915009,-2.6763158530229703e-05,0.000701094497893908,0.012000000104308128,0.013496854342520237,0.0014968542382121086,0.007499999832361937,0.007821683771908283,0.00032168393954634666,0.0019000000320374966,0.0018537451978772879,4.62548341602087e-05,0.0,0.0,nan,0.0,
rect_p2_0021,20,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.4721311475409836,0.6414253897550112,0.12916666666666668,6.264982043070834,418.0,480.0,0.0,0.7749937176704407,0.22500623762607574,rectangular_notch,1.0,-0.003000000026077032,-0.0010000000474974513,0.0004742202872876078,0.00011302175698801875,0.0036481536152088664,0.014999999664723873,0.01261484157294035,0.0023851580917835236,0.006500000134110451,0.00770287960767746,0.001202879473567009,0.0013000000035390258,0.0019656079821288586,0.0006656079785898328,0.0,0.0,nan,0.0,
rect_p2_0022,21,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.624561403508772,0.7688984881209503,0.37543859649122807,1.1110535972433924,356.0,570.0,0.0,0.7873712182044983,0.21262876689434052,rectangular_notch,1.0,-0.0022499999031424522,0.0,-0.0015803079586476088,0.0002270508266519755,0.0007071346253752746,0.012000000104308128,0.01236884854733944,0.00036884844303131104,0.009499999694526196,0.007593451999127865,0.0019065476953983307,0.0019000000320374966,0.0017066540895029902,0.00019334594253450632,0.0,0.0,nan,0.0,
rect_p2_0023,22,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5276967930029155,0.6908396946564885,0.38769230769230767,4.226202354807352,398.0,650.0,0.0,0.6738346815109253,0.3261653184890747,rectangular_notch,1.0,0.000750000006519258,0.0010000000474974513,0.0016177783254534006,-2.238253364339471e-05,0.0013410091245227922,0.01600000075995922,0.013584574684500694,0.0024154260754585266,0.00800000037997961,0.007888149470090866,0.00011185090988874435,0.0024999999441206455,0.001792975584976375,0.0007070243591442704,0.0,0.0,nan,0.0,
rect_p2_0024,23,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.7348927875243665,0.8471910112359551,0.2651072124756335,3.0115634335774524,377.0,513.0,0.0,0.7831584811210632,0.21684147417545319,rectangular_notch,1.0,-0.001500000013038516,0.0010000000474974513,-0.0012085922062397003,0.0002122366859111935,0.0008399343245604627,0.012000000104308128,0.012461483478546143,0.0004614833742380142,0.008500000461935997,0.007644281256943941,0.0008557192049920559,0.0010000000474974513,0.0017344765365123749,0.0007344764890149236,0.0,0.0,nan,0.0,
rect_p2_0027,26,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.76,0.8636363636363636,0.0,2.0,440.0,440.0,0.0,0.7459864616394043,0.2540135383605957,rectangular_notch,1.0,0.000750000006519258,0.0,0.0018530519446358085,-2.141239383490756e-05,0.0011032597467470746,0.014000000432133675,0.013523928821086884,0.0004760716110467911,0.006500000134110451,0.007900813594460487,0.0014008134603500366,0.0019000000320374966,0.0019023071508854628,2.307118847966194e-06,0.0,0.0,nan,0.0,
rect_p2_0028,27,train,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.7533039647577092,0.8592964824120602,0.10582010582010581,0.0,418.0,378.0,0.0,0.7740485072135925,0.22595156729221344,rectangular_notch,1.0,0.000750000006519258,0.0,0.0007734505925327539,8.72325908858329e-05,9.032970107905521e-05,0.013000000268220901,0.012778544798493385,0.00022145546972751617,0.006000000052154064,0.007756159640848637,0.0017561595886945724,0.0010000000474974513,0.0019647732842713594,0.0009647732367739081,0.0,0.0,nan,0.0,
