candidate,split,liftoff_subset,sample_count,normalized_param_mae,dimension_mae_norm,curvature_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,wMAE_auxiliary,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m,er_like_profile_error,max_depth_error_m,volume_proxy_rel_error,seed,selected_seed,best_epoch,best_val_selection_metric
C2_sensor_z_conditioned,val,nominal_0p008,8,0.6556720286607742,0.5293974466621876,0.7819466292858124,2.2094352319836617,2.3908980898559093,0.8369721248745918,0.14458642154932022,0.21822942048311234,0.15621458739042282,0.1730101453140378,0.6732405075540853,0.7958446779505489,0.0004357267989689717,0.39642837550491095,0.0008369721326744184,0.5895428222666061,42,False,14,0.946381351351738
C2_sensor_z_conditioned,val,non_nominal,24,0.7419044027725855,0.5434535288562378,0.9403552686174711,2.1494943369179964,2.123906211927533,0.9745021993294358,0.168698122104009,0.25488056739171344,0.19975781937440237,0.20777883597960076,0.7032901935788277,0.8158980016803477,0.0005212946301374662,0.4646500038603942,0.0009745021816343069,0.7168107131667231,42,False,14,0.946381351351738
C2_sensor_z_conditioned,test,all_liftoff,32,0.9818815719336271,0.7478887271136045,1.2158744325861335,2.529963541775942,2.9232156332582235,1.4391966528492048,0.30560226552188396,0.23499582335352898,0.2708950415253639,0.27049771102610976,0.6349456330806891,0.7646565980527376,0.0006605358721571974,0.8902405169792473,0.0014391966542461887,1.7931570668930163,42,False,14,0.946381351351738
C2_sensor_z_conditioned,test,nominal_0p008,8,0.9881947971880436,0.7474572397768497,1.2289323881268501,2.3381055891513824,3.0458460226655006,1.4488960541784763,0.3180268481373787,0.23636165261268616,0.26673734933137894,0.2737086210399866,0.6277922827154039,0.7603509044778136,0.0006674044980172766,0.912007262930274,0.0014488960587186739,1.6964761798148151,42,False,14,0.946381351351738
C2_sensor_z_conditioned,test,non_nominal,24,0.9797771635154883,0.7480325562258562,1.211521780739228,2.593916192650795,2.882338836789131,1.435963519072781,0.30146073798338574,0.2345405469338099,0.2722809389233589,0.2694274076881508,0.637330083202451,0.7660918292443788,0.0006582463302038377,0.8829849349955717,0.001435963519422027,1.825384029252417,42,False,14,0.946381351351738
C2_sensor_z_conditioned,train,all_liftoff,128,0.514900941925589,0.44164298730902374,0.5881589039927348,1.7325784420827404,1.9176900362363085,0.7441026384185534,0.14859291957691312,0.12294728215783834,0.12144818063825369,0.13099612750374945,0.7922884188317972,0.8775661378118037,0.0003498395313386027,0.29136394953820854,0.0007441026373271598,0.44882767249674915,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,train,nominal_0p008,32,0.4789081618655473,0.4364384163636714,0.521377912722528,1.667067970149219,1.850962104741484,0.7574413638212718,0.13553619012236595,0.10534810647368431,0.10774296149611473,0.1162090863508638,0.8062346833459645,0.8848030764339252,0.00034644903530534066,0.26307565509341657,0.0007574413684778847,0.38769626668565244,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,train,non_nominal,96,0.5268985352789363,0.44337784429080784,0.6104192344161371,1.7544152660605807,1.9399326800679166,0.7396563966176473,0.15294516272842884,0.12881367405255637,0.12601658701896667,0.135925141221378,0.7876396639937414,0.8751538249377632,0.00035096969668302336,0.30079338101980585,0.0007396563936102515,0.46920480776711476,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,val,all_liftoff,32,0.7192056886851788,0.5473734308034182,0.8910379544831812,2.280496292747557,1.8986664479598403,1.0191715566907078,0.1503178495913744,0.264012947678566,0.17618863470852375,0.19683981104753911,0.7110495343969099,0.8207426341213333,0.0005248177740213578,0.46690877387300134,0.0010191715628025122,0.7664393710406305,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,val,nominal_0p008,8,0.6814088188111782,0.5469997897744179,0.815817853435874,2.2528850212693214,1.8907376043498516,1.026220329105854,0.1415533721446991,0.23769314587116241,0.16167815774679184,0.18030822789296508,0.7007464042421881,0.8153755015425961,0.0004983289072697517,0.4147881604731083,0.001026220343192108,0.7197266404310179,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,val,non_nominal,24,0.7318046453098456,0.547497977813085,0.9161113214989504,2.289700049906969,1.9013093958298366,1.016821965885659,0.1532393420735995,0.2727862149477005,0.1810254603624344,0.20235033876573047,0.7144839111151503,0.8225316783142457,0.0005336473962718932,0.4842823116729657,0.0010168219693393137,0.7820102812438346,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,test,all_liftoff,32,0.9126644199714065,0.6750320047140121,1.1502968601416796,1.9723648321814835,2.1574667003005743,1.4985894931014627,0.2916340921074152,0.22932750917971134,0.2473022472113371,0.2560879469383508,0.7303745449512298,0.8367972261079808,0.0006823289882049721,0.9648609086871147,0.0014985894886194728,1.4183739578421515,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,test,nominal_0p008,8,0.9702621959149837,0.7128556556999683,1.2276688255369663,2.1754303257912397,2.4161400496959686,1.524597592651844,0.30509310215711594,0.2444821298122406,0.26970505714416504,0.27309342566877604,0.7075639345466588,0.8209241101427482,0.0006899621985212434,0.949555654078722,0.001524597595562227,1.377024409237337,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,test,non_nominal,24,0.8934651613235474,0.6624241210520267,1.1245062050099175,1.9046763343115647,2.0712422505021095,1.4899201265846689,0.28714775542418164,0.22427596896886826,0.23983464390039444,0.25041945402820903,0.7379780817527536,0.8420882647630584,0.0006797845847662151,0.9699626602232456,0.0014899201196385548,1.432157140710423,123,False,10,0.9463333696126938
C2_sensor_z_conditioned,train,all_liftoff,128,0.44242653557739686,0.39879776691668667,0.48605531115663325,1.666994196595624,1.5846486787195317,0.6875941574253375,0.12312197824940085,0.10095335263758898,0.10069960029795766,0.10825831099737115,0.8016200232244806,0.8830165751626651,0.00032317480544463706,0.2652416967684985,0.0006875941553516896,0.49289767612847313,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,train,nominal_0p008,32,0.4228721692925319,0.36357494513504207,0.4821694015226967,1.5104981269687414,1.3222011954057962,0.6616435024770908,0.12176230363547802,0.09867826476693153,0.10164104588329792,0.1073605381679954,0.8191936179754875,0.892909709642324,0.0003159528612854956,0.2557730262633413,0.000661643502098741,0.45630742502867583,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,train,non_nominal,96,0.44894465767235187,0.4105387075105682,0.4873506143679454,1.7191595531379182,1.6721311731574435,0.6962443757414197,0.12357520312070847,0.10171171526114146,0.10038578510284424,0.10855756860716308,0.7957621583074781,0.8797188636694454,0.0003255821201643509,0.2683979202702176,0.0006962443731026724,0.5050944264950722,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,val,all_liftoff,32,0.7071952905971557,0.49260262260213494,0.9217879411880858,1.5879432901274413,1.5042231430998072,1.0782131212763488,0.16425777412950993,0.260280879214406,0.18678034655749798,0.20377300039399415,0.7981423508315713,0.8784850912743779,0.0005724970208973446,0.5276011445675977,0.0010782131212181412,0.7224871296662225,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,val,nominal_0p008,8,0.5936711626127362,0.4637683294713497,0.7235739820171148,1.6667908085510135,1.619246813468635,0.921556162647903,0.12030990421772003,0.21145400404930115,0.1474720537662506,0.15974532067775726,0.7905719105733056,0.8722230785679995,0.0004530552499772966,0.4193758370820433,0.0009215561585733667,0.7088812395460183,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,val,non_nominal,24,0.7450366665919622,0.50221405364573,0.9878592609117428,1.5616607839862506,1.4658819196435313,1.1304321074858308,0.17890706410010657,0.27655650426944095,0.1998831108212471,0.21844889363273978,0.8006658309176599,0.8805724288431707,0.0006123109445373606,0.5636762470627824,0.0011304321087663993,0.7270224263729573,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,test,all_liftoff,32,0.8934207111597061,0.6534902132116258,1.1333511751145124,2.050233909394592,1.9611702682450414,1.4524447247385979,0.295270586386323,0.22382077015936375,0.23860712349414825,0.2525661615654826,0.7256314981755827,0.8356762223793474,0.0006710692482556624,0.8292487780563533,0.0014524447287840303,1.2329899588423192,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,test,nominal_0p008,8,0.8868230581283569,0.6347372308373451,1.1389087922871113,1.9297749698162079,1.848161093890667,1.4400233551859856,0.30618559569120407,0.21558981388807297,0.24027158319950104,0.25401566457003355,0.7351388340394328,0.8451823828926919,0.000659520101180533,0.8088509272783995,0.0014400233631022274,1.1031509022712558,2026,False,13,0.9230152949690819
C2_sensor_z_conditioned,test,non_nominal,24,0.8956199288368225,0.6597412073363861,1.1314986360569794,2.0903868892540536,1.9988399930298328,1.4565851812561352,0.2916322499513626,0.226564422249794,0.23805230359236398,0.252082993897299,0.722462386220966,0.8325075022082326,0.0006749189639473722,0.8360480616490046,0.001456585184011298,1.276269644366007,2026,False,13,0.9230152949690819
