variant,seed,selected_by_validation,split,group_field,group_value,sample_count,normalized_param_mae,dimension_mae_norm,curvature_mae,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m,er_like_profile_error
P3_profile_primary_w2p0,42,False,val,aspect_bin,narrow,6,0.8736855288346609,0.7525422697265943,0.21750561396280924,3.6064951717853546,4.640806109954913,0.9803709238767624,0.22293102741241455,0.2089097499847412,0.22067606449127197,0.5439782419123452,0.6918829039883003,0.0004378263135246622,0.27826430363587257
P3_profile_primary_w2p0,42,False,val,aspect_bin,wide,10,0.9880811512470246,0.7519187942147255,0.26905989088118076,2.875346863269806,2.8031054556369783,1.7817101642489432,0.27934580445289614,0.2949446439743042,0.23288922309875487,0.7763799743410768,0.8678431116082639,0.0008351786353159695,0.49138270403860174
P3_profile_primary_w2p0,42,False,val,size_bin,elongated,6,0.8736855288346609,0.7525422697265943,0.21750561396280924,3.6064951717853546,4.640806109954913,0.9803709238767624,0.22293102741241455,0.2089097499847412,0.22067606449127197,0.5439782419123452,0.6918829039883003,0.0004378263135246622,0.27826430363587257
P3_profile_primary_w2p0,42,False,val,size_bin,large_wide,10,0.9880811512470246,0.7519187942147255,0.26905989088118076,2.875346863269806,2.8031054556369783,1.7817101642489432,0.27934580445289614,0.2949446439743042,0.23288922309875487,0.7763799743410768,0.8678431116082639,0.0008351786353159695,0.49138270403860174
P3_profile_primary_w2p0,42,False,val,size_bin,medium_balanced,11,0.735750751061873,0.644224925474687,0.18103707784956152,2.5909932905977424,2.526565210385756,1.4527169167995453,0.16980741240761496,0.199408850886605,0.17389497431841763,0.7139984126068936,0.8276022085635034,0.000633318053918298,0.3666027303012275
P3_profile_primary_w2p0,42,False,val,size_bin,small_compact,12,0.6391914089520773,0.25298737827688456,0.22575312480330467,0.7935383580625057,0.3493209357062976,0.8439735788851976,0.25856415927410126,0.22733729581038156,0.1913579305013021,0.8594765725426047,0.9226581265591016,0.00041922824311768636,0.32638950250560744
P2_profile_primary_dim_guard_w1p0,42,True,train,curvature_template,LD_dominant,31,0.6503870314167391,0.5073107495423286,0.17712306639840525,2.8825142400399333,1.7725567171169865,1.01048503491667,0.3371099771991853,0.0734422129969443,0.12081700755703834,0.753767172674782,0.8519267920607803,0.0005080606895775887,0.2961792437658107
P2_profile_primary_dim_guard_w1p0,42,True,train,curvature_template,WD_dominant,34,0.5522926607552696,0.40842785302768736,0.1526093235348954,2.1357534212224625,1.6804538588313496,0.7729441412888906,0.06533806113635793,0.2780790609471938,0.11441084742546082,0.7799874196634824,0.8718845941851397,0.00039450745011623334,0.2525515491841539
P2_profile_primary_dim_guard_w1p0,42,True,train,curvature_template,boxy,32,0.7759600533172488,0.46310605958569795,0.23840892920270562,2.2146232910454273,1.9330158736556768,0.9179967404343188,0.2559614796191454,0.22422322444617748,0.23504208587110043,0.7556457044158622,0.8509866779616586,0.0005060500184299599,0.3366212130618996
P2_profile_primary_dim_guard_w1p0,42,True,train,curvature_template,round,33,0.4534785368225791,0.4352471116704471,0.10278951929825725,1.2437518128391467,2.135057192408677,0.9607475423677401,0.09184980753696326,0.10631856593218716,0.11020018295808272,0.7872861099696261,0.8753300717462685,0.000395812976972648,0.2596410572523254
P2_profile_primary_dim_guard_w1p0,42,True,train,curvature_template,sharp,32,0.7349746711552143,0.4281355284911115,0.2266794564202428,2.032732982188463,1.6189382092561573,0.9093913042452186,0.2148952092975378,0.2081764806061983,0.2569666802883148,0.8139495194475987,0.895476453703739,0.0003364357719419786,0.28001808938771566
P2_profile_primary_dim_guard_w1p0,42,True,train,depth_bin,deep,49,0.736765273979732,0.774418302640623,0.15414487099160953,3.327266550033676,2.455673424565062,1.8915144849796683,0.17523667398764162,0.1636009897504534,0.12359694680389093,0.7381630792246611,0.8421165753139098,0.0008599400331446787,0.3814830660845863
P2_profile_primary_dim_guard_w1p0,42,True,train,depth_bin,medium,57,0.6348013344563936,0.3972517853243309,0.19110524379893354,1.8237718614308458,1.6908601710670872,0.7950238639064002,0.2017950917545118,0.18692860582418608,0.18459203577878183,0.7909397643546348,0.8770221071563076,0.00037805596736704993,0.3233826577127708
P2_profile_primary_dim_guard_w1p0,42,True,train,depth_bin,shallow,56,0.5351692294435841,0.21261102052605046,0.1876485171461744,1.2846734156566006,1.4195907121258122,0.1747438072759126,0.19074006804398128,0.18580930147852218,0.18639618158340454,0.8007193922121872,0.8852240542644181,9.818315087224099e-05,0.15970428694541292
P2_profile_primary_dim_guard_w1p0,42,True,train,aspect_bin,balanced,44,0.6744139600883831,0.482935699888251,0.18977647477930243,2.444235041060231,1.9928962276740507,0.9319146983325481,0.19902081923051315,0.18996664610776035,0.18034195493568073,0.7205481302120218,0.8311891781090551,0.00044813148551012006,0.27742973684482397
P2_profile_primary_dim_guard_w1p0,42,True,train,aspect_bin,compact,43,0.5575488473093787,0.31037976841853804,0.17692923892376033,1.0355662422817806,0.4579436981747317,1.0101995263681856,0.1917148190875386,0.18551006150800128,0.1535628354826639,0.8692751589060411,0.9282250091725034,0.000469141396447518,0.36094723790877775
P2_profile_primary_dim_guard_w1p0,42,True,train,aspect_bin,narrow,33,0.6134897416288202,0.4750469295364438,0.16448132245039399,2.6709043257164233,2.6643431958827106,0.6119366447356615,0.1710008057680997,0.15721809683424054,0.16522506872812906,0.7201489173186939,0.8340530186388069,0.0002783755415734821,0.19253018091609364
P2_profile_primary_dim_guard_w1p0,42,True,train,aspect_bin,wide,42,0.675254171093305,0.5291432435846045,0.1802002078676153,2.350410365632602,2.402423069768009,1.027368751842351,0.19349240972882226,0.1798342296055385,0.16727398548807418,0.7915709423880815,0.8765897735905196,0.0004787440459819793,0.2854234803627382
P2_profile_primary_dim_guard_w1p0,42,True,train,size_bin,elongated,33,0.6134897416288202,0.4750469295364438,0.16448132245039399,2.6709043257164233,2.6643431958827106,0.6119366447356615,0.1710008057680997,0.15721809683424054,0.16522506872812906,0.7201489173186939,0.8340530186388069,0.0002783755415734821,0.19253018091609364
P2_profile_primary_dim_guard_w1p0,42,True,train,size_bin,large_wide,42,0.675254171093305,0.5291432435846045,0.1802002078676153,2.350410365632602,2.402423069768009,1.027368751842351,0.19349240972882226,0.1798342296055385,0.16727398548807418,0.7915709423880815,0.8765897735905196,0.0004787440459819793,0.2854234803627382
P2_profile_primary_dim_guard_w1p0,42,True,train,size_bin,medium_balanced,44,0.6744139600883831,0.482935699888251,0.18977647477930243,2.444235041060231,1.9928962276740507,0.9319146983325481,0.19902081923051315,0.18996664610776035,0.18034195493568073,0.7205481302120218,0.8311891781090551,0.00044813148551012006,0.27742973684482397
P2_profile_primary_dim_guard_w1p0,42,True,train,size_bin,small_compact,43,0.5575488473093787,0.31037976841853804,0.17692923892376033,1.0355662422817806,0.4579436981747317,1.0101995263681856,0.1917148190875386,0.18551006150800128,0.1535628354826639,0.8692751589060411,0.9282250091725034,0.000469141396447518,0.36094723790877775
P2_profile_primary_dim_guard_w1p0,42,True,val,curvature_template,LD_dominant,7,0.7126147959913526,0.5484942027500698,0.1959149773631777,2.7461536952427457,2.095381179026195,1.1228643889938081,0.3627075127192906,0.10046115943363734,0.12457625355039324,0.747502491364479,0.8353022849054562,0.0005445375388392547,0.3431438659965115
P2_profile_primary_dim_guard_w1p0,42,True,val,curvature_template,WD_dominant,8,0.5702753253281116,0.42349740862846375,0.15693185105919838,2.3374950755387545,1.696947492659092,0.7866723127663136,0.05949466675519943,0.28845494985580444,0.12284593284130096,0.7552398528329967,0.8537502459051612,0.00039142190507845953,0.28484270634468445
P2_profile_primary_dim_guard_w1p0,42,True,val,curvature_template,boxy,8,1.071213036775589,0.6823056489229202,0.3197502065449953,3.7191762179136276,2.177374839782715,1.4680298306047916,0.3203151896595955,0.33204637467861176,0.30688902735710144,0.6908176929081805,0.8113796267960403,0.0007811542618583189,0.38891445086214294
P2_profile_primary_dim_guard_w1p0,42,True,val,curvature_template,round,8,0.5312269739806652,0.5154060367494822,0.11913945688866079,1.6691334210336208,2.6644915267825127,1.0431035752408206,0.10854875296354294,0.11850780248641968,0.13036181777715683,0.7183973916787476,0.8337865122462047,0.00042057882910739863,0.2705411799867732
P2_profile_primary_dim_guard_w1p0,42,True,val,curvature_template,sharp,8,0.8630834072828293,0.48336209263652563,0.2710978351533413,2.101027552038431,1.2127615809440613,1.2833358757197857,0.2581530585885048,0.26782581210136414,0.28731463104486465,0.823396500644267,0.9011467519281573,0.0004938401616527699,0.3333380648317378
P2_profile_primary_dim_guard_w1p0,42,True,val,depth_bin,deep,15,0.897694871822993,0.8815020640691121,0.2002803483357032,4.038203390439351,2.508116871615251,2.1888774633407593,0.20364388227462768,0.20842492977778118,0.18877222537994384,0.6885386566368034,0.8078084830336576,0.0010150111969172333,0.4474299157806468
P2_profile_primary_dim_guard_w1p0,42,True,val,depth_bin,medium,11,0.6620456007393923,0.4049372828819535,0.2014083130793138,2.293365654620257,1.912834571166472,0.6392437788573179,0.2092997052452781,0.2029094479300759,0.19201578335328537,0.7492760040335539,0.852797270404627,0.0002948805201661096,0.2535790258147307
P2_profile_primary_dim_guard_w1p0,42,True,val,depth_bin,shallow,13,0.6559052948768322,0.23070675707780397,0.23746638229260078,0.9259739185755069,1.3859491090361888,0.3572569200052665,0.24262238007325393,0.2615022888550392,0.2082744653408344,0.8127086961649036,0.8884402976451492,0.00015683618137420405,0.2401754044235806
P2_profile_primary_dim_guard_w1p0,42,True,val,aspect_bin,balanced,11,0.6853273212909698,0.5907758718187158,0.1707291088320992,2.7662369988181372,2.447924429720098,1.1916796456683765,0.162566829811443,0.18676485256715256,0.16285564682700418,0.6997117816899604,0.821075070497486,0.0005160871045187708,0.3063798645439628
P2_profile_primary_dim_guard_w1p0,42,True,val,aspect_bin,compact,12,0.6484785974025726,0.29787090606987476,0.21994896605610847,1.5843261405825615,0.6076767668128014,0.7670529667908946,0.2455835541089376,0.2294581284125646,0.18480520943800607,0.8135602934259046,0.8935034341603899,0.0003780889996960468,0.2841315967927585
P2_profile_primary_dim_guard_w1p0,42,True,val,aspect_bin,narrow,6,0.7914457420508066,0.5744489381710688,0.22058588390549025,3.0601341674725213,3.0221905211607614,0.8495518813530604,0.22453253467877707,0.21697527170181274,0.22024983167648315,0.6388358458751834,0.7737318431922455,0.0003723927608613546,0.24461261813572088
P2_profile_primary_dim_guard_w1p0,42,True,val,aspect_bin,wide,10,0.920567536354065,0.7156349822878838,0.24658365454524755,3.003640832006931,2.4327838718891144,1.709876048564911,0.24286129474639892,0.2648145079612732,0.2320751428604126,0.7842760749113367,0.8651363044792202,0.000805934132222319,0.4375664897867269
P2_profile_primary_dim_guard_w1p0,42,True,val,size_bin,elongated,6,0.7914457420508066,0.5744489381710688,0.22058588390549025,3.0601341674725213,3.0221905211607614,0.8495518813530604,0.22453253467877707,0.21697527170181274,0.22024983167648315,0.6388358458751834,0.7737318431922455,0.0003723927608613546,0.24461261813572088
P2_profile_primary_dim_guard_w1p0,42,True,val,size_bin,large_wide,10,0.920567536354065,0.7156349822878838,0.24658365454524755,3.003640832006931,2.4327838718891144,1.709876048564911,0.24286129474639892,0.2648145079612732,0.2320751428604126,0.7842760749113367,0.8651363044792202,0.000805934132222319,0.4375664897867269
P2_profile_primary_dim_guard_w1p0,42,True,val,size_bin,medium_balanced,11,0.6853273212909698,0.5907758718187158,0.1707291088320992,2.7662369988181372,2.447924429720098,1.1916796456683765,0.162566829811443,0.18676485256715256,0.16285564682700418,0.6997117816899604,0.821075070497486,0.0005160871045187708,0.3063798645439628
P2_profile_primary_dim_guard_w1p0,42,True,val,size_bin,small_compact,12,0.6484785974025726,0.29787090606987476,0.21994896605610847,1.5843261405825615,0.6076767668128014,0.7670529667908946,0.2455835541089376,0.2294581284125646,0.18480520943800607,0.8135602934259046,0.8935034341603899,0.0003780889996960468,0.2841315967927585
P2_profile_primary_dim_guard_w1p0,42,True,test,curvature_template,LD_dominant,8,0.7095601558685303,0.6294716522097588,0.17626198660582304,4.2528422474861145,2.519148461520672,0.9787949472665787,0.339457206428051,0.06757607311010361,0.12175267934799194,0.6430547741413755,0.7788720289108806,0.00048435955977765843,0.2985594081531867
P2_profile_primary_dim_guard_w1p0,42,True,test,curvature_template,WD_dominant,8,0.5227698795497417,0.26865265145897865,0.16925651673227549,1.5790029428899288,1.8406091118231416,0.21579407481476665,0.04313524812459946,0.31600017100572586,0.14863412827253342,0.7863666701820009,0.8779836228714004,0.00012963658264197875,0.1343125075890786
P2_profile_primary_dim_guard_w1p0,42,True,test,curvature_template,boxy,7,0.9948751968996865,0.5153597870043346,0.3226997234991619,1.8796375308718,2.298746164355959,1.1153422168322973,0.33854938404900686,0.30987770216805594,0.3196720906666347,0.7999807217055671,0.8813653985622656,0.0006902010770448085,0.3543247208136249
P2_profile_primary_dim_guard_w1p0,42,True,test,curvature_template,round,8,0.41224863938987255,0.4113118043169379,0.08991004736162722,1.17627964168787,1.5682583674788475,1.0603473540395498,0.07642905414104462,0.09438575804233551,0.09891533106565475,0.8658373982512377,0.9204297368082961,0.00042768668390635867,0.30617627504181394
P2_profile_primary_dim_guard_w1p0,42,True,test,curvature_template,sharp,8,0.8457826897501945,0.3876583781093359,0.28459109365940094,1.9870527051389217,1.1290086689405143,0.9018051284365356,0.25615550577640533,0.3055227994918823,0.29209496825933456,0.7979464386809209,0.8832225303232859,0.00035176490018784534,0.33432132169073503
P2_profile_primary_dim_guard_w1p0,42,True,test,depth_bin,deep,11,0.8800756741653789,0.7605960856784474,0.21966969831423325,3.4393226504325867,2.0165010799061167,1.9498699937354436,0.2476911653171886,0.21477541598406705,0.19654250686818903,0.7395449609414978,0.8459266200117828,0.0009132073610089719,0.39907882369591957
P2_profile_primary_dim_guard_w1p0,42,True,test,depth_bin,medium,11,0.6262481957674026,0.3767162967811931,0.19152791374786335,1.261586995287375,2.217444026673382,0.6604810411279852,0.18307557972994717,0.20282295617190274,0.18868520584973422,0.8162131828623895,0.8894832857267527,0.0003410460042439147,0.2680010057341761
P2_profile_primary_dim_guard_w1p0,42,True,test,depth_bin,shallow,17,0.6069091015002307,0.2749316582784933,0.20564008745200493,1.965228053576806,1.52788375624839,0.2557333041639889,0.1972251534461975,0.2260847196859472,0.19361039119608262,0.7783628070670874,0.8684771869484045,0.00012836484315544914,0.21937358951546096
P2_profile_primary_dim_guard_w1p0,42,True,test,aspect_bin,balanced,9,0.7094207108020782,0.45618581606282127,0.21098733279440138,2.8338491999440723,1.7055890328354306,0.8112149549027284,0.22275699509514701,0.20933864514033,0.20086636145909628,0.7435384219284865,0.8450949315107176,0.000377603639208246,0.27331660951374964
P2_profile_primary_dim_guard_w1p0,42,True,test,aspect_bin,compact,9,0.7038514216740926,0.3190280910995271,0.23842981706062952,1.0079897509680853,0.519253932353523,1.0357399653229449,0.2229180799590217,0.2691677278942532,0.22320363256666395,0.8422005388199968,0.9113586159787272,0.00042464996012212295,0.38013184827757285
P2_profile_primary_dim_guard_w1p0,42,True,test,aspect_bin,narrow,9,0.7527032626999749,0.6449673506948683,0.18877815869119433,3.363931958874067,3.5045197274949818,0.9337033894326952,0.21261107921600342,0.1755475534333123,0.17817584673563638,0.6798817110376941,0.8043040418906808,0.0004884711282405382,0.2598120633833344
P2_profile_primary_dim_guard_w1p0,42,True,test,aspect_bin,wide,12,0.6161032281816006,0.36688692308962345,0.18960812020425996,1.688912068804105,1.748596316203475,0.6696168972800175,0.18055720130602518,0.21254474918047586,0.17572241028149924,0.8295767713256376,0.9005669030688027,0.00036353890027385205,0.2373237045768315
P2_profile_primary_dim_guard_w1p0,42,True,test,size_bin,elongated,9,0.7527032626999749,0.6449673506948683,0.18877815869119433,3.363931958874067,3.5045197274949818,0.9337033894326952,0.21261107921600342,0.1755475534333123,0.17817584673563638,0.6798817110376941,0.8043040418906808,0.0004884711282405382,0.2598120633833344
P2_profile_primary_dim_guard_w1p0,42,True,test,size_bin,large_wide,12,0.6161032281816006,0.36688692308962345,0.18960812020425996,1.688912068804105,1.748596316203475,0.6696168972800175,0.18055720130602518,0.21254474918047586,0.17572241028149924,0.8295767713256376,0.9005669030688027,0.00036353890027385205,0.2373237045768315
P2_profile_primary_dim_guard_w1p0,42,True,test,size_bin,medium_balanced,9,0.7094207108020782,0.45618581606282127,0.21098733279440138,2.8338491999440723,1.7055890328354306,0.8112149549027284,0.22275699509514701,0.20933864514033,0.20086636145909628,0.7435384219284865,0.8450949315107176,0.000377603639208246,0.27331660951374964
P2_profile_primary_dim_guard_w1p0,42,True,test,size_bin,small_compact,9,0.7038514216740926,0.3190280910995271,0.23842981706062952,1.0079897509680853,0.519253932353523,1.0357399653229449,0.2229180799590217,0.2691677278942532,0.22320363256666395,0.8422005388199968,0.9113586159787272,0.00042464996012212295,0.38013184827757285
