seed,split,true_task_group,pred_task_group,sample_count,task_gate_accuracy,count_head_accuracy,mean_gate_single,mean_gate_cc2,mean_gate_cc3,gate_entropy_mean,gate_collapse_flag
42,train,single_defect,single_defect,402,1.0,1.0,0.9997239753381529,3.6267529225726805e-09,0.0002760211040520134,0.000990413538295315,1
42,train,single_defect,all,402,1.0,1.0,0.9997239753381529,3.6267529225726805e-09,0.0002760211040520134,0.000990413538295315,1
42,train,multi_defect_cc2,multi_defect_cc2,160,1.0,1.0,5.306661125650453e-06,0.9991026122123003,0.0008920861743711035,0.0051098194733202,1
42,train,multi_defect_cc2,all,160,1.0,1.0,5.306661125650453e-06,0.9991026122123003,0.0008920861743711035,0.0051098194733202,1
42,train,multi_defect_cc3,multi_defect_cc3,320,1.0,1.0,2.9534201497003675e-05,3.125406416604281e-05,0.9999392181634903,0.0004765048511035614,1
42,train,multi_defect_cc3,all,320,1.0,1.0,2.9534201497003675e-05,3.125406416604281e-05,0.9999392181634903,0.0004765048511035614,1
42,train,all,single_defect,402,1.0,1.0,0.9997239753381529,3.6267529225726805e-09,0.0002760211040520134,0.000990413538295315,0
42,train,all,multi_defect_cc2,160,1.0,1.0,5.306661125650453e-06,0.9991026122123003,0.0008920861743711035,0.0051098194733202,0
42,train,all,multi_defect_cc3,320,1.0,1.0,2.9534201497003675e-05,3.125406416604281e-05,0.9999392181634903,0.0004765048511035614,0
42,train,all,all,882,1.0,1.0,0.4556681837825359,0.18125444525221754,0.3630773742449492,0.0015512459302483993,0
42,val,single_defect,single_defect,99,1.0,1.0,0.9992308923692415,2.900335301338331e-07,0.0007688176086603162,0.003125458758299163,1
42,val,single_defect,all,99,1.0,1.0,0.9992308923692415,2.900335301338331e-07,0.0007688176086603162,0.003125458758299163,1
42,val,multi_defect_cc2,multi_defect_cc2,39,1.0,1.0,2.4783931963239776e-07,0.9899102220168481,0.010089530455236388,0.03008032288184137,1
42,val,multi_defect_cc2,multi_defect_cc3,1,0.0,0.0,5.8989147788679475e-08,0.2518271207809448,0.7481728196144104,0.5643345782779023,1
42,val,multi_defect_cc2,all,40,0.975,0.975,2.4311806533630484e-07,0.9714581444859505,0.02854161268421574,0.0434366792667429,1
42,val,multi_defect_cc3,multi_defect_cc2,1,0.0,0.0,1.3157880340841643e-09,0.98087477684021,0.019125252962112427,0.0946149476829311,1
42,val,multi_defect_cc3,multi_defect_cc3,79,1.0,1.0,0.00622518414727315,0.0007406501552932578,0.9930341711527184,0.016387710501123746,1
42,val,multi_defect_cc3,all,80,0.9875,0.9875,0.006147369361879587,0.012992326738854717,0.9808603096753359,0.017365550965896336,1
42,val,all,single_defect,99,1.0,1.0,0.9992308923692415,2.900335301338331e-07,0.0007688176086603162,0.003125458758299163,0
42,val,all,multi_defect_cc2,40,0.975,0.975,2.416762313424399e-07,0.9896843358874321,0.010315423517908288,0.031693688501868614,0
42,val,all,multi_defect_cc3,80,0.9875,0.9875,0.006147370082796583,0.003879231038113902,0.9899734042584896,0.023237046348333477,0
42,val,all,all,219,0.9908675799086758,0.9908675799086758,0.4539527745124561,0.1821814640724469,0.3638657635828899,0.01569009892700018,0
42,test,single_defect,single_defect,99,1.0,1.0,0.9995359886776317,1.92863985488486e-09,0.000464010549661021,0.001901520078196485,1
42,test,single_defect,all,99,1.0,1.0,0.9995359886776317,1.92863985488486e-09,0.000464010549661021,0.001901520078196485,1
42,test,multi_defect_cc2,multi_defect_cc2,35,1.0,1.0,3.622736544434455e-08,0.9866479005132403,0.01335206603773173,0.02253369225031466,0
42,test,multi_defect_cc2,multi_defect_cc3,5,0.0,0.0,1.0429455272742416e-06,0.17503159642219543,0.82496737241745,0.36708739649671385,0
42,test,multi_defect_cc2,all,40,0.875,0.875,1.6206713567308169e-07,0.8851958625018597,0.11480397933519651,0.06560290528111455,0
42,test,multi_defect_cc3,multi_defect_cc2,1,0.0,0.0,3.235717827010376e-08,0.8495955467224121,0.15040446817874908,0.42341058323630315,1
42,test,multi_defect_cc3,multi_defect_cc3,79,1.0,1.0,0.000164242719138606,0.00043707343331326337,0.9993986962716791,0.003240652260922889,1
42,test,multi_defect_cc3,all,80,0.9875,0.9875,0.0001621900896141018,0.011051554349427,0.9887862684205174,0.008492776398115144,1
42,test,all,single_defect,99,1.0,1.0,0.9995359886776317,1.92863985488486e-09,0.000464010549661021,0.001901520078196485,0
42,test,all,multi_defect_cc2,36,0.9722222222222222,0.9722222222222222,3.611986024506008e-08,0.9828408906857172,0.017159077208315544,0.0336691614443699,0
42,test,all,multi_defect_cc3,84,0.9404761904761905,0.9404761904761905,0.00015452844689983622,0.01082960456360387,0.989015879375594,0.024898196560672353,0
42,test,all,all,219,0.9726027397260274,0.9726027397260274,0.45190431310018314,0.1657167079404744,0.3823789848925374,0.01594424114536642,0
42,all,single_defect,single_defect,600,1.0,1.0,0.9996115988492966,5.060368250626216e-08,0.00038835078583786964,0.0014930285786796426,1
42,all,single_defect,all,600,1.0,1.0,0.9996115988492966,5.060368250626216e-08,0.00038835078583786964,0.0014930285786796426,1
