seed,selected_seed,best_epoch,best_val_selection_metric,min_train_epoch,min_train_normalized_param_mae,val_normalized_at_min_train,train_normalized_param_mae,val_normalized_param_mae,test_normalized_param_mae,train_dimension_mae_norm,val_dimension_mae_norm,test_dimension_mae_norm,train_curvature_mae_norm,val_curvature_mae_norm,test_curvature_mae_norm,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_curvature_mae,test_projected_mask_iou,test_projected_mask_dice,test_profile_depth_rmse_m,can_fit_train,beats_mean_baseline_test,beats_feature_baseline_test
42,True,2,0.9258153587579727,287,0.00441511906683445,0.9505243897438049,0.732251910002608,0.6948920471800698,0.7039067248503367,0.5452545934454783,0.5495994471841388,0.5623732360286845,0.9192492342308948,0.8401846289634705,0.8454402155346341,2.5059156152937145,2.5905945292777486,1.1063910097711616,0.190509342485004,0.7297137249301504,0.8364032800295091,0.0005479155903837333,True,True,True
123,False,7,0.9542389124631881,283,0.01957862824201584,0.9167225360870361,0.690061941742897,0.7249416758616766,0.6975076173742613,0.5259318373313076,0.5523557576040427,0.5084982501963774,0.8541920483112335,0.8975275854269663,0.8865169700649049,1.6762416035764747,2.3729299671120114,1.1339712879723973,0.1998496755129761,0.7487838620831957,0.850773427546993,0.0005685273936251178,True,True,True
2026,False,6,1.0226851224899292,173,0.006562617141753435,0.9226768612861633,0.6996539340991723,0.78058246937063,0.7599018232689964,0.5722317573075232,0.5732413737310303,0.598775198062261,0.8270761239293375,0.9879235592153337,0.9210284252961477,2.7061669752001762,2.779589393072658,1.161501037577788,0.20777976305948365,0.7017706562570074,0.8180562071286568,0.0005766593316770417,True,True,True
