source_index,sample_id,split,defect_type,angle_deg,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
0,rect_0001,train,rectangular_notch,0.0,0.6,0.7917485265225933,0.8837719298245614,0.1,2.2152003740492474,432,480,0,0.03255271166563034,0.12497133016586304,0.15752404928207397,0.0,0.9999998807907104,0.05470923334360123,mixed_pilot_v4_training_gate_only
1,rect_0002,train,rectangular_notch,0.0,0.6,0.6573033707865169,0.7932203389830509,0.5213675213675214,0.31949700478827514,356,234,0,0.04381978139281273,0.2235535979270935,0.26737338304519653,0.0,0.9999998807907104,0.04482380300760269,mixed_pilot_v4_training_gate_only
2,rect_0003,train,rectangular_notch,0.0,0.6,0.8333333333333334,0.9090909090909091,0.1580952380952381,0.9885087351984873,608,525,0,0.029095426201820374,0.1070178747177124,0.13611330091953278,0.0,0.9999997615814209,0.075158029794693,mixed_pilot_v4_training_gate_only
3,rect_0004,train,rectangular_notch,0.0,0.6,0.7595419847328244,0.8633405639913232,0.20574162679425836,1.3274639924674247,504,418,0,0.036494120955467224,0.15416157245635986,0.1906556934118271,0.0,0.9999997615814209,0.06406092643737793,mixed_pilot_v4_training_gate_only
4,rect_0005,train,rectangular_notch,0.0,0.6,0.6379310344827587,0.7789473684210526,0.5189393939393939,2.642250847852165,401,264,0,0.05271628871560097,0.2481958270072937,0.30091211199760437,0.0,0.9999842643737793,0.05069078505039215,mixed_pilot_v4_training_gate_only
5,rect_0006,train,rectangular_notch,0.0,0.6,0.8185053380782918,0.9001956947162426,0.07894736842105263,0.34047398179334915,245,266,0,0.0246565081179142,0.10421842336654663,0.12887492775917053,0.0,1.0,0.030464863404631615,mixed_pilot_v4_training_gate_only
6,rect_0007,train,rectangular_notch,0.0,0.6,0.7377279102384292,0.8490718321226796,0.24005681818181818,2.350195447017645,535,704,0,0.05067260563373566,0.14835351705551147,0.19902612268924713,0.0,0.9999998807907104,0.06786386668682098,mixed_pilot_v4_training_gate_only
7,rect_0008,train,rectangular_notch,0.0,0.6,0.8477508650519031,0.9176029962546817,0.022727272727272728,1.4922594058777863,540,528,0,0.03046584129333496,0.12110239267349243,0.1515682339668274,0.0,0.9999990463256836,0.06873565167188644,mixed_pilot_v4_training_gate_only
8,rect_0009,train,rectangular_notch,0.0,0.6,0.8138297872340425,0.8973607038123167,0.21428571428571427,2.0264653571341147,561,462,0,0.04433831945061684,0.1325969099998474,0.17693522572517395,0.0,1.0,0.07109029591083527,mixed_pilot_v4_training_gate_only
9,rect_0010,train,rectangular_notch,0.0,0.6,0.7920353982300885,0.8839506172839506,0.24376731301939059,0.8602361594172823,449,361,0,0.027800895273685455,0.13012099266052246,0.15792188048362732,0.0,0.9999992847442627,0.055712439119815826,mixed_pilot_v4_training_gate_only
10,rect_0011,train,rectangular_notch,0.0,0.6,0.778175313059034,0.8752515090543259,0.15151515151515152,2.5825685902777447,532,462,0,0.04370925575494766,0.1404903531074524,0.18419960141181946,0.0,1.0,0.06612111628055573,mixed_pilot_v4_training_gate_only
11,rect_0012,train,rectangular_notch,0.0,0.6,0.7570532915360502,0.8617305976806423,0.15576923076923077,2.8875588338312985,601,520,0,0.055553779006004333,0.16218096017837524,0.21773473918437958,0.0,0.9999996423721313,0.07535730302333832,mixed_pilot_v4_training_gate_only
12,rect_0013,train,rectangular_notch,0.0,0.6,0.7122641509433962,0.8319559228650137,0.10608695652173913,3.3140862691945543,514,575,0,0.055587973445653915,0.17411011457443237,0.2296980917453766,0.0,0.9999986886978149,0.06424866616725922,mixed_pilot_v4_training_gate_only
13,rect_0014,train,rectangular_notch,0.0,0.6,0.7295719844357976,0.843644544431946,0.263671875,2.9779996899826173,377,512,0,0.05934911593794823,0.16702622175216675,0.22637534141540527,0.0,0.9999991655349731,0.047605179250240326,mixed_pilot_v4_training_gate_only
14,rect_0015,train,rectangular_notch,0.0,0.6,0.8924302788844621,0.9431578947368421,0.0,1.0040670757079802,475,475,0,0.015095182694494724,0.07779580354690552,0.09289098531007767,0.0,0.999998927116394,0.05936570465564728,mixed_pilot_v4_training_gate_only
15,rect_0016,train,rectangular_notch,0.0,0.6,0.8387799564270153,0.9123222748815166,0.11607142857142858,0.7962558093650304,396,448,0,0.017993247136473656,0.10622906684875488,0.12422231584787369,0.0,0.9999994039535522,0.05167464166879654,mixed_pilot_v4_training_gate_only
16,rect_0017,train,rectangular_notch,0.0,0.6,0.7433155080213903,0.852760736196319,0.20220588235294118,3.327718660360556,434,544,0,0.057405196130275726,0.15268784761428833,0.21009305119514465,0.0,0.9999998807907104,0.05494767427444458,mixed_pilot_v4_training_gate_only
17,rect_0018,train,rectangular_notch,0.0,0.6,0.7982456140350878,0.8878048780487805,0.10185185185185185,2.0387765029739153,485,540,0,0.029847823083400726,0.12300318479537964,0.15285101532936096,0.0,0.9999995231628418,0.06149253994226456,mixed_pilot_v4_training_gate_only
18,rect_0019,train,rectangular_notch,0.0,0.6,0.7392,0.8500459981600736,0.07047619047619047,1.790832230418756,562,525,0,0.04952850937843323,0.17251455783843994,0.22204306721687317,0.0,0.9999967813491821,0.07154716551303864,mixed_pilot_v4_training_gate_only
19,rect_0020,train,rectangular_notch,0.0,0.6,0.8526522593320236,0.9204665959703076,0.15789473684210525,0.8913218756766657,506,437,0,0.0235125795006752,0.12266474962234497,0.14617732167243958,0.0,0.9999967813491821,0.06398016214370728,mixed_pilot_v4_training_gate_only
20,rect_0021,train,rectangular_notch,0.0,0.6,0.7432432432432432,0.8527131782945736,0.15,2.829151650242774,552,480,0,0.05475308746099472,0.1766631007194519,0.23141619563102722,0.0,0.9999703168869019,0.06913928687572479,mixed_pilot_v4_training_gate_only
21,rect_0022,train,rectangular_notch,0.0,0.6,0.8027210884353742,0.8905660377358491,0.14035087719298245,0.49926226290766357,490,570,0,0.032202042639255524,0.10721373558044434,0.13941577076911926,0.0,0.9999998807907104,0.06068224459886551,mixed_pilot_v4_training_gate_only
22,rect_0023,train,rectangular_notch,0.0,0.6,0.6707818930041153,0.8029556650246306,0.12615384615384614,4.085424405238512,568,650,0,0.08393166959285736,0.20234239101409912,0.2862740755081177,0.0,0.9999998807907104,0.070968858897686,mixed_pilot_v4_training_gate_only
23,rect_0024,train,rectangular_notch,0.0,0.6,0.7575757575757576,0.8620689655172413,0.03508771929824561,2.4495795102695284,531,513,0,0.040070854127407074,0.14295530319213867,0.18302616477012634,0.0,1.0,0.06647652387619019,mixed_pilot_v4_training_gate_only
24,rect_0025,train,rectangular_notch,0.0,0.6,0.6713147410358565,0.8033373063170441,0.1956989247311828,2.2115209088940513,374,465,0,0.06120629608631134,0.18714141845703125,0.2483477145433426,0.0,0.9999994039535522,0.04689163714647293,mixed_pilot_v4_training_gate_only
25,rect_0026,train,rectangular_notch,0.0,0.6,0.8397129186602871,0.9128738621586476,0.15144230769230768,0.08783011896843272,353,416,0,0.01554412953555584,0.08818334341049194,0.10372747480869293,0.0,1.0,0.04536808282136917,mixed_pilot_v4_training_gate_only
26,rect_0027,train,rectangular_notch,0.0,0.6,0.7447183098591549,0.8536831483350151,0.25227272727272726,1.2990302612458111,551,440,0,0.044870324432849884,0.164118230342865,0.20898854732513428,0.0,0.9999997615814209,0.06933900713920593,mixed_pilot_v4_training_gate_only
27,rect_0028,train,rectangular_notch,0.0,0.6,0.6823104693140795,0.8111587982832618,0.4656084656084656,0.7920630271422239,554,378,0,0.06134708970785141,0.20869141817092896,0.27003851532936096,0.0,0.9999998807907104,0.06959349662065506,mixed_pilot_v4_training_gate_only
28,rect_0029,train,rectangular_notch,0.0,0.6,0.9184397163120568,0.9574861367837338,0.04924242424242424,0.7798168197141099,554,528,0,0.018050890415906906,0.07565879821777344,0.09370969235897064,0.0,1.0,0.06902584433555603,mixed_pilot_v4_training_gate_only
29,rect_0030,train,rectangular_notch,0.0,0.6,0.7606382978723404,0.8640483383685801,0.16111111111111112,2.8621609431828565,302,360,0,0.042952366173267365,0.14967936277389526,0.19263172149658203,0.0,0.9999979734420776,0.03786349669098854,mixed_pilot_v4_training_gate_only
30,rect_0031,train,rectangular_notch,0.0,0.6,0.8426763110307414,0.914622178606477,0.05904761904761905,1.6093231991036574,494,525,0,0.025148672983050346,0.09714913368225098,0.12229780852794647,0.0,0.9999988079071045,0.06073617935180664,mixed_pilot_v4_training_gate_only
