source_index,sample_id,split,defect_type,angle_deg,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
31,rect_0032,train,rectangular_notch,0.0,0.6,0.8447712418300654,0.9158547387068202,0.13825757575757575,1.6936315078609874,601,528,0,0.0311060082167387,0.1058843731880188,0.13699038326740265,0.0,1.0,0.07418946921825409,mixed_pilot_v4_training_gate_only
32,rect_0033,train,rectangular_notch,0.0,0.6,0.7315233785822021,0.8449477351916377,0.07971014492753623,3.36595623695951,596,552,0,0.059302009642124176,0.16552859544754028,0.22483059763908386,0.0,1.0,0.07410675287246704,mixed_pilot_v4_training_gate_only
33,rect_0034,train,rectangular_notch,0.0,0.6,0.7370417193426043,0.8486171761280932,0.23846153846153847,2.2356680508817766,594,780,0,0.06789916753768921,0.15706253051757812,0.22496169805526733,0.0,1.0,0.07395176589488983,mixed_pilot_v4_training_gate_only
34,rect_0035,train,rectangular_notch,0.0,0.6,0.8762541806020067,0.9340463458110517,0.03260869565217391,1.5458768719306886,285,276,0,0.011777286417782307,0.07565188407897949,0.08742917329072952,0.0,0.9999996423721313,0.03586692363023758,mixed_pilot_v4_training_gate_only
35,rect_0036,train,rectangular_notch,0.0,0.6,0.7148514851485148,0.8337182448036952,0.17042606516290726,3.161621469750839,467,399,0,0.04620712250471115,0.1990370750427246,0.24524420499801636,0.0,0.999922513961792,0.05825930833816528,mixed_pilot_v4_training_gate_only
36,rect_0037,train,rectangular_notch,0.0,0.6,0.845821325648415,0.9164715066354411,0.10222222222222223,1.4871942273006882,606,675,0,0.028689242899417877,0.10057014226913452,0.1292593777179718,0.0,0.9999998807907104,0.0757276713848114,mixed_pilot_v4_training_gate_only
37,rect_0038,train,rectangular_notch,0.0,0.6,0.7767857142857143,0.8743718592964824,0.22321428571428573,0.06324741003532092,522,672,0,0.04524775221943855,0.12745755910873413,0.17270530760288239,0.0,0.9999997615814209,0.06509408354759216,mixed_pilot_v4_training_gate_only
38,rect_0039,train,rectangular_notch,0.0,0.6,0.8603603603603603,0.9249394673123487,0.0967741935483871,0.8581823749965318,392,434,0,0.01557154394686222,0.09047996997833252,0.10605151206254959,0.0,1.0,0.05059448629617691,mixed_pilot_v4_training_gate_only
39,rect_0040,train,rectangular_notch,0.0,0.6,0.8394736842105263,0.9127324749642346,0.008547008547008548,1.5711875343825878,348,351,0,0.028174836188554764,0.0964806079864502,0.12465544044971466,0.0,1.0,0.04257924109697342,mixed_pilot_v4_training_gate_only
40,rect_0041,train,rectangular_notch,0.0,0.6,0.8173374613003096,0.899488926746167,0.20676691729323307,1.2448562659181897,321,266,0,0.018952105194330215,0.1297607421875,0.14871284365653992,0.0,0.999987006187439,0.04079710692167282,mixed_pilot_v4_training_gate_only
41,rect_0042,train,rectangular_notch,0.0,0.6,0.7952380952380952,0.8859416445623343,0.09595959595959595,1.8889725472078065,537,594,0,0.034547291696071625,0.12576991319656372,0.16031721234321594,0.0,0.9999997615814209,0.06761445105075836,mixed_pilot_v4_training_gate_only
42,rect_0043,train,rectangular_notch,0.0,0.6,0.7136363636363636,0.8328912466843501,0.2046783625730994,3.205222763625662,412,342,0,0.04956359043717384,0.19033050537109375,0.2398940920829773,0.0,0.9999978542327881,0.05242389440536499,mixed_pilot_v4_training_gate_only
43,rect_0044,train,rectangular_notch,0.0,0.6,0.8298245614035088,0.9069990412272292,0.17017543859649123,1.877612038587105,473,570,0,0.02855410799384117,0.1027289628982544,0.13128307461738586,0.0,0.9999997615814209,0.05944770202040672,mixed_pilot_v4_training_gate_only
44,rect_0045,train,rectangular_notch,0.0,0.6,0.7670886075949367,0.8681948424068768,0.11515151515151516,2.284427652587292,368,330,0,0.03597353398799896,0.13884735107421875,0.1748208850622177,0.0,0.9999998807907104,0.04520171508193016,mixed_pilot_v4_training_gate_only
45,rect_0046,train,rectangular_notch,0.0,0.6,0.6984785615491009,0.8224755700325733,0.2556818181818182,3.449626365514303,524,704,0,0.06832272559404373,0.18100464344024658,0.24932736158370972,0.0,0.9999991655349731,0.06704358756542206,mixed_pilot_v4_training_gate_only
46,rect_0047,train,rectangular_notch,0.0,0.6,0.7698209718670077,0.869942196531792,0.27631578947368424,1.3021000149496496,388,304,0,0.031677454710006714,0.1532043218612671,0.1848817765712738,0.0,0.9999992847442627,0.04877462238073349,mixed_pilot_v4_training_gate_only
47,rect_0048,train,rectangular_notch,0.0,0.6,0.7565217391304347,0.8613861386138614,0.2781954887218045,1.2678654104288596,340,266,0,0.027084991335868835,0.15845894813537598,0.1855439394712448,0.0,0.9999935626983643,0.04230087995529175,mixed_pilot_v4_training_gate_only
48,rect_0049,train,rectangular_notch,0.0,0.6,0.7441860465116279,0.8533333333333334,0.15848214285714285,2.9092696234855353,377,448,0,0.03674429655075073,0.1509520411491394,0.18769633769989014,0.0,1.0,0.048204101622104645,mixed_pilot_v4_training_gate_only
49,rect_0050,train,rectangular_notch,0.0,0.6,0.7227722772277227,0.8390804597701149,0.2597402597402597,2.600933063442841,388,308,0,0.04700098931789398,0.18575406074523926,0.23275505006313324,0.0,1.0,0.04919969663023949,mixed_pilot_v4_training_gate_only
50,rect_0051,train,rectangular_notch,0.0,0.6,0.8352553542009885,0.9102333931777379,0.10984848484848485,1.7076932580060444,586,528,0,0.032087262719869614,0.11233270168304443,0.14441996812820435,0.0,1.0,0.07360409200191498,mixed_pilot_v4_training_gate_only
51,rect_0052,train,rectangular_notch,0.0,0.6,0.75,0.8571428571428571,0.25,2.026020899640548,552,736,0,0.0579434409737587,0.141585111618042,0.1995285451412201,0.0,0.9999996423721313,0.0697159618139267,mixed_pilot_v4_training_gate_only
52,rect_0053,train,rectangular_notch,0.0,0.6,0.7549909255898367,0.860392967942089,0.10392156862745099,1.8086530517893715,457,510,0,0.031208662316203117,0.1381361484527588,0.16934481263160706,0.0,0.9999953508377075,0.057034313678741455,mixed_pilot_v4_training_gate_only
53,rect_0054,train,rectangular_notch,0.0,0.6,0.801829268292683,0.8900169204737732,0.059113300492610835,2.3523816504843778,573,609,0,0.04003182053565979,0.12042731046676636,0.16045913100242615,0.0,0.9999998807907104,0.07145094871520996,mixed_pilot_v4_training_gate_only
54,rect_0055,train,rectangular_notch,0.0,0.6,0.8036437246963563,0.8911335578002245,0.09647058823529411,1.841656856217814,466,425,0,0.02384985238313675,0.11948192119598389,0.14333176612854004,0.0,0.9999998807907104,0.057345449924468994,mixed_pilot_v4_training_gate_only
55,rect_0056,train,rectangular_notch,0.0,0.6,0.7903225806451613,0.8828828828828829,0.2653061224489796,1.0523391491186018,558,441,0,0.04017295688390732,0.14294981956481934,0.18312278389930725,0.0,1.0,0.06994287669658661,mixed_pilot_v4_training_gate_only
56,rect_0057,train,rectangular_notch,0.0,0.6,0.9284552845528455,0.9629005059021922,0.016722408026755852,0.5285505253310806,588,598,0,0.014427164569497108,0.06295251846313477,0.07737968116998672,0.0,1.0,0.07271568477153778,mixed_pilot_v4_training_gate_only
57,rect_0058,train,rectangular_notch,0.0,0.6,0.7824207492795389,0.8779304769603881,0.15922619047619047,1.3500878110917054,565,672,0,0.03889980912208557,0.13230234384536743,0.171202152967453,0.0,0.9999988079071045,0.07156671583652496,mixed_pilot_v4_training_gate_only
58,rect_0059,train,rectangular_notch,0.0,0.6,0.773371104815864,0.8722044728434505,0.032467532467532464,2.0334024892577203,318,308,0,0.029480483382940292,0.13782763481140137,0.16730812191963196,0.0,0.9999996423721313,0.04016727954149246,mixed_pilot_v4_training_gate_only
59,rect_0060,train,rectangular_notch,0.0,0.6,0.759493670886076,0.8633093525179856,0.31024930747922436,0.9740680691130144,473,361,0,0.03872119262814522,0.1516217589378357,0.1903429478406906,0.0,0.9999998807907104,0.05876626446843147,mixed_pilot_v4_training_gate_only
60,rect_0061,train,rectangular_notch,0.0,0.6,0.76,0.8636363636363636,0.3157894736842105,1.1351140612057737,575,437,0,0.042385756969451904,0.15571463108062744,0.19810038805007935,0.0,0.9999995231628418,0.07156077027320862,mixed_pilot_v4_training_gate_only
61,rect_0062,train,rectangular_notch,0.0,0.6,0.7816793893129771,0.8774635818337618,0.10551948051948051,2.676940847130775,551,616,0,0.032741181552410126,0.12426155805587769,0.1570027470588684,0.0,0.999998927116394,0.07100346684455872,mixed_pilot_v4_training_gate_only
62,rect_0063,train,rectangular_notch,0.0,0.6,0.6125,0.7596899224806202,0.3875,2.34513634819961,294,480,0,0.06981673836708069,0.22954559326171875,0.29936233162879944,0.0,0.9999998807907104,0.037123359739780426,mixed_pilot_v4_training_gate_only
63,rect_0064,train,rectangular_notch,0.0,0.6,0.9367816091954023,0.9673590504451038,0.005952380952380952,0.519075980306882,507,504,0,0.012063678354024887,0.06911486387252808,0.08117854595184326,0.0,0.9999998807907104,0.06389316916465759,mixed_pilot_v4_training_gate_only
64,rect_0065,train,rectangular_notch,0.0,0.6,0.8333333333333334,0.9090909090909091,0.09846153846153846,1.6110753289906552,357,325,0,0.0242009237408638,0.11312514543533325,0.13732606172561646,0.0,1.0,0.044723786413669586,mixed_pilot_v4_training_gate_only
65,rect_0066,train,rectangular_notch,0.0,0.6,0.7883333333333333,0.8816402609506058,0.21694214876033058,1.9160647509305742,589,484,0,0.04208198934793472,0.15091735124588013,0.19299933314323425,0.0,0.9999980926513672,0.07385306060314178,mixed_pilot_v4_training_gate_only
66,rect_0067,train,rectangular_notch,0.0,0.6,0.8667883211678832,0.9286412512218963,0.11801242236024845,0.7963049095141412,540,483,0,0.021993357688188553,0.1011122465133667,0.12310560047626495,0.0,0.9999992847442627,0.06768011301755905,mixed_pilot_v4_training_gate_only
67,rect_0068,train,rectangular_notch,0.0,0.6,0.7752525252525253,0.8733997155049786,0.04722222222222222,0.7582781565724527,343,360,0,0.028058910742402077,0.13150501251220703,0.15956392884254456,0.0,0.9999997615814209,0.042293474078178406,mixed_pilot_v4_training_gate_only
68,rect_0069,train,rectangular_notch,0.0,0.6,0.712468193384224,0.8320950965824666,0.1510989010989011,2.6822178475601475,309,364,0,0.05796027556061745,0.17830771207809448,0.23626798391342163,0.0,0.9999973773956299,0.038208119571208954,mixed_pilot_v4_training_gate_only
69,rect_0070,train,rectangular_notch,0.0,0.6,0.6982968369829684,0.8223495702005731,0.011396011396011397,3.4844549509704694,347,351,0,0.050647273659706116,0.18850749731063843,0.23915477097034454,0.0,0.9999966621398926,0.04371887072920799,mixed_pilot_v4_training_gate_only
70,rect_0071,train,rectangular_notch,0.0,0.6,0.8757575757575757,0.9337641357027464,0.1054421768707483,1.344014123622607,325,294,0,0.01567671075463295,0.09067809581756592,0.10635480284690857,0.0,0.999996542930603,0.04021681100130081,mixed_pilot_v4_training_gate_only
71,rect_0072,train,rectangular_notch,0.0,0.6,0.8798521256931608,0.9360865290068829,0.08834586466165413,0.8446218797027796,485,532,0,0.017884712666273117,0.08809912204742432,0.10598383843898773,0.0,0.9999998807907104,0.06204734742641449,mixed_pilot_v4_training_gate_only
72,rect_0073,train,rectangular_notch,0.0,0.6,0.7027863777089783,0.8254545454545454,0.3504273504273504,1.3463990560759533,316,234,0,0.03883896768093109,0.18537509441375732,0.22421406209468842,0.0,0.9999959468841553,0.03920028358697891,mixed_pilot_v4_training_gate_only
73,rect_0074,train,rectangular_notch,0.0,0.6,0.7002341920374707,0.8236914600550964,0.3881578947368421,3.364903878152673,422,304,0,0.05841875076293945,0.20542311668395996,0.2638418674468994,0.0,0.9999998807907104,0.05305888503789902,mixed_pilot_v4_training_gate_only
74,rect_0075,train,rectangular_notch,0.0,0.6,0.7889908256880734,0.882051282051282,0.03125,2.467731528537484,594,576,0,0.036584317684173584,0.14306920766830444,0.17965352535247803,0.0,0.9999957084655762,0.07615247368812561,mixed_pilot_v4_training_gate_only
75,rect_0076,train,rectangular_notch,0.0,0.6,0.7855579868708972,0.8799019607843137,0.18181818181818182,1.6264828461070273,442,374,0,0.029658813029527664,0.14219975471496582,0.17185856401920319,0.0,0.9999996423721313,0.05620940774679184,mixed_pilot_v4_training_gate_only
76,rect_0077,train,rectangular_notch,0.0,0.6,0.9433333333333334,0.9708404802744426,0.05016722408026756,0.3761224357694545,568,598,0,0.010511714965105057,0.051462531089782715,0.06197424605488777,0.0,1.0,0.07030583918094635,mixed_pilot_v4_training_gate_only
77,rect_0078,train,rectangular_notch,0.0,0.6,0.7387820512820513,0.8497695852534562,0.21546052631578946,2.612515370911965,477,608,0,0.03797823190689087,0.14370733499526978,0.18168556690216064,0.0,0.99997878074646,0.06011391431093216,mixed_pilot_v4_training_gate_only
78,rect_0079,train,rectangular_notch,0.0,0.6,0.8209982788296041,0.9017013232514177,0.0992063492063492,1.9553702646957154,554,504,0,0.029594996944069862,0.1190035343170166,0.1485985368490219,0.0,0.9999990463256836,0.06959851086139679,mixed_pilot_v4_training_gate_only
79,rect_0080,train,rectangular_notch,0.0,0.6,0.7284172661870504,0.8428720083246618,0.18409090909090908,3.108534332264249,521,440,0,0.056078821420669556,0.1697831153869629,0.22586193680763245,0.0,1.0,0.06552784144878387,mixed_pilot_v4_training_gate_only
120,rot_0001,train,rotated_rect,20.0,0.6,0.8582375478927203,0.9237113402061856,0.020833333333333332,1.0916905644204462,245,240,0,0.018892310559749603,0.08163022994995117,0.10052254050970078,0.0,1.0,0.0302620567381382,mixed_pilot_v4_training_gate_only
121,rot_0002,train,rotated_rect,-30.0,0.6,0.7239669421487603,0.8398849472674976,0.06493506493506493,2.6889640088742603,504,539,0,0.05743906646966934,0.17012262344360352,0.22756168246269226,0.0,0.9999998807907104,0.06386709213256836,mixed_pilot_v4_training_gate_only
122,rot_0003,train,rotated_rect,-20.0,0.6,0.8327974276527331,0.9087719298245615,0.03571428571428571,0.3767659900147091,580,560,0,0.03157889470458031,0.1354270577430725,0.16700595617294312,0.0,0.9999761581420898,0.07376754283905029,mixed_pilot_v4_training_gate_only
123,rot_0004,train,rotated_rect,10.0,0.6,0.7234375,0.8395285584768812,0.030357142857142857,3.54486217056467,543,560,0,0.056243255734443665,0.16643524169921875,0.22267849743366241,0.0,0.9999998807907104,0.06880983710289001,mixed_pilot_v4_training_gate_only
124,rot_0005,train,rotated_rect,30.0,0.6,0.8089887640449438,0.8944099378881988,0.0125,1.319880370836034,243,240,0,0.01748034730553627,0.10210472345352173,0.1195850670337677,0.0,1.0,0.03027140162885189,mixed_pilot_v4_training_gate_only
125,rot_0006,train,rotated_rect,20.0,0.6,0.7043189368770764,0.8265107212475633,0.10351201478743069,3.8906697480342256,485,541,0,0.06481198966503143,0.18517959117889404,0.24999158084392548,0.0,0.9999998807907104,0.06158341467380524,mixed_pilot_v4_training_gate_only
126,rot_0007,train,rotated_rect,-30.0,0.6,0.8540983606557377,0.9213085764809903,0.026881720430107527,0.829337465023982,573,558,0,0.027688972651958466,0.10416322946548462,0.13185220956802368,0.0,0.9999977350234985,0.07144603878259659,mixed_pilot_v4_training_gate_only
127,rot_0008,train,rotated_rect,-10.0,0.6,0.7786624203821656,0.8755595344673232,0.005357142857142857,2.637488393162937,557,560,0,0.04701414704322815,0.14160698652267456,0.1886211335659027,0.0,1.0,0.06950968503952026,mixed_pilot_v4_training_gate_only
128,rot_0009,train,rotated_rect,10.0,0.6,0.714765100671141,0.8336594911937377,0.12916666666666668,3.070090651780998,271,240,0,0.03103841282427311,0.1743653416633606,0.20540376007556915,0.0,0.9999994039535522,0.03405214846134186,mixed_pilot_v4_training_gate_only
129,rot_0010,train,rotated_rect,30.0,0.6,0.7744755244755245,0.8729064039408867,0.12037037037037036,0.798126615383066,475,540,0,0.04367201775312424,0.14944946765899658,0.19312149286270142,0.0,0.9999988079071045,0.060510873794555664,mixed_pilot_v4_training_gate_only
130,rot_0011,train,rotated_rect,20.0,0.6,0.6795422031473534,0.8091993185689949,0.08896797153024912,2.679224450729713,612,562,0,0.09860385954380035,0.20033633708953857,0.29894018173217773,0.0,1.0,0.07575811445713043,mixed_pilot_v4_training_gate_only
131,rot_0012,train,rotated_rect,-20.0,0.6,0.7551020408163265,0.8604651162790697,0.0035714285714285713,0.44547373810465285,558,560,0,0.053248852491378784,0.1531960368156433,0.2064448893070221,0.0,1.0,0.06959757208824158,mixed_pilot_v4_training_gate_only
132,rot_0013,train,rotated_rect,-10.0,0.6,0.7655677655677655,0.8672199170124482,0.008333333333333333,1.5223817723975188,242,240,0,0.030940614640712738,0.14095133543014526,0.1718919575214386,0.0,1.0,0.03041945956647396,mixed_pilot_v4_training_gate_only
133,rot_0014,train,rotated_rect,10.0,0.6,0.8017391304347826,0.88996138996139,0.07792207792207792,2.2188849823702617,497,539,0,0.03020850196480751,0.12439459562301636,0.15460309386253357,0.0,0.9999996423721313,0.06381278485059738,mixed_pilot_v4_training_gate_only
134,rot_0015,train,rotated_rect,30.0,0.6,0.6075949367088608,0.7559055118110236,0.04107142857142857,0.8970753462630233,583,560,0,0.10779616981744766,0.25046151876449585,0.3582576811313629,0.0,0.9999994039535522,0.07350923120975494,mixed_pilot_v4_training_gate_only
135,rot_0016,train,rotated_rect,-30.0,0.6,0.6448170731707317,0.7840593141797961,0.06976744186046512,3.694924591387265,520,559,0,0.0839766263961792,0.22345829010009766,0.30743491649627686,0.0,0.9999958276748657,0.06534510850906372,mixed_pilot_v4_training_gate_only
136,rot_0017,train,rotated_rect,-20.0,0.6,0.721830985915493,0.8384458077709611,0.029045643153526972,1.9369975049028387,248,241,0,0.05131605267524719,0.16591644287109375,0.21723249554634094,0.0,1.0,0.03052029013633728,mixed_pilot_v4_training_gate_only
137,rot_0018,train,rotated_rect,-10.0,0.6,0.7293729372937293,0.8435114503816794,0.055658627087198514,3.7022716019961845,509,539,0,0.05009446293115616,0.17525559663772583,0.2253500521183014,0.0,0.9999990463256836,0.06541071832180023,mixed_pilot_v4_training_gate_only
138,rot_0019,train,rotated_rect,10.0,0.6,0.713859910581222,0.8330434782608696,0.049910873440285206,3.460802402328907,589,561,0,0.071029894053936,0.17914587259292603,0.2501757740974426,0.0,0.9999992847442627,0.073482446372509,mixed_pilot_v4_training_gate_only
139,rot_0020,train,rotated_rect,20.0,0.6,0.7162790697674418,0.8346883468834688,0.026737967914438502,2.686134599784912,546,561,0,0.06232736259698868,0.1776699423789978,0.23999729752540588,0.0,0.9999998807907104,0.06881308555603027,mixed_pilot_v4_training_gate_only
140,rot_0021,train,rotated_rect,-30.0,0.6,0.6872852233676976,0.814663951120163,0.04583333333333333,2.7774267066784892,251,240,0,0.03910241276025772,0.18922632932662964,0.22832873463630676,0.0,0.9999995231628418,0.031003333628177643,mixed_pilot_v4_training_gate_only
141,rot_0022,train,rotated_rect,-20.0,0.6,0.7888513513513513,0.8819641170915958,0.03888888888888889,0.515731989293516,519,540,0,0.03922422230243683,0.14108806848526,0.18031229078769684,0.0,0.9999998807907104,0.06653426587581635,mixed_pilot_v4_training_gate_only
142,rot_0023,train,rotated_rect,-10.0,0.6,0.788109756097561,0.8815004262574595,0.09090909090909091,2.3473322012976987,612,561,0,0.04452034831047058,0.13742566108703613,0.1819460093975067,0.0,0.999997615814209,0.0759849101305008,mixed_pilot_v4_training_gate_only
143,rot_0024,train,rotated_rect,30.0,0.6,0.6777609682299546,0.8079350766456267,0.019642857142857142,0.4613787297801146,549,560,0,0.07828328013420105,0.20262593030929565,0.2809092104434967,0.0,0.9999998807907104,0.06923407316207886,mixed_pilot_v4_training_gate_only
