seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
all,component_types=rectangular_notch+rectangular_notch+rectangular_notch,train,120,0.8714364036592386,0.9299023061122701,0.05325660054906442,1.0791853093885677,425.06666666666666,411.875,0,0.10173768108555427,3.0083333333333333,0.9916666666666667,0.0,0.0,0.008333333333333333,0.008333333333333333,1.0
all,component_types=rectangular_notch+rectangular_notch+rotated_rect,train,120,0.8670865898419211,0.9273708828736331,0.054631408330570334,1.106698587659981,434.6333333333333,443.45,0,0.1030435503150026,3.025,0.9833333333333333,0.0,0.0,0.016666666666666666,0.016666666666666666,1.0
all,component_types=rectangular_notch+rotated_rect+rotated_rect,train,120,0.850292950388474,0.9180817807529397,0.0586591883725569,1.3790826571243042,418.5416666666667,421.5,0,0.1158334272603194,3.0416666666666665,0.975,0.0,0.0,0.025,0.025,1.0
all,component_types=rotated_rect+rotated_rect+rotated_rect,train,120,0.827048242610865,0.9042531812903555,0.040775044000687745,1.0448922409722579,437.93333333333334,448.875,0,0.13590962948898475,3.033333333333333,0.975,0.0,0.0,0.025,0.025,1.0
all,component_types=rectangular_notch+rectangular_notch+rectangular_notch,val,30,0.7044803064285062,0.8192768477205631,0.07660284786083212,2.3888920048657405,432.93333333333334,413.4,0,0.28520117650429405,3.033333333333333,0.9666666666666667,0.0,0.0,0.03333333333333333,0.03333333333333333,1.0
all,component_types=rectangular_notch+rectangular_notch+rotated_rect,val,30,0.6724650424136417,0.7879000674739433,0.07495695126706695,2.7226654985614815,433.3,445.7,0,0.36611835633714995,3.1666666666666665,0.8666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333,1.0
all,component_types=rectangular_notch+rotated_rect+rotated_rect,val,30,0.7024174838395044,0.8090463455682674,0.07225664658705573,2.770227949923526,416.5,419.7,0,0.31798399637142816,3.1333333333333333,0.9,0.1,0.0,0.1,0.1,0.9666666666666667
all,component_types=rotated_rect+rotated_rect+rotated_rect,val,30,0.6822377369980894,0.7964910609798231,0.07397683933919486,2.2359275280947983,429.3666666666667,447.6,0,0.32522289802630744,3.2,0.8333333333333334,0.03333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.9888888888888888
all,component_types=rectangular_notch+rectangular_notch+rectangular_notch,test,30,0.6233578602558224,0.7508491318155766,0.07806356776494754,2.72830038116262,436.7,415.1,0,0.41127381175756456,3.066666666666667,0.9666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.9666666666666667
all,component_types=rectangular_notch+rectangular_notch+rotated_rect,test,30,0.7267268104388602,0.8308248341280541,0.08665414941041463,2.072962967778836,431.8,443.7,0,0.2619178912291924,3.033333333333333,0.9666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.9888888888888889
all,component_types=rectangular_notch+rotated_rect+rotated_rect,test,30,0.676157056816897,0.7991024763076151,0.09456653106764393,2.718660081741684,425.06666666666666,418.3,0,0.29817648554841675,3.2666666666666666,0.8333333333333334,0.03333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.9888888888888888
all,component_types=rotated_rect+rotated_rect+rotated_rect,test,30,0.6723186078635812,0.7969094016275394,0.06957954181368932,2.2522770170835447,425.53333333333336,452.5,0,0.35772576977809273,3.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_types=rectangular_notch+rectangular_notch+rectangular_notch,all,180,0.8022639635535471,0.8816225339975365,0.061282136303672886,1.5723222705971056,428.31666666666666,412.6666666666667,0,0.1839042854340126,3.022222222222222,0.9833333333333333,0.005555555555555556,0.0,0.016666666666666666,0.016666666666666666,0.9944444444444445
all,component_types=rectangular_notch+rectangular_notch+rotated_rect,all,180,0.8112563687033644,0.8880347388494215,0.06335612233329382,1.5370704694967072,433.93888888888887,443.8666666666667,0,0.17336840813772547,3.05,0.9611111111111111,0.005555555555555556,0.0,0.03888888888888889,0.03888888888888889,0.9981481481481482
all,component_types=rectangular_notch+rotated_rect+rotated_rect,all,180,0.796624390368383,0.8800793241479402,0.06690998852415454,1.8342031100270713,419.2888888888889,420.6666666666667,0,0.17991569849352043,3.0944444444444446,0.9388888888888889,0.022222222222222223,0.0,0.06111111111111111,0.06111111111111111,0.9925925925925927
all,component_types=rotated_rect+rotated_rect+rotated_rect,all,180,0.7771248858841885,0.8684021979614641,0.051109426192605854,1.4446289181778957,434.43888888888887,449.26666666666665,0,0.20443119762672318,3.0555555555555554,0.9555555555555556,0.005555555555555556,0.0,0.044444444444444446,0.044444444444444446,0.9981481481481482
all,min_component_distance_bin=near,train,168,0.8312069150578797,0.9066981993676345,0.052912898655663766,1.169035001963432,420.5654761904762,424.01785714285717,0,0.13246475277645958,3.017857142857143,0.9821428571428571,0.0,0.0,0.017857142857142856,0.017857142857142856,1.0
