sample_index,defect_type,area_bin,num_defects,complexity_level,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_center_x,pred_center_y,true_center_x,true_center_y,pred_area_gt_true
0,polygon,small,1.0,2.0,7981.076171875,17.525602340698242,0.0,0.0,0.17307692307692307,1.1992522478103638,1.8577762205348165,1.583678089636237,2.408353328704834,4.526411056518555,2.307692289352417,3.331390857696533,True
1,polygon,large,1.0,2.0,52646.8359375,93.50597381591797,0.49660593068953196,0.6636428741943184,0.452576112412178,1.282611608505249,37.77985904218754,26.00886708748743,-3.170356035232544,5.438382148742676,-3.1606216430664062,6.720956802368164,True
2,multi_defect,large,3.0,3.0,59088.1796875,103.6160888671875,0.3402751952398661,0.5077691453940066,0.8717131474103585,0.7267590761184692,35.76980608226462,19.110730793206514,-4.828645706176758,4.618427753448486,-4.24038553237915,5.045193195343018,True
3,polygon,small,1.0,2.0,8307.33203125,21.43888282775879,0.12033195020746888,0.21481481481481482,0.3076923076923077,1.1566106081008911,2.3298341126379256,1.7816378508407666,5.78924036026001,4.649105072021484,6.144182205200195,3.5483033657073975,True
4,multi_defect,large,3.0,3.0,30545.3828125,68.83663940429688,0.5662168915542228,0.7230376515634971,0.1916083916083916,0.4794474244117737,25.94795639173219,21.77557373249826,-4.324704647064209,5.317553520202637,-4.095231056213379,4.896588325500488,True
5,rotated_rect,medium,1.0,2.0,23974.3046875,50.40971755981445,0.3572916666666667,0.5264773599386032,1.4199475065616798,1.5294363498687744,14.039915371582794,5.801743770686599,5.256760597229004,5.351016044616699,5.300716400146484,3.822211503982544,True
6,polygon,small,1.0,2.0,4541.82177734375,15.343537330627441,0.0,0.0,0.875,2.077092170715332,1.3704906544928974,0.7309283490628786,5.805695056915283,4.580246925354004,6.714824199676514,6.447811126708984,True
7,multi_defect,large,3.0,3.0,53891.9296875,95.0485610961914,0.34257679180887374,0.5103272958373054,0.20687237026647967,0.36829066276550293,26.20682684869196,21.71466303674302,-0.3932650089263916,5.12615966796875,-0.697315514087677,5.333984851837158,True
8,polygon,medium,1.0,2.0,19700.490234375,44.782718658447266,0.18989071038251365,0.31917336394948337,2.108490566037736,1.669595718383789,10.035037125675771,3.228266875027714,4.880510330200195,5.136646747589111,4.711766719818115,6.797693252563477,True
9,triangle,large,1.0,1.0,36091.546875,62.70709991455078,0.34165651644336176,0.5093054925102134,0.27582644628099173,1.8021363019943237,18.806177314430315,14.740388372768052,-1.6892356872558594,5.104404449462891,-1.6469227075576782,6.906044006347656,True
10,rect,medium,1.0,1.0,24871.970703125,50.21943664550781,0.31746031746031744,0.4819277108433735,1.3877551020408163,1.4441699981689453,14.253102806726133,5.969248184013509,-3.0701587200164795,5.109858989715576,-3.3165831565856934,3.68686842918396,True
11,polygon,small,1.0,2.0,3430.835205078125,13.1513671875,0.24193548387096775,0.38961038961038963,1.2083333333333333,0.5387997627258301,1.614133437513857,0.7309283490628786,3.630890130996704,4.483514308929443,3.9604270458221436,4.057239055633545,True
12,polygon,small,1.0,2.0,4364.52978515625,15.932727813720703,0.0,0.0,2.0,1.1757214069366455,1.4161736763093273,0.4720578921031091,-6.486464500427246,4.3803629875183105,-6.548063278198242,3.20625638961792,True
13,polygon,medium,1.0,2.0,30161.583984375,55.15430450439453,0.16827852998065765,0.28807947019867547,1.716923076923077,1.8673526048660278,13.446036087969205,4.948994030113241,-1.8285936117172241,5.187091827392578,-1.8565906286239624,7.054234504699707,True
14,multi_defect,large,3.0,3.0,53423.0078125,93.74372863769531,0.3297690333618477,0.4959794146027662,0.8212341197822142,1.353209376335144,30.561941595191612,16.78089668056859,3.2578060626983643,5.171596527099609,2.813842296600342,3.8932883739471436,True
15,multi_defect,large,3.0,3.0,63519.37890625,114.14286041259766,0.41087426629595303,0.582439238011824,0.6975782634376846,0.974717915058136,43.76433490013986,25.78045197840528,2.123718738555908,5.176679611206055,1.500280499458313,5.92594575881958,True
16,rect,large,1.0,1.0,33778.53125,56.08700180053711,0.10025488530161428,0.18223938223938224,0.08870967741935484,2.0273211002349854,10.27867990869673,9.441157842062182,-2.6656618118286133,5.104377269744873,-2.788944721221924,3.080808162689209,True
17,rect,medium,1.0,1.0,25673.001953125,52.77360534667969,0.3175355450236967,0.48201438848920863,2.136904761904762,1.0207852125167847,16.04996833150571,5.11649844344015,-0.9756086468696594,5.108581066131592,-1.0552762746810913,4.090909481048584,True
18,polygon,large,1.0,2.0,23942.23828125,45.843994140625,0.5119225037257824,0.677180877279448,0.44752714113389624,0.42915669083595276,18.273208726571966,12.623741695273466,-4.118969917297363,5.592676639556885,-4.1099042892456055,6.021737575531006,True
19,polygon,medium,1.0,2.0,12033.4375,31.397418975830078,0.29475982532751094,0.45531197301854975,2.0067567567567566,0.6741968989372253,6.776314902770437,2.2536957429438758,-0.9497487545013428,4.916354656219482,-0.6865407824516296,4.295659065246582,True
20,multi_defect,large,2.0,3.0,46578.93359375,85.46636962890625,0.36731634182908546,0.5372807017543859,0.4494180841539839,1.026515007019043,24.653604106933344,17.009311789650738,1.784602403640747,5.103411674499512,1.5213714838027954,6.095602512359619,True
21,polygon,small,1.0,2.0,2559.35595703125,11.100861549377441,0.0,0.0,0.9736842105263158,2.0553531646728516,0.015227673938809971,0.5786516096747789,-5.201004981994629,4.646464824676514,-3.6537952423095703,5.9994683265686035,False
