candidate,seed,selected_seed,feature_count,best_epoch,best_val_epoch_score,validation_selection_score,min_train_normalized_param_mae,train_total_mae,val_total_mae,test_total_mae,train_wMAE,val_wMAE,test_wMAE,train_profile_depth_rmse_m,val_profile_depth_rmse_m,test_profile_depth_rmse_m,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_wLD_abs_error,test_wWD_abs_error,test_wLW_abs_error,test_er_like_profile_error,test_projected_mask_iou,test_projected_mask_dice,test_final_only
F1_late_fusion,42,False,291,43,1.0447157053097795,1.0479713065861387,0.029608462005853653,0.09194465008575792,0.7234544861011016,,0.015366794464945863,0.20094836829827192,,6.886428700608807e-05,0.00047235772375969624,,,,,,,,,,,False
F1_late_fusion,123,True,291,26,1.0341601767747375,1.032294915920237,0.03144726902246475,0.07866469996601895,0.7091110113721627,0.5983086842565964,0.013958118158090073,0.20491554862700212,0.1832490841476008,6.288630220156555e-05,0.0004894384130751953,0.00031723830369838443,1.81666661073,1.6572950262671862,0.654960290934795,0.20337820817262697,0.18982338446837205,0.15654565737797663,0.267248032710109,0.7935642349714035,0.8779418370229879,True
F1_late_fusion,2026,False,291,136,1.0566805461562652,1.058796465728652,0.026008743792772293,0.029016977585679678,0.7282661648514943,,0.005625006092789893,0.2041874119820885,,2.3919551066273365e-05,0.0004990716990552102,,,,,,,,,,,False
