sample_id,source_index,split,defect_type,source_pack,method,threshold,dense_threshold,geometry_threshold,extraction_threshold,pred_center_x,pred_center_y,pred_width,pred_length,pred_depth,pred_angle_deg,pred_angle_rad,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area,true_area,geometry_iou,geometry_dice,geometry_area_error,center_abs_error_m,width_abs_error_m,length_abs_error_m,depth_abs_error_m,angle_abs_error_deg,empty_prediction,fallback_used,component_area_px,depth_source,type_probability_source,notes
rect_v9_0003,122,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0010713259309248142,1.3903372109116456e-05,0.009491123783520216,0.0066861493823094625,0.001500000013038516,-2.2331726420077302,-0.03897621536849553,0.7782693161418686,0.22173068385813144,rectangular_notch,0.6884816753926701,0.8155038759689922,0.11403508771929824,1.8449442653723402,303.0,342.0,0.690537084398977,0.8169440242057489,0.06725146198830409,0.0011787559318581701,0.002508876,0.0006861491,0.0009999999,nan,0.0,0.0,274.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0004,123,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0016282068714427696,4.923999187180338e-05,0.013903540853012906,0.007618571609973415,0.001500000013038516,-0.6405693237243213,-0.011180043786262832,0.8564947898036538,0.14350521019634618,rectangular_notch,0.7848275862068965,0.8794435857805255,0.21517241379310345,1.973537017733537,569.0,725.0,0.7282758620689656,0.8427773343974462,0.2717241379310345,0.0008296331267795841,0.0020964602,0.001381428,0.00049999997,nan,0.0,0.0,519.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0005,124,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0008236775307242221,-0.00010022798664792161,0.011378289407992518,0.006996451830843614,0.001500000013038516,-1.2795409570691163,-0.022332202614975493,0.8282800468695243,0.1717199531304757,rectangular_notch,0.7490196078431373,0.8565022421524664,0.19433198380566802,1.2392845175754168,398.0,494.0,0.7248062015503876,0.8404494382022472,0.19838056680161945,0.0006837088326966456,0.0006217109,0.0010035485,0.0007,nan,0.0,0.0,369.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0006,125,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0013549093737907395,-0.00016122984820903522,0.012020861530479958,0.007036555520503524,0.001500000013038516,0.8052742150420329,0.014054686433896322,0.8496138025995941,0.15038619740040599,rectangular_notch,0.7819253438113949,0.8776185226019846,0.12215320910973085,1.9347401219860596,424.0,483.0,0.7658349328214972,0.8673913043478261,0.09523809523809523,0.0008961809657913097,0.0009791385,0.00046344427,0.00040000002,nan,0.0,0.0,381.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0007,126,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0009413230138183651,-0.0001192718147731644,0.010751216653818663,0.006992965635850847,0.001500000013038516,-0.8786714504624342,-0.01533570985384373,0.8464609992825766,0.15353900071742346,rectangular_notch,0.608318890814558,0.7564655172413793,0.31272727272727274,3.261887597203344,378.0,550.0,0.5821917808219178,0.7359307359307359,0.32,0.0009012695078120615,0.0032487838,0.0010070349,0.0009999999,nan,0.0,0.0,354.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0008,127,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0028854457540869443,-0.00012630141735757872,0.011472948736101298,0.007071707654021439,0.001500000013038516,-4.285886553899218,-0.07480283173249476,0.6390795003205563,0.3609204996794438,rectangular_notch,0.6073529411764705,0.7557182067703568,0.37351190476190477,2.784865706974869,421.0,672.0,0.6160714285714286,0.7624309392265194,0.38392857142857145,0.0008811764681069158,0.0035270508,0.0019282917,0.0007,nan,0.0,0.0,372.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0011,130,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0012087890540250807,-1.9395954447085422e-05,0.011962056126376595,0.00733066686814589,0.001500000013038516,-0.5347949478989449,-0.00933393266386812,0.860774185149338,0.13922581485066196,rectangular_notch,0.6277777777777778,0.7713310580204779,0.37222222222222223,1.7390675265362558,452.0,720.0,0.6111111111111112,0.7586206896551724,0.3888888888888889,0.0005954628461111525,0.0030379435,0.002169333,9.999995e-05,nan,0.0,0.0,401.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0013,132,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0021272750561112217,6.89565440850737e-05,0.00901173895555211,0.006473627367640945,0.001500000013038516,9.421359769595057,0.1644337479943681,0.2422371522713046,0.7577628477286954,rotated_rect,0.5502092050209205,0.7098515519568152,0.3961038961038961,1.758079130663153,279.0,462.0,0.5828092243186582,0.7364238410596027,0.3658008658008658,0.0004481739094138504,0.0039882613,0.0005263728,0.00020000001,nan,0.0,0.0,244.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0015,134,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0027052097759298877,-0.00011002391860628986,0.011113896478511366,0.007056209788848435,0.001500000013038516,-4.687738492457697,-0.08181647116586219,0.6076442167830387,0.39235578321696124,rectangular_notch,0.616504854368932,0.7627627627627628,0.3181818181818182,3.695465116802986,405.0,594.0,0.5896607431340872,0.741869918699187,0.3434343434343434,0.0011485009195457976,0.0028861044,0.0014437907,9.999995e-05,nan,0.0,0.0,365.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0018,137,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0020545348452961428,-3.086419868244169e-05,0.012762083597770216,0.006938232399050476,0.001500000013038516,1.9267978205210454,0.03362896598834301,0.795391176251575,0.204608823748425,rectangular_notch,0.7610921501706485,0.8643410852713178,0.10989010989010989,1.9024244490647648,486.0,546.0,0.7359154929577465,0.847870182555781,0.19413919413919414,0.0013048999053857707,0.0002379166,0.0015617679,0.00049999997,nan,0.0,0.0,432.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0019,138,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0030342246584053284,0.00018387553194674537,0.00992199267448359,0.006925062963493999,0.001500000013038516,7.03452264078544,0.12277558138779228,0.4146340507199353,0.5853659492800647,rotated_rect,0.7761194029850746,0.8739495798319328,0.140625,2.4187304762252384,330.0,384.0,0.7970297029702971,0.8870523415977961,0.109375,0.0008168417937795475,7.800665e-05,0.0005749371,0.00049999997,nan,0.0,0.0,303.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0020,139,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0016182459801021996,1.3683635063051921e-05,0.007902926250212817,0.006773033484878206,0.001500000013038516,7.346191064615226,0.1282152215581232,0.4812132762368513,0.5187867237631487,rotated_rect,0.4605009633911368,0.6306068601583114,0.5224171539961013,3.628396956389447,245.0,513.0,0.5076923076923077,0.673469387755102,0.47173489278752434,0.0013140285397788905,0.0040970743,0.0017269668,0.00049999997,nan,0.0,0.0,232.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0022,141,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,3.840982886996665e-05,-0.00013292037689778197,0.01449023804571654,0.006994379881586754,0.001500000013038516,-0.09334164952622359,-0.001629119113475207,0.8774914208232922,0.12250857917670772,rectangular_notch,0.6911057692307693,0.8173418621179815,0.3088942307692308,2.949204500092329,575.0,832.0,0.6081730769230769,0.7563527653213752,0.3918269230769231,0.0008679299732255713,0.0015097624,0.00300562,0.00049999997,nan,0.0,0.0,492.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0023,142,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0030955357997690214,5.586211476674855e-05,0.013390626999995481,0.007169597101436346,0.001500000013038516,1.9141665961292347,0.03340850953414769,0.7960755429656945,0.20392445703430548,rectangular_notch,0.8662092624356775,0.9283088235294118,0.1111111111111111,0.5472445737832,512.0,576.0,0.8541666666666666,0.9213483146067416,0.14583333333333334,0.00011066914111892504,0.0016093729,0.00033040252,0.00040000002,nan,0.0,0.0,466.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0024,143,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0014216838204839195,-6.984127076485982e-05,0.010156600050278772,0.00673753579606362,0.001500000013038516,-1.3215840378117036,-0.023065992801615465,0.8262775735537756,0.17372242644622435,rectangular_notch,0.7098765432098766,0.8303249097472925,0.2830578512396694,0.2814855420923603,347.0,484.0,0.6942148760330579,0.8195121951219512,0.30578512396694213,0.00010493440556623662,0.0038434006,0.0002624644,0.00040000002,nan,0.0,0.0,325.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0025,144,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.002326541226052113,-8.118260087819804e-05,0.011529737217309552,0.006871033256724536,0.001500000013038516,-2.1116266780968544,-0.03685483810574054,0.7851820102209819,0.2148179897790181,rectangular_notch,0.7791741472172352,0.875882946518668,0.184981684981685,1.3515079226335667,445.0,546.0,0.717948717948718,0.835820895522388,0.28205128205128205,0.0008305183969076535,0.0014702631,0.001628967,9.999995e-05,nan,0.0,0.0,393.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0026,145,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.002671512198718026,-4.884005428697819e-06,0.011420532461651143,0.007182983980601845,0.001500000013038516,-3.9173829687879334,-0.0683712308668997,0.6669018466020169,0.33309815339798315,rectangular_notch,0.7369402985074627,0.8485499462943072,0.1600790513833992,1.6801091577653289,425.0,506.0,0.7253787878787878,0.8408342480790341,0.19960474308300397,0.0005941750811255763,0.0025794683,0.00031701569,0.00020000001,nan,0.0,0.0,390.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0028,147,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.001873344023862602,-8.35025972152632e-05,0.012635848331756124,0.006741699167651948,0.001500000013038516,0.5269586769340151,0.009197163934451661,0.8610869283454543,0.13891307165454572,rectangular_notch,0.6978851963746223,0.8220640569395018,0.27342549923195086,1.5617970217099348,473.0,651.0,0.6451612903225806,0.7843137254901961,0.3548387096774194,0.0006927200816854409,0.00036415178,0.0032583005,0.0007,nan,0.0,0.0,422.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0029,148,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0014874731507998975,-9.090909072917632e-05,0.012650648933188357,0.007042800076986573,0.001500000013038516,0.5968100664619271,0.010416300668806814,0.8582783219821046,0.1417216780178954,rectangular_notch,0.740909090909091,0.8511749347258486,0.2590909090909091,3.0138920964393745,489.0,660.0,0.6666666666666666,0.8,0.3333333333333333,0.0009091772767034997,0.0013493514,0.0024571996,0.00020000001,nan,0.0,0.0,440.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0030,149,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0019328636382277564,-5.847953281389844e-05,0.011356894309840049,0.007008743412316223,0.001500000013038516,-0.5675603602681463,-0.00990579699048436,0.8594601297211719,0.14053987027882814,rectangular_notch,0.8081632653061225,0.8939051918735892,0.004524886877828055,0.4140531621690446,444.0,442.0,0.8060344827586207,0.8926014319809069,0.10407239819004525,0.0004367960061718254,0.000356894,0.0009912569,0.00049999997,nan,0.0,0.0,380.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0031,150,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.00040736643053650905,-0.00010756919689525558,0.013858306389542005,0.007301599982576705,0.001500000013038516,-0.0011677360187718477,-2.0380838321699055e-05,0.8807562036560588,0.11924379634394125,rectangular_notch,0.7349570200573066,0.847233691164327,0.13117283950617284,3.3835798324568485,563.0,648.0,0.6676300578034682,0.8006932409012132,0.2191358024691358,0.0011593564179062288,0.0011416934,0.0011984003,9.999995e-05,nan,0.0,0.0,484.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0036,155,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0005170108420497092,-0.00012212571798676363,0.013859724154231534,0.00730305013192295,0.001500000013038516,-0.13491014686405833,-0.0023546262571269207,0.8759940718011083,0.12400592819889163,rectangular_notch,0.7102564102564103,0.8305847076461769,0.28974358974358977,2.0669753827728177,554.0,780.0,0.6487179487179487,0.7869362363919129,0.35128205128205126,0.0006643225041725116,0.002140277,0.0021969494,0.00040000002,nan,0.0,0.0,477.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0037,156,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0019335662430202667,8.654823140230926e-05,0.012037285227364527,0.007373764472061051,0.001500000013038516,-0.6609370199647628,-0.011535527146704607,0.8556582939641044,0.14434170603589555,rectangular_notch,0.6705729166666666,0.8028059236165238,0.3294270833333333,2.6712240332476416,515.0,768.0,0.5690104166666666,0.725311203319502,0.4309895833333333,0.0010111251020842298,0.002962714,0.0026262351,0.00049999997,nan,0.0,0.0,453.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0039,158,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0031831735342370384,1.4037359934859823e-05,0.013467235610804406,0.007110554227853649,0.001500000013038516,3.11033941138993,0.054285663583296694,0.7237660785883802,0.2762339214116198,rectangular_notch,0.914396887159533,0.9552845528455285,0.03305785123966942,0.5394070818964097,500.0,484.0,0.9979381443298969,0.9989680082559339,0.002066115702479339,0.0001837105391306841,0.00053276494,0.00011055404,9.999995e-05,nan,0.0,0.0,441.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0040,159,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0020697412718228797,-5.598072545711018e-05,0.012614269645484125,0.0074087900503629145,0.001500000013038516,-2.610984920742453,-0.04557028358687899,0.7557783061278668,0.2442216938721332,rectangular_notch,0.7598627787307033,0.8635477582846004,0.13454545454545455,2.142277273659382,476.0,550.0,0.7495711835334476,0.8568627450980392,0.14545454545454545,0.0010307931514651595,0.0013857307,0.00059121056,0.00040000002,nan,0.0,0.0,448.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0041,160,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0006646755357184608,-7.006020911423297e-05,0.009789050619687859,0.006816212402997091,0.001500000013038516,-6.6357150354371015,-0.11581507559246962,0.44722109688417755,0.5527789031158225,rotated_rect,0.4793261868300153,0.6480331262939959,0.5138461538461538,1.9248546163342852,316.0,650.0,0.5114854517611026,0.6767983789260384,0.4815384615384615,0.0008756496107740257,0.00621095,0.0011837878,0.00040000002,nan,0.0,0.0,290.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0042,161,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.002570918619710331,-5.714285746216774e-05,0.010899001259129987,0.006869686456811533,0.001500000013038516,-2.097391129282016,-0.03660638090809323,0.7859813028860272,0.21401869711397276,rectangular_notch,0.6086142322097379,0.7566938300349243,0.034324942791762014,3.4431279620853066,422.0,437.0,0.5806451612903226,0.7346938775510204,0.09382151029748284,0.000995976116489924,0.0031009996,0.00086968625,0.00020000001,nan,0.0,0.0,375.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0043,162,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0005337753828427051,-3.1746032631449535e-05,0.009855562662410822,0.006777160772970322,0.001500000013038516,-7.283919850668212,-0.127128383845534,0.39461039644398865,0.6053896035560113,rotated_rect,0.6349206349206349,0.7766990291262136,0.36507936507936506,3.235623249468331,320.0,504.0,0.6613861386138614,0.7961859356376639,0.3353174603174603,0.001105636443793092,0.0011444371,0.0022228388,0.00049999997,nan,0.0,0.0,285.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0045,164,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.002058295326143005,0.00012392091504584082,0.00831842145221623,0.006445123963804093,0.001500000013038516,-3.2122683867144133,-0.05606465980589299,0.7169218581549612,0.2830781418450387,rectangular_notch,0.7303030303030303,0.8441330998248686,0.2696969696969697,0.4221622115196722,241.0,330.0,0.8121212121212121,0.8963210702341137,0.18787878787878787,0.0002282696790676369,0.0006815782,0.0005548764,0.00049999997,nan,0.0,0.0,228.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0047,166,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.002726159211468055,-6.701940146740526e-05,0.011032387933973684,0.007105064830948746,0.001500000013038516,4.253997374048396,0.07424626054833729,0.6415276776500805,0.3584723223499196,rectangular_notch,0.7843601895734598,0.8791500664010624,0.1092436974789916,1.9436653955556826,396.0,357.0,0.8077858880778589,0.8936742934051144,0.08123249299719888,0.0006435837045496659,3.2387674e-05,0.0006050649,0.00040000002,nan,0.0,0.0,360.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0051,170,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,6.522852890707803e-05,-0.0001587301577189735,0.01449192228659858,0.007309426732607651,0.001500000013038516,-0.36320730712225213,-0.00633916337658555,0.8674882788881075,0.1325117211118924,rectangular_notch,0.6814903846153846,0.810578984989278,0.31850961538461536,2.7770136963176504,567.0,832.0,0.6358173076923077,0.7773695811903012,0.3641826923076923,0.0008437948936048527,0.0015080785,0.0026905732,9.999995e-05,nan,0.0,0.0,507.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0052,171,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0016563666542199814,-4.1737809983189716e-05,0.013929493232986857,0.007393844857073387,0.001500000013038516,0.9424119959880954,0.016448192240283856,0.8436792852551658,0.1563207147448342,rectangular_notch,0.8307952622673435,0.9075785582255084,0.03985507246376811,1.605954122522009,530.0,552.0,0.8231292517006803,0.9029850746268657,0.057971014492753624,0.0004842053089233772,0.0010705069,0.00010615494,0.0009999999,nan,0.0,0.0,502.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0057,176,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0025980929417470824,0.00012792177490481344,0.008297630922755582,0.006458903479241798,0.001500000013038516,-2.6497397511849385,-0.0462466829791525,0.7533860120455095,0.24661398795449052,rectangular_notch,0.49206349206349204,0.6595744680851063,0.3508771929824561,3.19854517771084,259.0,399.0,0.49002217294900224,0.6577380952380952,0.3157894736842105,0.0009602342916931936,0.0047023697,0.0004589036,0.00049999997,nan,0.0,0.0,237.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0058,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0016844149922289463,-3.98573522378551e-05,0.012604831974196797,0.007309819315366164,0.001500000013038516,-0.06811303079098252,-0.0011887966508149226,0.8783925821649426,0.12160741783505738,rectangular_notch,0.7258064516129032,0.8411214953271028,0.02736842105263158,1.5644857712037024,488.0,475.0,0.6846846846846847,0.8128342245989305,0.031578947368421054,0.0004957218824131821,0.003395169,0.001309819,0.0009999999,nan,0.0,0.0,454.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0059,178,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0011606560222475238,-9.471191754513188e-05,0.010794146292148893,0.007062096648887961,0.001500000013038516,-1.4597693539973307,-0.02547778154696407,0.8195660507837108,0.18043394921628914,rectangular_notch,0.6065830721003135,0.7551219512195122,0.3934169278996865,1.1529333834306061,387.0,638.0,0.5862068965517241,0.7391304347826086,0.41379310344827586,0.0005285951296500288,0.0032058544,0.001937903,9.999995e-05,nan,0.0,0.0,362.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0060,179,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0020113045862234385,-7.244945973297002e-06,0.008553687553152636,0.006374742847477776,0.001500000013038516,8.07415450534188,0.1409205804329499,0.3337250806189448,0.6662749193810552,rotated_rect,0.6482939632545932,0.7866242038216561,0.2159090909090909,3.165599014128682,276.0,352.0,0.6490765171503958,0.7872,0.22443181818181818,0.0010210475517538425,0.0014463123,0.0006252574,0.00049999997,nan,0.0,0.0,241.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0061,180,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.002632595433135306,1.4974544214307324e-05,0.01011899410341785,0.006814014202748457,0.001500000013038516,-3.6627121115429873,-0.06392638589909894,0.685485240529043,0.314514759470957,rectangular_notch,0.6421052631578947,0.782051282051282,0.35789473684210527,1.9811983906753985,366.0,570.0,0.6105263157894737,0.7581699346405228,0.3894736842105263,0.0006084701406299366,0.0018810062,0.0026859855,0.00020000001,nan,0.0,0.0,318.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0062,181,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0015958883757235397,-0.0001069270110899528,0.013964646863745054,0.00711331917098669,0.001500000013038516,1.3246409102961536,0.023119345291282737,0.8261312607632173,0.17386873923678273,rectangular_notch,0.7365439093484419,0.8482871125611745,0.22318840579710145,0.7665209060414006,536.0,690.0,0.7012622720897616,0.8244023083264633,0.24202898550724639,0.0006627935129241691,0.0010353532,0.0023866803,0.00049999997,nan,0.0,0.0,478.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0063,182,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0019380529315234322,-5.048854063820196e-05,0.013262965839036156,0.007287066189218603,0.001500000013038516,0.6397080227714298,0.011165011248784312,0.8565300741126675,0.14346992588733257,rectangular_notch,0.6885245901639344,0.8155339805825242,0.12727272727272726,3.5695495553049486,480.0,550.0,0.631911532385466,0.7744433688286544,0.12181818181818181,0.0011381636866389557,0.0007370347,0.0007129344,0.0007,nan,0.0,0.0,437.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0064,183,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,-0.0022883158353967283,0.00019032573735703364,0.007662591209720564,0.006592736398520022,0.001500000013038516,10.964396604032686,0.19136482123485535,0.2863922096946854,0.7136077903053146,rotated_rect,0.47956403269754766,0.6482504604051565,0.3188854489164087,4.232696911012633,220.0,323.0,0.5091863517060368,0.6747826086956522,0.21981424148606812,0.00142769658189807,0.0033374089,0.0005927365,9.999995e-05,nan,0.0,0.0,211.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0065,184,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.002629493868235102,1.6237531103522347e-05,0.014053817729718629,0.007075053073404855,0.001500000013038516,2.1834225972973798,0.03810791328528552,0.781117831183525,0.218882168816475,rectangular_notch,0.8176691729323309,0.8996897621509824,0.19772727272727272,0.6512617594439313,527.0,440.0,0.8333333333333334,0.9090909090909091,0.1,0.00037086183354840976,5.3817406e-05,0.00057505304,0.00040000002,nan,0.0,0.0,479.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0066,185,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0013635170510193954,-0.00014087301545562999,0.013909621418324638,0.007063655417045596,0.001500000013038516,0.728521916238293,0.012715106111296556,0.8528535331847265,0.14714646681527355,rectangular_notch,0.6509433962264151,0.7885714285714286,0.019230769230769232,3.813617839437491,530.0,520.0,0.6875,0.8148148148148148,0.026923076923076925,0.0016116072453808874,0.0020903796,0.0005636555,9.999995e-05,nan,0.0,0.0,480.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0068,187,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.002148672096802206,-1.0088781907096884e-05,0.013956683070076362,0.00723661887522741,0.001500000013038516,1.4260535558792071,0.024889329859865104,0.821222022392609,0.17877797760739103,rectangular_notch,0.7301587301587301,0.8440366972477065,0.07760141093474426,3.314251237705112,523.0,567.0,0.7135922330097088,0.8328611898016998,0.13227513227513227,0.00101515850550565,0.0009566825,0.0012633814,0.0007,nan,0.0,0.0,472.0,train_median_depth,angle_aspect_heuristic_no_true_type,
rect_v9_0069,188,train,rectangular_notch,pilot_v9_topup_rectangular_notch,hybrid_threshold_sweep_t0.90,0.5,0.8,0.5,0.9,0.0025414642171954064,-5.3191491268931866e-05,0.012045038588577823,0.00705156896161744,0.001500000013038516,2.201625533541602,0.03842561445627781,0.7800786597191882,0.2199213402808118,rectangular_notch,0.6447811447811448,0.7840327533265097,0.23007246376811594,3.256083154443468,425.0,552.0,0.6700507614213198,0.8024316109422492,0.21195652173913043,0.0009906552954587903,0.0019549616,0.0004484309,9.999995e-05,nan,0.0,0.0,376.0,train_median_depth,angle_aspect_heuristic_no_true_type,
