seed,epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5,best_val_threshold,best_val_iou,best_val_dice,best_val_area_error,best_val_score,train_task_ce,train_count_ce,val_task_ce,val_count_ce
42,1,0.8364827200636133,0.1811931402430878,0.579509648653838,0.6605248004198074,0.12120124005845614,0.488413542509079,,,,,0.4,0.4388221694343837,0.5802874546700936,0.34846474517776205,0.6706448789267152,0.5435774747852806,0.4284435967402952,0.37820075347346055,0.26179884634409234
42,2,0.5748765691443607,0.126945915120142,0.4053555420927099,0.4973215652363641,0.10319490384842668,0.3697670655591147,,,,,0.5,0.521398870014643,0.671308129456459,0.26976018450594935,0.9229468149651527,0.29491437974948065,0.2616734985211814,0.17523569397781916,0.13672034618381954
42,3,0.4964511738167153,0.11435470995199573,0.35192399035702954,0.4437242256743567,0.10876587725111417,0.3185097319739206,,,,,0.8,0.5559122838164965,0.7025742856139624,0.25997310457867523,0.9985134648517835,0.2066921897734377,0.19006505356089481,0.11925520233996524,0.09046196668742011
42,4,0.45320066648560603,0.10537383399970897,0.32512118633802944,0.4780110333647047,0.1050454851772104,0.3492078695978437,,,,,0.6,0.5353767183798528,0.6794547388507571,0.2540393546685023,0.9607921025621078,0.1578692567549428,0.13837441836477485,0.17776331730120937,0.11962667668636381
42,5,0.4336987991590758,0.10008436313889048,0.31212600287016445,0.46251692516463144,0.1295360933457102,0.30747449823788237,,,,,0.7,0.5626297583689348,0.7038903308054404,0.22702536568037263,1.0394947234940026,0.1521776377208749,0.12541338695928472,0.18972686766314187,0.13067303686070117
42,6,0.430380567505553,0.10087671793728799,0.30553103782035207,0.4588655148233686,0.11457932793668338,0.3163991740771702,,,,,0.6,0.5720633195735131,0.7094915675227582,0.23830921779681546,1.043245669299456,0.17119820531744964,0.13705976731520225,0.19383879952627886,0.17006255451048805
42,7,0.40696040440250086,0.09455062271104203,0.2945309173953426,0.40444841980934143,0.09517161308654717,0.2903603868825095,,,,,0.7,0.5873106723054178,0.7275061059809903,0.22534798685557814,1.08946879143083,0.129153276600682,0.09927073247764293,0.12842078613383429,0.12148676859214902
42,8,0.38949645451597265,0.09074116484807418,0.2819038500656953,0.3665435995374407,0.08328937739133835,0.27162461621420725,,,,,0.7,0.6116999053102612,0.7487682310117084,0.1943455739793747,1.166122562342595,0.12077528256125883,0.09547826716513005,0.09299098351922501,0.0466100113761578
42,9,0.37735450442309854,0.08695431943009566,0.27390982438852124,0.39385158675057547,0.09598322053040777,0.2811704533440726,,,,,0.7,0.5968359043454834,0.73544238005093,0.23300628209205004,1.0992720023043634,0.11772294930415228,0.09436124844069127,0.12343866079858604,0.08708091396041644
42,10,0.3618393728324959,0.08422929827157441,0.2644531195228164,0.3771615816014154,0.07922919280827045,0.2776146147932325,,,,,0.6,0.6157304935968885,0.751284065533001,0.17949285685113003,1.1875217022787594,0.0956835098342282,0.07177210481185702,0.1481378114292998,0.11007985987690663
42,11,0.3417708080362629,0.08117207904925218,0.25123411524403205,0.3526179109300886,0.07590256312063762,0.26738222581999643,,,,,0.6,0.6228786751385869,0.7591418952894037,0.1800282123381824,1.201992358089808,0.07044875233916648,0.04639472618776704,0.06982156218665685,0.04701945314549708
42,12,0.33414274628634927,0.07815646954082153,0.24682105070835836,0.41788946837186813,0.08941616011517388,0.3078806868621281,,,,,0.7,0.584678619283511,0.7203292094280228,0.20086104081612044,1.1041467878954134,0.06764959546971777,0.04800533724100459,0.13564135314324943,0.14056958023195415
42,13,0.34424592500871365,0.08171872975858482,0.2505427700979216,0.41113547342164175,0.08948682754167489,0.29912811517715454,,,,,0.6,0.5947852738368143,0.7282994963302599,0.21021045467838,1.1128743154886942,0.0860830237328595,0.06752240375695888,0.16010374627304763,0.13020320644318417
42,14,0.34123905378955977,0.07909789238427137,0.2500230014861167,0.37317287602594923,0.09057994825499398,0.2734656844820295,,,,,0.7,0.6085264102803062,0.7474913221021707,0.2112854795769076,1.1447322528055692,0.09010713143134699,0.0621489763034333,0.06948824149575168,0.043568378946344764
42,15,0.32634452508913503,0.07610817663035951,0.24204458793004355,0.3380800730415753,0.08358565159142017,0.24499128546033586,,,,,0.7,0.635850113491056,0.7687646301026839,0.1555490591105712,1.2490656844831687,0.061073435969159914,0.041688344268570765,0.07401302051578439,0.04203658326436458
42,16,0.29955659135504886,0.0711206969981258,0.22434928610518173,0.34533567833048956,0.08107938271548067,0.2555661754948752,,,,,0.7,0.6310632608145196,0.7652863794558555,0.16558271700473945,1.2307669232656357,0.033476729502630455,0.01477869274569113,0.06360798606627734,0.0465864587725946
42,17,0.3123635157003059,0.0733313729634156,0.2318464243734205,0.36598116691623417,0.09317774538482938,0.26452404260635376,,,,,0.7,0.6117769789910517,0.748533789903897,0.19969011141095175,1.160620657483997,0.05367531676885134,0.03636373243187865,0.057167313158061006,0.05125299032338911
42,18,0.3269226752422951,0.07837559239150167,0.23752743489033468,0.35840061945574625,0.08651483058929443,0.25629158530916485,,,,,0.6,0.6269535218099687,0.7610205054995741,0.17659892881554728,1.2113750984939955,0.07660383954531459,0.06718529338913105,0.12282432618771313,0.06623534009395371
42,19,0.3531809347169893,0.08356428391358874,0.2555909307153375,0.373816300715719,0.08350681753030845,0.2692301869392395,,,,,0.6,0.6210458942040945,0.7550334648163931,0.17647595021862722,1.1996034088018603,0.10004490355149263,0.08042457182573917,0.15274650829112751,0.11609299747090672
42,20,0.3004358096702679,0.07112715537617872,0.22423252382793943,0.3632258559976305,0.08764906307416302,0.25897195083754404,,,,,0.6,0.6248223824214567,0.758800658350896,0.16810930539023142,1.2155137353821213,0.040022353501069474,0.02147794408038876,0.11673256229744718,0.09863177259584534
42,21,0.283083479415189,0.06692126205375602,0.21311093182177157,0.3376873593245234,0.07782964328570026,0.2496382338660104,,,,,0.7,0.641088039456447,0.7723107978647349,0.16350983634644978,1.249889000974732,0.02590272873898145,0.009220250388674325,0.07523241369498075,0.05392481988428699
42,22,0.2753124496152809,0.06543119456451219,0.20681399751353907,0.3332852465765817,0.082105567412717,0.2467769980430603,,,,,0.6,0.6339229489881802,0.76873469115943,0.15584699282556688,1.2468106473220435,0.024712507774412446,0.011920123195466715,0.03581785579035568,0.016417766436412812
42,23,0.2673786181855846,0.06328023802321237,0.20205688208073108,0.34681497727121624,0.09018536923187119,0.2494638647351946,,,,,0.6,0.6336522718272045,0.7657724398663175,0.16108731403486978,1.2383373976586523,0.018485954838965184,0.0038580469942136406,0.050270338901490116,0.04277420711472197
42,24,0.26911202717471766,0.06458845841992009,0.20154404049521094,0.3479679099151066,0.08409043534525804,0.25299892255238127,,,,,0.6,0.6340080333233455,0.7670088998106676,0.1705456581485493,1.2304712749854636,0.02645408653265722,0.006682400240233573,0.08616992267355629,0.04523139210858825
42,25,0.29585431838357773,0.07151920328269133,0.21857353534784402,0.3348280446869986,0.08601630718580314,0.24302565625735692,,,,,0.6,0.6370842224615212,0.7696819024266709,0.1610893857116661,1.2456767391765258,0.04573359860306233,0.02376438860308395,0.037816439209044414,0.04008875028791538
42,26,0.2706767148799724,0.06463228659452619,0.2032725741197397,0.3297971125159945,0.08074510682906423,0.24419274926185608,,,,,0.7,0.6376110310801768,0.7707038363026087,0.17759355073790656,1.230721316644879,0.022863536660831112,0.009710039030113943,0.0359733257480132,0.025238433237973368
42,27,0.25526957979073395,0.06166796674868008,0.1920988210686692,0.3244364431926182,0.0853037778288126,0.23385354450770787,,,,,0.7,0.6481604410020358,0.7786237808522095,0.1653738974570493,1.261410324397196,0.01369610586215794,0.0026636324013776173,0.041392759449081495,0.02279694454773562
42,28,0.25106561506116715,0.059859201244942775,0.1889277938249949,0.35525659791060854,0.09637716705245632,0.24420623694147384,,,,,0.8,0.6412638204618528,0.7709860545626283,0.1735326830069546,1.2387171920175264,0.020204337332399503,0.005163700500288327,0.11157556886751811,0.07031285534379249
42,29,0.25464496446085405,0.06200474057648633,0.19015709344331208,0.36183175657476696,0.09702093526721,0.2541410369532449,,,,,0.7,0.63041110256224,0.7624409900349882,0.16758320629639858,1.2252688863008294,0.019920352993917815,0.009821896221999096,0.07393159968647264,0.0655324206441849
42,30,0.24327369343053112,0.05848629061166231,0.18272719297323142,0.35432385972567965,0.09660410588341099,0.2442005659852709,,,,,0.6,0.6396346461377052,0.7701059699403051,0.17635534319973645,1.2333852728782737,0.01655719343775139,0.00808981818644415,0.08956888586093162,0.09124600305773864
42,31,0.24477557743991818,0.059275674558169136,0.1834116127039935,0.3353591891271727,0.09183426068297454,0.24029719829559326,,,,,0.6,0.6450748769877298,0.7738362300324754,0.16135404162459982,1.2575570653956054,0.01700760259051332,0.007750658150492349,0.023680157270876277,0.017194194730681796
42,32,0.23177915287984385,0.05515238542009045,0.17544207540718285,0.34014841275555746,0.09700643670346056,0.23523734297071183,,,,,0.7,0.6475256926878509,0.7768706202256203,0.15813467456256816,1.2662616383509029,0.010454458254259877,0.002784916703466425,0.061681941613682865,0.03472883011912537
42,33,0.22256200498825796,0.05366843955608101,0.16789157272459151,0.3261930154902594,0.08609267962830407,0.23779329231807164,,,,,0.6,0.642928544969321,0.7746307618990741,0.155379695896158,1.262179610972237,0.009224476419388805,0.0015908968238955731,0.020573347645170412,0.0049943011658147695
42,34,0.21207804185850126,0.05064717188544639,0.16055642538242512,0.32792677943195614,0.09319847183568138,0.23185615880148752,,,,,0.7,0.6486484572260299,0.7788384998624891,0.15198380411921214,1.275503152969307,0.008282199165183262,0.0009245280258881115,0.025550842633882503,0.0063412900152408315
42,35,0.2069549059814161,0.05005659569088403,0.1560258672044084,0.3479472356183188,0.10422502990279879,0.23941983495439803,,,,,0.7,0.6405081513416009,0.7721277143473367,0.15619437573224942,1.2564414899566883,0.008188478392734035,0.0010719261717115603,0.035423882216751475,0.015199730367645057
