sample_id,source_index,split,defect_type,source_pack,dense_threshold,geometry_threshold,pred_defect_type,type_prob_rectangular_notch,type_prob_rotated_rect,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area,initial_iou,refined_iou,delta_iou,initial_dice,refined_dice,delta_dice,initial_area_error,refined_area_error,delta_area_error,initial_center_error_px,refined_center_error_px,initial_pred_area,refined_pred_area,true_area,initial_forward_mse,refined_forward_mse,initial_forward_nrmse,refined_forward_nrmse,forward_nrmse_reduction,initial_forward_correlation,refined_forward_correlation,true_center_x,true_center_y,initial_center_x,initial_center_y,refined_center_x,refined_center_y,center_drift_m,true_width,initial_width,refined_width,width_drift_m,true_length,initial_length,refined_length,length_drift_m,true_depth,initial_depth,refined_depth,depth_drift_m,true_angle_deg,initial_angle_deg,refined_angle_deg,initial_angle_abs_error_deg,refined_angle_abs_error_deg,angle_error_delta,parameter_drift_norm,refinement_category,notes
rect_p2_0003,2,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.7133487462997437,0.28665128350257874,0.9149722735674677,0.9555984555984556,0.02666666666666667,0.907150028647235,511.0,0.9130434782608695,0.8413461538461539,-0.07169732441471566,0.9545454545454546,0.9138381201044387,-0.04070733444101593,0.011428571428571429,0.18857142857142858,0.17714285714285716,0.7911622018727863,0.7071067811865476,531.0,624.0,525.0,0.19094032049179077,0.14375141263008118,0.33148202113197345,0.2876187636910421,0.043863257440931336,0.9552303598859726,0.9591478111458493,0.003000000026077032,-0.0005000000237487257,0.002352651208639145,-0.0006308822776190937,0.003020382020622492,-0.0003418817650526762,0.000727588986678325,0.01600000075995922,0.015357216820120811,0.01635749638080597,0.0010002795606851578,0.006500000134110451,0.007078247610479593,0.007659765891730785,0.0005815182812511921,0.0015999999595806003,0.001500000013038516,0.0012985975481569767,-0.00020140246488153934,0.0,-2.264887954011878,-0.9274884628689565,nan,nan,nan,0.854990690477749,worsened,
rect_p2_0004,3,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.7602530717849731,0.23974691331386566,0.9880668257756563,0.9939975990396158,0.007177033492822967,0.12346311692022635,415.0,1.0,0.7961904761904762,-0.20380952380952377,1.0,0.8865323435843054,-0.11346765641569456,0.0,0.25598086124401914,0.25598086124401914,0.0,1.5,418.0,525.0,418.0,0.5041226744651794,0.35011762380599976,0.45577763572490065,0.37983228975900524,0.07594534596589542,0.9496038012367893,0.955708677709409,-0.000750000006519258,0.0005000000237487257,-0.0010131868766620755,0.0006161790224723518,-0.0007049194537103176,0.001203420339152217,0.0006632353790843938,0.012000000104308128,0.011521928012371063,0.01311662420630455,0.001594696193933487,0.007000000216066837,0.006981611251831055,0.00793413631618023,0.0009525250643491745,0.0010000000474974513,0.001500000013038516,0.0012674687895923853,-0.00023253122344613075,0.0,-1.5377973481128013,-0.9113020884747899,nan,nan,nan,1.2807924416893657,surrogate_mismatch,
rect_p2_0007,6,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.6895536184310913,0.3104463815689087,0.7592067988668555,0.8631239935587761,0.23579545454545456,0.21539695585702448,538.0,0.9829545454545454,0.7894736842105263,-0.1934808612440191,0.9914040114613181,0.8823529411764706,-0.1090510702848475,0.017045454545454544,0.06818181818181818,0.05113636363636363,0.2205829121744751,2.277763979984048,692.0,656.0,704.0,0.3155789375305176,0.24382998049259186,0.37487533030226383,0.32951592523919765,0.04535940506306618,0.9504893075773108,0.9567923015659928,-0.000750000006519258,0.0010000000474974513,-0.0007392174447886646,0.001009831321425736,0.0002789287827908993,0.0014673499390482903,0.0011162191293530022,0.014000000432133675,0.013561072759330273,0.011853006668388844,-0.0017080660909414291,0.009999999776482582,0.010002932511270046,0.010912656784057617,0.000909724272787571,0.0019000000320374966,0.001500000013038516,0.0012803286081179976,-0.0002196714049205184,0.0,-2.605900089363574,-3.4137266261816688,nan,nan,nan,1.2715041678033567,worsened,
rect_p2_0008,7,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.8245370388031006,0.1754629760980606,0.7648114901256733,0.866734486266531,0.13825757575757575,2.2482479861808478,455.0,0.7705779334500875,0.7142857142857143,-0.056292219164373214,0.8704253214638972,0.8333333333333334,-0.0370919881305638,0.08522727272727272,0.18181818181818182,0.0965909090909091,2.1213203435596424,3.0,483.0,624.0,528.0,0.443244993686676,0.27575406432151794,0.4273534432709496,0.33707477171432554,0.09027867155662406,0.9701781845507081,0.9727703525035702,0.000750000006519258,0.0,0.001538807526230812,-0.0005473574274219573,0.0023957509547472,7.902085781097412e-05,0.0010614621028980588,0.014000000432133675,0.013263775035738945,0.014818619936704636,0.0015548449009656906,0.007499999832361937,0.007344718091189861,0.008267027325928211,0.0009223092347383499,0.0013000000035390258,0.001500000013038516,0.0012656599283218384,-0.00023434008471667767,0.0,-0.35781800256749746,-0.744068161659054,nan,nan,nan,1.3581407799993521,surrogate_mismatch,
rect_p2_0009,8,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.830021321773529,0.16997870802879333,0.9296066252587992,0.9635193133047211,0.017316017316017316,0.8044832503761703,470.0,0.9128630705394191,0.7692307692307693,-0.1436323013086498,0.9544468546637744,0.8695652173913043,-0.08488163727247011,0.004329004329004329,0.19047619047619047,0.18614718614718614,0.9575093715454476,1.5811388300841898,460.0,550.0,462.0,0.22577334940433502,0.18297606706619263,0.355389488339601,0.3199376750186268,0.03545181332097419,0.9497716489157748,0.9519833429411783,-0.0022499999031424522,0.0010000000474974513,-0.002216785680502653,0.0006970623508095741,-0.0029151751659810543,0.0011532302014529705,0.0008341684370601671,0.013000000268220901,0.012626547366380692,0.01372130773961544,0.0010947603732347488,0.007000000216066837,0.007024082820862532,0.007712065242230892,0.0006879824213683605,0.0013000000035390258,0.001500000013038516,0.0012882277369499207,-0.0002117722760885954,0.0,-0.24266538875101953,-0.20541321685265265,nan,nan,nan,1.0358455090183243,worsened,
rect_p2_0010,9,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.7332389950752258,0.2667609751224518,0.9723756906077348,0.9859943977591037,0.0221606648199446,0.15557541323225094,353.0,1.0,0.81859410430839,-0.18140589569161003,1.0,0.9002493765586035,-0.09975062344139651,0.0,0.22160664819944598,0.22160664819944598,0.0,1.4142135623730951,361.0,441.0,361.0,0.19209975004196167,0.13235938549041748,0.42994140701125194,0.35688084997841113,0.07306055703284081,0.9135867931668202,0.9380831777350683,0.0022499999031424522,-0.0005000000237487257,0.0021868788171559572,-0.00042762715020217,0.0028551178984344006,-0.0001988474978134036,0.0007063169253918405,0.012000000104308128,0.011517111212015152,0.013064131140708923,0.0015470199286937714,0.006000000052154064,0.005991946440190077,0.006618807092308998,0.0006268606521189213,0.0024999999441206455,0.001500000013038516,0.0017680996097624302,0.00026809959672391415,0.0,1.966643901921863,1.171298255151497,nan,nan,nan,0.994691463869281,surrogate_mismatch,
rect_p2_0011,10,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.7304782867431641,0.2695217430591583,0.9338842975206612,0.9658119658119658,0.025974025974025976,0.5920156016003559,474.0,0.9565217391304348,0.8053949903660886,-0.15112674876434617,0.9777777777777777,0.8922091782283885,-0.08556859954938922,0.045454545454545456,0.02813852813852814,-0.017316017316017316,0.5,0.5,483.0,475.0,462.0,0.1660144329071045,0.13773472607135773,0.44307913870960447,0.40358043539163807,0.0394987033179664,0.9114991421849873,0.9195361373695966,0.001500000013038516,-0.0010000000474974513,0.0014312766725197434,-0.0007789171067997813,0.0014209714718163013,-0.0007701115682721138,1.3554876255446252e-05,0.013000000268220901,0.013453909195959568,0.01219312846660614,-0.0012607807293534279,0.007000000216066837,0.007266889791935682,0.0077533479779958725,0.0004864581860601902,0.0024999999441206455,0.001500000013038516,0.0017581061692908406,0.0002581061562523246,0.0,-2.00884870802043,-1.2839591305813896,nan,nan,nan,0.7659068235453808,worsened,
rect_p2_0012,11,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.813810408115387,0.18618959188461304,0.9751434034416826,0.9874152952565344,0.013461538461538462,0.155756464471895,513.0,0.9615384615384616,0.7565359477124183,-0.2050025138260433,0.9803921568627451,0.8613953488372093,-0.1189968080255358,0.038461538461538464,0.0673076923076923,0.02884615384615384,0.5,2.3891800171035884,500.0,555.0,520.0,0.42565909028053284,0.321108341217041,0.40808663850905474,0.354443660208868,0.05364297830018672,0.9542374982214652,0.9586458977293765,-0.000750000006519258,0.0010000000474974513,-0.0005703673814423382,0.0009916768176481128,-0.0015511494129896164,0.0014733788557350636,0.001092689508085983,0.01600000075995922,0.015810968354344368,0.016787100583314896,0.0009761322289705276,0.006500000134110451,0.006361532025039196,0.006452308967709541,9.07769426703453e-05,0.0013000000035390258,0.001500000013038516,0.0012702848762273788,-0.0002297151368111372,0.0,-0.5751141477503856,1.9717481876659781,nan,nan,nan,0.9926510140425217,surrogate_mismatch,
rect_p2_0013,12,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.8109359741210938,0.18906401097774506,0.7704347826086957,0.8703339882121808,0.22956521739130434,1.6985762268069189,443.0,0.8034782608695652,0.7425149700598802,-0.06096329080968499,0.8910318225650916,0.852233676975945,-0.038798145589146626,0.19652173913043477,0.02434782608695652,-0.17217391304347826,1.8027756377319946,3.2489106479409284,462.0,589.0,575.0,0.3371390700340271,0.20407764613628387,0.43203161249201666,0.33613110406466434,0.09590050842735232,0.9310630113985594,0.9491894990460552,0.0022499999031424522,-0.0010000000474974513,0.0016174613265320659,-0.0006603606161661446,0.0025254725478589535,-0.0001285600010305643,0.0010522814605960363,0.014000000432133675,0.013273041695356369,0.014728686772286892,0.001455645076930523,0.00800000037997961,0.006784323137253523,0.007697290275245905,0.000912967137992382,0.0019000000320374966,0.001500000013038516,0.0012855632230639458,-0.00021443678997457027,0.0,0.6316895651409532,2.5549806022143056,nan,nan,nan,1.2649864057254598,surrogate_mismatch,
rect_p2_0015,14,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5,rectangular_notch,0.7347410321235657,0.26525893807411194,0.93158953722334,0.9645833333333333,0.021052631578947368,0.2961042980786174,485.0,0.95,0.8226691042047533,-0.1273308957952467,0.9743589743589743,0.9027081243731193,-0.07165084998585503,0.05263157894736842,0.09894736842105263,0.04631578947368421,0.5,2.0615528128088303,500.0,522.0,475.0,0.4212647080421448,0.30945906043052673,0.4022837950607825,0.34479154006519785,0.057492254995584635,0.9757244294171449,0.9769358425413024,-0.003000000026077032,-0.0005000000237487257,-0.002652812050655484,-0.0004971364978700876,-0.0032663773745298386,0.00014176848344504833,0.0008858114820944328,0.012000000104308128,0.012666544876992702,0.011103914119303226,-0.001562630757689476,0.00800000037997961,0.008017397485673428,0.009143206290900707,0.0011258088052272797,0.0013000000035390258,0.001500000013038516,0.0012734923511743546,-0.0002265076618641615,0.0,-1.943565119603213,-1.4768436727425498,nan,nan,nan,1.4154415902865822,surrogate_mismatch,
