seed,source_index,sample_id,split,defect_group,task_group,defect_type,component_count,component_types,component_type_combination,source_dataset,source_pack,angle_deg,vertex_count,distance_bin,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_task_label,pred_task_label,task_gate_correct,gate_prob_single,gate_prob_cc2,gate_prob_cc3,true_count_label,pred_count_label,count_head_correct,true_connected_component_count,pred_connected_component_count,predicted_component_count_correct,predicted_component_count_is_1,predicted_component_count_is_2,predicted_component_count_is_3,component_count_error,missed_component_flag,merged_component_flag,split_component_flag,extra_fragment_flag,largest_component_area_ratio,second_largest_component_area_ratio,third_largest_component_area_ratio,component_recall_heuristic,polygon_component_present,notes
42,0,single_rect_p2_0001,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7320490367775832,0.8452982810920121,0.06041666666666667,2.3823909677194353,509,480,0,0.04755488038063049,0.18058395385742188,0.22813883423805237,0.0,0.9999901056289673,0.06652761995792389,0,0,1,1.0,2.453440839601227e-30,1.3178791667435607e-40,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,1,single_rect_p2_0002,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.5806451612903226,0.7346938775510204,0.7222222222222222,0.7479908004848599,403,234,0,0.08718349784612656,0.27697616815567017,0.3641596734523773,0.0,1.0,0.05038377642631531,0,0,1,1.0,6.791097187639213e-35,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,2,single_rect_p2_0003,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.891500904159132,0.9426386233269598,0.007619047619047619,0.3025392857380692,521,525,0,0.019353972747921944,0.09252732992172241,0.1118813008069992,0.0,0.9999990463256836,0.06621704250574112,0,0,1,1.0,4.043394543478446e-20,5.624600913995316e-30,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,3,single_rect_p2_0004,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7396226415094339,0.8503253796095445,0.20574162679425836,1.6186402868398218,504,418,0,0.05771942064166069,0.16661548614501953,0.22433491051197052,0.0,1.0,0.06446394324302673,0,0,1,1.0,6.3618950280346695e-43,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,4,single_rect_p2_0005,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.526,0.6893840104849279,0.8901515151515151,2.636123439935076,499,264,0,0.12952163815498352,0.337785005569458,0.46730664372444153,0.0,0.9999998807907104,0.0629369467496872,0,0,1,1.0,5.601200714707734e-29,1.097581707790319e-37,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,5,single_rect_p2_0006,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7083333333333334,0.8292682926829268,0.15037593984962405,1.9649854125934147,226,266,0,0.02833879366517067,0.16593480110168457,0.19427359104156494,0.0,0.9999997615814209,0.02845161035656929,0,0,1,1.0,9.970216712495149e-23,1.983222740149244e-37,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,6,single_rect_p2_0007,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7475728155339806,0.8555555555555555,0.21022727272727273,2.8896615071849365,556,704,0,0.051717448979616165,0.1512400507926941,0.20295749604701996,0.0,0.9999982118606567,0.0713585615158081,0,0,1,1.0,7.292170365608542e-30,8.879187589347771e-41,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,7,single_rect_p2_0008,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.856637168141593,0.9227836034318398,0.013257575757575758,1.3705711589888285,521,528,0,0.025630051270127296,0.09574884176254272,0.12137889117002487,0.0,1.0,0.06478039920330048,0,0,1,1.0,5.873770959352676e-29,6.091463482079095e-38,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,8,single_rect_p2_0009,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7711864406779662,0.8708133971291866,0.2619047619047619,2.370579496559979,583,462,0,0.04803631454706192,0.1490376591682434,0.19707396626472473,0.0,0.9999998807907104,0.07274052500724792,0,0,1,1.0,6.389051031523853e-26,3.0489972471628493e-34,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,9,single_rect_p2_0010,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7741935483870968,0.8727272727272727,0.1329639889196676,1.5255626567032956,409,361,0,0.03649056702852249,0.1423991322517395,0.1788896918296814,0.0,1.0,0.05151791870594025,0,0,1,1.0,4.117325729816863e-36,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,10,single_rect_p2_0011,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8063314711359404,0.8927835051546392,0.09956709956709957,2.16170773833113,508,462,0,0.034304723143577576,0.1284908652305603,0.16279558837413788,0.0,0.9999997615814209,0.06396403163671494,0,0,1,1.0,4.607911749106124e-15,2.0735924548347512e-22,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,11,single_rect_p2_0012,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7518910741301059,0.8583765112262521,0.22692307692307692,2.9756499103606258,638,520,0,0.07273763418197632,0.15086430311203003,0.22360193729400635,0.0,1.0,0.07921962440013885,0,0,1,1.0,1.1366190186716987e-25,3.044218988900564e-35,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,12,single_rect_p2_0013,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.6822995461422088,0.8111510791366906,0.06608695652173913,3.9244611648380467,537,575,0,0.06803686916828156,0.19384479522705078,0.26188164949417114,0.0,0.9999998807907104,0.06734323501586914,0,0,1,1.0,6.408315011240801e-32,3.363116314379561e-44,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,13,single_rect_p2_0014,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.6192109777015438,0.7648305084745762,0.15625,3.641524496711629,432,512,0,0.1109047681093216,0.23815715312957764,0.34906190633773804,0.0,0.9999998807907104,0.05488383769989014,0,0,1,1.0,8.058473499054723e-21,2.8671199674436228e-27,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,14,single_rect_p2_0015,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8468809073724007,0.917093142272262,0.056842105263157895,1.547502366777299,502,475,0,0.022193200886249542,0.10885089635848999,0.13104408979415894,0.0,0.9999977350234985,0.06266539543867111,0,0,1,1.0,1.332439224584754e-28,2.71992031925447e-42,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,15,single_rect_p2_0016,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7563025210084033,0.861244019138756,0.13392857142857142,1.09181049854629,388,448,0,0.03612665459513664,0.14813828468322754,0.18426494300365448,0.0,0.9999998807907104,0.04974386468529701,0,0,1,1.0,4.205181141027117e-30,5.616404245013867e-42,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,16,single_rect_p2_0017,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.6898395721925134,0.8164556962025317,0.25735294117647056,2.7997423978579334,404,544,0,0.06185237318277359,0.18255621194839478,0.24440857768058777,0.0,1.0,0.05036117881536484,0,0,1,1.0,2.993944233953188e-38,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,17,single_rect_p2_0018,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7938144329896907,0.8850574712643678,0.06666666666666667,2.298668270726786,504,540,0,0.03285995498299599,0.14799857139587402,0.1808585226535797,0.0,0.9999669790267944,0.06662695854902267,0,0,1,1.0,9.13219403510381e-25,9.160936961580139e-34,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,18,single_rect_p2_0019,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7587301587301587,0.8628158844765343,0.11047619047619048,1.709531581270862,583,525,0,0.04508381709456444,0.16088122129440308,0.2059650421142578,0.0,0.999994158744812,0.07375891506671906,0,0,1,1.0,1.0097600889929972e-14,2.1375158860905016e-21,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,19,single_rect_p2_0020,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8668076109936576,0.928652321630804,0.020594965675057208,0.7299919549820507,446,437,0,0.018494954332709312,0.08386927843093872,0.10236423462629318,0.0,1.0,0.05623670667409897,0,0,1,1.0,1.8172365157916962e-22,2.2203337646806218e-29,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,20,single_rect_p2_0021,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7043189368770764,0.8265107212475633,0.1375,3.272504799054865,546,480,0,0.07443374395370483,0.19137144088745117,0.265805184841156,0.0,0.9999985694885254,0.06743200123310089,0,0,1,1.0,1.5609577480953691e-18,4.238851013270194e-26,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,21,single_rect_p2_0022,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8141135972461274,0.8975332068311196,0.15087719298245614,1.4196274827366262,484,570,0,0.02886071801185608,0.1065974235534668,0.13545814156532288,0.0,1.0,0.062367990612983704,0,0,1,1.0,4.9402777359771426e-40,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,22,single_rect_p2_0023,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.5948158253751705,0.7459366980325064,0.20153846153846153,4.637927929715112,519,650,0,0.0946006029844284,0.23204511404037476,0.32664573192596436,0.0,0.9999994039535522,0.06600767374038696,0,0,1,1.0,8.757010239573423e-20,5.6217991373160634e-27,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,23,single_rect_p2_0024,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7577741407528642,0.8621973929236499,0.0935672514619883,2.6312340194426356,561,513,0,0.038419898599386215,0.1536063551902771,0.1920262575149536,0.0,0.9999990463256836,0.0721295028924942,0,0,1,1.0,3.7244514377509924e-28,6.093341782540676e-39,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,24,single_rect_p2_0025,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.679324894514768,0.8090452261306532,0.28817204301075267,2.847962078130008,331,465,0,0.07529331743717194,0.19421690702438354,0.2695102095603943,0.0,0.9999995231628418,0.04173772782087326,0,0,1,1.0,1.8854332456464465e-33,0.0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,25,single_rect_p2_0026,test,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.6576763485477178,0.7934918648310388,0.07932692307692307,0.4500812492313056,383,416,0,0.057367272675037384,0.21411579847335815,0.27148306369781494,0.0,0.9999998807907104,0.04916532337665558,0,0,1,1.0,7.364639086447932e-20,2.5843547404156944e-27,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,26,single_rect_p2_0027,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7690875232774674,0.8694736842105263,0.1590909090909091,1.5214271209719752,510,440,0,0.03981512039899826,0.14456188678741455,0.1843770146369934,0.0,0.9999998807907104,0.06416264176368713,0,0,1,1.0,1.4284381068529905e-32,5.986907558981348e-41,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,27,single_rect_p2_0028,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7186311787072244,0.8362831858407079,0.3915343915343915,1.0304463116855995,526,378,0,0.0518789105117321,0.1942705512046814,0.2461494654417038,0.0,0.9999985694885254,0.06756597757339478,0,0,1,1.0,4.1581549356352506e-23,1.5523356155058426e-33,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,28,single_rect_p2_0029,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.9191176470588235,0.9578544061302682,0.022727272727272728,0.7438453071675162,516,528,0,0.014226000756025314,0.07749611139297485,0.09172211587429047,0.0,0.9999996423721313,0.06550487130880356,0,0,1,1.0,2.525315847934477e-20,5.417605804599109e-25,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,29,single_rect_p2_0030,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.5855263157894737,0.7385892116182573,0.008333333333333333,4.379474363789162,363,360,0,0.11248717457056046,0.2797098159790039,0.39219698309898376,0.0,1.0,0.04560946673154831,0,0,1,1.0,4.362370412639239e-21,5.1287529826471646e-27,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,30,single_rect_p2_0031,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8142361111111112,0.8976076555023923,0.009523809523809525,1.939702174723539,520,525,0,0.03123832866549492,0.11788070201873779,0.149119034409523,0.0,0.9999998807907104,0.06599171459674835,0,0,1,1.0,3.5891098061097116e-23,1.8094895741190757e-29,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,31,single_rect_p2_0032,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8471001757469244,0.917221693625119,0.00946969696969697,1.0586632213360447,523,528,0,0.025984371080994606,0.08588612079620361,0.11187049001455307,0.0,1.0,0.06627600640058517,0,0,1,1.0,2.732733595379199e-30,4.484155085839415e-43,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,32,single_rect_p2_0033,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7265500794912559,0.8416206261510129,0.03260869565217391,3.144843818590208,534,552,0,0.04444499686360359,0.16696441173553467,0.21140940487384796,0.0,0.9999985694885254,0.06767165660858154,0,0,1,1.0,5.163135645438594e-23,2.1282273793759667e-33,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
42,33,single_rect_p2_0034,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.6756410256410257,0.8064269319051263,0.3243589743589744,1.7309315178135303,527,780,0,0.10117793083190918,0.17940831184387207,0.28058624267578125,0.0,1.0,0.06705726683139801,0,0,1,1.0,1.3643835976604402e-31,2.1481905458099446e-42,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,topology_gated_candidate_eval
