liftoff_subset,metric,reference_candidate,current_candidate,current_seed,reference_value,current_value,delta,relative_change_pct,improved
all_liftoff,profile_depth_rmse_m,A0_baseline_replay,A2_latent_residual_adapter,2026,0.0007389971158318076,0.0004118653791920224,-0.00032713173663978523,-44.26698421841188,True
all_liftoff,er_like_profile_error,A0_baseline_replay,A2_latent_residual_adapter,2026,1.0016460048500448,0.4627325206529349,-0.5389134841971099,-53.80278876845218,True
all_liftoff,normalized_param_mae,A0_baseline_replay,A2_latent_residual_adapter,2026,0.9307210445404053,0.7837687581777573,-0.146952286362648,-15.789079577029849,True
all_liftoff,L_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,5.150373874465004,1.8974112696014345,-3.252962604863569,-63.15973721813489,True
all_liftoff,W_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,3.26063746586442,1.7482218598015606,-1.5124156060628593,-46.384046736146615,True
all_liftoff,D_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,1.5289002726785839,0.8180604031076655,-0.7108398695709184,-46.493540636600834,True
all_liftoff,wMAE_auxiliary,A0_baseline_replay,A2_latent_residual_adapter,2026,0.22195333102717996,0.2472202384378761,0.02526690741069615,11.383882951322779,False
all_liftoff,projected_mask_iou,A0_baseline_replay,A2_latent_residual_adapter,2026,0.597953641099464,0.7445923179570549,0.1466386768575909,24.523419004183122,True
all_liftoff,projected_mask_dice,A0_baseline_replay,A2_latent_residual_adapter,2026,0.7235027438339399,0.8457609432418405,0.12225819940790061,16.898097546947465,True
nominal_0p008,profile_depth_rmse_m,A0_baseline_replay,A2_latent_residual_adapter,2026,0.0003330594072394888,0.0003358208914505667,2.7614842110779136e-06,0.8291266215736246,False
nominal_0p008,er_like_profile_error,A0_baseline_replay,A2_latent_residual_adapter,2026,0.31298541370779276,0.30298848915845156,-0.009996924549341202,-3.194054454778669,True
nominal_0p008,normalized_param_mae,A0_baseline_replay,A2_latent_residual_adapter,2026,0.7085845693945885,0.7168088965117931,0.008224327117204666,1.1606698018038264,False
nominal_0p008,L_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,1.8778077894821763,1.7733076959848404,-0.10450009349733591,-5.565004793496613,True
nominal_0p008,W_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,1.9728609323501587,1.8467521723359823,-0.12610876001417637,-6.392176860836819,True
nominal_0p008,D_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,0.6381535693071783,0.660437832120806,0.02228426281362772,3.491990625049859,False
nominal_0p008,wMAE_auxiliary,A0_baseline_replay,A2_latent_residual_adapter,2026,0.22658974677324295,0.22719282656908035,0.0006030797958374023,0.26615493614586516,False
nominal_0p008,projected_mask_iou,A0_baseline_replay,A2_latent_residual_adapter,2026,0.7387764381632839,0.752595122055137,0.013818683891853145,1.8704824867193381,True
nominal_0p008,projected_mask_dice,A0_baseline_replay,A2_latent_residual_adapter,2026,0.8439570430594017,0.8559097468136415,0.011952703754239846,1.4162692109198451,True
non_nominal,profile_depth_rmse_m,A0_baseline_replay,A2_latent_residual_adapter,2026,0.0008743096853625806,0.0004372135417725076,-0.000437096143590073,-49.993286235735454,True
non_nominal,er_like_profile_error,A0_baseline_replay,A2_latent_residual_adapter,2026,1.2311995352307956,0.515980531151096,-0.7152190040796996,-58.09123408624644,True
non_nominal,normalized_param_mae,A0_baseline_replay,A2_latent_residual_adapter,2026,1.0047665362556775,0.806088712066412,-0.1986778241892655,-19.773531165722364,True
non_nominal,L_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,6.241229236125946,1.9387791274736326,-4.302450108652313,-68.93594107629555,True
non_nominal,W_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,3.6898963103691735,1.7153784222900867,-1.9745178880790868,-53.51147354819671,True
non_nominal,D_mae_mm,A0_baseline_replay,A2_latent_residual_adapter,2026,1.8258158404690523,0.8706012601032853,-0.955214580365767,-52.31713731437297,True
non_nominal,wMAE_auxiliary,A0_baseline_replay,A2_latent_residual_adapter,2026,0.22040785911182562,0.2538960423941414,0.03348818328231576,15.19373375217318,False
non_nominal,projected_mask_iou,A0_baseline_replay,A2_latent_residual_adapter,2026,0.5510127087448574,0.7419247165910275,0.19091200784617013,34.64747814638348,True
non_nominal,projected_mask_dice,A0_baseline_replay,A2_latent_residual_adapter,2026,0.6833513107587862,0.8423780087179069,0.15902669795912072,23.27158746246336,True
