sample_id,source_index,split,defect_type,stage,iou,dice,area_error,center_error_px,pred_area,true_area,forward_mse,forward_nrmse,forward_correlation,true_center_x,true_center_y,center_x,center_y,center_abs_error_m,true_width,width,width_abs_error_m,true_length,length,length_abs_error_m,true_depth,depth,depth_abs_error_m,true_angle_deg,angle_deg,angle_abs_error_deg,type_prob_rectangular_notch,type_prob_rotated_rect,parameter_drift_norm,selected_steps,selected_lr,selected_lambda_prior
rot_p3_0026,225,train,rotated_rect,pre_refine,0.6500829187396352,0.7879396984924623,0.15398886827458255,3.259156932378722,456.0,539.0,1.2063647508621216,0.6087862253189087,0.818972795884151,0.0,0.0010000000474974513,-0.00014022723189555109,9.805009904084727e-05,0.0009127855021640409,0.012000000104308128,0.01202115137130022,2.1151266992092133e-05,0.008999999612569809,0.007678112480789423,0.001321887131780386,0.0024999999441206455,0.001500000013038516,0.0009999999310821295,-30.000000834826057,1.1000821138315955,31.100082948657644,0.8366219997406006,0.16337798535823822,0.0,50,0.003,0.1
rot_p3_0027,226,train,rotated_rect,pre_refine,0.6797583081570997,0.8093525179856115,0.014285714285714285,0.27321428571428896,552.0,560.0,3.4214773178100586,0.6773076057434082,0.9098556566833209,0.003000000026077032,0.0,0.0026073800399899483,8.776844333624467e-05,0.00040231051828244497,0.01600000075995922,0.014616155065596104,0.0013838456943631172,0.007000000216066837,0.007635651156306267,0.0006356509402394295,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,-19.99999941818584,1.8858762746562274,21.885875692842063,0.797602117061615,0.20239785313606262,0.0,50,0.003,0.1
rot_p3_0028,227,train,rotated_rect,pre_refine,0.6303236797274276,0.7732497387669801,0.2910714285714286,3.1402267698383826,397.0,560.0,0.9863330125808716,0.5654191970825195,0.8764903377753811,0.001500000013038516,0.0010000000474974513,0.0015456826658919454,7.994438783498481e-05,0.0009211890875587028,0.014000000432133675,0.011387661099433899,0.0026123393326997757,0.00800000037997961,0.007045330014079809,0.0009546703658998013,0.0020000000949949026,0.001500000013038516,0.0005000000819563866,9.99999970909292,0.5597263185197286,9.440273390573196,0.8597752451896667,0.14022473990917206,0.0,50,0.003,0.1
rot_p3_0029,228,train,rotated_rect,pre_refine,0.743859649122807,0.8531187122736419,0.07083333333333333,0.7020459273130735,257.0,240.0,0.5898579359054565,0.6223556399345398,0.7857157997168879,-0.003000000026077032,0.0,-0.002998597687110305,0.0002804957621265203,0.00028049926760245747,0.00800000037997961,0.007822438143193722,0.00017756223678588867,0.006000000052154064,0.006574272643774748,0.0005742725916206837,0.0024999999441206455,0.001500000013038516,0.0009999999310821295,30.000000834826057,9.516915797023552,20.48308503780251,0.3509727716445923,0.6490272283554077,0.0,50,0.003,0.1
rot_p3_0030,229,train,rotated_rect,pre_refine,0.672926447574335,0.804490177736202,0.024029574861367836,3.150647085647482,528.0,541.0,2.369448184967041,0.6217110753059387,0.9058718951027461,0.0,-0.0010000000474974513,0.0002672578557394445,7.55124056013301e-05,0.0011082210484057782,0.012000000104308128,0.013891857117414474,0.0018918570131063461,0.008999999612569809,0.00765826553106308,0.0013417340815067291,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,19.99999941818584,0.5135731828332187,19.48642623535261,0.861619770526886,0.138380229473114,0.0,50,0.003,0.1
rot_p3_0031,230,train,rotated_rect,pre_refine,0.5525114155251142,0.711764705882353,0.17204301075268819,2.6620443333646433,462.0,558.0,1.8291250467300415,0.6284458041191101,0.8955927992460632,0.003000000026077032,0.0010000000474974513,0.003213440300896764,0.00019832431280519813,0.0008296027429906751,0.01600000075995922,0.012742637656629086,0.0032573631033301353,0.007000000216066837,0.007448946591466665,0.00044894637539982796,0.001500000013038516,0.001500000013038516,0.0,-30.000000834826057,2.325701183617321,32.325702018443394,0.7729012370109558,0.2270987629890442,0.0,50,0.003,0.1
rot_p3_0032,231,train,rotated_rect,pre_refine,0.7210084033613445,0.837890625,0.17142857142857143,2.7148361857209817,464.0,560.0,1.219785451889038,0.612776517868042,0.837812924070414,0.001500000013038516,-0.0010000000474974513,0.0013972042361274362,-2.0977555323042907e-05,0.0009844043746123077,0.014000000432133675,0.012626772746443748,0.0013732276856899261,0.00800000037997961,0.007336396723985672,0.0006636036559939384,0.0024999999441206455,0.001500000013038516,0.0009999999310821295,-9.99999970909292,0.39777572978998277,10.397775438882888,0.8661580681800842,0.13384191691875458,0.0,50,0.003,0.1
rot_p3_0033,232,train,rotated_rect,pre_refine,0.7758007117437722,0.87374749498998,0.07916666666666666,2.380549954305903,259.0,240.0,2.222278594970703,0.6662734150886536,0.8819001769272335,-0.003000000026077032,0.0010000000474974513,-0.0029043143149465322,0.0003050252271350473,0.0007015309799285041,0.00800000037997961,0.007763668894767761,0.0002363314852118492,0.006000000052154064,0.006523727439343929,0.0005237273871898651,0.0010000000474974513,0.001500000013038516,0.0004999999655410647,9.99999970909292,6.569808271586702,3.4301914375062097,0.5347594618797302,0.4652405083179474,0.0,50,0.003,0.1
rot_p3_0034,233,train,rotated_rect,pre_refine,0.6987951807228916,0.8226950354609929,0.17222222222222222,0.5277010871295226,447.0,540.0,1.614862084388733,0.6086272597312927,0.8610142408047247,0.0,0.0,3.165433372487314e-05,0.00015873016673140228,0.00016185568471371157,0.012000000104308128,0.010832732543349266,0.0011672675609588623,0.008999999612569809,0.007771302480250597,0.001228697132319212,0.001500000013038516,0.001500000013038516,0.0,30.000000834826057,2.411065101307552,27.588935733518497,0.7678679823875427,0.23213200271129608,0.0,50,0.003,0.1
rot_p3_0035,234,train,rotated_rect,pre_refine,0.6042944785276073,0.7533460803059273,0.1387900355871886,3.2337937501431346,484.0,562.0,1.0988476276397705,0.5856666564941406,0.8769681894745058,0.003000000026077032,-0.0010000000474974513,0.002586894202977419,1.726771552057471e-05,0.0010979481909806441,0.01600000075995922,0.013993927277624607,0.002006073482334614,0.007000000216066837,0.007061487063765526,6.148684769868851e-05,0.0020000000949949026,0.001500000013038516,0.0005000000819563866,19.99999941818584,1.8414424790107096,18.158556939175128,0.7999826669692993,0.20001736283302307,0.0,50,0.003,0.1
