model_name,model_variant,checkpoint,test_samples,mse,mae,iou,dice,area_error,center_error,polygon_area_error,small_polygon_count,small_polygon_pred_area_zero_count,small_polygon_iou,small_polygon_dice,medium_polygon_area_error,multi_defect_center_error,pred_area_gt_true_count,defect_mu_mean,defect_mu_median,defect_mu_p10,defect_mu_p90,defect_mu_min,defect_mu_max,background_mu_mean,background_mu_median
baseline_seed42,baseline,checkpoints/best_model_v4_baseline_seed42_w5_dice003_area004.pt,200,31871.590767822265,56.403563270568846,0.3390445360011691,0.48077049818692835,0.6404435405795794,1.1907612532377243,0.9291381214441417,25,0,0.12358550852507609,0.19984569848452616,1.1566543289772486,1.1114233445376158,174,399.1006732245254,295.0041961669922,39.251176071166995,960.0376831054687,25.377471923828125,1388.947265625,966.2059954271303,1001.5292358398438
calibrated_mu_seed42,calibrated_mu,checkpoints/best_model_v4_calibrated_mu_seed42_w5_dice003_area004.pt,200,30662.02210449219,58.74955801486969,0.3542320162127176,0.49609879524277034,0.640109928210143,1.1367356475070118,0.7938369306746292,25,0,0.14217003579136972,0.2177969005396606,1.0483920473125776,1.0084789017836253,182,360.5555090182822,261.57398986816406,45.29328536987305,879.176477050781,11.625693321228027,996.0824584960938,954.1043813748037,994.8084106445312
