candidate,selection_score,selected,gate_pass,val_nrmse,val_correlation,val_ordering_accuracy,val_mismatch_rate,val_residual_error_correlation,val_oracle_ordering_accuracy,test_ordering_accuracy,test_mismatch_rate,test_residual_error_correlation,notes
EPPF1_profile_station_mlp,-0.029793818753601493,True,False,0.33139368692807347,0.9435004218533735,0.536144578313253,0.463855421686747,-0.3944706568291532,0.5120481927710844,0.5568862275449101,0.44311377245508987,0.23358053384738844,"20.61 validation-only selection; strict gate requires val/test ordering > 0.65, test mismatch < 0.35, and non-negative test residual-error correlation; no refinement run"
EPPF2_profile_raster_sequence,-0.07075351126839369,False,False,0.32500257875656774,0.9457625741842509,0.46987951807228917,0.5301204819277108,-0.40060321412036815,0.5120481927710844,0.46706586826347307,0.5329341317365269,0.2200263004014205,"20.61 validation-only selection; strict gate requires val/test ordering > 0.65, test mismatch < 0.35, and non-negative test residual-error correlation; no refinement run"
