method,split,sample_count,dense_iou_mean,dense_dice_mean,dense_area_error_mean,profile_iou_mean,profile_dice_mean,profile_area_error_mean,roughness_penalty,component_count_mean,fallback_rate,score,available,notes
P1_hardmask_profile,train,268,0.6898416227670845,0.8136721340736461,0.16469355705152117,0.6751311598397206,0.8034668102722591,0.1697364406252867,2.441870492251816e-07,1.0,0.0,1.308861524602952,True,
P1_hardmask_profile,val,66,0.6893886402552406,0.8137717320984788,0.1645445168858411,0.6842515414960761,0.8106320864881235,0.16646036553369153,2.51204809667394e-07,1.0,0.0,1.3284232574264117,True,
P1_hardmask_profile,test,66,0.6625480785622264,0.7947455499175954,0.22246611771711775,0.6588839686726132,0.792091900168937,0.21697251786650987,2.3893466129204336e-07,1.0,0.0,1.2340033461963473,True,
P2_prob_weighted_profile,train,268,0.6898416227670845,0.8136721340736461,0.16469355705152117,0.684918523439545,0.8104308001622942,0.16813437261730235,3.165725952080211e-07,1.0,0.0,1.327214944653085,True,
P2_prob_weighted_profile,val,66,0.6893886402552406,0.8137717320984788,0.1645445168858411,0.6757822003892873,0.8044359508640551,0.18235189576618013,2.3525283998086878e-07,1.0,0.0,1.2978662507821055,True,
P2_prob_weighted_profile,test,66,0.6625480785622264,0.7947455499175954,0.22246611771711775,0.6595764082444012,0.7926921534351143,0.23955256406855438,2.0828591841872283e-07,1.0,0.0,1.2127159934452427,True,
P3_hybrid_profile,train,268,0.6898416227670845,0.8136721340736461,0.16469355705152117,0.6884737527587088,0.8129414571947561,0.16046805397469457,2.19829141034462e-07,1.0,0.0,1.3409471515821876,True,
P3_hybrid_profile,val,66,0.6893886402552406,0.8137717320984788,0.1645445168858411,0.6734382517589511,0.8026335002599059,0.19186105816189472,2.02022245581953e-07,1.0,0.0,1.2842106898165175,True,
P3_hybrid_profile,test,66,0.6625480785622264,0.7947455499175954,0.22246611771711775,0.6570431229071828,0.790965945487092,0.2408225574101453,2.211032627304676e-07,1.0,0.0,1.2071865065620644,True,
