perturbation_name,perturbation_group,severity,affected_axis,failure_type,sample_id,split,curvature_template,depth_bin,aspect_bin,profile_depth_rmse_m,er_like_profile_error,projected_mask_dice,L_mae_mm,W_mae_mm,D_mae_mm,wMAE_auxiliary,notes
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_profile_rmse,rbc_v3topup_114_test_sharp_deep_balanced,test,sharp,deep,balanced,0.0008587890188209713,0.4363095462322235,0.8925233644859814,1.0299160480499268,0.8908081650733948,2.43194317817688,0.24078410863876343,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_projected_dice,rbc_v3topup_115_test_round_deep_compact,test,round,deep,compact,0.0006075886776670814,0.32394856214523315,0.6028368794326241,7.836380958557129,3.200719118118286,1.600699782371521,0.153303861618042,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_projected_dice,rbc_v3topup_117_test_round_medium_narrow,test,round,medium,narrow,0.00022724861628375947,0.15408073365688324,0.6131078224101479,1.818329095840454,8.022929191589355,0.6172906160354614,0.07545795291662216,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_projected_dice,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,0.00026420471840538085,0.15543003380298615,0.627906976744186,3.111485481262207,8.496939659118652,0.05035754293203354,0.30631205439567566,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_lwd_error,rbc_v3topup_115_test_round_deep_compact,test,round,deep,compact,0.0006075886776670814,0.32394856214523315,0.6028368794326241,7.836380958557129,3.200719118118286,1.600699782371521,0.153303861618042,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_lwd_error,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,0.0013052303111180663,0.44791775941848755,0.7668711656441718,1.663429617881775,8.12053108215332,2.202233076095581,0.3413413465023041,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_lwd_error,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,0.00026420471840538085,0.15543003380298615,0.627906976744186,3.111485481262207,8.496939659118652,0.05035754293203354,0.30631205439567566,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_w_auxiliary,rbc_v3topup_123_test_boxy_medium_wide,test,boxy,medium,wide,0.0003110611578449607,0.2088911086320877,0.9552631578947368,0.39043092727661133,0.18727220594882965,0.14702090620994568,0.3605700433254242,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_w_auxiliary,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,wide,0.0014824919635429978,0.5552396774291992,0.8095238095238095,3.9914753437042236,2.9289071559906006,2.676889419555664,0.35676249861717224,integer-sample interpolation shift
sensor_x_resampling_jitter_+1sample,sensor_x_resampling_jitter,+1sample,all,worst_w_auxiliary,rbc_pilot_009_deep_small_compact_sharp,test,sharp,deep,compact,0.0005524212028831244,0.31304851174354553,0.8186528497409327,2.4653542041778564,0.6050551533699036,1.7069123983383179,0.34808000922203064,integer-sample interpolation shift
