sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,type_correct,true_center_x,true_center_y,pred_center_x,pred_center_y,center_mae_m,true_width,pred_width,width_abs_error_m,true_length,pred_length,length_abs_error_m,true_depth,pred_depth,depth_abs_error_m,true_angle_deg,pred_angle_deg,angle_abs_error_deg,sin_cos_error,notes,failure_category
rect_v9_0014,133,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.5012285012285013,0.6677577741407529,0.43333333333333335,2.692582403567252,221.0,390.0,0.0,0.1053123027086258,0.8946877121925354,rotated_rect,0.0,-0.0022499999031424522,0.0010000000474974513,-0.0015236504841595888,0.00015935949340928346,0.0011953526497344605,0.00800000037997961,0.008756153285503387,0.003158511593937874,0.009499999694526196,0.0062097241170704365,0.0021888953633606434,0.0015999999595806003,0.0013394569978117943,8.041947148740292e-05,0.0,-179.49842323706727,nan,0.0,,wrong_type
rot_v8_0025,304,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5015873015873016,0.6680761099365751,0.02092050209205021,3.8663131183663784,234.0,239.0,0.0,0.1993786245584488,0.8006213903427124,rotated_rect,1.0,0.001500000013038516,0.0,-0.0007901806384325027,4.9331822083331645e-05,0.0022907119079103515,0.00800000037997961,0.008656368590891361,0.0006563682109117508,0.006000000052154064,0.006213541608303785,0.00021354155614972115,0.0010000000474974513,0.0012710944283753633,0.00027109438087791204,-10.000000283105564,-179.7688440866864,10.231156196419136,1.9920336957210314,,acceptable_or_minor_error
rect_p2_0043,42,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5040983606557377,0.670299727520436,0.14619883040935672,5.055647488966644,392.0,342.0,0.0,0.6965834498405457,0.30341657996177673,rectangular_notch,1.0,0.0,0.0010000000474974513,0.0016831548418849707,-2.656425567693077e-05,0.0019715081633176305,0.010999999940395355,0.013499386608600616,0.0024993866682052612,0.006000000052154064,0.007820310071110725,0.0018203100189566612,0.0024999999441206455,0.0018350137397646904,0.0006649862043559551,0.0,0.0,nan,0.0,,acceptable_or_minor_error
rect_p2_0117,116,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5181159420289855,0.6825775656324582,0.004761904761904762,4.031128874149275,418.0,420.0,0.0,0.7753196954727173,0.22468027472496033,rectangular_notch,1.0,0.003000000026077032,0.0005000000237487257,0.0009948310907930136,6.81453529978171e-05,0.0020511462474055928,0.008999999612569809,0.012829150073230267,0.0038291504606604576,0.009499999694526196,0.007757431827485561,0.0017425678670406342,0.0015999999595806003,0.001989773940294981,0.00038977398071438074,0.0,0.0,nan,0.0,,acceptable_or_minor_error
rect_p2_0063,62,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.522202486678508,0.6861143523920653,0.21458333333333332,4.61536670321839,377.0,480.0,0.0,0.783898115158081,0.21610192954540253,rectangular_notch,1.0,-0.003000000026077032,-0.0010000000474974513,-0.0012083714827895164,0.00021346859284676611,0.0021638943845733827,0.009999999776482582,0.012439551763236523,0.0024395519867539406,0.009499999694526196,0.007637388072907925,0.0018626116216182709,0.0010000000474974513,0.0017448123544454575,0.0007448123069480062,0.0,0.0,nan,0.0,,acceptable_or_minor_error
rect_v9_0016,135,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.5294117647058824,0.6923076923076923,0.47058823529411764,1.0,234.0,442.0,0.0,0.1843406707048416,0.8156593441963196,rotated_rect,0.0,-0.001500000013038516,0.0,-0.0009013592498376966,6.48579589324072e-05,0.00025359868467691137,0.010999999940395355,0.008641731925308704,0.0006454139947891235,0.008500000461935997,0.006207589525729418,0.00114158121868968,0.0019000000320374966,0.0012809598119929433,0.00027313665486872196,0.0,-179.80583639123122,nan,0.0,,wrong_type
rect_p2_0068,67,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5419354838709678,0.702928870292887,0.008333333333333333,2.5495097567963922,357.0,360.0,0.0,0.7870221734046936,0.21297787129878998,rectangular_notch,1.0,0.0,0.0,-0.001522338017821312,0.0002165101032005623,0.0015376572001886634,0.00800000037997961,0.012501692399382591,0.004501692019402981,0.009499999694526196,0.0076576294377446175,0.001842370256781578,0.0010000000474974513,0.0016632390907034278,0.0006632390432059765,0.0,0.0,nan,0.0,,wrong_size
rot_v8_0006,285,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5442359249329759,0.7048611111111112,0.4,3.812668437972782,336.0,240.0,0.0,0.5976017117500305,0.4023982882499695,rectangular_notch,0.0,0.003000000026077032,-0.0010000000474974513,0.001153640914708376,-2.6183199224760756e-05,0.0016184888223095917,0.00800000037997961,0.013161755166947842,0.0020238254219293594,0.006000000052154064,0.007627210114151239,0.0005320180207490921,0.0010000000474974513,0.0017671715468168259,0.0002520941197872162,20.000000659393134,0.0,19.467906611248793,1.9712068990394889,,wrong_type
rect_v9_0038,157,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.5454545454545454,0.7058823529411765,0.4,2.5495097567963922,204.0,340.0,0.0,0.13638797402381897,0.8636119961738586,rotated_rect,0.0,-0.001500000013038516,0.0010000000474974513,-0.0012761603575199842,0.00011743993673007935,0.0011338570698702039,0.010999999940395355,0.008686118759214878,0.00037686340510845184,0.006500000134110451,0.006214085966348648,0.0008403309620916843,0.002199999988079071,0.001310854684561491,0.0005563867744058371,0.0,-179.51377750232146,nan,0.0,,wrong_type
rot_v8_0033,312,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5454545454545454,0.7058823529411765,0.4083333333333333,3.8919077435708287,338.0,240.0,0.0,0.6060535907745361,0.39394646883010864,rectangular_notch,0.0,0.003000000026077032,-0.0010000000474974513,0.0012016990222036839,-2.51003511948511e-05,0.0015744799304381614,0.00800000037997961,0.013202328234910965,0.0021548019722104073,0.006000000052154064,0.00764869712293148,0.0005613933317363262,0.0010000000474974513,0.0017691303510218859,0.00025583221577107906,10.000000283105564,0.0,9.315429091929843,1.9933951526601776,,wrong_type
rect_p2_0102,101,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5473251028806584,0.7074468085106383,0.0106951871657754,4.301162633521313,378.0,374.0,0.0,0.7805537581443787,0.21944627165794373,rectangular_notch,1.0,-0.003000000026077032,-0.0005000000237487257,-0.0006337506929412484,0.00019881447951775044,0.0024672815380119596,0.010999999940395355,0.012180240824818611,0.001180240884423256,0.007000000216066837,0.0075360555201768875,0.0005360553041100502,0.002199999988079071,0.0019299963023513556,0.0002700036857277155,0.0,0.0,nan,0.0,,acceptable_or_minor_error
rect_v9_0050,169,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.5528455284552846,0.7120418848167539,0.3721590909090909,3.5355339059327378,221.0,352.0,0.0,0.16445349156856537,0.8355464935302734,rotated_rect,0.0,-0.0022499999031424522,0.0010000000474974513,-0.0010549291037023067,8.744320803089067e-05,0.0013669855726405526,0.009999999776482582,0.008654911071062088,0.0015160944312810898,0.007000000216066837,0.006205464713275433,0.00033530592918395996,0.0024999999441206455,0.0012954232515767217,0.0008640704909339547,0.0,-179.94283632560334,nan,0.0,,wrong_type
rect_v9_0049,168,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.5565610859728507,0.7151162790697675,0.03428571428571429,4.328848254262453,338.0,350.0,0.0,0.6148879528045654,0.38511207699775696,rectangular_notch,1.0,0.0,0.0010000000474974513,0.001241056714206934,-2.696090450626798e-05,0.0016108601639127098,0.008999999612569809,0.013208497315645218,0.004208497703075409,0.00800000037997961,0.007644332014024258,0.0003556683659553528,0.002199999988079071,0.001779307727701962,0.00042069226037710905,0.0,0.0,nan,0.0,,wrong_size
rot_v8_0026,305,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5569620253164557,0.7154471544715447,0.06722689075630252,3.7848722303928715,254.0,238.0,0.0,0.369568794965744,0.6304311752319336,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.00032805814407765865,-7.350940722972155e-05,0.0015892986797993948,0.00800000037997961,0.009005581960082054,0.0010055815801024437,0.006000000052154064,0.006280659697949886,0.00028065964579582214,0.0010000000474974513,0.0012143696658313274,0.00021436961833387613,-10.000000283105564,-179.34053658421325,10.659463698892296,1.9913532399234777,,acceptable_or_minor_error
rect_p2_0089,88,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5618860510805501,0.7194968553459119,0.10875331564986737,1.8027756377319946,418.0,377.0,0.0,0.7733075022697449,0.22669248282909393,rectangular_notch,1.0,0.001500000013038516,0.0005000000237487257,0.0010041198693215847,6.708803994115442e-05,0.000658262781917324,0.00800000037997961,0.01289641484618187,0.004896414466202259,0.008999999612569809,0.007788253948092461,0.0012117456644773483,0.0013000000035390258,0.0019674787763506174,0.0006674787728115916,0.0,0.0,nan,0.0,,wrong_size
rot_v7_0006,253,test,rotated_rect,pilot_v7_topup_rotated_rect,0.7,0.5627118644067797,0.720173535791757,0.07916666666666666,3.9804491824974297,221.0,240.0,0.0,0.1574345976114273,0.8425654172897339,rotated_rect,1.0,0.0,-0.0010000000474974513,-0.001108849886804819,9.326686995336786e-05,0.0015571706857996782,0.00800000037997961,0.008661299012601376,0.0006612986326217651,0.006000000052154064,0.006211643572896719,0.0002116435207426548,0.0010000000474974513,0.0012964884517714381,0.0002964884042739868,20.000000659393134,-179.64019064348005,19.640191302873177,1.970696278389718,,wrong_angle
rect_p2_0081,80,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5650224215246636,0.7220630372492837,0.4928571428571429,3.905124837953327,418.0,280.0,0.0,0.7701215744018555,0.22987841069698334,rectangular_notch,1.0,0.003000000026077032,0.0010000000474974513,0.001478526508435607,2.301563654327765e-05,0.001808142738137856,0.008999999612569809,0.013175836764276028,0.004175837151706219,0.006500000134110451,0.007853472605347633,0.0013534724712371826,0.0013000000035390258,0.0019624712876975536,0.0006624712841585279,0.0,0.0,nan,0.0,,wrong_size
rot_p3_0043,242,test,rotated_rect,pilot_v3_rotated_rect,0.7,0.5748792270531401,0.7300613496932515,0.25668449197860965,5.299350565785253,417.0,561.0,0.0,0.7736011147499084,0.22639885544776917,rectangular_notch,0.0,0.003000000026077032,0.0010000000474974513,0.00021142567857168615,0.00013146473793312907,0.0029950411417676804,0.01600000075995922,0.012634580954909325,0.0034948866814374924,0.007000000216066837,0.007720367982983589,0.0010303463786840439,0.0010000000474974513,0.0019116849871352315,0.0008314201841130853,10.000000283105564,0.0,9.672743608169924,1.9928790555559348,,wrong_type
rot_v9_0013,332,test,rotated_rect,pilot_v9_topup_rotated_rect,0.7,0.5902061855670103,0.7423014586709886,0.5708333333333333,0.7971342627048054,377.0,240.0,0.0,0.7171502113342285,0.2828497588634491,rectangular_notch,0.0,0.001500000013038516,0.0,0.0016358064021915197,-2.7097248676000163e-05,0.0006488980264891492,0.00800000037997961,0.013254525139927864,0.0030250661075115204,0.006000000052154064,0.007645700126886368,0.0009280233643949032,0.001500000013038516,0.0019025645451620221,9.561388287693262e-05,20.000000659393134,0.0,20.428876888800232,1.9683019028943218,,wrong_type
rot_v8_0018,297,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5916398713826366,0.7434343434343434,0.0625,3.4793875673195416,255.0,240.0,0.0,0.37938883900642395,0.6206111907958984,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.00038552426849491894,-7.86676537245512e-05,0.0015509933138819752,0.00800000037997961,0.009037284180521965,0.0010372838005423546,0.006000000052154064,0.006287149619311094,0.0002871495671570301,0.0010000000474974513,0.0012132164556533098,0.00021321640815585852,-20.000000659393134,-179.30288858150814,20.69711207788498,1.9674663124444554,,wrong_angle
rot_v9_0041,360,test,rotated_rect,pilot_v9_topup_rotated_rect,0.7,0.5932642487046632,0.7447154471544716,0.5625,0.7871859338456447,375.0,240.0,0.0,0.6899219751358032,0.3100780248641968,rectangular_notch,0.0,0.001500000013038516,0.0,0.001560769509524107,-3.1119456252781674e-05,0.0005831351789994313,0.00800000037997961,0.01326584629714489,0.002698611468076706,0.006000000052154064,0.007638102862983942,0.0007868125103414059,0.001500000013038516,0.0018634527223184705,0.00015193677973002195,-20.000000659393134,0.0,19.780141878966788,1.9702782111568777,,wrong_type
rot_p3_0040,239,test,rotated_rect,pilot_v3_rotated_rect,0.7,0.5958466453674122,0.7467467467467468,0.21288014311270126,3.18175943692501,440.0,559.0,0.0,0.7722935676574707,0.2277064472436905,rectangular_notch,0.0,0.001500000013038516,0.0010000000474974513,0.0013600131496787071,3.426068360568024e-05,0.0010322732256352878,0.014000000432133675,0.013082402758300304,0.0006182799115777016,0.00800000037997961,0.00782841071486473,0.00021461211144924164,0.001500000013038516,0.001972534693777561,0.00019974075257778168,-30.00000044529205,0.0,30.28049764516979,1.9305787768270415,,wrong_type
rect_v9_0027,146,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.6059225512528473,0.7546099290780142,0.32142857142857145,3.5355339059327378,285.0,420.0,0.0,0.5059525370597839,0.4940474331378937,rectangular_notch,1.0,0.000750000006519258,0.0010000000474974513,0.0006923064356669784,-1.6812398826004937e-05,0.0010184478400675635,0.008999999612569809,0.012950022704899311,0.003950023092329502,0.009499999694526196,0.00759856728836894,0.0019014324061572552,0.0010000000474974513,0.0017029277514666319,0.0007029277039691806,0.0,0.0,nan,0.0,,acceptable_or_minor_error
rot_v9_0053,372,test,rotated_rect,pilot_v9_topup_rotated_rect,0.7,0.6071428571428571,0.7555555555555555,0.08860759493670886,3.333986096635737,258.0,237.0,0.0,0.41101962327957153,0.5889803767204285,rotated_rect,1.0,0.001500000013038516,-0.0010000000474974513,0.0005635934649035335,-9.773061901796609e-05,0.0013003643224951487,0.00800000037997961,0.009081123396754265,0.0010811230167746544,0.006000000052154064,0.006295330822467804,0.0002953307703137398,0.001500000013038516,0.0012125888606533408,0.00028741115238517523,-10.000000283105564,-179.48612889656124,10.513871386544338,1.9915876652072428,,acceptable_or_minor_error
rot_p3_0048,247,test,rotated_rect,pilot_v3_rotated_rect,0.7,0.6081967213114754,0.7563710499490316,0.24821428571428572,0.8075885759643388,421.0,560.0,0.0,0.7118301391601562,0.28816986083984375,rectangular_notch,0.0,0.001500000013038516,0.0,0.0017580562271177769,-2.6701334718381986e-05,0.0007691731836404832,0.014000000432133675,0.013534697704017162,0.001995428465306759,0.00800000037997961,0.00785127840936184,0.0009726108983159065,0.0024999999441206455,0.0018512349342927337,0.0011283977655693889,30.00000044529205,0.0,28.80958544418519,1.9371246972303915,,wrong_type
