variant,seed,feature_set,selected_by_validation,split,group_field,group_value,sample_count,normalized_param_mae,L_mae_mm,W_mae_mm,D_mae_mm,curvature_mae,wLD_abs_error,wWD_abs_error,wLW_abs_error,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,curvature_template,LD_dominant,31,0.2584413479893438,0.6735811519526667,0.4170480481078548,0.22979698182954902,0.0894385861653474,0.15819975637620495,0.060312596059614615,0.04980340311604162,0.9252589275757291,0.9603589377941992,0.0001342725253996304
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,curvature_template,WD_dominant,34,0.23213207327267704,0.4308389462530613,0.28824434089748296,0.18951624056653066,0.08401178469990983,0.09124425579519833,0.11237474399454453,0.04841635507695815,0.9511048646082071,0.9744245177484634,0.00010697895365464159
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,curvature_template,boxy,32,0.24260463088285178,0.4384878526907414,0.37272776709869504,0.25696815497940406,0.08326346529065631,0.08761558309197426,0.09638101048767567,0.06579380296170712,0.934221774273862,0.9654953165790146,0.00015489280870895072
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,curvature_template,round,33,0.2446941410501798,0.30115342727213196,0.2526543659694267,0.17598933122600569,0.09092542788747585,0.08416550809686835,0.0984213027087125,0.09018947319550948,0.944990914136642,0.9711107919621835,0.00011196000680987102
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,curvature_template,sharp,32,0.22779627720592543,0.3605332146398723,0.34362370357848704,0.25616201403317973,0.07724206271814182,0.06620502844452858,0.08187227509915829,0.08364888466894627,0.9355470250045475,0.9660869163537407,0.00010988067776906973
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,depth_bin,deep,49,0.26931141453738117,0.5120280943050677,0.33191065915993284,0.22484945224560038,0.09653610470039505,0.10977824731748931,0.10563461877861802,0.07419544823315678,0.9435761554731079,0.970520903422753,0.00016038165445860037
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,depth_bin,medium,57,0.23730034384418996,0.44977114127393353,0.36641879405891686,0.27692904767760057,0.07999400356621073,0.08971407643535681,0.08708187258034422,0.0631860609640155,0.9327141342154404,0.9644360313263157,0.00013585724171430788
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,depth_bin,shallow,56,0.21981301930333888,0.3626775975738253,0.3007168689343546,0.16058023352109427,0.07992474167674248,0.09309610724449158,0.0804049436535154,0.06627317411558968,0.9399635111871883,0.9684012537563083,7.793929745503192e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,aspect_bin,balanced,44,0.22993380813436073,0.4935168664563786,0.3983280389485034,0.17429792923344808,0.0808183232914995,0.088741119612347,0.09542330964045091,0.05829053981737657,0.9327775385676926,0.9646471513964134,0.00010474761730124142
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,train,aspect_bin,compact,43,0.24463778807846612,0.3794791447215302,0.20884893635331198,0.17490003795124764,0.09154156430862671,0.10674940846687139,0.09376768594564394,0.07410759842673013,0.9357034094879423,0.9659875109908125,0.00010944699323412943
