liftoff_subset,metric,reference_candidate,current_candidate,current_seed,reference_value,current_value,delta,relative_change_pct,improved
all_liftoff,profile_depth_rmse_m,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.0007389971158318076,0.000697073064657161,-4.192405117464659e-05,-5.673100784359261,True
all_liftoff,er_like_profile_error,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,1.0016460048500448,0.9581967976409942,-0.043449207209050655,-4.337780712813344,True
all_liftoff,normalized_param_mae,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.9307210445404053,0.9022875605151057,-0.02843348402529955,-3.054995284794505,True
all_liftoff,L_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,5.150373874465004,2.1851996378973126,-2.965174236567691,-57.572019213376024,True
all_liftoff,W_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,3.26063746586442,1.6702253548428416,-1.5904121110215783,-48.776109815077156,True
all_liftoff,D_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,1.5289002726785839,1.5481471326202154,0.019246859941631556,1.2588695473192426,False
all_liftoff,wMAE_auxiliary,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.22195333102717996,0.2535819335025735,0.031628602475393564,14.250113899628921,False
all_liftoff,projected_mask_iou,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.597953641099464,0.7406526919157864,0.1426990508163224,23.864567586533973,True
all_liftoff,projected_mask_dice,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.7235027438339399,0.8374875111324139,0.11398476729847407,15.754572912115469,True
nominal_0p008,profile_depth_rmse_m,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.0003330594072394888,0.0008090106257441221,0.0004759512185046333,142.90279996877467,False
nominal_0p008,er_like_profile_error,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.31298541370779276,1.1353817358613014,0.8223963221535087,262.758673770436,False
nominal_0p008,normalized_param_mae,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.7085845693945885,0.8915509916841984,0.1829664222896099,25.82139524234004,False
nominal_0p008,L_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,1.8778077894821763,2.068677417933941,0.19086962845176458,10.164492314966845,False
nominal_0p008,W_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,1.9728609323501587,1.4591864459216595,-0.5136744864284992,-26.03703474509922,True
nominal_0p008,D_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.6381535693071783,1.7621771432459354,1.1240235739387572,176.13684667768473,False
nominal_0p008,wMAE_auxiliary,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.22658974677324295,0.24154195934534073,0.014952212572097778,6.598803690381026,False
nominal_0p008,projected_mask_iou,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.7387764381632839,0.7587937934291926,0.020017355265908754,2.7095281105167746,True
nominal_0p008,projected_mask_dice,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.8439570430594017,0.8505624809787936,0.006605437919391943,0.7826746602465431,True
non_nominal,profile_depth_rmse_m,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.0008743096853625806,0.0006597605442948407,-0.00021454914106773992,-24.539261620871248,True
non_nominal,er_like_profile_error,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,1.2311995352307956,0.8991351515675584,-0.3320643836632372,-26.970801576934466,True
non_nominal,normalized_param_mae,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,1.0047665362556775,0.9058664167920748,-0.09890011946360266,-9.843094479654932,True
non_nominal,L_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,6.241229236125946,2.2240403778851032,-4.017188858240843,-64.36534705356202,True
non_nominal,W_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,3.6898963103691735,1.740571657816569,-1.9493246525526045,-52.82871085224546,True
non_nominal,D_mae_mm,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,1.8258158404690523,1.4768037957449753,-0.349012044724077,-19.115402385511988,True
non_nominal,wMAE_auxiliary,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.22040785911182562,0.25759525822165114,0.03718739910982552,16.87208398996254,False
non_nominal,projected_mask_iou,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.5510127087448574,0.7346056580779843,0.18359294933312686,33.319186004135936,True
non_nominal,projected_mask_dice,C0_reference_20_85_baseline,C1_unconditioned_liftoff_aug,123,0.6833513107587862,0.8331291878502872,0.14977787709150103,21.918137088987102,True
non_nominal,C2_vs_C1_profile_depth_rmse_m_same_seed,C1_unconditioned_liftoff_aug,C2_sensor_z_conditioned,123,0.0006597605442948407,0.0006797845847662151,2.0024040471374404e-05,3.0350466763325956,False
