seed,selected_seed,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,clip_applied,clip_fraction,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,projected_mask_area_error,projected_mask_center_error_px,profile_depth_rmse_m,volume_proxy_rel_error
42,False,rbc_pilot_001_shallow_small_compact_sharp,val,sharp,shallow,compact,small_compact,True,0.14285714285714285,0.9156885147094727,0.21032606065273285,1.6210511922836304,0.0,0.13133324682712555,0.9584777355194092,0.3432551622390747,0.3201420307159424,0.4208298921585083,0.3614090383052826,0.8431372549019608,0.9148936170212766,0.18604651162790697,0.0,0.0005193243268877268,1.5935515971476606
42,False,rbc_pilot_002_shallow_medium_balanced_sharp,test,sharp,shallow,balanced,medium_balanced,False,0.14285714285714285,0.9995095729827881,0.49309027194976807,1.505928874015808,3.1834206581115723,1.7406474351882935,0.9668854475021362,0.3388349413871765,0.29357779026031494,0.3771737813949585,0.33652886748313904,0.7281553398058253,0.8426966292134831,0.27184466019417475,0.0,0.000539042113814503,0.4402563672322007
42,False,rbc_pilot_003_shallow_large_wide_sharp,train,sharp,shallow,wide,large_wide,False,0.14285714285714285,0.9345356822013855,0.4226754605770111,1.4463958740234375,0.1376420259475708,2.3120603561401367,1.1939842700958252,0.33384406566619873,0.26664310693740845,0.36913353204727173,0.32320690155029297,0.898876404494382,0.9467455621301775,0.05,0.0,0.000657017168123275,0.8608601795373731
42,False,rbc_pilot_004_shallow_elongated_sharp,train,sharp,shallow,narrow,elongated,False,0.14285714285714285,0.9174332022666931,0.3711892366409302,1.4636772871017456,1.9464157819747925,2.3929736614227295,0.4708620309829712,0.3401558995246887,0.29362887144088745,0.34954679012298584,0.3277771770954132,0.6972477064220184,0.8216216216216217,0.3717948717948718,0.0,0.00035892208688892424,1.0028296155914904
42,False,rbc_pilot_005_medium_small_compact_sharp,val,sharp,medium,compact,small_compact,False,0.14285714285714285,1.0890263319015503,0.6107399463653564,1.5673128366470337,6.255468368530273,2.0686826705932617,0.6520480513572693,0.3784523606300354,0.3016395568847656,0.3737759590148926,0.3512892723083496,0.44776119402985076,0.6185567010309279,1.2333333333333334,0.0,0.0004846287483815104,2.2919247300342662
42,False,rbc_pilot_006_medium_medium_balanced_sharp,train,sharp,medium,balanced,medium_balanced,False,0.14285714285714285,1.0551656484603882,0.5317928791046143,1.5785385370254517,4.487244606018066,2.4721202850341797,0.5778754353523254,0.34448617696762085,0.32336294651031494,0.3901899456977844,0.35267969965934753,0.6551724137931034,0.7916666666666666,0.3448275862068966,0.0,0.00019825644267257303,0.41412902032539123
42,False,rbc_pilot_007_medium_large_wide_sharp,train,sharp,medium,wide,large_wide,False,0.14285714285714285,1.032993197441101,0.6251114010810852,1.4408750534057617,4.270676612854004,5.392771244049072,0.08158665150403976,0.34681397676467896,0.2672291398048401,0.3538908362388611,0.3226446509361267,0.6558823529411765,0.7921847246891652,0.34411764705882353,0.0,0.0002661274338606745,0.2814622291093527
42,False,rbc_pilot_008_medium_elongated_sharp,train,sharp,medium,narrow,elongated,False,0.14285714285714285,1.0260090827941895,0.5792493224143982,1.472768783569336,4.9214606285095215,1.2809504270553589,1.1021387577056885,0.33816367387771606,0.28572583198547363,0.36426210403442383,0.32938387989997864,0.8246753246753247,0.9039145907473309,0.051094890510948905,0.0,0.00035089629818685353,0.19569807159931696
42,False,rbc_pilot_009_deep_small_compact_sharp,test,sharp,deep,compact,small_compact,False,0.14285714285714285,0.9920632243156433,0.5418142676353455,1.442312240600586,2.4022068977355957,0.4047667682170868,1.8488688468933105,0.33513516187667847,0.28897470235824585,0.34483277797698975,0.3229808807373047,0.7053571428571429,0.8272251308900523,0.4177215189873418,0.0,0.000611084746196866,0.07918906303771989
42,False,rbc_pilot_010_deep_medium_balanced_sharp,train,sharp,deep,balanced,medium_balanced,False,0.14285714285714285,1.008934497833252,0.694837749004364,1.3230313062667847,2.695901393890381,2.8367888927459717,1.6769410371780396,0.32080864906311035,0.2693963050842285,0.30071306228637695,0.2969726622104645,0.7315789473684211,0.8449848024316109,0.26842105263157895,0.0,0.0005349572747945786,0.44309308846702905
42,False,rbc_pilot_011_deep_large_wide_sharp,train,sharp,deep,wide,large_wide,False,0.14285714285714285,1.2629872560501099,1.0910917520523071,1.434882640838623,5.070160865783691,6.174035549163818,1.8391413688659668,0.36705267429351807,0.2592431306838989,0.3399670720100403,0.3220876157283783,0.642691415313225,0.7824858757062146,0.35730858468677495,0.0,0.0005871857865713537,0.5160064113964058
42,False,rbc_pilot_013_shallow_small_compact_round,train,round,shallow,compact,small_compact,False,0.14285714285714285,0.698614776134491,0.5034646987915039,0.8937647342681885,5.228735446929932,0.6008031964302063,0.8959909677505493,0.22647130489349365,0.14352333545684814,0.23021668195724487,0.20007044076919556,0.5679012345679012,0.7244094488188977,0.7608695652173914,0.0,0.00044547035940922797,2.5996370582171027
42,False,rbc_pilot_014_shallow_medium_balanced_round,train,round,shallow,balanced,medium_balanced,False,0.14285714285714285,0.7164238095283508,0.4530145227909088,0.9798330664634705,3.908229112625122,1.6444875001907349,0.6281881332397461,0.18549221754074097,0.23021149635314941,0.2395327091217041,0.2184121459722519,0.6545454545454545,0.7912087912087912,0.34545454545454546,0.0,0.0003461174201220274,0.05353719104244039
42,False,rbc_pilot_015_shallow_large_wide_round,test,round,shallow,wide,large_wide,False,0.14285714285714285,0.6580696702003479,0.42089569568634033,0.8952435851097107,1.4631450176239014,0.27451571822166443,1.5500953197479248,0.1944441795349121,0.1660880446434021,0.2380739450454712,0.19953538477420807,0.9019607843137255,0.9484536082474226,0.10869565217391304,0.0,0.0007663442520424724,1.326920093742442
42,False,rbc_pilot_016_shallow_elongated_round,train,round,shallow,narrow,elongated,False,0.14285714285714285,0.7331316471099854,0.6989517211914062,0.7673115730285645,2.112649440765381,3.5927350521087646,1.5840518474578857,0.1813982129096985,0.17521023750305176,0.1609223484992981,0.1725102663040161,0.535483870967742,0.6974789915966386,0.8674698795180723,0.0,0.000780238478910178,2.7667041306921023
42,False,rbc_pilot_017_medium_small_compact_round,train,round,medium,compact,small_compact,True,0.14285714285714285,0.5700538754463196,0.29834675788879395,0.8417609333992004,2.000000238418579,1.0000001192092896,0.5847710371017456,0.14947211742401123,0.17001760005950928,0.23998308181762695,0.18649093806743622,0.7384615384615385,0.8495575221238938,0.26153846153846155,0.0,0.00020932314509991556,0.40915847204220174
