seed,epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5,best_val_threshold,best_val_iou,best_val_dice,best_val_area_error,best_val_score,best_val_group_score_mean,best_val_group_score_std,train_task_ce,train_count_ce,train_residual_l2,val_task_ce,val_count_ce,val_residual_l2
42,1,0.8286851641831098,0.1792763062828296,0.5808122179529689,0.5987766299928937,0.13258071137326105,0.43507902537073406,,,,,0.7,0.44674816446535676,0.6005617633177777,0.2531390860423848,0.7752041572441242,0.7837919316704203,0.03435109770518453,0.3906871048053978,0.4042698677528549,93.14431955730349,0.16476822049922038,0.1788089273364132,56.996277468545095
42,2,0.5874056397257624,0.13435252910261755,0.4134566016025371,0.5657533002751214,0.16357024759054184,0.3669415967805045,,,,,0.6,0.49824611084979575,0.6430920297329231,0.3137105223441076,0.8071055820381878,0.8276879822575323,0.08232960087737783,0.25489052033958,0.26075830435808245,10.695390005369443,0.22330983568872398,0.23197173328015555,13.118806736809868
42,3,0.5068775305339882,0.11712955948603046,0.3585711798152408,0.4446429227079664,0.10571820980736188,0.32101889167513165,,,,,0.7,0.5592309005989408,0.7077476080237237,0.22977212038704894,1.0261114673939478,1.0308565163851122,0.01898019596465754,0.201761965547596,0.2047243930896543,7.643738901561445,0.08536055511264554,0.0878658004459721,49.76460854496275
42,4,0.4519429660595215,0.10605340649013047,0.3194602228499748,0.42903138271399904,0.1058113029492753,0.3049105831554958,,,,,0.6,0.5760706453997054,0.7158895262077261,0.2240073335026077,0.9624708302636347,1.0188891375019014,0.22567322895306663,0.1639967636033976,0.17016826106843944,15.2124996861896,0.1167248290023833,0.11784720773825288,7.446513978498323
42,5,0.4253468553762178,0.09913085085583163,0.3052314471554112,0.40207457329545704,0.0903544332832098,0.3009665608406067,,,,,0.6,0.5838783515350395,0.726459471754603,0.257043251102258,1.0045115192435892,1.0332966503053302,0.11514052424696446,0.13195922588226847,0.13068581842604987,12.5434548269521,0.0683114592522023,0.06764978425163852,5.399474231260164
42,6,0.4055612793376854,0.09641803092918955,0.2948689498342909,0.42212009855679106,0.09481317443507058,0.30085888504981995,,,,,0.7,0.5879642438397599,0.7279086951549412,0.2353646860064344,1.0555571105547201,1.072259032484798,0.06680768772031132,0.08803370643379838,0.08714341617746253,11.13757050037384,0.17838227278945076,0.15026002635328567,10.968086191586085
42,7,0.39015923641823436,0.09049141749336913,0.28028095305502954,0.42902715504169464,0.12078229763678142,0.2909087581293924,,,,,0.6,0.58233530078512,0.7209419610466999,0.2561224508619019,0.9721484605683706,1.01250157561451,0.1614124601845576,0.12025960422572614,0.11986040338309943,13.678839471426096,0.1073624928981839,0.11206303684801762,9.966995205198016
42,8,0.40976758663718765,0.09596983232610934,0.29504620223431977,0.3928613428558622,0.09047649907214302,0.2856279867036002,,,,,0.7,0.604514101714333,0.74158167320224,0.20822897188026657,1.113317154997331,1.1243583476283077,0.04416477052390623,0.11937705987991255,0.11580136138847494,10.237795594576243,0.09993023309501885,0.10948124131894994,12.897644966840744
42,9,0.37479056417942047,0.08790005226661493,0.27285092693191393,0.3910645565816334,0.09090074550892625,0.28400510975292753,,,,,0.5,0.601048984633428,0.7374440889090738,0.17360926222940304,1.0962423839874955,1.1293234713091378,0.13232434928656878,0.08668384441163554,0.08688228725241225,10.270818911157212,0.09961920719628584,0.09873156416844202,12.60201324735369
42,10,0.3698976619823559,0.08703080796309419,0.26860498415457235,0.38014682275908335,0.08989125862717628,0.28157604166439604,,,,,0.7,0.60742094257392,0.7446711652788499,0.18717758114904084,1.142116699497994,1.153511746271773,0.0455801870951157,0.09041333936404411,0.08722742920324866,8.591648696779131,0.05353182108767892,0.05388930155858621,6.318782261439732
