dataset,sample_id,base_sample_id,source_index,split,defect_type,variant_type,expected_quality_rank,generated_real_forward,target_delta_bz_source,reference_observed_available,source_pack,true_mask_iou,true_mask_dice,true_area_error,dense_iou,dense_dice,dense_area_error,target_index,profile_reconstruct_iou_vs_perturb_mask,profile_reconstruct_dice_vs_perturb_mask,profile_reconstruct_area_error_vs_perturb_mask,center_x,center_y,angle_rad,angle_sin,angle_cos,length,depth_proxy,area_from_profile_params,roughness_penalty,u_station_0,half_width_0,center_offset_0,occupancy_0,u_station_1,half_width_1,center_offset_1,occupancy_1,u_station_2,half_width_2,center_offset_2,occupancy_2,u_station_3,half_width_3,center_offset_3,occupancy_3,u_station_4,half_width_4,center_offset_4,occupancy_4,u_station_5,half_width_5,center_offset_5,occupancy_5,u_station_6,half_width_6,center_offset_6,occupancy_6,u_station_7,half_width_7,center_offset_7,occupancy_7,mean_half_width,max_half_width,min_half_width,std_half_width,mean_abs_offset,max_abs_offset,profile_area_proxy
perturb,rect_v9_0070__perturb_02_center_shift_large,rect_v9_0070,10,train,rectangular_notch,center_shift_large,2,True,comsol_perturb_delta_bz,True,,0.658307210031348,0.7939508506616257,0.09090909090909091,nan,nan,nan,10,1.0,1.0,0.0,-0.0044094488188976405,-0.0014285714285714238,0.0,0.0,1.0,0.01448818897637795,0.0022,0.00010118735158105236,0.0,-0.007244094488188975,0.0034920634920634925,-4.553649124439119e-18,1.0,-0.005174353205849268,0.0034920634920634925,-4.553649124439119e-18,1.0,-0.0031046119235095607,0.0034920634920634925,-4.553649124439119e-18,1.0,-0.0010348706411698536,0.0034920634920634925,-4.553649124439119e-18,1.0,0.0010348706411698536,0.0034920634920634925,-4.553649124439119e-18,1.0,0.0031046119235095607,0.0034920634920634925,-4.553649124439119e-18,1.0,0.005174353205849268,0.0034920634920634925,-4.553649124439119e-18,1.0,0.007244094488188975,0.0034920634920634925,-4.553649124439119e-18,1.0,0.0034920634920634925,0.0034920634920634925,0.0034920634920634925,0.0,4.553649124439119e-18,4.553649124439119e-18,0.00010118735158105236
perturb,rect_v9_0070__perturb_03_size_scale_small,rect_v9_0070,11,train,rectangular_notch,size_scale_small,1,True,comsol_perturb_delta_bz,True,,0.8424908424908425,0.9145129224652088,0.011857707509881422,nan,nan,nan,11,0.9523809523809523,0.975609756097561,0.05,-0.0022047244094488194,-0.000952380952380953,0.0,0.0,1.0,0.01511811023622047,0.0023320000000000003,9.598800149981254e-05,0.0,-0.00755905511811024,0.0031746031746031755,-0.0001587301587301583,1.0,-0.005399325084364458,0.0031746031746031755,-0.0001587301587301583,1.0,-0.0032395950506186764,0.0031746031746031755,-0.0001587301587301583,1.0,-0.0010798650168728947,0.0031746031746031755,-0.0001587301587301583,1.0,0.001079865016872887,0.0031746031746031755,-0.0001587301587301583,1.0,0.0032395950506186695,0.0031746031746031755,-0.0001587301587301583,1.0,0.00539932508436445,0.0031746031746031755,-0.0001587301587301583,1.0,0.007559055118110231,0.0031746031746031755,-0.0001587301587301583,1.0,0.0031746031746031755,0.0031746031746031755,0.0031746031746031755,0.0,0.0001587301587301583,0.0001587301587301583,9.598800149981254e-05
perturb,rect_v9_0070__perturb_04_size_scale_large,rect_v9_0070,12,train,rectangular_notch,size_scale_large,2,True,comsol_perturb_delta_bz,True,,0.6758893280632411,0.8066037735849056,0.3241106719367589,nan,nan,nan,12,0.9473684210526315,0.972972972972973,0.05555555555555555,-0.0022047244094488246,-0.0009523809523809544,0.0,0.0,1.0,0.011338582677165351,0.0018700000000000001,6.479190101237343e-05,0.0,-0.005669291338582671,0.0028571428571428567,-0.0001587301587301569,1.0,-0.004049493813273335,0.0028571428571428567,-0.0001587301587301569,1.0,-0.0024296962879639997,0.0028571428571428567,-0.0001587301587301569,1.0,-0.0008098987626546641,0.0028571428571428567,-0.0001587301587301569,1.0,0.0008098987626546719,0.0028571428571428567,-0.0001587301587301569,1.0,0.002429696287964008,0.0028571428571428567,-0.0001587301587301569,1.0,0.004049493813273343,0.0028571428571428567,-0.0001587301587301569,1.0,0.00566929133858268,0.0028571428571428567,-0.0001587301587301569,1.0,0.0028571428571428567,0.0028571428571428567,0.0028571428571428567,0.0,0.0001587301587301569,0.0001587301587301569,6.479190101237343e-05
perturb,rect_v9_0070__perturb_05_angle_shift_small,rect_v9_0070,13,train,rectangular_notch,angle_shift_small,1,True,comsol_perturb_delta_bz,True,,0.8882783882783882,0.9408341416100873,0.037549407114624504,nan,nan,nan,13,0.9250936329588015,0.9610894941634242,0.0419047619047619,-0.002269516310461195,-0.000997430083144369,0.07833056867671662,0.07825049138940178,0.996933729290627,0.014313596689945196,0.0022,9.966570180136514e-05,1.2372325067137427e-08,-0.00713836284852541,0.0033848528848709173,8.735485633525395e-06,1.0,-0.005093563321390382,0.0034951575415359134,-0.000139139458724399,1.0,-0.0030487637942553545,0.0035690950137148756,-0.0002870144030823234,1.0,-0.0010039642671203271,0.0034705117174762597,-6.911080113343988e-05,1.0,0.0010408352600147011,0.003519803365595566,0.00014879280081544368,1.0,0.0030856347871497294,0.0034705117174762597,0.0002681131065257129,1.0,0.005130434314284756,0.0034172767375074066,-9.766543978109734e-05,1.0,0.007175233841419785,0.0034714975504386452,-0.00024554038413902174,1.0,0.0034748383160769806,0.0035690950137148756,0.0033848528848709173,5.336005579290743e-05,0.00015801398497937043,0.0002870144030823234,9.966570180136514e-05
perturb,rect_v9_0070__perturb_06_angle_shift_large,rect_v9_0070,14,train,rectangular_notch,angle_shift_large,2,True,comsol_perturb_delta_bz,True,,0.7521222410865874,0.8585271317829457,0.039525691699604744,nan,nan,nan,14,0.9277566539923955,0.9625246548323472,0.07224334600760456,-0.0022466393221759855,-0.0010006638903977299,0.269042282581629,0.26580829432911623,0.9640259076735677,0.014388907456005469,0.0022,9.759524472731234e-05,1.1768675424611724e-08,-0.0071834044535670875,0.0033889322416510246,2.656778929657288e-05,1.0,-0.005127846245566306,0.0033877787768273955,-2.2688312941814654e-06,1.0,-0.0030722880375655248,0.0034950695042167282,-5.9942072475693405e-05,1.0,-0.0010167298295647434,0.0033952762981809916,-8.87786930664459e-05,1.0,0.001038828378436038,0.0033889322416510237,2.0986361392430564e-05,1.0,0.0030943865864368203,0.003340096064520105,-7.850259198321909e-06,1.0,0.005149944794437601,0.003340096064520104,-0.00020412517542946654,1.0,0.0072055030024383805,0.0033952762981809925,-9.43601209705883e-05,1.0,0.0033914321862185456,0.0034950695042167282,0.003340096064520104,4.481474325396598e-05,6.310991289046261e-05,0.00020412517542946654,9.759524472731234e-05
perturb,rect_v9_0070__perturb_07_mixed_center_size_angle,rect_v9_0070,15,train,rectangular_notch,mixed_center_size_angle,3,True,comsol_perturb_delta_bz,True,,0.6539074960127592,0.7907425265188043,0.04940711462450593,nan,nan,nan,15,0.9322033898305084,0.9649122807017544,0.06779661016949153,-0.000714741165828849,9.266732430571465e-06,0.17765072256483805,0.1767177597234691,0.984261567571506,0.016535335936299522,0.0024200000000000003,9.924582689153731e-05,8.782297747963383e-10,-0.008258461964698009,0.0029899664882850905,-3.871960300837707e-05,1.0,-0.00589627111665522,0.0029899664882850918,-6.021043482780313e-05,1.0,-0.003534080268612431,0.002993559585965977,8.126175374901016e-06,1.0,-0.0011718894205696422,0.0030058697038314653,-0.00012468293028608052,1.0,0.0011903014274731467,0.003003643338354635,-3.4855488263952094e-05,1.0,0.0035524922755159356,0.0030287950221208303,-5.634632008337803e-05,1.0,0.0059146831235587245,0.0029953561348064197,1.1990290119326224e-05,1.0,0.008276873971601512,0.0029899664882850913,-9.500541700100851e-06,1.0,0.0029996404062418254,0.0030287950221208303,0.0029899664882850905,1.2454440291883127e-05,4.305397295798987e-05,0.00012468293028608052,9.924582689153731e-05
perturb,rect_v9_0030__perturb_00_true_geometry_reference,rect_v9_0030,16,train,rectangular_notch,true_geometry_reference,0,False,comsol_perturb_delta_bz,True,,1.0,1.0,0.0,nan,nan,nan,16,0.9615384615384616,0.9803921568627451,0.038461538461538464,0.0015748031496062968,-1.9780557282631465e-18,0.0,0.0,1.0,0.010078740157480316,0.001,8.223886299926795e-05,5.0108339632149e-08,-0.005039370078740159,0.00412063492063492,-0.00015873015873015653,1.0,-0.003599550056242971,0.0041269841269841265,-0.00015873015873015653,1.0,-0.002159730033745783,0.003968253968253968,-0.00015873015873015653,1.0,-0.0007199100112485948,0.00412063492063492,-0.00015873015873015653,1.0,0.000719910011248593,0.0041269841269841265,-0.00015873015873015653,1.0,0.002159730033745781,0.003968253968253968,-0.00015873015873015653,1.0,0.0035995500562429695,0.0041269841269841265,-0.00015873015873015653,1.0,0.005039370078740157,0.00412063492063492,-0.00015873015873015653,1.0,0.004084920634920634,0.0041269841269841265,0.003968253968253968,6.74136159542281e-05,0.00015873015873015653,0.00015873015873015653,8.223886299926795e-05
perturb,rect_v9_0030__perturb_01_center_shift_small,rect_v9_0030,17,train,rectangular_notch,center_shift_small,1,True,comsol_perturb_delta_bz,True,,0.7559055118110236,0.8609865470852018,0.01809954751131222,nan,nan,nan,17,1.0,1.0,0.0,0.0006299212598425159,-0.00047619047619047836,0.0,0.0,1.0,0.01070866141732283,0.001,8.158980127484063e-05,0.0,-0.005354330708661413,0.0038095238095238104,2.8189256484623115e-18,1.0,-0.003824521934758152,0.0038095238095238104,2.8189256484623115e-18,1.0,-0.0022947131608548905,0.0038095238095238104,2.8189256484623115e-18,1.0,-0.000764904386951629,0.0038095238095238104,2.8189256484623115e-18,1.0,0.0007649043869516325,0.0038095238095238104,2.8189256484623115e-18,1.0,0.002294713160854894,0.0038095238095238104,2.8189256484623115e-18,1.0,0.0038245219347581554,0.0038095238095238104,2.8189256484623115e-18,1.0,0.005354330708661417,0.0038095238095238104,2.8189256484623115e-18,1.0,0.0038095238095238104,0.0038095238095238104,0.0038095238095238104,0.0,2.8189256484623115e-18,2.8189256484623115e-18,8.158980127484063e-05
perturb,rect_v9_0030__perturb_02_center_shift_large,rect_v9_0030,18,train,rectangular_notch,center_shift_large,2,True,comsol_perturb_delta_bz,True,,0.5130890052356021,0.6782006920415224,0.038461538461538464,nan,nan,nan,18,1.0,1.0,0.0,0.0034645669291338563,0.0014285714285714292,0.0,0.0,1.0,0.01007874015748031,0.001,7.679040119984998e-05,0.0,-0.0050393700787401555,0.0038095238095238095,-8.673617379884035e-19,1.0,-0.0035995500562429686,0.0038095238095238095,-8.673617379884035e-19,1.0,-0.0021597300337457812,0.0038095238095238095,-8.673617379884035e-19,1.0,-0.0007199100112485939,0.0038095238095238095,-8.673617379884035e-19,1.0,0.000719910011248593,0.0038095238095238095,-8.673617379884035e-19,1.0,0.00215973003374578,0.0038095238095238095,-8.673617379884035e-19,1.0,0.0035995500562429677,0.0038095238095238095,-8.673617379884035e-19,1.0,0.005039370078740154,0.0038095238095238095,-8.673617379884035e-19,1.0,0.0038095238095238095,0.0038095238095238095,0.0038095238095238095,0.0,8.673617379884035e-19,8.673617379884035e-19,7.679040119984998e-05
perturb,rect_v9_0030__perturb_03_size_scale_small,rect_v9_0030,19,train,rectangular_notch,size_scale_small,1,True,comsol_perturb_delta_bz,True,,0.8687782805429864,0.9297820823244553,0.13122171945701358,nan,nan,nan,19,0.96,0.9795918367346939,0.041666666666666664,0.0012598425196850358,-2.1774393630750546e-18,0.0,0.0,1.0,0.009448818897637795,0.0010600000000000002,7.19910011248594e-05,0.0,-0.0047244094488188984,0.0038095238095238095,-0.00015873015873015634,1.0,-0.003374578177727785,0.0038095238095238095,-0.00015873015873015634,1.0,-0.002024746906636671,0.0038095238095238095,-0.00015873015873015634,1.0,-0.0006749156355455579,0.0038095238095238095,-0.00015873015873015634,1.0,0.0006749156355455562,0.0038095238095238095,-0.00015873015873015634,1.0,0.0020247469066366703,0.0038095238095238095,-0.00015873015873015634,1.0,0.0033745781777277826,0.0038095238095238095,-0.00015873015873015634,1.0,0.004724409448818897,0.0038095238095238095,-0.00015873015873015634,1.0,0.0038095238095238095,0.0038095238095238095,0.0038095238095238095,0.0,0.00015873015873015634,0.00015873015873015634,7.19910011248594e-05
perturb,rect_v9_0030__perturb_04_size_scale_large,rect_v9_0030,20,train,rectangular_notch,size_scale_large,2,True,comsol_perturb_delta_bz,True,,0.7015873015873015,0.8246268656716418,0.4253393665158371,nan,nan,nan,20,0.9668769716088328,0.983159582999198,0.020634920634920634,0.0015748031496062962,-5.507058653894625e-20,0.0,0.0,1.0,0.012598425196850394,0.00085,0.00011936793615083831,1.142857142857144e-08,-0.006299212598425193,0.004761904761904762,-0.00015873015873015846,1.0,-0.004499437570303709,0.004761904761904762,-0.00015873015873015846,1.0,-0.002699662542182224,0.004704761904761905,-0.00015873015873015846,1.0,-0.0008998875140607387,0.004761904761904762,-0.00015873015873015846,1.0,0.0008998875140607456,0.004704761904761905,-0.00015873015873015846,1.0,0.00269966254218223,0.004761904761904762,-0.00015873015873015846,1.0,0.004499437570303716,0.004704761904761905,-0.00015873015873015846,1.0,0.0062992125984252,0.004761904761904762,-0.00015873015873015846,1.0,0.004740476190476191,0.004761904761904762,0.004704761904761905,2.7664166758624418e-05,0.00015873015873015846,0.00015873015873015846,0.00011936793615083831
perturb,rect_v9_0030__perturb_05_angle_shift_small,rect_v9_0030,21,train,rectangular_notch,angle_shift_small,1,True,comsol_perturb_delta_bz,True,,0.9173913043478261,0.9569160997732427,0.004524886877828055,nan,nan,nan,21,0.9194630872483222,0.958041958041958,0.05,0.0015175375805297035,2.9581529581527357e-05,0.10842542754601547,0.1082131095061061,0.9941277196271209,0.010618981527946287,0.001,8.422151888242483e-05,2.614194853988699e-08,-0.00529609605901767,0.00385531895589869,3.632705012573219e-05,1.0,-0.0037790986978824864,0.004029634973560543,-0.00010000442641739391,1.0,-0.0022621013367473027,0.004024686366296597,-0.00023633590296051924,1.0,-0.0007451039756121184,0.004029634973560544,-0.00037266737950364533,1.0,0.0007718933855230649,0.0038539556411332594,-1.4138129652043061e-05,1.0,0.0022888907466582483,0.0038539556411332594,-8.230386792360611e-05,1.0,0.0038058881077934334,0.004027412995827461,2.8795018730632305e-05,1.0,0.005322885468928616,0.004024686366296596,0.00020805964365643302,1.0,0.003962410739213368,0.004029634973560544,0.0038539556411332594,8.367620841816444e-05,0.00013482892737125065,0.00037266737950364533,8.422151888242483e-05
perturb,rect_v9_0030__perturb_06_angle_shift_large,rect_v9_0030,22,train,rectangular_notch,angle_shift_large,2,True,comsol_perturb_delta_bz,True,,0.8073770491803278,0.8934240362811792,0.004524886877828055,nan,nan,nan,22,0.9229024943310657,0.9599056603773585,0.07272727272727272,0.0014717251252684307,-5.772005772007992e-06,0.2767414106533308,0.2732225018667855,0.9619508638561818,0.010560741631168982,0.001,8.200186776315138e-05,9.660296745868797e-09,-0.005308535917247535,0.003873966036668243,0.00011331549522070836,1.0,-0.0037998585413662523,0.0038747427586395523,-5.879316737254284e-05,1.0,-0.0022911811654849693,0.003874742758639554,-9.76292659380334e-05,1.0,-0.0007825037896036858,0.0039619595922314645,-0.00013646536450352424,1.0,0.0007261735862775969,0.0038739660366682426,0.000130079763551993,1.0,0.0022348509621588795,0.0038366833820453724,-8.086499760674865e-05,1.0,0.003743528338040164,0.0038366833820453732,-0.00011970109617224112,1.0,0.0052522057139214465,0.003961959592231466,-0.0002918097587654903,1.0,0.0038868379423961583,0.003961959592231466,0.0038366833820453724,4.601826166081643e-05,0.00012858236364141025,0.0002918097587654903,8.200186776315138e-05
