group_field,group_value,split,subset,sample_count,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,shape_error_count,center_error_mean_mm,center_error_p95_mm,center_error_max_mm,burial_error_mean_mm,burial_error_p95_mm,burial_error_max_mm
burial_depth_level,deep,test,all,12,1,0.08333333333333333,0,0,3.740613617002964,9.386399030685418,14.608484268188477,0.3363049228986104,0.9615398854017253,1.3027591705322266
burial_depth_level,deep_plus,test,all,22,7,0.3181818181818182,2,7,4.689942873337052,8.813147497177123,10.133456230163574,0.8286042049188506,1.9011387884616853,2.8612265586853027
burial_depth_level,medium,test,all,10,0,0.0,0,2,2.0989824295043946,4.645971274375912,6.171326160430908,0.37314674332737924,0.987222197651863,1.0056959390640259
burial_depth_level,shallow,test,all,16,1,0.0625,0,5,2.9091576915234327,7.868831515312195,10.002486228942871,0.36783018356072716,1.0644479393959045,1.547678828239441
burial_depth_level,deep,test,source_v2,10,1,0.1,0,0,2.652798792719841,5.111308693885803,5.113783836364746,0.37433956265449525,1.0235797554254527,1.3027591705322266
burial_depth_level,deep_plus,test,source_v2,10,3,0.3,0,0,2.558440837264061,5.543324136734008,5.670320510864258,0.5921483334153891,1.758489382266998,1.9017924070358276
burial_depth_level,medium,test,source_v2,10,0,0.0,0,2,2.0989824295043946,4.645971274375912,6.171326160430908,0.37314674332737924,0.987222197651863,1.0056959390640259
burial_depth_level,shallow,test,source_v2,10,1,0.1,0,2,3.230637916922569,8.722293400764462,10.002486228942871,0.3829847294371575,1.2577402949333183,1.547678828239441
burial_depth_level,deep,test,hardcase_topup,2,0,0.0,0,0,9.179687738418579,14.065604615211486,14.608484268188477,0.1461317241191864,0.2767282664775848,0.2912389934062958
burial_depth_level,deep_plus,test,hardcase_topup,12,4,0.3333333333333333,2,7,6.466194570064545,9.415208292007446,10.133456230163574,1.0256507645050685,2.326347970962524,2.8612265586853027
burial_depth_level,shallow,test,hardcase_topup,6,0,0.0,0,3,2.3733573158582053,3.928616523742676,4.213773250579834,0.3425726071000099,0.6347027719020844,0.6413673162460327
size_level,large,train,all,103,0,0.0,0,0,0.7722642479591,2.115805387496944,2.8839664459228516,0.052280648087051886,0.14497841894626615,0.24206051230430603
size_level,medium,train,all,83,0,0.0,0,0,0.7303661702268095,2.3235513448715195,2.7627527713775635,0.04791470906551344,0.11977266445755959,0.18625473976135254
size_level,small,train,all,54,0,0.0,0,0,0.8314798432919714,1.9732401728630065,2.0979416370391846,0.054007787705847514,0.11316373646259308,0.3133097290992737
size_level,large,train,source_v2,53,0,0.0,0,0,0.7836468305509046,2.1739638328552244,2.8839664459228516,0.050627371946455176,0.1280160173773765,0.24206051230430603
size_level,medium,train,source_v2,53,0,0.0,0,0,0.5778327519601246,1.314184403419494,2.3417394161224365,0.048480760060110185,0.11967129558324814,0.18625473976135254
size_level,small,train,source_v2,54,0,0.0,0,0,0.8314798432919714,1.9732401728630065,2.0979416370391846,0.054007787705847514,0.11316373646259308,0.3133097290992737
size_level,large,train,hardcase_topup,50,0,0.0,0,0,0.760198710411787,1.4307552754878996,2.3729188442230225,0.054033120796084404,0.1440248340368271,0.21420559287071228
size_level,medium,train,hardcase_topup,30,0,0.0,0,0,0.9998418758312861,2.6131794452667236,2.7627527713775635,0.04691468564172586,0.13092759773135176,0.17789238691329956
size_level,large,val,all,25,1,0.04,1,6,2.9894042694568634,6.124672794342038,11.663759231567383,0.4186131156235933,0.9762609720230102,2.4481396675109863
size_level,medium,val,all,22,2,0.09090909090909091,1,5,2.048616044900634,6.285182738304137,8.780267715454102,0.5226029255215756,1.8960663855075832,3.7809362411499023
size_level,small,val,all,13,1,0.07692307692307693,1,3,1.8576558874203608,5.489001750946043,6.257681369781494,0.28203859423788696,1.3569576025009151,1.524403691291809
size_level,large,val,source_v2,13,0,0.0,0,1,2.7334071833353777,5.678005886077879,6.348006248474121,0.2494520886013141,0.8857333779335022,0.9033709764480591
size_level,medium,val,source_v2,14,0,0.0,0,1,0.9760319654430661,3.418651401996612,4.203212261199951,0.1718202453173165,0.6078013822436331,0.8269243240356445
size_level,small,val,source_v2,13,1,0.07692307692307693,1,3,1.8576558874203608,5.489001750946043,6.257681369781494,0.28203859423788696,1.3569576025009151,1.524403691291809
size_level,large,val,hardcase_topup,12,1,0.08333333333333333,1,5,3.266734446088473,7.7348563432693425,11.663759231567383,0.6018708948977292,1.6414323657751073,2.4481396675109863
size_level,medium,val,hardcase_topup,8,2,0.25,1,4,3.925638183951378,7.945340061187743,8.780267715454102,1.136472615879029,3.12906213402748,3.7809362411499023
size_level,large,test,all,26,4,0.15384615384615385,1,8,4.4427259002740564,10.100713729858398,14.608484268188477,0.6184257652897102,1.8034597337245941,2.8612265586853027
size_level,medium,test,all,21,5,0.23809523809523808,1,5,3.3436476290225983,6.995227336883545,7.860213279724121,0.6399392546598046,1.5833412408828735,1.9017924070358276
size_level,small,test,all,13,0,0.0,0,1,2.298075412328427,5.533500576019286,6.171326160430908,0.18183905445039272,0.6670320391654962,0.8917860984802246
size_level,large,test,source_v2,14,1,0.07142857142857142,0,2,2.87206600180694,8.15331881046295,10.002486228942871,0.4410200012581689,1.195389950275421,1.547678828239441
size_level,medium,test,source_v2,13,4,0.3076923076923077,0,1,2.717284259887842,5.500992012023925,5.670320510864258,0.6683081509903647,1.7107217073440548,1.9017924070358276
size_level,small,test,source_v2,13,0,0.0,0,1,2.298075412328427,5.533500576019286,6.171326160430908,0.18183905445039272,0.6670320391654962,0.8917860984802246
size_level,large,test,hardcase_topup,12,3,0.25,1,6,6.275162448485692,12.147218847274777,14.608484268188477,0.8253991566598415,2.326347970962524,2.8612265586853027
size_level,medium,test,hardcase_topup,8,1,0.125,1,4,4.361488103866577,7.557468199729919,7.860213279724121,0.5938397981226444,1.207537478208542,1.215842366218567
aspect_bin,compact,train,all,137,0,0.0,0,0,0.919874895935076,2.3477730751037593,2.8839664459228516,0.05441254998360128,0.12474268376827212,0.18625473976135254
aspect_bin,elongated_x,train,all,48,0,0.0,0,0,0.5330962250009179,1.188320904970169,1.5878311395645142,0.04823057341855019,0.11389743238687515,0.24206051230430603
aspect_bin,elongated_y,train,all,55,0,0.0,0,0,0.6082189393314448,1.3878974914550781,1.6360869407653809,0.0456120230850171,0.1486834123730659,0.3133097290992737
aspect_bin,compact,train,source_v2,90,0,0.0,0,0,0.882350439661079,2.1649455070495605,2.8839664459228516,0.055887773379476535,0.1178034096956253,0.18625473976135254
aspect_bin,elongated_x,train,source_v2,37,0,0.0,0,0,0.5179824559269725,1.2831046342849715,1.5878311395645142,0.04989808178632646,0.11445544511079786,0.24206051230430603
aspect_bin,elongated_y,train,source_v2,33,0,0.0,0,0,0.5600436052138155,1.3749329090118403,1.6360869407653809,0.03918251218838674,0.13091257214546195,0.3133097290992737
aspect_bin,compact,train,hardcase_topup,47,0,0.0,0,0,0.9917302377363468,2.6131794452667236,2.7627527713775635,0.05158765411915931,0.14503811001777647,0.17789238691329956
aspect_bin,elongated_x,train,hardcase_topup,11,0,0.0,0,0,0.5839334482496435,0.8927709758281708,0.9143752455711365,0.04262168163603002,0.10272464901208878,0.11428818106651306
aspect_bin,elongated_y,train,hardcase_topup,22,0,0.0,0,0,0.6804819405078888,1.3805382251739502,1.40506911277771,0.055256289429962635,0.14071260467171667,0.21420559287071228
aspect_bin,compact,val,all,39,2,0.05128205128205128,2,9,2.694623120320149,6.633310890197757,11.663759231567383,0.472487145760216,1.6167772889137282,3.7809362411499023
aspect_bin,elongated_x,val,all,15,1,0.06666666666666667,0,3,1.5241868813832602,4.384081172943114,4.976548671722412,0.22692071869969369,0.9333611726760849,1.9184387922286987
aspect_bin,elongated_y,val,all,6,1,0.16666666666666666,1,2,2.6668468912442527,5.618163526058197,6.257681369781494,0.6330474186688662,1.4145747125148773,1.4709906578063965
aspect_bin,compact,val,source_v2,22,0,0.0,0,2,2.0004054091193457,5.179932641983031,6.348006248474121,0.25301501935940574,0.8716224461793899,1.524403691291809
aspect_bin,elongated_x,val,source_v2,13,0,0.0,0,2,1.2292119723099928,4.468719387054442,4.976548671722412,0.1093260024029475,0.453531378507614,0.5111850500106812
aspect_bin,elongated_y,val,source_v2,5,1,0.2,1,1,2.6719185590744017,5.746067094802856,6.257681369781494,0.4654587708413601,1.1769356966018676,1.2453268766403198
aspect_bin,compact,val,hardcase_topup,17,2,0.11764705882352941,2,7,3.593022511285894,9.356966018676756,11.663759231567383,0.7565098975730293,2.714698982238769,3.7809362411499023
aspect_bin,elongated_x,val,hardcase_topup,2,1,0.5,0,1,3.441523790359497,3.5559781551361085,3.568695306777954,0.9912863746285439,1.825723550468683,1.9184387922286987
aspect_bin,elongated_y,val,hardcase_topup,1,0,0.0,0,1,2.641488552093506,2.641488552093506,2.641488552093506,1.4709906578063965,1.4709906578063965,1.4709906578063965
aspect_bin,compact,test,all,36,7,0.19444444444444445,2,9,3.7557002711627216,10.035228729248047,14.608484268188477,0.5154660888947546,1.6596859395503998,1.9017924070358276
aspect_bin,elongated_x,test,all,5,0,0.0,0,2,2.5157676160335543,6.173002243041991,7.157613277435303,0.28732316866517066,0.522946262359619,0.5761545300483704
aspect_bin,elongated_y,test,all,19,2,0.10526315789473684,0,3,3.5693897965707277,6.415146780014035,7.860213279724121,0.6257003636687601,1.380380785465237,2.8612265586853027
aspect_bin,compact,test,source_v2,22,4,0.18181818181818182,0,1,2.367676102302291,5.6424936771392815,10.002486228942871,0.41535628493875265,1.5815581202507019,1.9017924070358276
aspect_bin,elongated_x,test,source_v2,4,0,0.0,0,2,2.586069993674755,6.380040258169172,7.157613277435303,0.2816256629303098,0.5315871864557266,0.5761545300483704
aspect_bin,elongated_y,test,source_v2,14,1,0.07142857142857142,0,1,3.069674681339945,5.662233281135559,6.171326160430908,0.4972751977121724,1.0656572163105011,1.177013874053955
aspect_bin,compact,test,hardcase_topup,14,3,0.21428571428571427,2,8,5.936881107943399,11.69971604347229,14.608484268188477,0.6727814951113292,1.6293248295783995,1.8887200355529785
aspect_bin,elongated_x,test,hardcase_topup,1,0,0.0,0,0,2.23455810546875,2.23455810546875,2.23455810546875,0.31011319160461426,0.31011319160461426,0.31011319160461426
aspect_bin,elongated_y,test,hardcase_topup,5,1,0.2,0,2,4.968592119216919,7.539087390899658,7.860213279724121,0.9852908283472062,2.5321497201919554,2.8612265586853027
subset,hardcase_topup,train,all,80,0,0.0,0,0,0.8500648974440992,2.384931874275207,2.7627527713775635,0.05136370761319995,0.1445771262049675,0.21420559287071228
subset,source_v2,train,all,160,0,0.0,0,0,0.7316145588178188,1.9959610641002639,2.8839664459228516,0.05105719707789831,0.1179898954927921,0.3133097290992737
subset,source_v2,train,source_v2,160,0,0.0,0,0,0.7316145588178188,1.9959610641002639,2.8839664459228516,0.05105719707789831,0.1179898954927921,0.3133097290992737
subset,hardcase_topup,train,hardcase_topup,80,0,0.0,0,0,0.8500648974440992,2.384931874275207,2.7627527713775635,0.05136370761319995,0.1445771262049675,0.21420559287071228
subset,hardcase_topup,val,all,20,3,0.15,2,9,3.5302959412336348,8.924442291259767,11.663759231567383,0.8157115832902491,2.5147794961929333,3.7809362411499023
subset,source_v2,val,all,40,1,0.025,1,5,1.833706685900688,5.282656097412106,6.348006248474121,0.23287155778380111,0.9204687714576711,1.524403691291809
subset,source_v2,val,source_v2,40,1,0.025,1,5,1.833706685900688,5.282656097412106,6.348006248474121,0.23287155778380111,0.9204687714576711,1.524403691291809
subset,hardcase_topup,val,hardcase_topup,20,3,0.15,2,9,3.5302959412336348,8.924442291259767,11.663759231567383,0.8157115832902491,2.5147794961929333,3.7809362411499023
subset,hardcase_topup,test,all,20,4,0.2,2,10,5.509692710638046,10.357207632064823,14.608484268188477,0.7327754132449626,1.9373453617095955,2.8612265586853027
subset,source_v2,test,all,40,5,0.125,0,4,2.6352149941027165,6.220640516281125,10.002486228942871,0.4306548422086053,1.5494619488716124,1.9017924070358276
subset,source_v2,test,source_v2,40,5,0.125,0,4,2.6352149941027165,6.220640516281125,10.002486228942871,0.4306548422086053,1.5494619488716124,1.9017924070358276
subset,hardcase_topup,test,hardcase_topup,20,4,0.2,2,10,5.509692710638046,10.357207632064823,14.608484268188477,0.7327754132449626,1.9373453617095955,2.8612265586853027
hardcase_target_id,,train,all,160,0,0.0,0,0,0.7316145588178188,1.9959610641002639,2.8839664459228516,0.05105719707789831,0.1179898954927921,0.3133097290992737
hardcase_target_id,target_01_geometry_branch_cuboid_ellipsoid,train,all,24,0,0.0,0,0,0.7879999354481697,1.3510781943798058,1.4059603214263916,0.026726513480146725,0.08266536798328154,0.08735573291778564
hardcase_target_id,target_02_full_shift_catastrophic,train,all,20,0,0.0,0,0,0.9262025438249111,2.39241054058075,2.7627527713775635,0.06985569223761559,0.14869860783219344,0.21420559287071228
hardcase_target_id,target_03_worst_center_regions,train,all,18,0,0.0,0,0,0.857956533630689,2.6131794452667236,2.6131794452667236,0.03419463336467743,0.06851955503225327,0.06851955503225327
hardcase_target_id,target_04_worst_burial_depth,train,all,16,0,0.0,0,0,0.8502569110132754,1.7204730808734894,2.181248426437378,0.08492110669612885,0.15341125056147575,0.17789238691329956
hardcase_target_id,target_05_compact_medium_large,train,all,2,0,0.0,0,0,0.7609071433544159,0.9953865259885788,1.021439790725708,0.04815266653895378,0.052786209434270856,0.053301047533750534
hardcase_target_id,,train,source_v2,160,0,0.0,0,0,0.7316145588178188,1.9959610641002639,2.8839664459228516,0.05105719707789831,0.1179898954927921,0.3133097290992737
hardcase_target_id,target_01_geometry_branch_cuboid_ellipsoid,train,hardcase_topup,24,0,0.0,0,0,0.7879999354481697,1.3510781943798058,1.4059603214263916,0.026726513480146725,0.08266536798328154,0.08735573291778564
hardcase_target_id,target_02_full_shift_catastrophic,train,hardcase_topup,20,0,0.0,0,0,0.9262025438249111,2.39241054058075,2.7627527713775635,0.06985569223761559,0.14869860783219344,0.21420559287071228
hardcase_target_id,target_03_worst_center_regions,train,hardcase_topup,18,0,0.0,0,0,0.857956533630689,2.6131794452667236,2.6131794452667236,0.03419463336467743,0.06851955503225327,0.06851955503225327
hardcase_target_id,target_04_worst_burial_depth,train,hardcase_topup,16,0,0.0,0,0,0.8502569110132754,1.7204730808734894,2.181248426437378,0.08492110669612885,0.15341125056147575,0.17789238691329956
hardcase_target_id,target_05_compact_medium_large,train,hardcase_topup,2,0,0.0,0,0,0.7609071433544159,0.9953865259885788,1.021439790725708,0.04815266653895378,0.052786209434270856,0.053301047533750534
hardcase_target_id,,val,all,40,1,0.025,1,5,1.833706685900688,5.282656097412106,6.348006248474121,0.23287155778380111,0.9204687714576711,1.524403691291809
hardcase_target_id,target_05_compact_medium_large,val,all,12,0,0.0,0,3,2.9787443627913794,6.437285161018369,8.780267715454102,0.45164320260907215,0.9672692149877548,0.9813991189002991
hardcase_target_id,target_06_shallow_edge,val,all,8,3,0.375,2,6,4.357623308897018,9.819609546661374,11.663759231567383,1.3618141543120146,3.314457440376281,3.7809362411499023
hardcase_target_id,,val,source_v2,40,1,0.025,1,5,1.833706685900688,5.282656097412106,6.348006248474121,0.23287155778380111,0.9204687714576711,1.524403691291809
hardcase_target_id,target_05_compact_medium_large,val,hardcase_topup,12,0,0.0,0,3,2.9787443627913794,6.437285161018369,8.780267715454102,0.45164320260907215,0.9672692149877548,0.9813991189002991
hardcase_target_id,target_06_shallow_edge,val,hardcase_topup,8,3,0.375,2,6,4.357623308897018,9.819609546661374,11.663759231567383,1.3618141543120146,3.314457440376281,3.7809362411499023
hardcase_target_id,,test,all,40,5,0.125,0,4,2.6352149941027165,6.220640516281125,10.002486228942871,0.4306548422086053,1.5494619488716124,1.9017924070358276
hardcase_target_id,target_06_shallow_edge,test,all,2,0,0.0,0,0,2.4061678647994995,4.0330127120018,4.213773250579834,0.14703045785427094,0.14863197803497313,0.14880992472171783
hardcase_target_id,target_07_deep_plus_edge,test,all,10,3,0.3,2,6,6.713545966148376,9.54579882621765,10.133456230163574,0.9097934097051621,1.709138739109039,1.8887200355529785
hardcase_target_id,target_08_x_pos_y_pos_region,test,all,4,1,0.25,0,3,3.512696534395218,5.9470399618148795,6.254583835601807,1.0529997199773788,2.5282476723194116,2.8612265586853027
hardcase_target_id,target_09_x_neg_y_pos_region,test,all,4,0,0.0,0,1,6.0488181710243225,12.979845309257504,14.608484268188477,0.262878593057394,0.5661886170506476,0.6147091388702393
hardcase_target_id,,test,source_v2,40,5,0.125,0,4,2.6352149941027165,6.220640516281125,10.002486228942871,0.4306548422086053,1.5494619488716124,1.9017924070358276
hardcase_target_id,target_06_shallow_edge,test,hardcase_topup,2,0,0.0,0,0,2.4061678647994995,4.0330127120018,4.213773250579834,0.14703045785427094,0.14863197803497313,0.14880992472171783
hardcase_target_id,target_07_deep_plus_edge,test,hardcase_topup,10,3,0.3,2,6,6.713545966148376,9.54579882621765,10.133456230163574,0.9097934097051621,1.709138739109039,1.8887200355529785
hardcase_target_id,target_08_x_pos_y_pos_region,test,hardcase_topup,4,1,0.25,0,3,3.512696534395218,5.9470399618148795,6.254583835601807,1.0529997199773788,2.5282476723194116,2.8612265586853027
hardcase_target_id,target_09_x_neg_y_pos_region,test,hardcase_topup,4,0,0.0,0,1,6.0488181710243225,12.979845309257504,14.608484268188477,0.262878593057394,0.5661886170506476,0.6147091388702393
