sample_index,model,defect_type,area_bin,low_signal,max_abs_bz,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,pred_area_lt_true,pred_area_gt_true,pred_center_x,pred_center_y,true_center_x,true_center_y
10,oracle_area_x,rotated_rect,small,False,10.143938064575195,9279.7724609375,35.573665618896484,0.7142857142857143,0.8333333333333334,0.2085889570552147,0.2539198100566864,5.893109814319459,7.446332556078076,False,True,False,-2.7986834049224854,4.908516883850098,-2.811758279800415,4.654933929443359
11,oracle_area_x,rotated_rect,small,False,7.785528659820557,17017.36328125,41.21231460571289,0.1596244131455399,0.27530364372469635,0.48155737704918034,1.5319024324417114,3.8526015065189227,7.431104882139266,False,True,False,-2.7335290908813477,4.794985771179199,-2.832502841949463,6.323687553405762
12,oracle_area_x,polygon,large,False,8.281722068786621,26803.67578125,50.60060119628906,0.22967032967032966,0.3735478105451296,0.6550480769230769,1.4923864603042603,4.370342420438462,12.669424717089896,False,True,False,-2.203788995742798,4.67145299911499,-2.8126814365386963,3.3089306354522705
13,oracle_area_x,rotated_rect,medium,False,9.668734550476074,24417.978515625,46.8662223815918,0.08675263774912075,0.15965480043149946,0.47029702970297027,2.0526390075683594,4.888083334358001,9.227970406918843,False,True,False,3.1007845401763916,5.292173862457275,3.135230541229248,3.239823818206787
14,oracle_area_x,rotated_rect,medium,False,11.31285285949707,15077.2451171875,42.75664138793945,0.5007153075822603,0.667302192564347,0.24581939799331104,1.0045735836029053,6.867680946403297,9.106149015408363,False,True,False,-3.2091164588928223,5.077157020568848,-3.2220466136932373,4.072666645050049
15,oracle_area_x,polygon,large,False,18.9112606048584,16452.59375,45.857566833496094,0.5191532258064516,0.683477106834771,0.050452781371280724,0.6922844052314758,11.177112671086519,11.770991954700108,False,True,False,-0.6496378183364868,4.839539527893066,-0.6343164443969727,4.147424697875977
16,oracle_area_x,polygon,large,False,23.80953598022461,14737.53125,49.52598571777344,0.6920444824636441,0.8179979777553084,0.07212475633528265,0.43253692984580994,14.496745589747093,15.62359346121903,False,True,False,0.6527384519577026,4.936975002288818,0.6600252389907837,4.504499435424805
17,oracle_area_x,rotated_rect,medium,True,6.949221611022949,17566.369140625,38.66435623168945,0.15146579804560262,0.26308345120226306,0.6834264432029795,1.1907230615615845,2.588704569597695,8.177260905140955,False,True,False,-1.6769139766693115,4.557932376861572,-1.845680832862854,3.37923002243042
18,oracle_area_x,rotated_rect,medium,False,13.144657135009766,19625.388671875,45.77747344970703,0.3101123595505618,0.4734133790737564,0.19504643962848298,1.524315357208252,7.918390448181185,9.837077364471241,False,True,False,0.41109392046928406,4.923465728759766,0.2819049060344696,3.404634714126587
19,oracle_area_x,multi_defect,large,False,18.198442459106445,40168.515625,69.27656555175781,0.17246376811594202,0.2941903584672435,0.2141280353200883,2.229283332824707,10.8421038444327,13.796272588561834,False,True,False,3.6718709468841553,5.264441967010498,2.924722671508789,3.164091110229492
20,oracle_area_x,multi_defect,small,True,6.00211763381958,24907.1484375,62.259124755859375,0.19128586609989373,0.32114183764495985,0.9268929503916449,3.1856114864349365,11.238023366841759,5.832199118564219,False,False,True,3.9479920864105225,5.272645473480225,0.7689226269721985,5.476698875427246
21,oracle_area_x,rotated_rect,small,False,9.2296142578125,15172.71875,38.37013626098633,0.2119089316987741,0.34971098265895956,0.23017902813299232,1.4247924089431763,4.583529855581801,5.954020510074699,False,True,False,-1.8523681163787842,4.666264057159424,-1.969245195388794,3.2462735176086426
22,oracle_area_x,polygon,medium,True,6.419785022735596,17468.927734375,40.97198486328125,0.15395894428152493,0.2668360864040661,0.5533088235294118,1.242727279663086,3.700324767130823,8.283854622712624,False,True,False,-7.479062080383301,5.373903751373291,-7.769639015197754,6.582181930541992
23,oracle_area_x,rotated_rect,medium,False,15.412572860717773,12475.4658203125,40.58121109008789,0.6444444444444445,0.7837837837837838,0.23809523809523808,0.3927624225616455,8.283854622712624,10.87255919231032,False,True,False,-7.7566142082214355,5.628899097442627,-7.7469282150268555,5.236256122589111
24,oracle_area_x,rotated_rect,medium,False,9.64412784576416,29415.318359375,54.36250686645508,0.15369836695485112,0.2664446294754371,0.29645390070921984,1.9994361400604248,7.552926273649746,10.73551012686103,False,True,False,1.0622669458389282,5.03400993347168,0.9980754256248474,3.035604476928711
25,oracle_area_x,polygon,small,False,9.977982521057129,12707.3369140625,36.75728225708008,0.26666666666666666,0.42105263157894735,0.548926014319809,0.8452208638191223,2.8780303744350846,6.380395380361378,False,True,False,7.40727424621582,5.415531158447266,8.000563621520996,4.8135294914245605
26,oracle_area_x,multi_defect,large,True,6.8546552658081055,30555.80859375,66.34532928466797,0.18283963227783454,0.30915371329879104,0.6597222222222222,2.004739284515381,4.476936138010132,13.156710283131815,False,True,False,-4.398010730743408,5.0594377517700195,-2.4070005416870117,4.825219631195068
27,oracle_area_x,multi_defect,large,False,11.68155288696289,30666.361328125,72.80290985107422,0.3543201607501674,0.52324431256182,0.2516703786191537,1.9363739490509033,17.115905507222408,13.674451197051354,False,False,True,1.7749781608581543,5.154930114746094,-0.12422896921634674,5.532496452331543
28,oracle_area_x,polygon,small,True,4.168682098388672,10055.912109375,26.800111770629883,0.0,0.0,1.0,nan,0.0,3.8373738325801128,True,True,False,nan,nan,-4.380832672119141,4.089305877685547
29,oracle_area_x,polygon,small,False,9.780794143676758,14023.6845703125,36.018497467041016,0.39893617021276595,0.5703422053231939,0.4092741935483871,0.5444608330726624,4.461708464071322,7.552926273649746,False,True,False,3.439810037612915,5.380770206451416,2.922070026397705,5.5492424964904785
30,oracle_area_x,polygon,medium,False,8.343037605285645,17263.38671875,39.32892990112305,0.21763085399449036,0.3574660633484163,0.5436573311367381,1.1750247478485107,4.218065681050362,9.243198080857653,False,True,False,-1.043575406074524,4.695328712463379,-1.17560613155365,5.862912178039551
31,oracle_area_x,multi_defect,medium,False,11.660465240478516,16373.91015625,43.37694549560547,0.3986013986013986,0.57,0.0,0.3945157825946808,9.136604363285983,9.136604363285983,False,False,False,0.9869347214698792,4.986700534820557,0.8311557769775391,5.34915828704834
32,oracle_area_x,polygon,small,True,4.586025714874268,9841.125,27.999290466308594,0.0,0.0,1.0,nan,0.0,2.8323473526186547,True,True,False,nan,nan,-2.4104392528533936,6.698707580566406
33,oracle_area_x,polygon,small,False,8.151005744934082,12046.9375,32.692195892333984,0.19002375296912113,0.3193612774451098,0.42946708463949845,1.4238313436508179,2.771436656863415,4.857627986480381,False,True,False,2.930586814880371,5.17149543762207,3.3144562244415283,3.800386428833008
34,oracle_area_x,rotated_rect,medium,False,7.875034332275391,19971.958984375,41.319942474365234,0.2288135593220339,0.3724137931034483,0.640625,1.3693764209747314,3.5023650059262934,9.745711320838382,False,True,False,-0.29823029041290283,4.792709827423096,-0.4461368918418884,3.431344509124756
35,oracle_area_x,rotated_rect,large,False,12.852678298950195,23259.71484375,47.67578887939453,0.319755600814664,0.4845679012345679,0.327741935483871,1.6143873929977417,7.933618122119995,11.801447302577728,False,True,False,2.4975647926330566,5.127668380737305,2.460009813308716,3.5137178897857666
36,oracle_area_x,rotated_rect,medium,False,12.649730682373047,13416.7900390625,40.134498596191406,0.4868035190615836,0.6548323471400395,0.18604651162790697,1.0575251579284668,6.928591642158537,8.512269731794774,False,True,False,-7.625987529754639,5.614828586578369,-7.542139053344727,4.560632705688477
37,oracle_area_x,polygon,small,True,4.122244358062744,8004.1015625,23.4725341796875,0.0,0.0,1.0,nan,0.0,2.116646677494586,True,True,False,nan,nan,-1.634973406791687,2.548506736755371
38,oracle_area_x,polygon,small,False,8.781417846679688,15933.9267578125,36.81727600097656,0.007874015748031496,0.015625,0.6561679790026247,1.9210894107818604,1.9948252859841062,5.801743770686599,False,True,False,4.580728530883789,5.365872859954834,4.668816566467285,3.4468040466308594
39,oracle_area_x,multi_defect,large,True,6.56687593460083,32315.677734375,63.71723937988281,0.13390557939914163,0.23618470855412566,0.8077617328519856,3.0763092041015625,3.243494548966524,16.87226272420145,False,True,False,-0.9699907898902893,4.45677375793457,-4.005587577819824,4.955602645874023
40,oracle_area_x,multi_defect,large,False,16.623695373535156,41910.15625,83.721923828125,0.2136150234741784,0.3520309477756286,0.3295638126009693,2.6400442123413086,12.638969369212276,18.851860336246745,False,True,False,1.6673729419708252,5.045271873474121,-0.3380391597747803,6.762291431427002
41,oracle_area_x,multi_defect,large,False,15.52670955657959,30384.361328125,66.07762145996094,0.41301546391752575,0.5845873233014136,0.48130193905817176,2.57352876663208,11.405527780168669,21.9887611676416,False,True,False,-3.053417921066284,4.577686309814453,-0.5046702027320862,4.933965682983398
42,oracle_area_x,multi_defect,medium,False,8.165380477905273,18814.978515625,40.81632995605469,0.2183206106870229,0.3583959899749373,0.6335616438356164,2.193058967590332,3.258722222905334,8.892961580265023,False,True,False,4.089372158050537,4.959879398345947,2.0759620666503906,5.829182147979736
43,oracle_area_x,multi_defect,large,False,17.02390480041504,35712.8984375,79.01554870605469,0.3412742382271468,0.5088806278397356,0.5165441176470589,1.3625013828277588,12.014634737721067,24.851563868137873,False,True,False,-6.0277628898620605,5.041159152984619,-4.724264621734619,5.437772750854492
44,oracle_area_x,polygon,small,False,8.010808944702148,13533.546875,35.15774917602539,0.2634032634032634,0.41697416974169743,0.25161290322580643,0.42608508467674255,3.5328203538039133,4.720578921031091,False,True,False,-1.3398891687393188,4.635579586029053,-1.0076186656951904,4.368849754333496
45,oracle_area_x,rotated_rect,small,False,9.960505485534668,12870.984375,39.642486572265625,0.3801261829652997,0.5508571428571428,0.13829787234042554,1.0229058265686035,6.167207945218038,7.1570067512406865,False,True,False,-6.8157453536987305,5.338820934295654,-6.549449920654297,6.326456069946289
46,oracle_area_x,polygon,small,True,5.108976364135742,8082.642578125,29.402666091918945,0.18095238095238095,0.3064516129032258,0.6222222222222222,0.4465729296207428,1.035481827839078,2.740981308985795,False,True,False,-7.0344367027282715,5.313427925109863,-7.094639778137207,4.870931625366211
47,oracle_area_x,polygon,small,False,9.666213989257812,10602.6162109375,32.42509841918945,0.5411522633744856,0.7022696929238985,0.40638297872340423,0.23601797223091125,4.248521028927982,7.1570067512406865,False,True,False,3.640514612197876,5.408565998077393,3.8044474124908447,5.238770484924316
48,oracle_area_x,multi_defect,large,False,14.736664772033691,39957.66015625,71.66239929199219,0.25096030729833546,0.40122824974411464,0.33702127659574466,1.5368170738220215,11.862357998332968,17.892516878101716,False,True,False,2.5056283473968506,5.088238716125488,2.807420015335083,3.5813450813293457
49,oracle_area_x,multi_defect,large,False,12.650872230529785,21409.453125,46.12688064575195,0.3366045142296369,0.5036710719530103,0.26717557251908397,1.1542924642562866,8.771140188754543,11.968951715904637,False,True,False,4.034494876861572,5.265326499938965,4.331006050109863,4.1497673988342285
50,oracle_area_x,multi_defect,large,False,11.649975776672363,17780.4296875,43.07072067260742,0.45787139689578715,0.6281368821292775,0.4307875894988067,0.8010095357894897,7.263600468812356,12.760790760722756,False,True,False,0.596220076084137,4.966859340667725,0.5539031624794006,4.16696834564209
51,oracle_area_x,polygon,small,False,7.689746379852295,13444.1259765625,39.34431457519531,0.3821892393320965,0.553020134228188,0.4607438016528926,0.2531801462173462,3.9744228980294025,7.370194186384026,False,True,False,-5.361577987670898,5.213437080383301,-5.515905857086182,5.012730598449707
52,oracle_area_x,rotated_rect,small,True,5.351691722869873,10517.509765625,29.253612518310547,0.025396825396825397,0.04953560371517028,0.8862068965517241,1.158128261566162,0.502513239980729,4.416025442254892,False,True,False,-0.02512563019990921,4.75053596496582,-0.0758967325091362,3.5935211181640625
53,oracle_area_x,polygon,large,False,9.467720031738281,22947.515625,49.44466018676758,0.4110032362459547,0.5825688073394495,0.5673603504928806,0.2835957407951355,6.014931205829939,13.902866306133504,False,True,False,-7.09744930267334,5.43894624710083,-6.838986873626709,5.322225570678711
54,oracle_area_x,polygon,small,True,4.158139228820801,15692.962890625,34.92148971557617,0.0,0.0,1.0,nan,0.0,5.801743770686599,True,True,False,nan,nan,-8.18640422821045,6.455367088317871
55,oracle_area_x,rotated_rect,large,False,8.18588924407959,25714.05078125,48.90371322631836,0.14014014014014015,0.24582967515364354,0.8598598598598599,0.32176440954208374,2.131874351433396,15.212446264871161,False,True,False,6.165829181671143,5.660894870758057,6.373685359954834,5.90651273727417
56,oracle_area_x,multi_defect,medium,True,6.505007743835449,26932.05078125,52.76552963256836,0.060570071258907364,0.11422172452407615,0.5360655737704918,2.0577890872955322,4.309431724683222,9.288881102674083,False,True,False,-0.21600937843322754,4.837420463562012,1.6632344722747803,3.999006509780884
57,oracle_area_x,multi_defect,large,False,23.648639678955078,30055.583984375,70.51585388183594,0.46209824135839905,0.6321028618830361,0.26920315865039485,0.7044455409049988,15.50177206970855,21.21214979676229,False,True,False,-1.1047378778457642,5.174832820892334,-1.5544521808624268,4.632614612579346
58,oracle_area_x,polygon,medium,False,13.207935333251953,17935.4765625,43.84951400756836,0.35402906208718626,0.5229268292682927,0.062381852551984876,1.137420654296875,7.552926273649746,8.055439513630475,False,True,False,5.564820289611816,5.541503429412842,6.6962890625,5.657711029052734
59,oracle_area_x,rotated_rect,medium,False,15.52563762664795,21217.076171875,47.91781997680664,0.3778501628664495,0.5484633569739953,0.19487908961593173,1.7232894897460938,8.618863449366444,10.70505477898341,False,True,False,-1.31736421585083,4.796908855438232,-1.4889882802963257,6.511631011962891
60,oracle_area_x,rotated_rect,small,True,4.111413955688477,11892.4873046875,27.623897552490234,0.0,0.0,1.0,nan,0.0,5.832199118564219,True,True,False,nan,nan,-0.5032342076301575,4.3030829429626465
61,oracle_area_x,polygon,small,True,6.072920322418213,13787.498046875,33.56864929199219,0.0,0.0,1.0,nan,0.0,6.410850728238998,True,True,False,nan,nan,6.050740718841553,4.322800159454346
62,oracle_area_x,polygon,medium,True,7.326663017272949,18034.298828125,39.53422546386719,0.0,0.0,1.0,nan,0.0,7.857479752425945,True,True,False,nan,nan,8.093957901000977,6.164356231689453
63,oracle_area_x,polygon,medium,False,13.902384757995605,14700.8447265625,39.57657241821289,0.5341935483870968,0.6963835155592936,0.0976,0.006450136192142963,8.588408101488824,9.517296211756232,False,True,False,2.4772796630859375,5.1382622718811035,2.4710352420806885,5.136646270751953
64,oracle_area_x,rotated_rect,large,False,22.991724014282227,20843.296875,46.44554901123047,0.46507666098807493,0.6348837209302326,0.24668705402650357,1.1479357481002808,11.253251040780569,14.938348133972582,False,True,False,3.2746617794036865,5.360232830047607,3.3075931072235107,4.212769508361816
65,oracle_area_x,polygon,medium,False,14.635311126708984,16081.7041015625,44.36992645263672,0.40860215053763443,0.5801526717557252,0.12857142857142856,0.928959310054779,8.359992992406674,9.593434581450282,False,True,False,-3.6382734775543213,5.139004230499268,-3.860971689224243,4.237133502960205
66,oracle_area_x,multi_defect,large,False,23.145553588867188,32794.421875,71.00355529785156,0.4292901062045836,0.6007039499413375,0.5116414435389989,0.439150869846344,12.776018434661566,26.16114382687553,False,True,False,-3.824456214904785,5.364129543304443,-3.406877040863037,5.228184223175049
67,oracle_area_x,polygon,medium,False,12.47878646850586,14350.953125,40.07905578613281,0.43221476510067114,0.6035613870665417,0.38333333333333336,0.6496963500976562,6.197663293095658,10.050264799614581,False,True,False,-7.817526817321777,5.6625213623046875,-7.649155139923096,6.2900214195251465
68,oracle_area_x,polygon,small,True,3.9953269958496094,7965.49462890625,22.084110260009766,0.0,0.0,1.0,nan,0.0,2.9998517659455644,True,True,False,nan,nan,-1.3510446548461914,4.45162296295166
69,oracle_area_x,polygon,small,True,6.598373889923096,14416.7021484375,35.07154846191406,0.0,0.0,1.0,nan,0.0,6.289029336728518,True,True,False,nan,nan,5.927031993865967,3.6331844329833984
70,oracle_area_x,rotated_rect,small,True,6.0825581550598145,13887.53125,33.27161407470703,0.0,0.0,0.6268656716417911,2.286391496658325,1.5227673938809971,4.081016615601072,False,True,False,-0.8547738790512085,4.647475242614746,-0.9258981347084045,6.932760238647461
71,oracle_area_x,polygon,medium,False,8.508504867553711,25486.921875,47.78062057495117,0.039603960396039604,0.0761904761904762,0.5786802030456852,1.7064142227172852,3.791690810763683,8.999555297836693,False,True,False,-1.8141915798187256,4.608737468719482,-0.7829757928848267,5.9683122634887695
72,oracle_area_x,multi_defect,large,False,9.249335289001465,38744.5234375,80.30105590820312,0.2768817204301075,0.4336842105263158,0.2176360225140713,0.5413830876350403,12.699880064967516,16.23270041877143,False,True,False,-2.612523078918457,4.7959208488464355,-2.6937689781188965,5.331172943115234
73,oracle_area_x,rotated_rect,small,True,4.287260055541992,10476.810546875,27.41798210144043,0.0,0.0,1.0,nan,0.0,4.903311008296811,True,True,False,nan,nan,-0.09550859779119492,5.882426738739014
74,oracle_area_x,polygon,medium,False,14.39062786102295,13266.896484375,42.3710823059082,0.5299727520435967,0.692787177203918,0.10623946037099494,0.6756139397621155,8.070667187569285,9.030010645714313,False,True,False,-7.031952381134033,5.4888505935668945,-7.005982875823975,4.8137359619140625
75,oracle_area_x,polygon,large,False,11.28306770324707,30621.40234375,55.06871795654297,0.3247470101195952,0.49027777777777776,0.6167146974063401,0.3574710190296173,6.075841901585179,15.85200857030118,False,True,False,0.08179997652769089,4.88823127746582,-0.2491564154624939,5.023336410522461
76,oracle_area_x,polygon,large,False,11.840253829956055,13337.2412109375,39.9592170715332,0.5810055865921788,0.734982332155477,0.24659231722428748,0.5252358317375183,9.258425754796463,12.288732868619647,False,True,False,1.7894572019577026,5.025418758392334,1.6432533264160156,5.529895782470703
77,oracle_area_x,multi_defect,large,False,15.31135368347168,43064.6640625,87.52168273925781,0.25263713080168776,0.4033684210526316,0.3506944444444444,1.0618807077407837,14.237875132787323,21.92785047188636,False,True,False,-1.9687473773956299,4.7875542640686035,-3.0208332538604736,4.643658638000488
78,oracle_area_x,polygon,small,True,6.392461776733398,10548.3818359375,33.8143424987793,0.1623529411764706,0.2793522267206478,0.8376470588235294,0.3997424840927124,1.050709501777888,6.471761423994238,False,True,False,-4.206903457641602,4.983163833618164,-4.4231157302856445,4.646940231323242
79,oracle_area_x,rotated_rect,medium,False,12.905374526977539,21428.673828125,46.54743576049805,0.27474972191323693,0.43106457242582896,0.2636363636363636,1.6005282402038574,7.400649534261646,10.050264799614581,False,True,False,-1.1343755722045898,4.756619930267334,-1.2672451734542847,3.161616325378418
80,oracle_area_x,rotated_rect,large,False,20.356380462646484,16165.140625,48.75382995605469,0.5303030303030303,0.693069306930693,0.06467065868263473,0.9665914177894592,11.892813346210588,12.715107738906326,False,True,False,-7.333370208740234,5.497354984283447,-7.137694358825684,4.550776958465576
81,oracle_area_x,multi_defect,large,False,7.5616865158081055,38966.57421875,83.930908203125,0.2427564604541895,0.3906742281033396,0.46071774975751695,1.8672935962677002,8.466586709978344,15.69973183091308,False,True,False,-4.173113822937012,4.764369964599609,-2.544609785079956,5.6780219078063965
82,oracle_area_x,multi_defect,large,False,14.99001693725586,19895.5,50.27535629272461,0.5129707112970712,0.6780973451327433,0.234375,0.31203675270080566,11.938496368027018,15.59313811334141,False,True,False,1.6952106952667236,4.992656230926514,1.7104074954986572,4.680989742279053
83,oracle_area_x,multi_defect,large,False,16.17646026611328,24728.845703125,65.75696563720703,0.5305096913137114,0.6932457786116323,0.08,0.6260825991630554,16.85703505026264,15.60836578728022,False,False,True,-4.90099573135376,5.006523609161377,-4.858757495880127,4.381867408752441
84,oracle_area_x,polygon,medium,True,6.535782337188721,18943.515625,42.39856719970703,0.27549668874172184,0.43198338525441327,0.669889502762431,0.46677166223526,3.639414071375583,11.02483593169842,False,True,False,-7.502050399780273,5.37339973449707,-7.321969032287598,5.80403470993042
85,oracle_area_x,rotated_rect,small,True,5.933218479156494,13218.7021484375,30.948030471801758,0.0,0.0,1.0,nan,0.0,7.370194186384026,True,True,False,nan,nan,4.194319248199463,4.49202823638916
86,oracle_area_x,rotated_rect,large,False,19.526830673217773,11695.6640625,36.38582229614258,0.7484909456740443,0.856156501726122,0.19896373056994818,0.18133559823036194,11.770991954700108,14.694705350951622,False,True,False,3.887711763381958,5.320343971252441,4.068086624145508,5.338985443115234
87,oracle_area_x,rotated_rect,medium,False,15.530667304992676,24657.6171875,49.235774993896484,0.22233400402414488,0.36378600823045265,0.06528662420382166,2.0124008655548096,8.938644602081453,9.562979233572662,False,True,False,2.961785078048706,5.266635894775391,2.995631217956543,3.2545197010040283
88,oracle_area_x,rotated_rect,small,False,9.470349311828613,22596.66796875,45.50799560546875,0.07860824742268041,0.14575866188769415,0.29878048780487804,1.9226760864257812,5.25354750888944,7.492015577894506,False,True,False,0.6102250814437866,5.006587505340576,0.5356048941612244,6.927814960479736
89,oracle_area_x,multi_defect,medium,True,5.6612677574157715,29229.91015625,62.103736877441406,0.03233256351039261,0.06263982102908278,0.7702888583218707,3.7969353199005127,2.543021547781265,11.07051895351485,False,True,False,2.531669855117798,4.628319263458252,-0.7924423813819885,6.4632568359375
90,oracle_area_x,rotated_rect,small,True,6.711978435516357,15094.30078125,38.12084197998047,0.16506717850287908,0.2833607907742998,0.7029914529914529,1.355297327041626,2.116646677494586,7.126551403363067,False,True,False,-3.1804709434509277,4.805609703063965,-3.3562042713165283,3.4617538452148438
91,oracle_area_x,polygon,small,True,6.9870285987854,9861.1181640625,32.08055114746094,0.368763557483731,0.5388272583201268,0.16838487972508592,0.8074237108230591,5.17740913919539,4.431253116193702,False,False,True,1.2579071521759033,5.015448570251465,1.7984251976013184,5.615259647369385
92,oracle_area_x,rotated_rect,medium,True,6.184993267059326,15373.4638671875,38.484798431396484,0.263986013986014,0.41770401106500693,0.587890625,1.2249648571014404,3.213039201088904,7.796569056670705,False,True,False,-7.597346782684326,5.366940021514893,-7.906622886657715,4.1816606521606445
93,oracle_area_x,polygon,medium,True,5.0084686279296875,16546.076171875,38.25961685180664,0.0,0.0,1.0,nan,0.0,7.979301143936425,True,True,False,nan,nan,-5.720587730407715,4.100162029266357
94,oracle_area_x,multi_defect,large,False,10.991936683654785,29940.41015625,69.58177947998047,0.3431151241534989,0.5109243697478991,0.323943661971831,0.6869250535964966,10.96392523594318,16.21747274483262,False,True,False,-2.5265913009643555,5.245931625366211,-3.175384044647217,5.471617221832275
95,oracle_area_x,polygon,small,True,4.0883564949035645,11495.302734375,27.97441864013672,0.0,0.0,1.0,nan,0.0,4.827172638602761,True,True,False,nan,nan,0.26988252997398376,3.8632380962371826
96,oracle_area_x,rotated_rect,large,False,17.649473190307617,23837.9609375,52.11124801635742,0.36205395996518713,0.531629392971246,0.30444203683640303,1.4127641916275024,9.776166668716002,14.055143045521604,False,True,False,-1.48804771900177,4.857295513153076,-1.7256652116775513,3.4646575450897217
97,oracle_area_x,multi_defect,medium,True,4.792590618133545,19283.013671875,53.04281234741211,0.28102189781021897,0.43874643874643876,0.62890625,1.8276829719543457,4.339887072560842,11.694853585006058,False,True,False,-0.8651151657104492,4.85025691986084,-2.5100109577178955,5.6469645500183105
98,oracle_area_x,multi_defect,large,False,16.236495971679688,15551.55078125,43.50638198852539,0.5545454545454546,0.7134502923976608,0.15334773218142547,0.9194794297218323,11.938496368027018,14.100826067338033,False,True,False,7.38712739944458,5.00141716003418,7.462311744689941,5.91781759262085
99,oracle_area_x,multi_defect,medium,True,4.798641681671143,20608.248046875,58.757667541503906,0.2196078431372549,0.36012861736334406,0.413265306122449,2.0949478149414062,5.25354750888944,8.953872276020263,False,True,False,1.5033864974975586,4.766505718231201,3.58040189743042,5.0400261878967285
100,oracle_area_x,polygon,small,True,7.470014572143555,9447.560546875,30.427566528320312,0.47,0.6394557823129252,0.4566929133858268,0.37486159801483154,3.152128505333664,5.801743770686599,False,True,False,-0.9769864082336426,4.674278736114502,-1.3209749460220337,4.525305271148682
101,oracle_area_x,multi_defect,large,False,14.347677230834961,29559.119140625,67.87474060058594,0.4096885813148789,0.5812469317623957,0.01848249027237354,0.7734460830688477,15.364723004259261,15.65404880909665,False,True,False,-0.08628375083208084,5.078235149383545,0.192401722073555,5.799728870391846
102,oracle_area_x,polygon,medium,True,7.047769069671631,16512.234375,38.544620513916016,0.3516778523489933,0.5203574975173784,0.5655270655270656,0.9718451499938965,4.644440551337041,10.6898271050446,False,True,False,0.9082297682762146,5.010100841522217,0.6425288915634155,5.944919586181641
103,oracle_area_x,multi_defect,large,False,17.826871871948242,34244.4296875,75.39632415771484,0.3516483516483517,0.5203252032520326,0.20668953687821612,1.4299710988998413,14.085598393399223,17.755467812652427,False,True,False,1.9152249097824097,5.0731096267700195,0.5333268642425537,5.440771102905273
104,oracle_area_x,rotated_rect,medium,False,11.44568157196045,22780.759765625,49.85075378417969,0.23867403314917127,0.3853702051739518,0.34171597633136097,2.092088222503662,6.776314902770437,10.29390758263554,False,True,False,-7.356276512145996,5.560321807861328,-7.230829238891602,3.4719979763031006
105,oracle_area_x,rotated_rect,small,False,10.461039543151855,17142.07421875,42.48495864868164,0.21568627450980393,0.3548387096774194,0.3031578947368421,1.385162591934204,5.0403600737461005,7.233145120934736,False,True,False,6.459412097930908,5.635204315185547,6.719968318939209,6.995640277862549
