split,group_name,group_value,sample_count,initial_center_error_px_mean,refined_center_error_px_mean,center_error_delta_px_mean,true_width_mean,initial_width_mean,refined_width_mean,width_drift_m_mean,true_length_mean,initial_length_mean,refined_length_mean,length_drift_m_mean,true_depth_mean,initial_depth_mean,refined_depth_mean,depth_drift_m_mean,initial_angle_mae_deg,refined_angle_mae_deg,angle_error_delta_mean,center_drift_m_mean,parameter_drift_norm_mean
val,defect_type,rectangular_notch,33,2.8213849004593365,2.6134554581931875,-0.20792944226614898,0.009181818134631172,0.010579753681227114,0.009944569531150839,-0.0006351841500762737,0.00745454550523198,0.007866972168399529,0.007817358977979782,-4.961319041974617e-05,0.0016727272745673404,0.001500000013038516,0.0015641069180811896,6.41069050426736e-05,nan,nan,nan,0.0007753057063220402,0.9212009731219055
val,defect_type,rotated_rect,33,2.8369472392746253,2.416756972880727,-0.42019026639389784,0.009030303409831091,0.009889708408577875,0.00963206925062519,-0.00025763915795268434,0.006393939454221364,0.007299343039366332,0.007087815270730944,-0.00021152776863538858,0.0011666667097332802,0.001500000013038516,0.001468375907279551,-3.1624105758965015e-05,19.155912893851237,19.868564902521506,0.7126520086702716,0.0006573508294431764,0.7849197035683216
val,source_pack,pilot_v2_rectangular_notch,19,3.406776245380451,3.158643935844343,-0.2481323095361078,0.00905263154326301,0.011660929769277573,0.011094432716306887,-0.0005664970529706855,0.007684210511414628,0.00863386479843604,0.008969014633054795,0.0003351498346187566,0.0017263157918166957,0.001500000013038516,0.001587104040050977,8.710402701246111e-05,nan,nan,nan,0.0008835471363083073,1.0603052606867127
val,source_pack,pilot_v3_rotated_rect,9,2.7162545473288655,2.5930007099316104,-0.1232538373972554,0.011777778156101704,0.012686649337410927,0.013169100715054406,0.00048245137764347927,0.007444444526400831,0.008393180608335469,0.008961680552197827,0.0005684999438623587,0.0016111111423621576,0.001500000013038516,0.0014365676066113843,-6.343240642713176e-05,17.93196074266982,18.28928045788741,0.3573197152175898,0.00075494152633279,1.025217002418923
val,source_pack,pilot_v7_topup_rotated_rect,8,2.346738121474008,2.007464795871475,-0.33927332560253265,0.00800000037997961,0.008806086960248649,0.00828844477655366,-0.0005176421836949885,0.006000000052154064,0.00653149135177955,0.006101561710238457,-0.0004299296415410936,0.0010000000474974513,0.001500000013038516,0.0014272173430072144,-7.278267003130168e-05,20.548970639741434,21.11526380175887,0.5662931620174341,0.000502759620263776,0.6346701022185689
val,source_pack,pilot_v8_topup_rotated_rect,8,3.216418108376313,2.6067686042685643,-0.6096495041077485,0.00800000037997961,0.008735981187783182,0.008209571184124798,-0.0005264100036583841,0.006000000052154064,0.006692782568279654,0.00622685719281435,-0.00046592537546530366,0.0010000000474974513,0.001500000013038516,0.0014568700426025316,-4.312997043598443e-05,17.864170415940674,18.952731868272306,1.088561452331632,0.0005144734398851735,0.6134022605081877
val,source_pack,pilot_v9_topup_rectangular_notch,14,2.0269252180663955,1.873556809952334,-0.153368408114062,0.009357142794345106,0.009112443276015776,0.008384040922724776,-0.0007284023532910007,0.007142857282555529,0.0068261893133499795,0.00625439773180655,-0.0005717915815434285,0.0016000000011575008,0.001500000013038516,0.0015328965382650495,3.289652522653341e-05,nan,nan,nan,0.0006284066227692492,0.7324165828553814
val,source_pack,pilot_v9_topup_rotated_rect,8,3.0834647664125336,2.4377633143198985,-0.6457014520926352,0.00800000037997961,0.008980498532764614,0.00841903139371425,-0.0005614671390503645,0.006000000052154064,0.007443187932949513,0.006826928467489779,-0.0006162594654597342,0.0010000000474974513,0.001500000013038516,0.0015568246744805947,5.682466144207865e-05,20.43154379595069,21.31439403774671,0.8828502417960156,0.0008450298941797637,0.8363522867712818
test,overall,rect_rot,66,3.3454395233448304,3.0439225960197276,-0.3015169273251026,0.009560606230727652,0.010398579965994664,0.009927721016786316,-0.0004708589492083499,0.007310606080643607,0.007719783500457804,0.007641674555612333,-7.810894484547052e-05,0.0015196969845529759,0.001500000013038516,0.0015054436358199878,5.443622781471773e-06,21.26988389307298,21.4675324730885,0.19764858001552219,0.0007424153019530149,0.8582467101819099
test,defect_type,rectangular_notch,33,2.741389766050978,2.5069448429578487,-0.23444492309312903,0.009848484797685436,0.010919743951297167,0.010415454014119778,-0.0005042899371773908,0.008196969671795765,0.008130437087719187,0.008219538820963917,8.910173324472976e-05,0.0016909090900850115,0.001500000013038516,0.001528729677595424,2.8729664556907885e-05,nan,nan,nan,0.0007677052470905547,0.8724879015848651
test,defect_type,rotated_rect,33,3.9494892806386837,3.5809003490816087,-0.3685889315570762,0.009272727663769867,0.009877415980692163,0.009439988019452854,-0.000437427961239309,0.006424242489491448,0.007309129913196419,0.007063810290260749,-0.0002453196229356708,0.00134848487902094,0.001500000013038516,0.0014821575940445516,-1.784241899396434e-05,21.26988389307298,21.4675324730885,0.19764858001552219,0.0007171253568154755,0.8440055187789545
test,source_pack,pilot_v2_rectangular_notch,20,2.502268816751807,2.232441656241231,-0.2698271605105769,0.009749999968335032,0.01254901303909719,0.012013713456690311,-0.0005352995824068785,0.007924999995157122,0.009001830988563598,0.009462485206313431,0.00046065421774983407,0.0017349999980069697,0.001500000013038516,0.0015845654532313346,8.456544019281864e-05,nan,nan,nan,0.000820275144951425,0.9894087133399072
test,source_pack,pilot_v3_rotated_rect,9,3.9327174416320068,3.563116847852545,-0.3696005937794618,0.012666667087210549,0.012168074854546122,0.012451765955322318,0.0002836911007761955,0.007555555655724472,0.008242159978383116,0.009020774056100182,0.0007786140777170658,0.0018333333492692974,0.001500000013038516,0.0014950395561754704,-4.9604568630456924e-06,27.990360466102093,27.164544954131376,-0.8258155119707153,0.000842793366961849,1.0114560554299343
test,source_pack,pilot_v7_topup_rotated_rect,8,3.643395007242053,3.8133840413443103,0.16998903410225707,0.00800000037997961,0.008892649377230555,0.00817580398870632,-0.0007168453885242343,0.006000000052154064,0.006970337009988725,0.00630717899184674,-0.0006631580181419849,0.0010000000474974513,0.001500000013038516,0.001475985423894599,-2.4014589143916965e-05,23.16814755284883,23.250900927452697,0.08275337460387178,0.0006139813996189558,0.7789147942477046
test,source_pack,pilot_v8_topup_rotated_rect,8,4.681768602943001,4.19216178602475,-0.48960681691825175,0.00800000037997961,0.00886889488901943,0.008368846902158111,-0.0005000479868613183,0.006000000052154064,0.006923655630089343,0.006372727279085666,-0.0005509283510036767,0.0010000000474974513,0.001500000013038516,0.001402689260430634,-9.731075260788202e-05,18.40817567029923,17.778832915468406,-0.6293427548308204,0.0007177261972030241,0.7430209256317171
test,source_pack,pilot_v9_topup_rectangular_notch,13,3.1092681495881633,2.9292574379064926,-0.18001071168167074,0.009999999919762978,0.008413176123912517,0.00795659333324203,-0.0004565827906704866,0.008615384558932139,0.0067898310864200956,0.006307313612733896,-0.0004825174736861999,0.0016230769240512298,0.001500000013038516,0.0014428284843094074,-5.7171528729108664e-05,nan,nan,nan,0.000686828481150754,0.6926097296540313
test,source_pack,pilot_v9_topup_rotated_rect,8,3.542172550613509,2.757161658758459,-0.78501089185505,0.00800000037997961,0.009293712442740798,0.008387062989640981,-0.000906649453099817,0.006000000052154064,0.006983738276176155,0.006309940363280475,-0.0006737979128956795,0.001500000013038516,0.001500000013038516,0.0015533058904111385,5.330587737262249e-05,14.672792311413126,16.96372453517116,2.2909322237580323,0.0006782919622097762,0.8216989827250896
