split,group_name,group_value,sample_count,initial_center_error_px_mean,refined_center_error_px_mean,center_error_delta_px_mean,true_width_mean,initial_width_mean,refined_width_mean,width_drift_m_mean,true_length_mean,initial_length_mean,refined_length_mean,length_drift_m_mean,true_depth_mean,initial_depth_mean,refined_depth_mean,depth_drift_m_mean,initial_angle_mae_deg,refined_angle_mae_deg,angle_error_delta_mean,center_drift_m_mean,parameter_drift_norm_mean
train,overall,rect_rot,268,0.9079683693163823,1.6438154883592633,0.735847119042881,0.011115671952129967,0.011122167621280498,0.01086633565397794,-0.00025583196730255634,0.007130597052581386,0.00746243101989489,0.0073661435145273135,-9.628750536757619e-05,0.0015537313567022724,0.001500000013038516,0.0014981440005219305,-1.8560125165855261e-06,8.671320763156162,9.465793591638299,0.7944728284821385,0.0006305203103520323,0.8444719089993956
train,defect_type,rectangular_notch,134,0.8448981209404117,1.8125929007057366,0.9676947797653248,0.013186567393479063,0.012931309000992063,0.012760493563793933,-0.00017081543719813004,0.007925373158042334,0.008042934194290594,0.008116484633577404,7.355043928681025e-05,0.0017231343272350618,0.001500000013038516,0.001541024745518425,4.1024732479909015e-05,nan,nan,nan,0.0007182289521987981,1.0493828213057825
train,defect_type,rotated_rect,134,0.9710386176923531,1.4750380760127906,0.5039994583204374,0.009044776510780872,0.009313026241568932,0.008972177744161949,-0.00034084849740698267,0.006335820947120439,0.006881927845499187,0.0066158023954772235,-0.0002661254500219626,0.0013843283861694829,0.001500000013038516,0.001455263255525436,-4.473675751308007e-05,8.671320763156162,9.465793591638299,0.7944728284821385,0.0005428116685052665,0.6395609966930086
train,source_pack,pilot_v2_rectangular_notch,81,0.8027773118091236,1.6174187684281585,0.8146414566190351,0.012913580477973561,0.012919266305771875,0.013090851314273882,0.00017158500850200653,0.007913580262044698,0.008018404699540065,0.008556994437067597,0.0005385897375275323,0.0017999999963873882,0.001500000013038516,0.0014335938735094704,-6.640613952904572e-05,nan,nan,nan,0.000697239564309166,0.9701081044098507
train,source_pack,pilot_v3_rotated_rect,30,0.7409764931283404,1.6026675414066973,0.861691048278357,0.012666667097558577,0.012972008933623632,0.012915186025202275,-5.682290842135747e-05,0.007500000049670537,0.008180193013201158,0.008435301249846816,0.00025510823664565884,0.0017666666923711698,0.001500000013038516,0.0015232485835440456,2.3248570505529643e-05,5.0066746043652035,6.443128381683992,1.436453777318788,0.0005856653075587918,0.888159251527824
train,source_pack,pilot_v7_topup_rotated_rect,16,0.7939725862887289,1.1116204136762264,0.3176478273874975,0.00800000037997961,0.008187424973584712,0.007882846897700801,-0.00030457807588391006,0.006000000052154064,0.00642821314977482,0.00609272561268881,-0.00033548753708601,0.0010000000474974513,0.001500000013038516,0.001375044696033001,-0.0001249553170055151,5.487643921618993,5.945481188728683,0.4578372671096904,0.0004400400751259229,0.49567720415813715
train,source_pack,pilot_v8_topup_rotated_rect,24,1.0565440041062233,1.3275242594680086,0.2709802553617855,0.00800000037997961,0.008245275336472938,0.008043121818142632,-0.00020215351833030581,0.006000000052154064,0.00649976476173227,0.006230738440838953,-0.00026902632089331746,0.0010000000474974513,0.001500000013038516,0.001397334640690436,-0.00010266537234808008,9.799306108996115,10.295827226531769,0.49652111753565364,0.00034069125521788676,0.47536358875467327
train,source_pack,pilot_v9_topup_rectangular_notch,53,0.9092714330089838,2.110877895318638,1.201606462309654,0.013603773811515773,0.012949713874819144,0.012255607190418918,-0.0006941066844002256,0.007943396263246267,0.008080422667399893,0.007443252669752769,-0.0006371699976471235,0.0016056603800399967,0.001500000013038516,0.0017052115499094692,0.00020521153687095306,nan,nan,nan,0.0007503070733131413,1.1705385207127725
train,source_pack,pilot_v9_topup_rotated_rect,64,1.0910822265274387,1.5613838608978303,0.47030163437039196,0.00800000037997961,0.008279685011075344,0.0077446212962968275,-0.0005350637147785164,0.006000000052154064,0.006530105878482573,0.0060380804861779325,-0.0004920253923046403,0.001445312516807462,0.001500000013038516,0.0014651730034529464,-3.482700958556961e-05,10.762048355783733,11.451483396446736,0.6894350406630027,0.00062421207852653,0.6205755408497824
val,overall,rect_rot,66,2.8291660698669805,2.5151062155369575,-0.31405985433002337,0.00910606077223113,0.010234731044902495,0.009788319390888015,-0.00044641165401447904,0.006924242479726672,0.007583157603882931,0.007452587124355363,-0.00013057047952756739,0.0014196969921503103,0.001500000013038516,0.0015162414126803703,1.6241399641854294e-05,19.155912893851237,19.868564902521506,0.7126520086702716,0.0007163282678826083,0.8530603383451136
