seed,split,best_epoch,selected_threshold,best_val_score,initial_train_loss,final_train_loss,train_loss_decreased,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
42,train,20,0.5,1.2630630076872582,0.7753391123153794,0.004531612969003618,True,562,0.6928368764415397,0.8160917654595218,0.14538087359878418,2.669188099290627,0,0.2656021704400137,1.2846975088967971,1.0,0.7153024911032029,0.2846975088967972,0.0,0.0,0.0,1.0
42,val,20,0.5,1.2630630076872582,0.7753391123153794,0.004531612969003618,True,139,0.6581257198241802,0.7907173277386165,0.18567069690098922,3.057745918456022,0,0.30294560898336576,1.2877697841726619,1.0,0.7122302158273381,0.28776978417266186,0.0,0.0,0.0,1.0
42,test,20,0.5,1.2630630076872582,0.7753391123153794,0.004531612969003618,True,139,0.6472621106088974,0.7833483937630371,0.20273764350326923,2.9284705277114615,0,0.3136617750358239,1.2877697841726619,1.0,0.7122302158273381,0.28776978417266186,0.0,0.0,0.0,1.0
123,train,29,0.8,1.2503915125104401,0.7179451341360388,0.013999964536862895,True,562,0.7118076188056734,0.8292877322844405,0.1371895184464893,2.402061188886679,0,0.24203582598539433,1.2864768683274022,0.998220640569395,0.7135231316725978,0.28647686832740216,0.0,0.0,0.0017793594306049821,1.0
123,val,29,0.8,1.2503915125104401,0.7179451341360388,0.013999964536862895,True,139,0.6498853965632962,0.7849263680104749,0.1843621124212419,3.220386215080261,0,0.3059642061912756,1.2877697841726619,1.0,0.7122302158273381,0.28776978417266186,0.0,0.0,0.0,1.0
123,test,29,0.8,1.2503915125104401,0.7179451341360388,0.013999964536862895,True,139,0.6425038166656486,0.7792932404676035,0.21486250882388164,2.7866211266321534,0,0.31437982742091736,1.2877697841726619,1.0,0.7122302158273381,0.28776978417266186,0.0,0.0,0.0,1.0
2026,train,16,0.6,1.2453713665309896,0.8022836925278247,0.003855165716795198,True,562,0.6798098005943547,0.8067575520079333,0.16485301020566276,2.895220455711626,0,0.2878107149220234,1.2846975088967971,1.0,0.7153024911032029,0.2846975088967972,0.0,0.0,0.0,1.0
2026,val,16,0.6,1.2453713665309896,0.8022836925278247,0.003855165716795198,True,139,0.650183375687123,0.7848948809442731,0.1897021224063873,3.2359223714622134,0,0.3166440017789388,1.2877697841726619,1.0,0.7122302158273381,0.28776978417266186,0.0,0.0,0.0,1.0
2026,test,16,0.6,1.2453713665309896,0.8022836925278247,0.003855165716795198,True,139,0.6463220101159811,0.7827688113302254,0.21953923709416015,2.9551288203066086,0,0.31830303188708187,1.2877697841726619,1.0,0.7122302158273381,0.28776978417266186,0.0,0.0,0.0,1.0
