perturbation_name,perturbation_group,severity,affected_axis,split,group_field,group_value,sample_count,profile_depth_rmse_m,er_like_profile_error,projected_mask_dice,L_mae_mm,W_mae_mm,D_mae_mm,wMAE_auxiliary
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,val,size_bin,elongated,6,0.0009511996177025139,0.9472526212533315,0.6565840130560424,4.11605333040158,4.731705983479817,1.854273498058319,0.22031600028276443
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,val,size_bin,large_wide,10,0.0008229097627918236,0.8402548015117646,0.827593003229407,2.979134738445282,4.32270248234272,1.7711637377738954,0.18521203845739365
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,val,size_bin,medium_balanced,11,0.0006593999847113578,0.5196647576310418,0.8571141504912436,3.615070467645472,0.9606705795634877,1.2821152752096003,0.2071819088675759
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,val,size_bin,small_compact,12,0.0009607098036212847,1.8334455012033384,0.5356550948374003,8.667778929074606,3.388474782307943,1.9322769368688266,0.22259425620237985
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,curvature_template,LD_dominant,8,0.0008530349641659996,0.9824460204690695,0.7835071760874963,3.9418069422245026,2.7254471220076084,1.8327749036252499,0.12566606793552637
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,curvature_template,WD_dominant,8,0.0010104686771228444,1.3616702407598495,0.675603777188616,5.108491979539394,4.676703929901123,2.2090205028653145,0.13038459327071905
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,curvature_template,boxy,7,0.0007830989675962233,0.9345867250646863,0.7791247414655542,4.396305784583092,3.2764606305531094,1.5812749649797166,0.18163404294422694
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,curvature_template,round,8,0.0008529290607839357,0.9930083099752665,0.7519129562566889,4.733076050877571,3.281505599617958,1.654464479535818,0.21616056188941002
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,curvature_template,sharp,8,0.001164695218903944,2.070181168615818,0.6201082218499014,7.0306546948850155,2.912015177309513,2.204782459884882,0.3671916238963604
channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,test,depth_bin,deep,11,0.00043244413973297924,0.18446559391238473,0.7916419065563972,4.788986845449968,2.683384296568957,0.688699871301651,0.20680714669552716
