epoch,train_loss,train_mse,train_l1,val_mse,val_mae,val_rmse,val_nrmse,val_correlation,val_score
55,0.1608404798640145,0.1472980280717214,0.2708490623368157,0.19454192674972795,0.3060491631428401,0.4000013574676466,0.483461511652077,0.9334126876045443,0.19454192674972795
56,0.15410935133695602,0.14087272352642483,0.26473255621062386,0.209451475321795,0.31891118622187414,0.41665384495091123,0.525892909554893,0.9344910118204642,0.209451475321795
57,0.16658734447426266,0.152854280339347,0.2746612760755751,0.2039259240087686,0.3133753411697619,0.40974238021221615,0.5075129498962988,0.9320596733240915,0.2039259240087686
58,0.1685791810353597,0.1545801361401876,0.2799808979034424,0.19912092525963532,0.3091397662505959,0.4037863024121061,0.4896435087549779,0.930300969268181,0.19912092525963532
59,0.15628605087598166,0.1429275812374221,0.26716939111550647,0.1964711324791565,0.3063204042387731,0.3995348116452377,0.49515257659323914,0.9335547009563392,0.1964711324791565
60,0.1581038236618042,0.14466004901462132,0.26887547473112744,0.19978826586157084,0.30995688395518245,0.4050134575693682,0.496280932640605,0.9340870487713715,0.19978826586157084
61,0.15871023138364157,0.14538643343581092,0.26647593908839756,0.20593986465510997,0.3127315492566788,0.40855417525895693,0.5069398414301952,0.931805481439048,0.20593986465510997
62,0.15570675002204049,0.14229248546891743,0.2682853125863605,0.20292131614052888,0.3149155809572249,0.41094607834518126,0.5035229168540353,0.9311376187709908,0.20292131614052888
63,0.1574052729540401,0.14407093905740315,0.26668664150767857,0.20796451754303594,0.3145974514385064,0.410600135786765,0.5156210665315331,0.9320122218251404,0.20796451754303594
64,0.1519700371556812,0.13886823919084337,0.26203591624895733,0.2004915883933956,0.3117413131350821,0.40663701085992193,0.492691711884825,0.9321550663019781,0.2004915883933956
65,0.15161798314915764,0.1384954262110922,0.2624511569738388,0.22347272060472856,0.3240284357558597,0.42282641963419415,0.5323290246308694,0.9331121717425187,0.22347272060472856
66,0.1541543338033888,0.1408594325184822,0.2658979859617021,0.20511351586460616,0.31703389198942616,0.4143477279501315,0.5064407299332012,0.9300891265777129,0.20511351586460616
67,0.14420375559065077,0.1312900980313619,0.2582731031709247,0.213104970724971,0.31648744800777145,0.4131878726492818,0.5080000765113564,0.9322914007376736,0.213104970724971
68,0.1430179758204354,0.1303143004576365,0.25407349401050144,0.2162970152655334,0.3224274825417634,0.42116871056227045,0.5245418942615,0.9305957999629035,0.2162970152655334
69,0.14605477617846596,0.13314162774218452,0.2582629703813129,0.21471729262195755,0.3161841470635299,0.41220264355716263,0.49903766101173147,0.9310434832818366,0.21471729262195755
70,0.14678635034296247,0.13374487227863735,0.26082953810691833,0.21937154907958978,0.32326651601628825,0.4216824845798111,0.5146890732180325,0.9292243225418139,0.21937154907958978
71,0.14940421531597772,0.13641116188632119,0.2598610371351242,0.21673273738247878,0.32009896048993774,0.41863967013096887,0.5139512955369903,0.9316247900515173,0.21673273738247878
72,0.14082116385300955,0.12813666545682484,0.2536899977260166,0.22006109486700912,0.32256602879726526,0.4201895203635005,0.5234114653298425,0.9307892025447568,0.22006109486700912
73,0.14144541405969197,0.1287267804145813,0.25437262157599133,0.23391342191307835,0.32914134284312074,0.4298638211517275,0.5281581390401531,0.929532546301767,0.23391342191307835
74,0.13797515630722046,0.1254129894077778,0.25124330984221566,0.21721655638380485,0.3203725100240924,0.4176994681610198,0.5112082618200542,0.9304476845176907,0.21721655638380485
75,0.1372760741247071,0.124784916639328,0.24982313315073648,0.2392655241049149,0.3300900226741126,0.4301214394423896,0.5229699677733882,0.9291791411853938,0.2392655241049149
76,0.13097498400343788,0.11857420288854176,0.2480156140194999,0.2406590425296489,0.33325183098063327,0.43491000438688904,0.5341188867125601,0.9290826525615125,0.2406590425296489
77,0.13498119678762224,0.12261713047822316,0.247281304664082,0.23412954276709846,0.32626750297618634,0.4255623148617466,0.5132496644588934,0.9283376627520303,0.23412954276709846
78,0.13034933143191868,0.11811432573530409,0.2447000907527076,0.23508604893912421,0.3314154012636705,0.43202780779369576,0.531370977777539,0.9300796199322647,0.23508604893912421
79,0.13473224143187204,0.12224482993284862,0.2497482481929991,0.24525858498545308,0.33468780237616913,0.43524230919478124,0.5150929155805224,0.9249210646167569,0.24525858498545308
80,0.13685494992468092,0.12426708224746916,0.25175735851128894,0.24822580618219395,0.3412535913062818,0.44417248885728106,0.5430310788163348,0.9282745492275672,0.24822580618219395
81,0.13066003140476015,0.11832150154643589,0.2467705855766932,0.2402228212661364,0.3368973159654574,0.4377439256015052,0.5254310706991318,0.9263171319708831,0.2402228212661364
82,0.12704568107922873,0.11504550195402569,0.24000360402796003,0.22429484207973335,0.31858003037897026,0.41493947270967596,0.5042563412027884,0.9306164984063717,0.22429484207973335
83,0.12655560837851632,0.1144766476419237,0.24157919155226815,0.2425140275365927,0.3360444141382521,0.4390248913200217,0.532076105738503,0.9263739380937708,0.2425140275365927
84,0.1308251933919059,0.11846942040655348,0.24711543156041038,0.23766867624539317,0.3301384307895646,0.42899119713674727,0.522368723787103,0.9285409383653204,0.23766867624539317
85,0.13048888742923737,0.11831822246313095,0.2434132976664437,0.23188182734178775,0.32890756484685524,0.42854445109795297,0.5219867326611156,0.9275791863313294,0.23188182734178775
86,0.12811670949061713,0.11589671754174763,0.24439985387855107,0.2275382007726214,0.3248192666832245,0.42331425764825337,0.5084109092241786,0.9287774945892505,0.2275382007726214
87,0.1256295914451281,0.1135801879896058,0.24098806414339277,0.25656948218855896,0.33872828169754055,0.4405559030003237,0.5391796266216684,0.925516117175684,0.25656948218855896
88,0.12680173251363966,0.11472362693813112,0.24156208998627132,0.23975343031413626,0.33475639964594983,0.43540098755310364,0.5217423987600075,0.9250068836837789,0.23975343031413626
89,0.1198932280143102,0.10805110798941718,0.23684242202175987,0.26446680750020524,0.34335662006880296,0.4464126222640826,0.5545044726177899,0.9286481935246834,0.26446680750020524
90,0.11881745358308156,0.1070314422249794,0.23572025530868107,0.24283284406093034,0.33500557799230923,0.43590425016047923,0.5245495886454543,0.9241883366333519,0.24283284406093034
91,0.11954954100979699,0.1077760366929902,0.23547009958161247,0.24437925160269847,0.3362156693456751,0.4376236602620037,0.5362259013484675,0.9264395865104501,0.24437925160269847
92,0.11684869478146236,0.10524896946218279,0.23199449314011467,0.23736667957608448,0.33248745424277854,0.43231221179640744,0.5285380283632766,0.9256417743256629,0.23736667957608448
93,0.11402593718634711,0.10251853201124403,0.23014812502596113,0.24678165189018755,0.33928225787751604,0.44169844457885094,0.5355479334233212,0.9253850135115552,0.24678165189018755
94,0.11377448754178153,0.1022580944829517,0.23032783137427437,0.25110492141296464,0.3412738453709718,0.4431224596568902,0.5414114706845771,0.9253818712976756,0.25110492141296464
95,0.10997331142425537,0.09867370790905422,0.22599205043580797,0.24756914385679094,0.3393054019772645,0.4420129795360962,0.5396751472914239,0.9251446177129962,0.24756914385679094
96,0.11398796571625604,0.10250498768356112,0.2296595358186298,0.24485007762400943,0.3396800444884734,0.4411613956796809,0.545720591012441,0.9258756756718247,0.24485007762400943
97,0.11257992850409614,0.1011381596326828,0.22883540391921997,0.24693435557525267,0.33961663045214885,0.4414723961978303,0.5377802935779638,0.9251039644581125,0.24693435557525267
98,0.10833354128731622,0.09710039695103963,0.2246629132164849,0.2674828941341151,0.35515331104397774,0.4615565315213362,0.556925187341761,0.9136559324964731,0.2674828941341151
99,0.10505924456649357,0.09401724404758877,0.22083999547693464,0.2531755737621676,0.34232534163377504,0.445128886773783,0.5467260003424672,0.924942764048052,0.2531755737621676
100,0.1074694726202223,0.09628072132666905,0.22377502918243408,0.2462949767765222,0.34019977294585924,0.44192486536160963,0.5382906453882615,0.9229886283463288,0.2462949767765222
101,0.10633359849452972,0.09511336435874303,0.22440468437141842,0.25227038074059016,0.3427155740333326,0.44526196089965603,0.5418998303103676,0.920904358794165,0.25227038074059016
102,0.10300174934996499,0.09208267347680198,0.21838149593936074,0.24926850244854437,0.33463837228941196,0.43504444416041754,0.5275255773431392,0.926192220583111,0.24926850244854437
103,0.10149822466903263,0.09055666377147038,0.2188312311967214,0.2514766688656175,0.34446408091620967,0.4471392518417323,0.5384891637785457,0.920519366828696,0.2514766688656175
104,0.10735201670063867,0.09622691737280951,0.22250196834405264,0.2618717657627933,0.34671470060041454,0.4517463151184362,0.5527770188094661,0.923100686503143,0.2618717657627933
105,0.10186231715811624,0.09103403737147649,0.21656561228964064,0.2621849615578399,0.352970887201302,0.45822730157098385,0.5664111243901608,0.9234655119098942,0.2621849615578399
106,0.10343431267473432,0.09231957048177719,0.22229482564661238,0.24925589332865042,0.34021514518694446,0.4423242201163413,0.5333580319516379,0.920383042386557,0.24925589332865042
107,0.10067636519670486,0.08979792644580205,0.21756878991921744,0.2548126872403152,0.34491440800554823,0.4484945127701275,0.5494599030725997,0.9239244582674878,0.2548126872403152
108,0.09812734855545892,0.08744793012738228,0.2135883801513248,0.2702745662607027,0.3546340157362548,0.46084077619574687,0.5592709673627786,0.9185146976360432,0.2702745662607027
109,0.09889147679011027,0.08808578550815582,0.21611383226182726,0.253876242208097,0.3434235389259728,0.44617095483243485,0.5435319267494378,0.9237758209372667,0.253876242208097
110,0.10158197333415349,0.09069324864281549,0.21777449382676017,0.2630147613641439,0.3505153500220992,0.4546615627910284,0.5462937868714955,0.9184956625489182,0.2630147613641439
111,0.10024590790271759,0.08936967452367146,0.21752467585934532,0.263462061372896,0.3443335712407575,0.4477878801470228,0.540055630920386,0.9230148655127189,0.263462061372896
112,0.1053780507710245,0.09446652647521761,0.2182304776377148,0.26527837576401053,0.3430708844327565,0.4448694989395798,0.5295402380111041,0.9186357451886227,0.26527837576401053
113,0.09961521128813426,0.0888925004336569,0.21445423033502367,0.2648807181553407,0.35398762740872125,0.4581404054700999,0.5606178843694329,0.9235941170676746,0.2648807181553407
114,0.09807871613237593,0.08726159897115496,0.21634233163462746,0.26879558167561435,0.3553933975371448,0.45935634710225615,0.5555102929420005,0.9187609433253577,0.26879558167561435
115,0.09826246980163786,0.08753862231969833,0.2144769546058443,0.25258533092159213,0.3389305683473746,0.43906327481156626,0.5317276657070944,0.9245235279207534,0.25258533092159213
116,0.09318933718734318,0.08275245875120163,0.20873755547735426,0.2781589131689433,0.3554623909294605,0.46029997789579474,0.5563582935903728,0.9192762585118408,0.2781589131689433
117,0.09369748416874144,0.08321177338560422,0.2097142454650667,0.2622071228582751,0.34474836120551283,0.44735989315903485,0.5335078499377814,0.9203224757653105,0.2622071228582751
118,0.09670431746376885,0.08608863337172402,0.21231369177500406,0.276028285593246,0.35139964238712285,0.45691346578507935,0.5543958123025785,0.9211947318389643,0.276028285593246
119,0.09027861514025265,0.07997249604927169,0.20612236360708872,0.28624953067099507,0.3610207274781935,0.46751635173842715,0.5713964040595284,0.9186497480648164,0.28624953067099507
120,0.09092353284358978,0.08057754900720385,0.20691965851518843,0.2707764928821813,0.35203165357763117,0.45641178274740224,0.5513477349967473,0.918472443849179,0.2707764928821813
121,0.09253648999664518,0.0820977927909957,0.2087739259004593,0.29544389016474737,0.3688233247534795,0.47874458026557554,0.5902615799622134,0.9214042281890328,0.29544389016474737
122,0.09298062572876613,0.08249729043907589,0.20966669917106628,0.2702090327035297,0.34943231838670646,0.4527270570470387,0.5384841506688599,0.9177374949362402,0.2702090327035297
123,0.08751313636700313,0.07742098139392005,0.20184309449460772,0.2891013189642267,0.35983842983841896,0.46598034602719196,0.5658830887461991,0.9198504041985767,0.2891013189642267
124,0.08551330864429474,0.07543179848127896,0.20163019994894663,0.29255937152739725,0.36667828476338676,0.474655036146075,0.5750439350993087,0.9146792390922606,0.29255937152739725
125,0.08472093070546786,0.07473368404640092,0.19974490337901646,0.28644736596580705,0.357835833096143,0.46390783887106907,0.5592620871749768,0.9185828313469041,0.28644736596580705
126,0.08665754563278621,0.07657057253850831,0.2017394651969274,0.28410632290284743,0.3598004821123499,0.46523186762569024,0.5639675854455808,0.9198485210700846,0.28410632290284743
127,0.08706111047003004,0.07699816715386179,0.20125887625747257,0.289370346532175,0.36374779666463536,0.4702325343046021,0.5668216589183338,0.9165485723562193,0.289370346532175
128,0.08645256360371907,0.07629829562372631,0.20308536291122437,0.30344484929898474,0.37064323167909274,0.47960407784547276,0.5765240355564984,0.9130252161576048,0.30344484929898474
129,0.09466466473208533,0.08430608651704258,0.2071715709235933,0.28937652932875085,0.36128925904631615,0.46750640722859627,0.5693540397972471,0.9184549646145326,0.28937652932875085
130,0.0847375641266505,0.07466246353255378,0.2015020185046726,0.31663045419775177,0.38140231506391004,0.4937904998943217,0.6016392642505082,0.9100421926510891,0.31663045419775177
131,0.08245401167207295,0.07256026276283795,0.19787499639723036,0.2933473762294108,0.3623037901565884,0.468563447794443,0.5681934442501575,0.9180704455233049,0.2933473762294108
132,0.08274756371974945,0.07283112944828139,0.1983286738395691,0.311171329693135,0.37764620408415794,0.48831740232858767,0.5883721458185669,0.9122083555160986,0.311171329693135
133,0.08066324475738737,0.07088625638021363,0.19553976754347482,0.29390284850854764,0.36560888520695944,0.47229128477549254,0.5760736612904962,0.9193949224044757,0.29390284850854764
134,0.08147017078267203,0.0716680536667506,0.19604235887527466,0.3012965048635096,0.3690201077948917,0.47737402995291944,0.5742639889018593,0.914262077200875,0.3012965048635096
135,0.07934553590085772,0.06960004112786716,0.19490988718138802,0.2978343164661165,0.3684004895163305,0.4761731214821932,0.5750005806419252,0.9164006687931353,0.2978343164661165
136,0.07886715067757501,0.06919640840755568,0.19341484871175554,0.3159447362307798,0.37580136920918117,0.48563659759918976,0.5835028766858074,0.9111007475538322,0.3159447362307798
137,0.07622110098600388,0.06670351326465607,0.19035174283716413,0.3051971150562167,0.37153902164462843,0.48046805657836067,0.5790489880217362,0.9163502006957123,0.3051971150562167
138,0.07793680495686,0.06834938418534067,0.19174842205312517,0.3169811528006738,0.37777195938608865,0.48776980747706006,0.5915208489114359,0.9150851725811738,0.3169811528006738
139,0.07557663155926599,0.06607072220908271,0.1901182002491421,0.3048421800080122,0.3698120406179717,0.47696384099335176,0.5675537854634992,0.9122883750503539,0.3048421800080122
140,0.07326190794507663,0.06392975317107306,0.18664309879144034,0.3206836029492093,0.3775363289045565,0.48809558971282296,0.5893171634030316,0.9149535378252973,0.3206836029492093
141,0.07482905354764727,0.06539584116803275,0.1886642575263977,0.316566338198203,0.37600146945227275,0.48620065116121647,0.5878263708830637,0.9153253949570545,0.316566338198203
142,0.07786169068680869,0.06821790917052163,0.19287560217910343,0.3194136775634957,0.3782065939722639,0.48869039155764316,0.5931106339009665,0.9118863881893754,0.3194136775634957
143,0.07669845099250476,0.0671762079000473,0.19044487012757194,0.3189873236767722,0.3793405583410552,0.4899838417328031,0.5919865188624116,0.9097507665514672,0.3189873236767722
144,0.07189268370469411,0.0626178884671794,0.18549590640597874,0.33458050140038587,0.3846624946278153,0.4972930385142751,0.6081882141015738,0.9158370101966058,0.33458050140038587
145,0.07354547745651668,0.06422888528969553,0.18633184333642325,0.3178026033565402,0.3771951444672816,0.485553788346409,0.5776236071756293,0.9059308522688879,0.3178026033565402
146,0.07323313131928444,0.06389243983560139,0.1868138296736611,0.3269464790990407,0.3820401959572778,0.49370646132649204,0.602606838430016,0.9140903198265103,0.3269464790990407
147,0.07090795909365018,0.061696803818146385,0.1842231187555525,0.31483789776085,0.37654061288093077,0.4853841066040835,0.5799955411437946,0.9097663471444047,0.31483789776085
148,0.07458410536249478,0.06524224206805229,0.18683726423316532,0.34393184747772687,0.3919570337642323,0.5058301431535158,0.6138088898381138,0.9106962877956378,0.34393184747772687
149,0.07640174196826087,0.06691659407483207,0.18970294296741486,0.32498395736470365,0.3817412525866971,0.49347926365941397,0.5918072078543543,0.9091553904470008,0.32498395736470365
150,0.07774817860788769,0.06835947185754776,0.18777412507269117,0.31202896328812296,0.3747817934914069,0.48185061108460414,0.5762013230491234,0.9056834802720872,0.31202896328812296
151,0.0750800288385815,0.06565755315952831,0.18844951192537943,0.3447631685006799,0.3918110934848135,0.507248495215215,0.6188918435678035,0.9138581533965732,0.3447631685006799
152,0.07558250634206666,0.06620484218001366,0.187553271651268,0.3169404644180428,0.37763130235852616,0.4872815945981164,0.5800385995264569,0.9121667157032981,0.3169404644180428
153,0.0692871403363016,0.06015304144885805,0.18268197609318626,0.3317324370145798,0.3830841448948239,0.4946175542246795,0.5998618045349722,0.9147932201899095,0.3317324370145798
154,0.06841459621985753,0.05936892537607087,0.18091341025299496,0.33421479704592266,0.3877481750466607,0.4989778256992012,0.6019227542083598,0.9101083221405629,0.33421479704592266
155,0.06587605675061543,0.05700258413950602,0.17746944725513458,0.34365094207565894,0.3886323890677004,0.5026065976164581,0.6112706055851728,0.9123684693625351,0.34365094207565894
156,0.06502027933796246,0.056193930407365165,0.17652697033352321,0.33248427647137735,0.3862912914518154,0.4977479831858371,0.5966988560115891,0.9085116335065471,0.33248427647137735
157,0.06603498053219584,0.0571581551598178,0.17753649254639944,0.3427958089124524,0.3889820616353642,0.5030050713584643,0.6097358232828203,0.9120499517703199,0.3427958089124524
158,0.07063193950388166,0.06158334596289529,0.18097188572088876,0.3373044092829029,0.3885548755978093,0.5016637197062953,0.6044823268657538,0.9122089688846305,0.3373044092829029
159,0.06908361530966228,0.06009281054139137,0.17981608046425712,0.335786362912393,0.3874125298902844,0.4999719366961459,0.6007208210491765,0.9097388751202383,0.335786362912393
160,0.06361341973145802,0.05489571185575591,0.17435414426856571,0.3468759430177284,0.39268345453522424,0.5060398832087105,0.6074649838129009,0.9041316943893001,0.3468759430177284
161,0.06335207323233287,0.05469138092464871,0.17321384946505228,0.33903453810930706,0.3888558442845489,0.5018280330399415,0.6093743396651599,0.910817325506781,0.33903453810930706
162,0.06625737332635456,0.05733703739113278,0.1784067153930664,0.32985741190725204,0.3827807010348999,0.4946461257926693,0.5932801450959263,0.9106288476563275,0.32985741190725204
163,0.06469012134604984,0.05596132907602522,0.17457584705617693,0.34531410758129577,0.39000434959025093,0.5038223878429702,0.6070532414063454,0.9081957418283054,0.34531410758129577
164,0.06411318770713276,0.05539830029010773,0.1742977350950241,0.3321856336781021,0.38566690107638185,0.4971231630389236,0.593785255399134,0.906371679475195,0.3321856336781021
165,0.06332396301958296,0.05467482490672006,0.17298276556862724,0.3250051802306464,0.38142491448106186,0.4925150145128787,0.5939880110990712,0.9108485479747209,0.3250051802306464
166,0.0614037344025241,0.0528791273633639,0.1704921242263582,0.34226444521636673,0.3930729582454219,0.5066228557271928,0.6135317565919778,0.9108118120867829,0.34226444521636673
167,0.0601205685072475,0.0516943306558662,0.1685247669617335,0.33983824932665535,0.38916185024109756,0.5022456051021391,0.6038331712139948,0.9075484869203735,0.33983824932665535
168,0.05746174934837553,0.04919432351986567,0.16534852815998924,0.34332024726565136,0.3924003631779642,0.5060403921127593,0.6134432340612356,0.9100144876378825,0.34332024726565136
