variant,seed,selected_by_validation,split,group_field,group_value,sample_count,normalized_param_mae,L_mae_mm,W_mae_mm,D_mae_mm,curvature_mae,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
C3_stronger_encoder_feature_fusion,42,False,test,curvature_template,WD_dominant,8,0.6037051044404507,2.0194195453077555,2.006024144589901,0.9508588314056396,0.16450992599129677,0.7456469333647813,0.8444511231764759,0.0004215490698697977
C3_stronger_encoder_feature_fusion,42,False,test,curvature_template,boxy,7,1.1648228849683488,2.5004166471106664,1.619569650718144,0.9626203860555377,0.40733609029224943,0.8186287729842355,0.8948351822603252,0.0006406772382823485
C3_stronger_encoder_feature_fusion,42,False,test,curvature_template,round,8,0.620073358528316,2.1640691980719566,3.20395340397954,0.9596195826306939,0.14790191530482844,0.7045799470465659,0.8099779910914412,0.00038775490065745544
C3_stronger_encoder_feature_fusion,42,False,test,curvature_template,sharp,8,0.718486625701189,2.1233958080410957,1.0736819952726364,1.0730903283692896,0.22026539128273726,0.7796142944742595,0.8712020843230677,0.0004507297107920749
C3_stronger_encoder_feature_fusion,42,False,test,depth_bin,deep,11,0.8968551754951477,2.2936205714941025,2.2552335153926504,0.9873412441123616,0.28334769809787924,0.7441615003172973,0.8440259543143956,0.0005732285313900899
C3_stronger_encoder_feature_fusion,42,False,test,depth_bin,medium,11,0.6670939813960682,1.8756988116286017,2.3703453920104285,1.0476191050627015,0.18172860247167674,0.7887598014741883,0.872215735420329,0.0004556342702761123
C3_stronger_encoder_feature_fusion,42,False,test,depth_bin,shallow,17,0.6865402508307906,2.5112608916619243,1.6435119527227737,0.9109174808596864,0.20124202936559038,0.7295708888969122,0.8334231910537424,0.0003964797380082446
C3_stronger_encoder_feature_fusion,42,False,test,aspect_bin,balanced,9,0.7242519979675611,2.9466451936297946,1.3185556299156613,0.7747110947966576,0.22403464078282317,0.7710939298824777,0.8602228280529371,0.0003646637224947982
C3_stronger_encoder_feature_fusion,42,False,test,aspect_bin,compact,9,0.8381469349066416,3.1135340664121838,1.4340920911894903,0.9228189840084977,0.26377136756976444,0.655224814634049,0.7822093857218699,0.00039730496630201943
C3_stronger_encoder_feature_fusion,42,False,test,aspect_bin,narrow,9,0.7895591987503899,2.026306768258413,3.6874522897932263,0.6010430198576715,0.23451586729950374,0.6903736957495594,0.8094317224278058,0.0003484180391145249
C3_stronger_encoder_feature_fusion,42,False,test,aspect_bin,wide,12,0.6422501504421234,1.3146311764915783,1.738347589969635,1.43191692729791,0.1696714103842775,0.8512172890465896,0.91500645076434,0.0006720138177721916
