split,group_name,group_value,sample_count,iou_mean,dice_mean,area_error_mean,center_error_px_mean,pred_area_mean,true_area_mean,pred_area_zero_mean,type_accuracy,center_mae_m,width_mae_m,length_mae_m,depth_mae_m,angle_mae_deg
val,overall,rect_rot,66,0.595376982710893,0.7402262082220783,0.23924859362529882,3.0459591279678246,328.6363636363636,319.8181818181818,0.0,0.6515151515151515,0.001440414001343866,0.0017200019281131752,0.0007849634399242474,0.00031461097673992765,18.619274463512006
val,defect_type,rectangular_notch,33,0.6121994544491022,0.7551982660983463,0.320853671036981,2.7223606043439874,362.3939393939394,342.6060606060606,0.0,0.5757575757575758,0.0013036783802128369,0.002375639213079756,0.001050321018379746,0.0003462233192597826,nan
val,defect_type,rotated_rect,33,0.5785545109726838,0.7252541503458103,0.15764351621361675,3.369557651591662,294.8787878787879,297.030303030303,0.0,0.7272727272727273,0.0015771496224748951,0.0010643646431465943,0.0005196058614687486,0.00028299863422007274,18.619274463512006
val,source_pack,pilot_v2_rectangular_notch,19,0.6374868249166411,0.773728994515598,0.3057437985384507,2.5971766872209696,407.57894736842104,349.05263157894734,0.0,0.7894736842105263,0.0011592872739988977,0.0024699606001377106,0.0011646821114577744,0.00038300726660772373,nan
val,source_pack,pilot_v3_rotated_rect,9,0.6025410178370447,0.746298656047952,0.2356455713598571,3.279692960508388,438.3333333333333,448.6666666666667,0.0,0.3333333333333333,0.001598831309708675,0.0020399365781082045,0.0010257727570003932,0.00043440518331610493,16.01614634964129
val,source_pack,pilot_v7_topup_rotated_rect,8,0.5745405327050077,0.7274126301840032,0.08384806304507601,3.7074542894414666,224.375,240.0,0.0,1.0,0.0014130213785466448,0.00022849388187751174,0.000190270715393126,0.00018783379346132278,18.83352636413297
val,source_pack,pilot_v8_topup_rotated_rect,8,0.6607131992226585,0.7940054749591483,0.11879794281729428,2.4825705775245215,236.75,240.375,0.0,0.875,0.0009668363535739379,0.0005858776858076453,0.0003122852649539709,0.00026639288989827037,16.401567993846477
val,source_pack,pilot_v9_topup_rectangular_notch,14,0.5778808802431564,0.730049420389219,0.3413599265707005,2.892253063296654,301.07142857142856,333.85714285714283,0.0,0.2857142857142857,0.0014996377386460398,0.002247631616358246,0.0008951166777738503,0.0002963022478590054,nan
val,source_pack,pilot_v9_topup_rotated_rect,8,0.4734249807679793,0.6306692769793705,0.18253223073895958,4.019745865277679,262.125,240.125,0.0,0.75,0.0023271992371661013,0.0012812039349228144,0.0004868238465860486,0.00022443685156758875,23.551248160661142
val,area_bin,small,24,0.5564618786649674,0.7062365008082049,0.2224832442274911,3.48859097172909,272.875,239.20833333333334,0.0,0.8333333333333334,0.0016953966514073257,0.0013479193245681624,0.0005237423465587199,0.0002544846017068873,18.08349757285363
val,area_bin,medium,21,0.5996555849530278,0.7468478760835449,0.27511554707808633,2.689511538972827,308.76190476190476,284.8095238095238,0.0,0.5238095238095238,0.001254932579072595,0.0017030413395592145,0.000709787831597385,0.00029128378567596275,23.105181661960504
val,area_bin,large,21,0.6355727850926729,0.7724499202621815,0.2225420394842916,2.8965417526642323,412.23809523809524,446.95238095238096,0.0,0.5714285714285714,0.001334486680685469,0.0021621997778614364,0.0011586774406688555,0.0004066540249845102,16.84553373055232
test,overall,rect_rot,66,0.5876562958875146,0.7351013518194295,0.2677683180237345,2.9280698289230114,332.1060606060606,352.8787878787879,0.0,0.6515151515151515,0.0012954785940264618,0.0017817270885588546,0.001053356212761366,0.0003401201445905661,20.733188082443224
test,defect_type,rectangular_notch,33,0.5706855612533273,0.7202486313098329,0.30725523008419253,2.9526866103827527,355.3939393939394,399.6060606060606,0.0,0.5757575757575758,0.0012980270739105949,0.002060114631824421,0.0016842211709555352,0.0003855724265149823,nan
test,defect_type,rotated_rect,33,0.6046270305217019,0.7499540723290261,0.22828140596327656,2.9034530474632696,308.8181818181818,306.1515151515151,0.0,0.7272727272727273,0.0012929301141423287,0.0015033395452932878,0.00042249125456719685,0.0002946678626661499,20.733188082443224
test,source_pack,pilot_v2_rectangular_notch,20,0.6226712473579588,0.7628347355950238,0.23661605731577917,2.7321485333973174,420.1,383.25,0.0,0.85,0.0012164545621322252,0.002206809725612402,0.0012992380885407328,0.00039416145300492645,nan
test,source_pack,pilot_v3_rotated_rect,9,0.5893942415903983,0.7402604778125181,0.1964228656499381,3.338085642091153,438.55555555555554,484.6666666666667,0.0,0.5555555555555556,0.0013976259482625644,0.001918054082327419,0.0004997513670888212,0.0003447642730962899,27.39163474265418
test,source_pack,pilot_v7_topup_rotated_rect,8,0.629519168987049,0.7703396074435112,0.07733659886548762,2.855107165166742,227.625,239.125,0.0,1.0,0.001164357987348236,0.00031368411146104336,0.0002117792028002441,0.00022950740822125226,17.88687635623575
test,source_pack,pilot_v8_topup_rotated_rect,8,0.583900893804665,0.7303597278827605,0.3571880896710149,2.813974339853967,276.25,239.375,0.0,0.75,0.0013277251585093422,0.0017487762961536646,0.0005841647507622838,0.0002717572497203946,19.255360923331164
test,source_pack,pilot_v9_topup_rectangular_notch,13,0.4907075826308173,0.6547315477941548,0.4159308804971362,3.291975959591115,255.84615384615384,424.7692307692308,0.0,0.15384615384615385,0.0014235232458773182,0.0018344298721506046,0.002276502836209077,0.00037235853960737586,nan
test,source_pack,pilot_v9_topup_rotated_rect,8,0.6175979163211078,0.7600681754918781,0.28616038720583303,2.5523159684127323,276.625,239.125,0.0,0.625,0.0012689243831841433,0.001981004374101758,0.00038461218355223536,0.00032638046832289547,17.56657447502544
test,area_bin,small,25,0.6051052404955901,0.7493728131671804,0.24678589090421404,2.7576016420816427,263.24,239.24,0.0,0.8,0.0012752817398314865,0.0014270837604999542,0.0004012393392622471,0.0002689984627068043,19.563338546862145
test,area_bin,medium,19,0.5871822512585263,0.7354908252456468,0.2905806445834467,2.9029888585820998,376.8421052631579,339.42105263157896,0.0,0.6842105263157895,0.0012400488932401245,0.0020465841026682603,0.0012293464112046518,0.0004049712442792952,27.55860901382023
test,area_bin,large,22,0.5682373519215549,0.7185474186925247,0.27191043044889285,3.1434445156280817,371.72727272727275,493.6363636363636,0.0,0.45454545454545453,0.0013663006699271348,0.001955990721894936,0.001642406579445709,0.00036493246972730213,23.93616200503607
