candidate,seed,split,group_type,group,threshold,n,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite,macro_area_composite,type_accuracy
current_mask_boundary_baseline_val_reference_std,sample_std,val,defect_type,multi_defect,0.9,71,0.0037931489458881726,0.005645105896186225,0.031339691123289874,0.014339026915505494,0.0,6.082762530298219,6.082762530298219,0.03165752900972193,0.023119886876522073,
current_mask_boundary_baseline_val_reference_mean,mean,val,defect_type,polygon,0.9,72,0.265085995139847,0.38255869501051726,0.33812460032091923,1.292985236037606,3.0,32.333333333333336,39.666666666666664,0.30952008982944496,0.5183916244863057,
current_mask_boundary_baseline_val_reference_std,sample_std,val,defect_type,polygon,0.9,72,0.005722421337348656,0.007199351651016465,0.02456917104753974,0.09680076138996013,2.6457513110645907,10.066445913694334,10.066445913694334,0.021664976146393372,0.023119886876522073,
current_mask_boundary_baseline_val_reference_mean,mean,val,defect_type,rotated_rect,0.9,57,0.4108877281416083,0.5621657451273191,0.21720468675991475,1.055585519328975,0.0,34.666666666666664,22.333333333333332,0.7558487865090128,0.5183916244863057,
current_mask_boundary_baseline_val_reference_std,sample_std,val,defect_type,rotated_rect,0.9,57,0.01259394428027879,0.010569976938715779,0.03099452149683958,0.01454531964949525,0.0,6.3508529610858835,6.3508529610858835,0.05374395049291622,0.023119886876522073,
current_mask_boundary_baseline_val_reference_mean,mean,val,overall,all,0.9,200,0.336869936997537,0.4762774603999968,0.29544688063266245,1.1850732776830022,3.0,119.0,81.0,0.5177005167648713,0.5183916244863057,
current_mask_boundary_baseline_val_reference_std,sample_std,val,overall,all,0.9,200,0.0053066723938823175,0.005738166936944253,0.012198009507082438,0.037089157154681175,2.6457513110645907,22.11334438749598,22.11334438749598,0.023047603058463536,0.023119886876522073,
current_mask_boundary_baseline_val_reference_mean,mean,val,signal_bin,low_signal,0.9,67,0.2556487060866763,0.3740590590174988,0.39954492476072684,1.3077897731173167,3.0,40.0,27.0,0.23016284034344825,0.5183916244863057,
current_mask_boundary_baseline_val_reference_std,sample_std,val,signal_bin,low_signal,0.9,67,0.007726060022778873,0.00867429397273182,0.03423692599602701,0.08837681972685356,2.6457513110645907,10.816653826391969,10.816653826391969,0.05049281205886985,0.023119886876522073,
current_mask_boundary_baseline_val_reference_mean,mean,val,signal_bin,non_low_signal,0.9,133,0.37778589542631646,0.5277709407956913,0.2430065125380736,1.125343873349945,0.0,79.0,54.0,0.6625503236839342,0.5183916244863057,
current_mask_boundary_baseline_val_reference_std,sample_std,val,signal_bin,non_low_signal,0.9,133,0.0044715389101057995,0.004914612206659931,0.0010993012788422319,0.009438441396988807,0.0,11.357816691600547,11.357816691600547,0.01021734801593241,0.023119886876522073,
shape_type_conditional_screening_predicted,42,val,overall,all,0.5,200,0.3607917098130886,0.507610427237193,0.5946130832675118,1.2335303680971266,0,35,165,0.27378905378276974,0.2747515696394249,0.645
shape_type_conditional_screening_predicted,42,val,area_bin,small,0.5,67,0.2672166924124887,0.39604323557740295,1.0419418146011414,1.4447645883061992,0,5,62,-0.3786818866112498,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,area_bin,medium,0.5,66,0.4000416506739187,0.5549274252626122,0.4877143349661271,1.2523572572478743,0,4,62,0.4672547409704038,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,area_bin,large,0.5,67,0.41570260636570683,0.5725668447226894,0.25258759652927565,1.0037502570828396,0,26,41,0.7356818545591206,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,signal_bin,low_signal,0.5,67,0.2850015208506774,0.4133721776180121,0.8232562218107159,1.5378708872777314,0,12,55,-0.12488252334202643,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,signal_bin,non_low_signal,0.5,133,0.3989717298167094,0.55508383118069,0.4794319533246947,1.0802159712166715,0,23,110,0.47462360767270484,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,defect_type,multi_defect,0.5,71,0.3807769346850532,0.5370787920958601,0.3356896904425503,1.1101484127657515,0,25,46,0.582166036338363,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,defect_type,polygon,0.5,72,0.28494391052198903,0.4147188042908654,0.8854779330181842,1.480033582283391,0,6,66,-0.18581521820532976,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,defect_type,rotated_rect,0.5,57,0.4317055796911535,0.5882410052577232,0.5497234641188071,1.0758441822570668,0,4,53,0.47022312083006956,0.2747515696394249,
shape_type_conditional_screening_predicted,42,val,overall,all,0.6,200,0.3590797343825436,0.5041534875737858,0.4913119294573592,1.2461246028542519,0,49,151,0.37192129249897016,0.3729173629484088,0.645
