sample_id,source_index,split,defect_type,source_pack,threshold,pred_defect_type,type_prob_rectangular_notch,type_prob_rotated_rect,initial_iou,refined_iou,delta_iou,initial_dice,refined_dice,delta_dice,initial_area_error,refined_area_error,delta_area_error,initial_center_error_px,refined_center_error_px,initial_pred_area,refined_pred_area,true_area,initial_forward_mse,refined_forward_mse,initial_forward_nrmse,refined_forward_nrmse,forward_nrmse_reduction,initial_forward_correlation,refined_forward_correlation,true_center_x,true_center_y,initial_center_x,initial_center_y,refined_center_x,refined_center_y,center_drift_m,true_width,initial_width,refined_width,width_drift_m,true_length,initial_length,refined_length,length_drift_m,true_depth,initial_depth,refined_depth,depth_drift_m,true_angle_deg,initial_angle_deg,refined_angle_deg,initial_angle_abs_error_deg,refined_angle_abs_error_deg,angle_error_delta,parameter_drift_norm,refinement_category,notes
rect_v9_0054,173,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6000000238418579,rotated_rect,0.1272512674331665,0.8727487325668335,0.6494565217391305,0.5896739130434783,-0.05978260869565222,0.7874794069192751,0.7418803418803419,-0.045599065038933184,0.35054347826086957,0.41032608695652173,0.05978260869565216,2.1054268996047596,1.559594683663369,239.0,217.0,368.0,0.07455538958311081,0.055821217596530914,0.39640453888830546,0.3430036561076796,0.05340088278062588,0.932067601232791,0.9415136116604473,0.003000000026077032,0.0005000000237487257,0.0022263715509325266,1.6882186173461378e-05,0.002487007062882185,0.0001745428889989853,0.0003046108456780531,0.009999999776482582,0.008728301152586937,0.008455987088382244,-0.00027231406420469284,0.007499999832361937,0.006245367228984833,0.006070694886147976,-0.00017467234283685684,0.0015999999595806003,0.0011459520319476724,0.0012018820270895958,5.592999514192343e-05,0.0,-2.4122317829951547,-1.7387903920358243,nan,nan,nan,0.31537799717837184,surrogate_mismatch,
rect_v9_0050,169,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6000000238418579,rotated_rect,0.05695101618766785,0.9430490136146545,0.6418732782369146,0.6111111111111112,-0.030762167125803486,0.7818791946308725,0.7586206896551724,-0.023258504975700145,0.3068181818181818,0.3522727272727273,0.04545454545454547,2.509354977395579,2.8107876272064747,244.0,228.0,352.0,0.2084812968969345,0.13090552389621735,1.109365291277878,0.8790630195861494,0.23030227169172857,0.8958321263616295,0.9011747531596,-0.0022499999031424522,0.0010000000474974513,-0.0021117115393280983,0.00017604671302251518,-0.0017348744440823793,0.00016161007806658745,0.00037711352771026627,0.009999999776482582,0.008571445941925049,0.008306433446705341,-0.0002650124952197075,0.007000000216066837,0.006341872736811638,0.006148247048258781,-0.00019362568855285645,0.0024999999441206455,0.0014197154669091105,0.001500396290794015,8.068082388490438e-05,0.0,2.0647604231227423,8.71210521561084,nan,nan,nan,0.35909470487800854,surrogate_mismatch,
rot_v7_0027,274,test,rotated_rect,pilot_v7_topup_rotated_rect,0.6000000238418579,rotated_rect,0.04683190956711769,0.9531680941581726,0.7446043165467626,0.7153284671532847,-0.029275849393477937,0.8536082474226804,0.8340425531914893,-0.019565694231191033,0.037815126050420166,0.025210084033613446,-0.01260504201680672,2.461006420955724,2.546654442788609,247.0,232.0,238.0,0.05462341383099556,0.031725186854600906,0.3726099732827021,0.28396652697527397,0.08864344630742815,0.9645788018881764,0.9652492096758837,-0.001500000013038516,0.0010000000474974513,-0.0014073459897190332,0.00023672680254094303,-0.0011051499750465155,0.00024491874501109123,0.00030230702804497745,0.00800000037997961,0.008721942082047462,0.008449736982584,-0.00027220509946346283,0.006000000052154064,0.006383263505995274,0.0061933668330311775,-0.00018989667296409607,0.0010000000474974513,0.0013305337633937597,0.0014037578366696835,7.322407327592373e-05,10.000000283105564,2.2200232161184146,6.54633589961713,7.7799770669871435,3.45366438348843,-4.326312683498713,0.29953295175417527,surrogate_mismatch,
rect_v9_0010,129,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6000000238418579,rotated_rect,0.2722529470920563,0.7277470827102661,0.5196078431372549,0.49411764705882355,-0.025490196078431393,0.6838709677419355,0.6614173228346457,-0.022453644907289738,0.4803921568627451,0.5058823529411764,0.025490196078431338,1.8906799574008275,2.0615528128088303,265.0,252.0,510.0,0.04888211190700531,0.030755728483200073,0.3305723509988095,0.2622132027172909,0.06835914828151857,0.9693888302906526,0.9721421250704297,0.001500000013038516,-0.0005000000237487257,0.0019335137913003564,-2.4168559320969507e-05,0.0017812266014516354,3.544962964951992e-05,0.00016354117722500774,0.010999999940395355,0.009527739137411118,0.009168347343802452,-0.00035939179360866547,0.009499999694526196,0.006424866151064634,0.0062286630272865295,-0.00019620312377810478,0.0015999999595806003,0.0013344917679205537,0.0014068440068513155,7.235223893076181e-05,0.0,-1.1872144101866249,0.11331649354893455,nan,nan,nan,0.26694084166361387,surrogate_mismatch,
rect_v9_0016,135,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6000000238418579,rotated_rect,0.04322434589266777,0.9567756652832031,0.5090497737556561,0.4841628959276018,-0.024886877828054266,0.6746626686656672,0.6524390243902439,-0.022223644275423227,0.49095022624434387,0.5158371040723982,0.024886877828054377,1.8101183373088425,1.3657096676537166,225.0,214.0,442.0,0.08555373549461365,0.04378363490104675,0.5547661160641173,0.3968682406589663,0.157897875405151,0.9595388713109857,0.961980891529454,-0.001500000013038516,0.0,-0.002677834127098322,0.0002000748208956793,-0.0023509557358920574,0.00020121620036661625,0.0003268803839093016,0.010999999940395355,0.008226972073316574,0.008010555058717728,-0.00021641701459884644,0.008500000461935997,0.006219959817826748,0.0060426825657486916,-0.00017727725207805634,0.0019000000320374966,0.001405887072905898,0.0014833556488156319,7.746857590973377e-05,0.0,0.6328148388067129,6.7983344483842805,nan,nan,nan,0.32627339824291174,surrogate_mismatch,
rot_v9_0041,360,test,rotated_rect,pilot_v9_topup_rotated_rect,0.6000000238418579,rotated_rect,0.1306142807006836,0.8693857192993164,0.7723880597014925,0.7481481481481481,-0.024239911553344373,0.871578947368421,0.8559322033898306,-0.01564674397859045,0.020833333333333332,0.03333333333333333,0.0125,0.09970393556607987,0.4766186626820826,235.0,232.0,240.0,0.12979565560817719,0.08630093932151794,0.7344218249348199,0.5988571753513835,0.1355646495834364,0.9228113755764038,0.9271831621180768,0.001500000013038516,0.0,0.0015133614651858807,8.822917152429e-06,0.0013745524920523167,0.00017935968935489655,0.0002198879781535342,0.00800000037997961,0.008857116103172302,0.00855919811874628,-0.0002979179844260216,0.006000000052154064,0.006284819450229406,0.006098627112805843,-0.000186192337423563,0.001500000013038516,0.0012164833024144173,0.0012826068559661508,6.61235535517335e-05,-20.000000659393134,-1.3510727828093465,4.336731283303924,18.648927876583784,24.336731942697057,5.687804066113273,0.3599542703376571,surrogate_mismatch,
rot_v7_0006,253,test,rotated_rect,pilot_v7_topup_rotated_rect,0.6000000238418579,rotated_rect,0.15799580514431,0.8420041799545288,0.6633333333333333,0.6394557823129252,-0.023877551020408116,0.7975951903807615,0.7800829875518672,-0.01751220282889432,0.07916666666666666,0.008333333333333333,-0.07083333333333333,3.1383595000731854,3.594244138925168,259.0,242.0,240.0,0.05945282056927681,0.034929368644952774,0.39932029257688967,0.3060768737625013,0.09324341881438836,0.9636664525230085,0.9666617417729122,0.0,-0.0010000000474974513,-4.631396586773917e-05,-1.86232864507474e-06,0.00011901138350367546,6.409082561731339e-05,0.00017799520113718475,0.00800000037997961,0.009044734761118889,0.008731706999242306,-0.0003130277618765831,0.006000000052154064,0.006396284326910973,0.006201731972396374,-0.00019455235451459885,0.0010000000474974513,0.0013317340053617954,0.001404897659085691,7.316365372389555e-05,20.000000659393134,-0.6056675048985567,2.9175964124673404,20.605668164291686,17.08240424692579,-3.5232639173658953,0.2814467385468295,surrogate_mismatch,
rect_v9_0038,157,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6000000238418579,rectangular_notch,0.6567263007164001,0.34327366948127747,0.5206611570247934,0.5087336244541485,-0.011927532570644939,0.6847826086956522,0.6743849493487699,-0.010397659346882304,0.16470588235294117,0.03235294117647059,-0.1323529411764706,4.6097722286464435,4.737162085141698,396.0,351.0,340.0,0.29394495487213135,0.23636549711227417,1.0700841526679576,0.9595706767980274,0.11051347586993021,0.86914359790964,0.8799606355643383,-0.001500000013038516,0.0010000000474974513,0.0007508192211389542,-7.340713636949658e-08,0.0003893882967531681,-0.0001926283584907651,0.0004095237785471081,0.010999999940395355,0.011858988553285599,0.011351794004440308,-0.0005071945488452911,0.006500000134110451,0.007247934117913246,0.00697652343660593,-0.0002714106813073158,0.002199999988079071,0.001669843215495348,0.0017609891947358847,9.114597924053669e-05,0.0,-0.1057305746297503,5.437194286903453,nan,nan,nan,0.4769595623534869,surrogate_mismatch,
rot_v7_0012,259,test,rotated_rect,pilot_v7_topup_rotated_rect,0.6000000238418579,rotated_rect,0.07814427465200424,0.9218557476997375,0.6418918918918919,0.5748299319727891,-0.0670619599191028,0.7818930041152263,0.7300215982721382,-0.051871405843088136,0.03347280334728033,0.06276150627615062,0.029288702928870293,2.7869626727064696,3.3846451868592102,247.0,224.0,239.0,0.0398218147456646,0.03354117274284363,0.2786696108012605,0.2557515113811758,0.022918099420084714,0.9643174724333963,0.9683435948000834,-0.001500000013038516,0.0010000000474974513,-0.000774744781665504,8.323819929501042e-05,-0.0005428371950984001,7.448787800967693e-05,0.0002320726111155199,0.00800000037997961,0.00864623673260212,0.008414219133555889,-0.00023201759904623032,0.006000000052154064,0.006315769162029028,0.006152315065264702,-0.0001634540967643261,0.0010000000474974513,0.0012833070941269398,0.0013092386070638895,2.593151293694973e-05,-30.00000044529205,-0.31983137188994265,-0.5389046469175035,29.680169073402112,29.461095798374544,-0.21907327502756857,0.1941342547783959,worsened,
rect_v9_0055,174,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6000000238418579,rotated_rect,0.4191662073135376,0.5808337926864624,0.6196078431372549,0.5588235294117647,-0.0607843137254902,0.7651331719128329,0.7169811320754716,-0.04815203983736127,0.3803921568627451,0.4411764705882353,0.0607843137254902,0.500460451339794,1.118033988749895,316.0,285.0,510.0,0.12377306818962097,0.0986500233411789,0.43310541683589077,0.3866598991032224,0.04644551773266836,0.9259501557332368,0.9298243709581125,-0.003000000026077032,0.0,-0.002548529300838709,8.542067007510923e-06,-0.0022184536792337894,-0.00015974720008671284,0.0003705012706594764,0.010999999940395355,0.010061554610729218,0.009647518396377563,-0.00041403621435165405,0.009499999694526196,0.006661293096840382,0.006437528878450394,-0.00022376421838998795,0.0010000000474974513,0.001561364741064608,0.0016306809848174453,6.931624375283718e-05,0.0,-2.6158540228618095,-1.556386668434343,nan,nan,nan,0.38101787288041433,worsened,
