sample_id,source_index,split,defect_type,source_pack,threshold,pred_defect_type,type_prob_rectangular_notch,type_prob_rotated_rect,initial_iou,refined_iou,delta_iou,initial_dice,refined_dice,delta_dice,initial_area_error,refined_area_error,delta_area_error,initial_center_error_px,refined_center_error_px,initial_pred_area,refined_pred_area,true_area,initial_forward_mse,refined_forward_mse,initial_forward_nrmse,refined_forward_nrmse,forward_nrmse_reduction,initial_forward_correlation,refined_forward_correlation,true_center_x,true_center_y,initial_center_x,initial_center_y,refined_center_x,refined_center_y,center_drift_m,true_width,initial_width,refined_width,width_drift_m,true_length,initial_length,refined_length,length_drift_m,true_depth,initial_depth,refined_depth,depth_drift_m,true_angle_deg,initial_angle_deg,refined_angle_deg,initial_angle_abs_error_deg,refined_angle_abs_error_deg,angle_error_delta,parameter_drift_norm,refinement_category,notes,dense_threshold,geometry_threshold,dense_iou,dense_dice,dense_area_error,dense_center_error_px,dense_pred_area
rect_v9_0049,168,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,rotated_rect,0.4424304664134979,0.5575695037841797,0.8022598870056498,0.6086956521739131,-0.19356423483173668,0.890282131661442,0.7567567567567568,-0.1335253749046852,0.17714285714285713,0.30857142857142855,0.13142857142857142,2.1320829895265305,3.1132051503735334,288.0,242.0,350.0,0.12959453463554382,0.055203165858983994,0.6182240286121409,0.4034916298738944,0.21473239873824645,0.9039310318162286,0.9254782883641566,0.0,0.0010000000474974513,5.205971774557838e-06,0.00043945939978584647,0.0009948010556399822,0.0003300374373793602,0.0009956262280430123,0.008999999612569809,0.00836904812604189,0.007698800414800644,-0.0006702477112412453,0.00800000037997961,0.0067587681114673615,0.006111265160143375,-0.000647502951323986,0.002199999988079071,0.001500000013038516,0.0015083726029843092,8.372589945793152e-06,0.0,-5.693911642613436,-4.546403149784505,nan,nan,nan,0.7472353883508238,surrogate_mismatch,,0.6,0.5,0.6914285714285714,0.8175675675675675,0.30857142857142855,2.115718620806194,242.0
rot_v7_0027,274,test,rotated_rect,pilot_v7_topup_rotated_rect,0.5,rotated_rect,0.4561850428581238,0.5438149571418762,0.738255033557047,0.6293706293706294,-0.10888440418641765,0.8494208494208494,0.7725321888412017,-0.07688866057964772,0.17647058823529413,0.04201680672268908,-0.13445378151260506,2.783677548017258,3.341779465876266,280.0,228.0,238.0,0.1008043885231018,0.03053097613155842,0.506179759719621,0.2785706774872899,0.22760908223233112,0.9577611002061042,0.9640802989776387,-0.001500000013038516,0.0010000000474974513,-0.0015983275370672345,0.00012975040590390563,-0.0008263490162789822,4.197354428470135e-05,0.0007769527746228435,0.00800000037997961,0.007768526207655668,0.007307853549718857,-0.00046067265793681145,0.006000000052154064,0.007073000073432922,0.006342691835016012,-0.0007303082384169102,0.0010000000474974513,0.001500000013038516,0.0015235280152410269,2.3528002202510834e-05,10.000000283105564,5.527131656573242,10.543589705698494,4.472868626532318,0.5435894225929303,-3.9292792039393873,0.7163046041674725,surrogate_mismatch,,0.6,0.5,0.7230215827338129,0.8392484342379958,0.012605042016806723,2.72063785679312,241.0
rect_v9_0016,135,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,rotated_rect,0.23201662302017212,0.7679833769798279,0.6085972850678733,0.5158371040723982,-0.092760180995475,0.7566807313642757,0.6805970149253732,-0.07608371643890255,0.3914027149321267,0.4841628959276018,0.09276018099547512,0.857006336601329,1.4246894117580065,269.0,228.0,442.0,0.13326595723628998,0.040088266134262085,0.6923888262791856,0.37975113060279553,0.3126376956763901,0.9499413055300568,0.94990650824324,-0.001500000013038516,0.0,-0.001602072617970407,0.0002549302007537335,-0.0008706504013389349,0.0002554550301283598,0.0007314224049261607,0.010999999940395355,0.00790103804320097,0.0073795318603515625,-0.0005215061828494072,0.008500000461935997,0.006842547561973333,0.00615548575296998,-0.0006870618090033531,0.0019000000320374966,0.001500000013038516,0.0015588991809636354,5.88991679251194e-05,0.0,-8.59087704180593,-7.9223159277302795,nan,nan,nan,0.6693282099568703,surrogate_mismatch,,0.6,0.5,0.5226244343891403,0.6864784546805349,0.47737556561085975,0.8041963040408706,231.0
rect_v9_0038,157,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,rotated_rect,0.05000000074505806,0.949999988079071,0.6694677871148459,0.5971428571428572,-0.0723249299719887,0.802013422818792,0.7477638640429338,-0.05424955877585813,0.24705882352941178,0.3558823529411765,0.10882352941176471,1.0070930692817386,2.2374254495636805,256.0,219.0,340.0,0.10841230303049088,0.0401448979973793,0.6498665931735301,0.39545776410380207,0.25440882906972806,0.921204861811778,0.9316447349839281,-0.001500000013038516,0.0010000000474974513,-0.0009420569986104965,0.000864830450154841,-0.0003008800558745861,0.0006502121686935425,0.000676142646660873,0.010999999940395355,0.007964227348566055,0.0074427807703614235,-0.0005214465782046318,0.006500000134110451,0.006488438230007887,0.005937687121331692,-0.0005507511086761951,0.002199999988079071,0.001500000013038516,0.001468525268137455,-3.147474490106106e-05,0.0,-15.69261404265088,-16.415668113472183,nan,nan,nan,0.6251501390049747,surrogate_mismatch,,0.6,0.5,0.6366279069767442,0.7779751332149201,0.34411764705882353,1.0416553888133167,223.0
rot_v8_0025,304,test,rotated_rect,pilot_v8_topup_rotated_rect,0.5,rotated_rect,0.49029260873794556,0.5097073912620544,0.7525773195876289,0.6937269372693727,-0.05885038231825612,0.8588235294117647,0.8191721132897604,-0.03965141612200429,0.13389121338912133,0.0794979079497908,-0.05439330543933053,2.333527289025435,2.2317269269057936,271.0,220.0,239.0,0.09798598289489746,0.04833254963159561,0.4578939676572764,0.3215901944092887,0.1363037732479877,0.9187768757249846,0.9488193202284183,0.001500000013038516,0.0,0.0017023496329784393,-0.0006847695913165808,0.0009229797869920731,-0.0006371611962094903,0.0007808225894001051,0.00800000037997961,0.007783739361912012,0.007311551366001368,-0.00047218799591064453,0.006000000052154064,0.006956297904253006,0.0062615652568638325,-0.0006947326473891735,0.0010000000474974513,0.001500000013038516,0.0013118362985551357,-0.00018816371448338032,-10.000000283105564,-5.116503244993014,-4.864996896732928,4.8834970381125515,5.135003386372631,0.25150634826007945,0.7779508430903312,surrogate_mismatch,,0.6,0.5,0.7683823529411765,0.8690228690228691,0.012552301255230125,2.14382884777988,242.0
rot_p3_0046,245,test,rotated_rect,pilot_v3_rotated_rect,0.5,rotated_rect,0.3544852137565613,0.6455147862434387,0.7424960505529226,0.6952526799387443,-0.04724337061417827,0.8522212148685403,0.8202348690153568,-0.031986345853183495,0.04259259259259259,0.05,0.007407407407407411,1.1965471927516125,3.1850926547250142,563.0,567.0,540.0,0.6680160164833069,0.5014918446540833,0.4293371186389546,0.3719948582743481,0.05734226036460649,0.9755365022131989,0.9773904023391746,0.0,0.0,0.00025259217363782227,0.00037686643190681934,-0.00025698496028780937,0.0009996434673666954,0.0008046863125807228,0.012000000104308128,0.011959513649344444,0.010735442861914635,-0.0012240707874298096,0.008999999612569809,0.00945685151964426,0.01060988288372755,0.00115303136408329,0.0010000000474974513,0.001500000013038516,0.001269740518182516,-0.00023025949485599995,-20.000000659393134,6.79814448374799,4.089490815067332,26.798145143141127,24.08949147446046,-2.708653668680668,1.3726134532943433,surrogate_mismatch,,0.6,0.5,0.7563025210084033,0.861244019138756,0.06481481481481481,1.2530233997924403,505.0
rot_v8_0018,297,test,rotated_rect,pilot_v8_topup_rotated_rect,0.5,rectangular_notch,0.712263822555542,0.2877361476421356,0.6153846153846154,0.5787781350482315,-0.03660648033638392,0.7619047619047619,0.7331975560081466,-0.02870720589661524,0.275,0.04583333333333333,-0.22916666666666669,4.367197641157096,4.642002392958784,306.0,251.0,240.0,0.1357322633266449,0.05972469598054886,0.5953514710829972,0.3949197554863949,0.20043171559660233,0.9133730306029683,0.938362941154076,0.001500000013038516,0.0010000000474974513,0.0015367907471954823,-0.00033935403916984797,0.0016783662140369415,-0.00040678982622921467,0.00015681580975046293,0.00800000037997961,0.008233024738729,0.007576582487672567,-0.0006564422510564327,0.006000000052154064,0.007345940917730331,0.006504341494292021,-0.0008415994234383106,0.0010000000474974513,0.001500000013038516,0.0014428803697228432,-5.7119643315672874e-05,-20.000000659393134,-2.280786499965552,-0.5438352430854593,17.71921415942758,19.45616541630767,1.73695125688009,0.6899235412993815,surrogate_mismatch,,0.6,0.5,0.5892255892255892,0.7415254237288136,0.03333333333333333,4.210719747448299,232.0
rect_v9_0050,169,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,rotated_rect,0.05000000074505806,0.949999988079071,0.5776081424936387,0.5456989247311828,-0.03190921776245592,0.7322580645161291,0.7060869565217391,-0.02617110799438993,0.23863636363636365,0.3664772727272727,0.12784090909090906,3.7934477194705667,2.9849593134577637,268.0,223.0,352.0,0.21656262874603271,0.06256699562072754,1.130661960567331,0.6077341969716832,0.5229277635956477,0.8925046900799076,0.9085171994727789,-0.0022499999031424522,0.0010000000474974513,-0.0029144168365746737,-0.00022804470791015774,-0.0020811681170016527,3.836490213871002e-05,0.0008748014067449416,0.009999999776482582,0.008467854000627995,0.0077296532690525055,-0.000738200731575489,0.007000000216066837,0.006328620482236147,0.005789579823613167,-0.0005390406586229801,0.0024999999441206455,0.001500000013038516,0.00160264503210783,0.000102645019069314,0.0,-34.99999983559887,-34.987548400741936,nan,nan,nan,0.7541629079586871,surrogate_mismatch,,0.6,0.5,0.5209424083769634,0.685025817555938,0.3494318181818182,3.7707733327341146,229.0
rect_p2_0089,88,test,rectangular_notch,pilot_v2_rectangular_notch,0.5,rectangular_notch,0.5970950722694397,0.4029049575328827,0.6012145748987854,0.5777777777777777,-0.023436797121007658,0.7509481668773704,0.7323943661971831,-0.018553800680187305,0.09814323607427056,0.4482758620689655,0.35013262599469497,2.283687090301855,2.0615528128088303,414.0,546.0,377.0,0.44778719544410706,0.30187052488327026,0.4568203973166393,0.3750766312955044,0.08174376602113492,0.9351123334748171,0.9380479858667451,0.001500000013038516,0.0005000000237487257,0.0019524253439158201,-0.00020942435367032886,0.0027491161599755287,0.00032122922129929066,0.0009572405512837,0.00800000037997961,0.011694078333675861,0.013283049687743187,0.0015889713540673256,0.008999999612569809,0.0072623686864972115,0.008284125477075577,0.0010217567905783653,0.0013000000035390258,0.001500000013038516,0.0012736048083752394,-0.00022639520466327667,0.0,3.8198729395624875,3.170629308006925,nan,nan,nan,1.315993505743499,surrogate_mismatch,,0.6,0.5,0.5945378151260504,0.7457180500658761,0.013262599469496022,2.2413422390350517,382.0
rot_p3_0040,239,test,rotated_rect,pilot_v3_rotated_rect,0.5,rectangular_notch,0.6358635425567627,0.3641364276409149,0.6482558139534884,0.6253196930946292,-0.02293612085885921,0.7865961199294532,0.7694728560188828,-0.017123263910570397,0.028622540250447227,0.2737030411449016,0.2450805008944544,3.6103019612720493,1.9864880409681998,575.0,712.0,559.0,0.3286338746547699,0.20350871980190277,0.37587013210346737,0.2957829691000417,0.08008716300342567,0.9666916462699452,0.9743356065911765,0.001500000013038516,0.0010000000474974513,0.0012674950994551182,-0.00013440132897812873,0.0022215344943106174,0.0004804620984941721,0.0011350102129427523,0.014000000432133675,0.01427715364843607,0.01556035503745079,0.001283201389014721,0.00800000037997961,0.008288768120110035,0.009014250710606575,0.0007254825904965401,0.001500000013038516,0.001500000013038516,0.0012691335286945105,-0.00023086648434400558,-30.00000044529205,-3.327633799240951,-2.6677269617305295,26.672366646051103,27.332273483561522,0.6599068375104196,1.261518806106323,surrogate_mismatch,,0.6,0.5,0.6207407407407407,0.7659963436928702,0.04293381037567084,3.6010901680703817,535.0
rot_v8_0026,305,test,rotated_rect,pilot_v8_topup_rotated_rect,0.5,rotated_rect,0.05000000074505806,0.949999988079071,0.48255813953488375,0.4617737003058104,-0.02078443922907336,0.6509803921568628,0.6317991631799164,-0.019181228976946407,0.14285714285714285,0.008403361344537815,-0.13445378151260504,6.318913992384033,6.360004023127281,272.0,240.0,238.0,0.04942704364657402,0.03395526111125946,0.3253996398259161,0.26970455896137013,0.05569508086454594,0.952807962493812,0.9629721188079855,0.001500000013038516,0.0010000000474974513,0.0013874558499082923,-0.0009934322442859411,0.002172679640352726,-0.0010031964629888535,0.0007852844968842834,0.00800000037997961,0.008270940743386745,0.007828818634152412,-0.00044212210923433304,0.006000000052154064,0.006617714650928974,0.006196712143719196,-0.00042100250720977783,0.0010000000474974513,0.001500000013038516,0.0013954171445220709,-0.00010458286851644516,-10.000000283105564,23.43809808031682,24.194099276146975,33.438098363422384,34.194099559252535,0.7560011958301516,0.5707499472088092,surrogate_mismatch,,0.6,0.5,0.48264984227129337,0.6510638297872341,0.025210084033613446,6.25858202439993,232.0
