candidate,selected_seed,seed,best_epoch,best_val_selection_score,train_total_normalized_mae,val_total_normalized_mae,test_total_normalized_mae,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_burial_depth_mae_mm,test_center_xyz_component_mae_mm,test_center_xyz_error_p95_mm,test_center_xyz_error_max_mm,test_burial_depth_error_p95_mm,test_burial_depth_error_max_mm,test_catastrophic_failure_count,test_geometry_branch_failure_count,test_shape_accuracy,test_shape_macro_f1
T3_shape_specific_heads,False,42,198,1.142912708222866,0.0484321191906929,0.21276013553142548,0.34409379959106445,0.5980098247528076,0.883333683013916,0.08504868298768997,0.46688029170036316,1.1688156127929688,6.934882640838623,8.526285171508789,1.4364616870880127,1.6404178142547607,5,1,0.95,0.9505494505494506
T3_shape_specific_heads,True,123,283,1.1026770469546319,0.03528169170022011,0.2216794788837433,0.35737112164497375,0.7353984713554382,0.992022693157196,0.0860849991440773,0.4569946229457855,1.1434406042099,5.998929500579834,10.468412399291992,1.6901942491531372,1.8482633829116821,5,1,0.95,0.9505494505494506
T3_shape_specific_heads,False,2026,300,1.1773335778713225,0.03828182816505432,0.21423108875751495,0.3419007360935211,0.7879550457000732,0.907210648059845,0.08328854292631149,0.39134976267814636,1.210973858833313,9.377891540527344,10.238409042358398,1.448506474494934,2.0098624229431152,3,1,0.975,0.9753086419753086
