base_group_id,base_sample_id,variant,line_count,shape_type,burial_depth_level,size_level,aspect_bin,x_rms,y_rms,y_over_x_rms,x_absmax,y_absmax,direction_corr,direction_nonredundancy_score,x_peak_path_m,y_peak_path_m,x_peak_line_m,y_peak_line_m,path_center_difference_mm,line_center_difference_mm,adds_nonredundant_signal
richer_obs_base_007,internal_topup_044,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,medium,compact,0.00015919845302340011,0.00017170297281232264,1.0785467350523676,0.0005607281345874071,0.0006036737468093634,0.25206363015776856,2.948914125784561,-0.007600000128149986,0.006800000090152025,-0.0020000000949949026,0.0,2.638250421398588,2.125363230828219,True
richer_obs_base_007,internal_topup_044,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,medium,compact,0.00016474979973225292,0.0001631599656233265,0.9903500028415199,0.0006186434766277671,0.0006036737468093634,0.2487401532995758,1.3923652945690317,-0.019999999552965164,0.006800000090152025,-0.004000000189989805,0.0,2.4460297833735187,0.6314085938879057,True
richer_obs_base_008,internal_hard_topup_103,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,large,compact,0.000180128096853354,0.00019090401438139848,1.0598236291642706,0.0005886316066607833,0.00069149408955127,0.09213299145030375,1.7805502868361582,0.00559999980032444,-0.006599999964237213,0.0,0.012000000104308128,4.498762774844345,0.8145807663490775,True
richer_obs_base_008,internal_hard_topup_103,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,large,compact,0.000179351881079971,0.00018834295732950116,1.0501309222142488,0.0005946572055108845,0.0007356233545579016,0.02608594839692569,3.3204299034701323,0.00800000037997961,-0.006500000134110451,-0.004000000189989805,0.00800000037997961,3.5508034474503307,2.297601002337949,True
richer_obs_base_009,internal_hard_topup_110,D1_y_scan_5line_z0p008,5,internal_sphere,deep_plus,medium,compact,7.364145498277401e-05,8.046354592868762e-05,1.0926392594343792,0.00029257696587592363,0.00031669915188103914,0.2644882841053957,2.363249866836431,0.004399999976158142,-0.004800000227987766,0.0010000000474974513,0.0,2.5382394358899725,1.5391420300598397,True
richer_obs_base_009,internal_hard_topup_110,D2_y_scan_9line_z0p008,9,internal_sphere,deep_plus,medium,compact,7.313629772882655e-05,7.237133282082005e-05,0.9895405438707963,0.0002993295784108341,0.00031669915188103914,0.22960813707136318,2.8456264037099515,0.0012000000569969416,-0.004800000227987766,-0.004000000189989805,0.0,2.3969310926219523,2.0647200139188424,True
richer_obs_base_010,internal_pilot_042,D1_y_scan_5line_z0p008,5,internal_ellipsoid,medium,large,elongated_y,0.00018611394333283905,0.00020708062943988525,1.1126551005203038,0.0006635552272200584,0.0006082116742618382,0.24360956876134027,1.7478133559069162,0.005200000014156103,0.006800000090152025,0.0020000000949949026,0.0,2.732710121794427,0.8846737783004706,True
richer_obs_base_010,internal_pilot_042,D2_y_scan_9line_z0p008,9,internal_ellipsoid,medium,large,elongated_y,0.00019006014825604232,0.00019613977775791332,1.0319879181704774,0.0006635552272200584,0.0006082116742618382,0.2543280376014755,3.0996373399053176,0.005200000014156103,0.006800000090152025,0.0020000000949949026,0.0,2.8402698221786014,2.322478412616697,True
richer_obs_base_011,internal_hard_topup_101,D1_y_scan_5line_z0p008,5,internal_sphere,shallow,large,compact,0.00012308789904853651,0.00012245917502880043,0.9948920647806311,0.00041413819417357445,0.00040976458694785833,0.2946257227437974,8.997208837936428,-0.013199999928474426,-0.003100000089034438,-0.0020000000949949026,-0.012000000104308128,10.361523221533998,8.28671354353114,True
richer_obs_base_011,internal_hard_topup_101,D2_y_scan_9line_z0p008,9,internal_sphere,shallow,large,compact,0.00012069901666648264,0.00011258180632979308,0.932748323112959,0.000415093672927469,0.00041017832700163126,0.24378770953295553,10.451760438393023,-0.012799999676644802,0.004399999976158142,-0.003000000026077032,-0.01600000075995922,10.376745778181384,9.625928292137619,True
richer_obs_base_012,internal_pilot_006,D1_y_scan_5line_z0p008,5,internal_sphere,shallow,large,compact,0.00012308789904853651,0.00012245917502880043,0.9948920647806311,0.00041413819417357445,0.00040976458694785833,0.2946257227437974,8.997208837936428,-0.013199999928474426,-0.003100000089034438,-0.0020000000949949026,-0.012000000104308128,10.361523221533998,8.28671354353114,True
richer_obs_base_012,internal_pilot_006,D2_y_scan_9line_z0p008,9,internal_sphere,shallow,large,compact,0.00012069901666648264,0.00011258180632979308,0.932748323112959,0.000415093672927469,0.00041017832700163126,0.24378770953295553,10.451760438393023,-0.012799999676644802,0.004399999976158142,-0.003000000026077032,-0.01600000075995922,10.376745778181384,9.625928292137619,True
richer_obs_base_013,internal_hard_topup_120,D1_y_scan_5line_z0p008,5,internal_cuboid,deep,large,compact,0.00014948978411553616,0.00015048770317820223,1.00667549332481,0.0005914627690799534,0.00047064569662325084,0.12162216300935745,3.0315350908850824,-0.020400000736117363,0.00839999970048666,-0.0020000000949949026,0.0,2.870997063963364,2.1465039363656966,True
richer_obs_base_013,internal_hard_topup_120,D2_y_scan_9line_z0p008,9,internal_cuboid,deep,large,compact,0.0001476234473062977,0.00013353206050101317,0.9045450572591496,0.0006198904011398554,0.0005473698256537318,0.17171291863199942,2.578213010593452,-0.019999999552965164,0.004399999976158142,-0.003000000026077032,-0.01600000075995922,2.748101997381141,1.649602775875334,True
richer_obs_base_014,internal_hard_topup_105,D1_y_scan_5line_z0p008,5,internal_cuboid,deep_plus,large,compact,0.00018437275685884063,0.00019967863801474827,1.0830159527560255,0.0006388604524545372,0.0005776024772785604,0.45866188202217306,3.258360840249023,-0.01759999990463257,-0.004000000189989805,0.0010000000474974513,-0.012000000104308128,4.69231312482699,2.6372730191994815,True
richer_obs_base_014,internal_hard_topup_105,D2_y_scan_9line_z0p008,9,internal_cuboid,deep_plus,large,compact,0.0001897321165457207,0.00018769057559485554,0.989239871576444,0.0006654295139014721,0.0007305569015443325,0.4345854968970223,4.230963920384475,-0.01679999940097332,0.004399999976158142,0.003000000026077032,-0.01600000075995922,4.4637931489019,3.654730985353104,True
richer_obs_base_015,internal_pilot_054,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,small,elongated_y,0.000165672032253186,0.00019109392777587423,1.1534471088662115,0.0006068808725103736,0.0006209153216332197,0.2121561408576363,2.4014895738441155,0.0,-0.0017000000225380063,-0.0020000000949949026,0.0,0.8247695975828601,1.470890764626759,True
richer_obs_base_015,internal_pilot_054,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,small,elongated_y,0.00016986310588521672,0.00017812206541252158,1.048621261430746,0.0006150534027256072,0.0006209153216332197,0.1817110612117514,1.037365115243113,-0.0015999999595806003,-0.0017000000225380063,-0.003000000026077032,0.0,0.9916419660712186,0.17159995387364585,True
richer_obs_base_016,internal_hard_topup_116,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,large,elongated_y,0.00022090315270430785,0.0002509272473304283,1.135915187821671,0.0007567534339614213,0.0006595226004719734,0.23404149403716915,2.4120871005081903,0.006800000090152025,-0.007199999876320362,0.0020000000949949026,0.012000000104308128,3.770644411942071,1.5186899316559574,True
richer_obs_base_016,internal_hard_topup_116,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,large,elongated_y,0.00022268443604952153,0.00022177109848258648,0.9958985074168791,0.0007567534339614213,0.0007311547524295747,0.22382791615268444,4.056845683981701,0.006800000090152025,-0.0035000001080334187,0.0020000000949949026,0.01600000075995922,3.268953587532187,3.2765636778699676,True
richer_obs_base_017,internal_hard_topup_107,D1_y_scan_5line_z0p008,5,internal_sphere,deep_plus,large,compact,5.5002023179768624e-05,5.6260735598978065e-05,1.0228848199312714,0.00027643927023746073,0.00024131900863721967,0.27353791327449245,10.92100830203499,0.018799999728798866,0.007899999618530273,0.0020000000949949026,0.012000000104308128,10.591663411968836,10.171919307391908,True
richer_obs_base_017,internal_hard_topup_107,D2_y_scan_9line_z0p008,9,internal_sphere,deep_plus,large,compact,5.43119666533749e-05,5.2892854346145046e-05,0.9738710754085214,0.00027643927023746073,0.00023938622325658798,0.28575270007377324,11.593966902792221,0.018799999728798866,0.00419999985024333,0.0020000000949949026,0.01600000075995922,10.568450892891235,10.853243271561023,True
richer_obs_base_018,internal_hard_topup_111,D1_y_scan_5line_z0p008,5,internal_cuboid,deep_plus,large,compact,0.00018888045192245383,0.00020872064784968717,1.1050410173220988,0.0005816764896735549,0.0006872412050142884,0.13498928481651803,3.01182161097605,0.018799999728798866,-0.007199999876320362,0.0020000000949949026,0.012000000104308128,3.9730318205087887,2.0469284369721743,True
richer_obs_base_018,internal_hard_topup_111,D2_y_scan_9line_z0p008,9,internal_cuboid,deep_plus,large,compact,0.00019241315898538294,0.0002022584838420576,1.0511676220972754,0.0005964405136182904,0.0007002686033956707,0.12045319652459492,2.6210074619710575,0.006000000052154064,-0.005100000184029341,0.003000000026077032,0.01600000075995922,3.3134565289798017,1.6915590861744407,True
richer_obs_base_019,internal_hard_topup_108,D1_y_scan_5line_z0p008,5,internal_cuboid,deep_plus,medium,elongated_y,0.00018912074748690834,0.00020626913452270312,1.0906742711891384,0.000628331326879561,0.0006521272007375956,0.27166117448395105,3.847412512494791,0.006800000090152025,-0.007400000002235174,0.0020000000949949026,0.012000000104308128,4.061203240200639,3.0322775797209434,True
richer_obs_base_019,internal_hard_topup_108,D2_y_scan_9line_z0p008,9,internal_cuboid,deep_plus,medium,elongated_y,0.00019170211096619232,0.00019637599665949716,1.024380976533681,0.0007161303074099123,0.0007145327399484813,0.16558720924703532,3.7142979824453723,0.01679999940097332,-0.00430000014603138,-0.004000000189989805,0.01600000075995922,3.9828655526541197,2.855796681779118,True
richer_obs_base_020,internal_hard_topup_102,D1_y_scan_5line_z0p008,5,internal_cuboid,shallow,medium,elongated_y,0.00023025932376959218,0.0002523852072631315,1.0960911464310055,0.0007472943398170173,0.0006904255715198815,0.22690661627240083,4.079514097618325,0.018799999728798866,-0.004600000102072954,0.0020000000949949026,-0.012000000104308128,5.677201404976271,3.214670362058526,True
richer_obs_base_020,internal_hard_topup_102,D2_y_scan_9line_z0p008,9,internal_cuboid,shallow,medium,elongated_y,0.0002301836181126062,0.00023074572472465445,1.0024419878973807,0.0007472943398170173,0.0007106350385583937,0.15923597281648377,5.736383791744053,0.018799999728798866,-0.004600000102072954,0.0020000000949949026,0.01600000075995922,4.771262798127112,4.893180749136594,True
richer_obs_base_021,internal_pilot_016,D1_y_scan_5line_z0p008,5,internal_sphere,deep,medium,compact,0.00013520817184651648,0.00013405840862000813,0.9914963407736194,0.0004584160342346877,0.0004595952050294727,0.32119656611483394,10.040680434211284,-0.013199999928474426,-0.003100000089034438,-0.0020000000949949026,-0.012000000104308128,11.182611708834482,9.353336986160006,True
richer_obs_base_021,internal_pilot_016,D2_y_scan_9line_z0p008,9,internal_sphere,deep,medium,compact,0.00013298377963451782,0.00012305339265453817,0.9253263222582644,0.000464937009382993,0.00045764734386466444,0.27316382049233323,11.477183042389534,-0.012799999676644802,0.004399999976158142,-0.003000000026077032,-0.01600000075995922,11.344415761994815,10.672738048145932,True
richer_obs_base_022,internal_topup_033,D1_y_scan_5line_z0p008,5,internal_cuboid,shallow,large,elongated_y,0.00024039661292980514,0.0002596939544649283,1.0802729298872649,0.0007633698405697942,0.0006504266057163477,0.2160700735583354,4.439601645915213,0.019200000911951065,0.002400000113993883,0.0020000000949949026,0.024000000208616257,8.306504585520218,3.57845799355467,True
richer_obs_base_022,internal_topup_033,D2_y_scan_9line_z0p008,9,internal_cuboid,shallow,large,elongated_y,0.00024271188340636762,0.00024884545268472465,1.0252709845393797,0.0007633698405697942,0.0006504266057163477,0.16682102450774208,6.405481231176856,0.019200000911951065,0.002400000113993883,0.0020000000949949026,0.024000000208616257,7.364120534615315,5.547345298856253,True
richer_obs_base_023,internal_pilot_072,D1_y_scan_5line_z0p008,5,internal_cuboid,medium,small,elongated_y,0.00021226975482857308,0.0002504354192371076,1.1797979333398618,0.0007155575440265238,0.0007743437308818102,0.19184119138985983,3.7912660379099457,0.014800000004470348,-0.005100000184029341,0.0010000000474974513,0.012000000104308128,2.7148963021738477,2.8177640444252523,True
richer_obs_base_023,internal_pilot_072,D2_y_scan_9line_z0p008,9,internal_cuboid,medium,small,elongated_y,0.0002196923019540411,0.0002295834445144896,1.0450227041523512,0.0007155575440265238,0.0006908986251801252,0.20276677299577994,4.173436049522855,0.014800000004470348,-0.00559999980032444,0.0010000000474974513,0.01600000075995922,3.1366376807704457,3.3321642065205817,True
richer_obs_base_024,internal_pilot_024,D1_y_scan_5line_z0p008,5,internal_sphere,deep_plus,large,compact,8.359116484247616e-05,8.130819633038712e-05,0.9726888662326927,0.0003034993424080312,0.0002961457648780197,0.2726080161656422,10.706656300100489,-0.013199999928474426,-0.003100000089034438,-0.0020000000949949026,-0.012000000104308128,11.768340900309589,9.951573313142832,True
richer_obs_base_024,internal_pilot_024,D2_y_scan_9line_z0p008,9,internal_sphere,deep_plus,large,compact,8.192228006300837e-05,7.49617093017331e-05,0.9150344488586478,0.00030758584034629166,0.0003457663406152278,0.21321480545112909,11.770325183523562,-0.012799999676644802,0.004399999976158142,-0.003000000026077032,-0.01600000075995922,11.750913886853883,10.894746436925358,True
richer_obs_base_025,internal_hard_topup_106,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,medium,elongated_x,0.00019144868340803412,0.00021289549817179041,1.1120238241911695,0.000634785508736968,0.0007224789005704224,0.23371164419002202,3.270618359861368,0.005200000014156103,0.006800000090152025,0.0020000000949949026,0.0,2.5366800407745145,2.3981483791230165,True
richer_obs_base_025,internal_hard_topup_106,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,medium,elongated_x,0.0001949096798199728,0.00019195825707753934,0.9848574799875666,0.0006904567708261311,0.0007224789005704224,0.15393431855036588,2.29533028428068,0.00559999980032444,0.006800000090152025,0.003000000026077032,0.0,2.380593776003922,1.4340062693938498,True
richer_obs_base_026,internal_pilot_057,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,medium,elongated_y,0.00019072327631095793,0.00020675430254511534,1.0840538473341155,0.0005673295818269253,0.0007326361373998225,0.1943135128647881,1.2574366019618872,-0.002400000113993883,0.006800000090152025,-0.0010000000474974513,0.0,2.0070849567802242,0.3710425335438393,True
richer_obs_base_026,internal_pilot_057,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,medium,elongated_y,0.00019443842118928493,0.00019670992985256584,1.0116824012337933,0.0006875998224131763,0.0007326361373998225,0.21171045252628096,0.9540811127053814,-0.0020000000949949026,0.006800000090152025,0.004000000189989805,0.0,1.8812436903713685,0.1541768713115031,True
richer_obs_base_027,internal_pilot_082,D1_y_scan_5line_z0p008,5,internal_cuboid,deep,medium,compact,0.0001701299088130689,0.00020448946403999984,1.2019606914779635,0.0007284640450961888,0.000713845482096076,0.026836520781843325,3.283111104269291,-0.0007999999797903001,-0.006300000008195639,0.0020000000949949026,0.0,2.199505876148046,2.1259934871800006,True
richer_obs_base_027,internal_pilot_082,D2_y_scan_9line_z0p008,9,internal_cuboid,deep,medium,compact,0.00017838631742675767,0.00019085586398969075,1.0699019166542914,0.0008706951630301774,0.000713845482096076,0.025815819109112584,2.5153212484500944,-0.0007999999797903001,-0.006300000008195639,0.003000000026077032,0.0,1.630638861650398,1.4735700847257156,True
richer_obs_base_028,internal_pilot_065,D1_y_scan_5line_z0p008,5,internal_cuboid,shallow,medium,elongated_x,0.00025212847600604584,0.0002641601852716481,1.0477205447336826,0.0008489344618283212,0.0007169672753661871,0.2642289058272684,3.88463933837585,0.006800000090152025,0.00430000014603138,0.0020000000949949026,0.012000000104308128,5.045965337160873,3.1022513458661334,True
richer_obs_base_028,internal_pilot_065,D2_y_scan_9line_z0p008,9,internal_cuboid,shallow,medium,elongated_x,0.0002544897329495776,0.000258791692064486,1.0169042501170626,0.0008489344618283212,0.0007183107663877308,0.24345247202150988,4.539796414829007,0.006800000090152025,0.004699999932199717,0.0020000000949949026,0.01600000075995922,4.368059815899778,3.7664859196963976,True
richer_obs_base_029,internal_pilot_019,D1_y_scan_5line_z0p008,5,internal_sphere,deep_plus,small,compact,7.953018269868121e-05,8.200379953371088e-05,1.031102855796254,0.0002871262258850038,0.0003239583456888795,0.35465227785224834,9.596594724904243,-0.01360000018030405,-0.004000000189989805,-0.0020000000949949026,-0.012000000104308128,9.743312411128265,8.920618027364176,True
richer_obs_base_029,internal_pilot_019,D2_y_scan_9line_z0p008,9,internal_sphere,deep_plus,small,compact,7.877392634990665e-05,7.366152030940107e-05,0.9351002646117068,0.0003479144361335784,0.000253752019489184,0.30872742277653314,10.64293464010382,-0.012799999676644802,-0.0035000001080334187,-0.004000000189989805,-0.01600000075995922,9.710769930828759,9.884560555892094,True
richer_obs_base_030,internal_pilot_084,D1_y_scan_5line_z0p008,5,internal_cuboid,deep,medium,elongated_y,0.00019920263096379602,0.00022009408058889458,1.1048753644424512,0.0006767964223399758,0.0006010868237353861,0.16539838998252385,2.995412543056982,0.006800000090152025,-0.005100000184029341,0.0020000000949949026,0.012000000104308128,3.188245475001976,2.0610783922475875,True
richer_obs_base_030,internal_pilot_084,D2_y_scan_9line_z0p008,9,internal_cuboid,deep,medium,elongated_y,0.0001995689110594516,0.00020669370707465415,1.0357009262699195,0.0006767964223399758,0.0006333417841233313,0.12838792659242274,2.3776449267335837,0.006800000090152025,-0.006500000134110451,0.0020000000949949026,0.00800000037997961,2.45394325495494,1.4709544275337203,True
