base_group_id,base_sample_id,variant,line_count,shape_type,burial_depth_level,size_level,aspect_bin,x_rms,y_rms,y_over_x_rms,x_absmax,y_absmax,direction_corr,direction_nonredundancy_score,x_peak_path_m,y_peak_path_m,x_peak_line_m,y_peak_line_m,path_center_difference_mm,line_center_difference_mm,adds_nonredundant_signal
richer_obs_base_001,internal_hard_topup_118,D1_y_scan_5line_z0p008,5,internal_cuboid,deep,large,compact,0.0001835404011006723,0.00020207047317216168,1.1009590850810362,0.0005883276462554932,0.0007229974726215005,0.3170584943230999,5.549220185626062,-0.009600000455975533,0.006599999964237213,-0.0020000000949949026,0.0,5.949005811915851,4.770096979547965,True
richer_obs_base_001,internal_hard_topup_118,D2_y_scan_9line_z0p008,9,internal_cuboid,deep,large,compact,0.00018784038907587502,0.0001914062513665882,1.0189834640423863,0.0006224788376130164,0.0007229974726215005,0.24033659445486646,4.523452978887595,-0.008799999952316284,0.006599999964237213,-0.004000000189989805,0.0,5.028908138196914,3.7449840416416476,True
richer_obs_base_002,internal_hard_topup_114,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,large,elongated_y,0.00020976224465215439,0.00022894878685802164,1.091468038713144,0.0006650842842645943,0.00064605608349666,0.12165211309151398,3.9582237224162435,0.018799999728798866,-0.006800000090152025,0.0020000000949949026,0.012000000104308128,6.031442761168843,2.992352216546042,True
richer_obs_base_002,internal_hard_topup_114,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,large,elongated_y,0.00021258365330913522,0.00021561997704937474,1.014282954868318,0.0007613096968270838,0.0007628404418937862,0.143046366934797,5.15661718543807,0.01600000075995922,-0.003700000001117587,-0.004000000189989805,0.01600000075995922,5.235495394033726,4.2854816332991845,True
richer_obs_base_003,internal_pilot_091,D1_y_scan_5line_z0p008,5,internal_cuboid,deep_plus,medium,compact,0.00015100712448835478,0.0001893909393833817,1.254185448341555,0.0005731997662223876,0.0005401452071964741,0.023025177622710558,4.510592108868589,0.006800000090152025,-0.004800000227987766,0.0020000000949949026,0.0,3.081862029073071,3.3071309644946236,True
richer_obs_base_003,internal_pilot_091,D2_y_scan_9line_z0p008,9,internal_cuboid,deep_plus,medium,compact,0.0001554409193624246,0.00017342085569562398,1.1156705408799532,0.000584372435696423,0.0006067416979931295,-0.024127668872351907,4.1083474086849145,0.014800000004470348,-0.006500000134110451,-0.003000000026077032,0.00800000037997961,2.7837044086632625,3.0230194656814127,True
richer_obs_base_004,internal_hard_topup_109,D1_y_scan_5line_z0p008,5,internal_ellipsoid,deep_plus,large,compact,0.00019382893612029538,0.00019328989385340164,0.9972189742413993,0.0006287061842158437,0.0005066604353487492,0.3538901075366448,3.865032447183368,-0.020400000736117363,0.005100000184029341,-0.0020000000949949026,-0.012000000104308128,3.9924340304713093,3.2161376598982847,True
richer_obs_base_004,internal_hard_topup_109,D2_y_scan_9line_z0p008,9,internal_ellipsoid,deep_plus,large,compact,0.00019377308615664682,0.0001883098780448391,0.9718061512464254,0.0006715588388033211,0.0006333155906759202,0.32553165350084423,3.3911203847900184,-0.019999999552965164,-0.008100000210106373,-0.003000000026077032,0.00800000037997961,3.53353727102328,2.6880531163161323,True
richer_obs_base_005,internal_hard_topup_119,D1_y_scan_5line_z0p008,5,internal_ellipsoid,shallow,medium,compact,0.00021546254809908435,0.00019977528480776994,0.9271926172000298,0.0006249063299037516,0.0006403343286365271,0.22051407030179823,4.780595716697831,-0.020400000736117363,0.0034000000450760126,-0.0020000000949949026,-0.012000000104308128,5.354882512872879,3.925515842549345,True
richer_obs_base_005,internal_hard_topup_119,D2_y_scan_9line_z0p008,9,internal_ellipsoid,shallow,medium,compact,0.00021427251691856492,0.00018706951530941167,0.8730448362048377,0.0006631526630371809,0.0006392253562808037,0.22099791362698737,5.330341329937462,-0.019999999552965164,0.004399999976158142,-0.004000000189989805,-0.01600000075995922,4.8553572701180565,4.415570883217133,True
richer_obs_base_006,internal_topup_045,D1_y_scan_5line_z0p008,5,internal_cuboid,shallow,large,compact,0.0001910134156103009,0.000216097228571968,1.1313196340173437,0.0006398623227141798,0.0006591399433091283,0.1266532803843261,5.175500306294737,0.023600000888109207,0.0010999999940395355,0.0020000000949949026,0.024000000208616257,7.4706064542547415,4.178768812981486,True
richer_obs_base_006,internal_topup_045,D2_y_scan_9line_z0p008,9,internal_cuboid,shallow,large,compact,0.000193755587200686,0.0001969020444826598,1.0162393059792154,0.0006418487755581737,0.0006591399433091283,0.0939993700374604,6.6621984141280715,0.02800000086426735,0.0010999999940395355,0.004000000189989805,0.024000000208616257,6.611333204687436,5.74008892028403,True
