feature_mode,seed,best_epoch,val_score,val_iou,val_dice,val_area_error,val_center_error,val_pred_area_zero,small_iou,small_dice,small_area_error,small_pred_area_zero,low_signal_iou,low_signal_dice,low_signal_area_error,low_signal_pred_area_zero,positive_signal,checkpoint
raw_norm,42,41,0.23257384070004838,0.35768654145040607,0.5041032879080347,0.6292159886583923,1.1652248937822878,0.0,0.265901142921426,0.3941607909158517,1.0373109457716772,0.0,0.2839105013616592,0.41448214943086664,0.7820365683337376,0.0,False,checkpoints\mask_boundary_grid_signal_features_candidate\best_mask_boundary_grid_signal_features_raw_norm_seed42.pt
raw_deriv,42,42,0.429625373282273,0.3035997691511216,0.4306505254310109,0.3046249212998595,1.4068686138403597,3.0,0.2150451456818448,0.3108152035325945,0.4311862189300557,3.0,0.19411349026607963,0.291602498716776,0.4028426393241126,3.0,False,checkpoints\mask_boundary_grid_signal_features_candidate\best_mask_boundary_grid_signal_features_raw_deriv_seed42.pt
raw_norm_deriv,42,47,0.3944595223453185,0.29883514408790646,0.4301280375372063,0.33450365927979425,1.4379553833704948,1.0,0.20379980633050299,0.3028464371536445,0.4335972787974187,1.0,0.20315034685317807,0.308462549014852,0.41215458322831466,1.0,False,checkpoints\mask_boundary_grid_signal_features_candidate\best_mask_boundary_grid_signal_features_raw_norm_deriv_seed42.pt
raw_norm_deriv_stats,42,47,0.35600870182873146,0.33683855352305514,0.47403574750206773,0.45486559919639147,1.292431980110705,0.0,0.23621299754716224,0.35190429596984324,0.6692875427755126,0.0,0.2415901129837249,0.3597360211370106,0.5286055636841521,0.0,False,checkpoints\mask_boundary_grid_signal_features_candidate\best_mask_boundary_grid_signal_features_raw_norm_deriv_stats_seed42.pt
