planned_row_id,base_group_id,base_sample_id,base_role,source_split,source_subset,true_shape_type,pred_shape_type,burial_depth_level,size_level,aspect_bin,hardcase_target_id,center_xyz_error_mm,burial_depth_error_mm,risk_score,failure_tags,paired_existing_x_variant,observation_variant,observation_family,generation_action,reuse_existing_x_scan,sensor_z_m,scan_direction,path_coordinate_axis,path_coordinate_start_m,path_coordinate_stop_m,path_point_count,line_coordinate_axis,line_coordinate_offsets_m,line_count,axis_order,direction_names_after_assembly,expected_y_scan_delta_shape,expected_assembled_delta_shape,requires_comsol,requires_direction_aware_sensor_points,requires_new_manifest_now,source_richer_manifest,notes
richer_obs_base_006_D1_y_scan_5line_z0p008,richer_obs_base_006,internal_topup_045,catastrophic_failure,test,source_v2,internal_cuboid,internal_cuboid,shallow,large,compact,,8.785345077514648,1.5326530933380127,0.7176972467563463,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_006_D2_y_scan_9line_z0p008,richer_obs_base_006,internal_topup_045,catastrophic_failure,test,source_v2,internal_cuboid,internal_cuboid,shallow,large,compact,,8.785345077514648,1.5326530933380127,0.7176972467563463,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_007_D1_y_scan_5line_z0p008,richer_obs_base_007,internal_topup_044,catastrophic_failure,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,compact,,8.292241096496582,1.2424769401550293,0.21513909085539293,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_007_D2_y_scan_9line_z0p008,richer_obs_base_007,internal_topup_044,catastrophic_failure,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,compact,,8.292241096496582,1.2424769401550293,0.21513909085539293,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_008_D1_y_scan_5line_z0p008,richer_obs_base_008,internal_hard_topup_103,catastrophic_failure,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,large,compact,target_07_deep_plus_edge,7.259924411773682,1.6433308124542236,0.2801387481744126,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_008_D2_y_scan_9line_z0p008,richer_obs_base_008,internal_hard_topup_103,catastrophic_failure,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,large,compact,target_07_deep_plus_edge,7.259924411773682,1.6433308124542236,0.2801387481744126,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_009_D1_y_scan_5line_z0p008,richer_obs_base_009,internal_hard_topup_110,catastrophic_failure,test,hardcase_topup,internal_sphere,internal_sphere,deep_plus,medium,compact,target_07_deep_plus_edge,5.833634376525879,1.7032064199447632,0.7695070602203269,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_009_D2_y_scan_9line_z0p008,richer_obs_base_009,internal_hard_topup_110,catastrophic_failure,test,hardcase_topup,internal_sphere,internal_sphere,deep_plus,medium,compact,target_07_deep_plus_edge,5.833634376525879,1.7032064199447632,0.7695070602203269,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_010_D1_y_scan_5line_z0p008,richer_obs_base_010,internal_pilot_042,catastrophic_failure,test,source_v2,internal_ellipsoid,internal_ellipsoid,medium,large,elongated_y,,3.8849363327026367,1.2520591020584106,0.6300862949899465,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_010_D2_y_scan_9line_z0p008,richer_obs_base_010,internal_pilot_042,catastrophic_failure,test,source_v2,internal_ellipsoid,internal_ellipsoid,medium,large,elongated_y,,3.8849363327026367,1.2520591020584106,0.6300862949899465,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_011_D1_y_scan_5line_z0p008,richer_obs_base_011,internal_hard_topup_101,catastrophic_failure,test,hardcase_topup,internal_sphere,internal_sphere,shallow,large,compact,target_06_shallow_edge,4.117886543273926,1.0596733093261719,0.286459479853594,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_011_D2_y_scan_9line_z0p008,richer_obs_base_011,internal_hard_topup_101,catastrophic_failure,test,hardcase_topup,internal_sphere,internal_sphere,shallow,large,compact,target_06_shallow_edge,4.117886543273926,1.0596733093261719,0.286459479853594,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_012_D1_y_scan_5line_z0p008,richer_obs_base_012,internal_pilot_006,catastrophic_failure,test,source_v2,internal_sphere,internal_sphere,shallow,large,compact,,4.117886543273926,1.0596733093261719,0.286459479853594,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_012_D2_y_scan_9line_z0p008,richer_obs_base_012,internal_pilot_006,catastrophic_failure,test,source_v2,internal_sphere,internal_sphere,shallow,large,compact,,4.117886543273926,1.0596733093261719,0.286459479853594,center_outlier|burial_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_013_D1_y_scan_5line_z0p008,richer_obs_base_013,internal_hard_topup_120,center_outlier,test,hardcase_topup,internal_cuboid,internal_ellipsoid,deep,large,compact,target_09_x_neg_y_pos_region,21.334850311279297,0.09467126429080963,0.8140691755684634,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_013_D2_y_scan_9line_z0p008,richer_obs_base_013,internal_hard_topup_120,center_outlier,test,hardcase_topup,internal_cuboid,internal_ellipsoid,deep,large,compact,target_09_x_neg_y_pos_region,21.334850311279297,0.09467126429080963,0.8140691755684634,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_014_D1_y_scan_5line_z0p008,richer_obs_base_014,internal_hard_topup_105,center_outlier,test,hardcase_topup,internal_cuboid,internal_ellipsoid,deep_plus,large,compact,target_07_deep_plus_edge,13.1055269241333,0.0961679071187973,0.8036924637998244,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_014_D2_y_scan_9line_z0p008,richer_obs_base_014,internal_hard_topup_105,center_outlier,test,hardcase_topup,internal_cuboid,internal_ellipsoid,deep_plus,large,compact,target_07_deep_plus_edge,13.1055269241333,0.0961679071187973,0.8036924637998244,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_015_D1_y_scan_5line_z0p008,richer_obs_base_015,internal_pilot_054,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,small,elongated_y,,8.624760627746582,0.3070836067199707,0.47416247799000355,center_outlier|dimension_outlier|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_015_D2_y_scan_9line_z0p008,richer_obs_base_015,internal_pilot_054,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,small,elongated_y,,8.624760627746582,0.3070836067199707,0.47416247799000355,center_outlier|dimension_outlier|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_016_D1_y_scan_5line_z0p008,richer_obs_base_016,internal_hard_topup_116,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_cuboid,deep_plus,large,elongated_y,target_08_x_pos_y_pos_region,7.723283767700195,0.7207663655281067,0.1575588801246527,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_016_D2_y_scan_9line_z0p008,richer_obs_base_016,internal_hard_topup_116,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_cuboid,deep_plus,large,elongated_y,target_08_x_pos_y_pos_region,7.723283767700195,0.7207663655281067,0.1575588801246527,center_outlier|dimension_outlier|shape_misclassified|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
