planned_row_id,base_group_id,base_sample_id,base_role,source_split,source_subset,true_shape_type,pred_shape_type,burial_depth_level,size_level,aspect_bin,hardcase_target_id,center_xyz_error_mm,burial_depth_error_mm,risk_score,failure_tags,paired_existing_x_variant,observation_variant,observation_family,generation_action,reuse_existing_x_scan,sensor_z_m,scan_direction,path_coordinate_axis,path_coordinate_start_m,path_coordinate_stop_m,path_point_count,line_coordinate_axis,line_coordinate_offsets_m,line_count,axis_order,direction_names_after_assembly,expected_y_scan_delta_shape,expected_assembled_delta_shape,requires_comsol,requires_direction_aware_sensor_points,requires_new_manifest_now,source_richer_manifest,notes
richer_obs_base_001_D1_y_scan_5line_z0p008,richer_obs_base_001,internal_hard_topup_118,geometry_branch_failure,test,hardcase_topup,internal_cuboid,internal_ellipsoid,deep,large,compact,target_09_x_neg_y_pos_region,9.29716682434082,1.0229476690292358,0.9190371836147038,center_outlier|burial_outlier|dimension_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_001_D2_y_scan_9line_z0p008,richer_obs_base_001,internal_hard_topup_118,geometry_branch_failure,test,hardcase_topup,internal_cuboid,internal_ellipsoid,deep,large,compact,target_09_x_neg_y_pos_region,9.29716682434082,1.0229476690292358,0.9190371836147038,center_outlier|burial_outlier|dimension_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_002_D1_y_scan_5line_z0p008,richer_obs_base_002,internal_hard_topup_114,geometry_branch_failure,test,hardcase_topup,internal_ellipsoid,internal_cuboid,deep_plus,large,elongated_y,target_08_x_pos_y_pos_region,3.4960432052612305,2.096271514892578,0.09577701096267137,center_outlier|burial_outlier|dimension_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_002_D2_y_scan_9line_z0p008,richer_obs_base_002,internal_hard_topup_114,geometry_branch_failure,test,hardcase_topup,internal_ellipsoid,internal_cuboid,deep_plus,large,elongated_y,target_08_x_pos_y_pos_region,3.4960432052612305,2.096271514892578,0.09577701096267137,center_outlier|burial_outlier|dimension_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_003_D1_y_scan_5line_z0p008,richer_obs_base_003,internal_pilot_091,geometry_branch_failure,test,source_v2,internal_cuboid,internal_ellipsoid,deep_plus,medium,compact,,4.305507183074951,1.6737254858016968,0.1997268416082699,center_outlier|burial_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_003_D2_y_scan_9line_z0p008,richer_obs_base_003,internal_pilot_091,geometry_branch_failure,test,source_v2,internal_cuboid,internal_ellipsoid,deep_plus,medium,compact,,4.305507183074951,1.6737254858016968,0.1997268416082699,center_outlier|burial_outlier|shape_misclassified|full_shift_failure|geometry_branch_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_004_D1_y_scan_5line_z0p008,richer_obs_base_004,internal_hard_topup_109,catastrophic_failure,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,large,compact,target_07_deep_plus_edge,22.544387817382812,1.6924582719802856,0.7072862109188327,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_004_D2_y_scan_9line_z0p008,richer_obs_base_004,internal_hard_topup_109,catastrophic_failure,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,large,compact,target_07_deep_plus_edge,22.544387817382812,1.6924582719802856,0.7072862109188327,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
richer_obs_base_005_D1_y_scan_5line_z0p008,richer_obs_base_005,internal_hard_topup_119,catastrophic_failure,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,shallow,medium,compact,target_09_x_neg_y_pos_region,12.023215293884277,1.7476533651351929,0.8971441616546373,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_5line_z0p008,D1_y_scan_5line_z0p008,D1,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.024,-0.012,0.0,0.012,0.024]",5,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,5,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 5-line top-up; pair with existing x_scan R1_5line_z0p008
richer_obs_base_005_D2_y_scan_9line_z0p008,richer_obs_base_005,internal_hard_topup_119,catastrophic_failure,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,shallow,medium,compact,target_09_x_neg_y_pos_region,12.023215293884277,1.7476533651351929,0.8971441616546373,center_outlier|burial_outlier|dimension_outlier|full_shift_failure|visual_suspect,R1_9line_z0p008,D2_y_scan_9line_z0p008,D2,generate_y_scan_only,True,0.008,y_scan,y,-0.01,0.01,201,x,"[-0.032,-0.024,-0.016,-0.008,0.0,0.008,0.016,0.024,0.032]",9,"Bx,By,Bz","[""x_scan"",""y_scan""]","(3,9,201)","(3,2,9,201)",True,True,False,C:\Users\19166\Desktop\PINN_project\results\manifests\comsol_internal_defect_richer_observation_pack_v1.manifest.json,future 23.2b y_scan 9-line top-up; pair with existing x_scan R1_9line_z0p008
