candidate,split,group_type,group,n,bz_mse,bz_mae,r2,pearson_corr,peak_pos_error
mask_to_bz_forward_surrogate,val,overall,all,200,0.19292285358443598,0.2562221499851974,0.8383437410677332,0.9170066458430124,11.63
mask_to_bz_forward_surrogate,val,area_bin,small,67,0.05640124243136919,0.14957066052763773,0.8017094685765918,0.898151894974462,12.552238805970148
mask_to_bz_forward_surrogate,val,area_bin,medium,66,0.15242253379260537,0.24246342409618116,0.8379135252759815,0.9154731616276245,9.742424242424242
mask_to_bz_forward_surrogate,val,area_bin,large,67,0.3693403021443808,0.3764270112140267,0.8429429164409115,0.9230943242086029,12.567164179104477
mask_to_bz_forward_surrogate,val,signal_bin,low_signal,67,0.09327294309517743,0.1894454403936723,0.4809841214606142,0.9096879388612129,13.805970149253731
mask_to_bz_forward_surrogate,val,signal_bin,non_low_signal,133,0.2431224325527091,0.28986154504258216,0.8573288832331848,0.9328456903293569,10.533834586466165
mask_to_bz_forward_surrogate,val,defect_type,multi_defect,71,0.3502916223660099,0.3651984893818447,0.8186605356203958,0.9078008354154709,12.112676056338028
mask_to_bz_forward_surrogate,val,defect_type,polygon,72,0.08434746720152904,0.1747424664026317,0.841556594795676,0.9174153532559272,12.583333333333334
mask_to_bz_forward_surrogate,val,defect_type,rotated_rect,57,0.1340499629893053,0.22340139771822842,0.8790990647180841,0.9385224314433316,9.824561403508772
mask_to_bz_forward_surrogate,test,overall,all,200,0.13652798019773046,0.22442354934561248,0.8520186403310541,0.9231331598825051,13.585
mask_to_bz_forward_surrogate,test,area_bin,small,67,0.05460376114353978,0.14771698840649136,0.808896853299404,0.9031389986227433,13.477611940298507
mask_to_bz_forward_surrogate,test,area_bin,medium,66,0.10607928681913777,0.2113211392557871,0.8286777487545903,0.9196129819746438,16.515151515151516
mask_to_bz_forward_surrogate,test,area_bin,large,67,0.24844643452038565,0.31403696201500936,0.8663084809507913,0.9318659427381957,10.805970149253731
mask_to_bz_forward_surrogate,test,signal_bin,low_signal,67,0.08736446800369088,0.1931973571679757,0.5022132637593713,0.9043542720120357,16.955223880597014
mask_to_bz_forward_surrogate,test,signal_bin,non_low_signal,133,0.16129456152856247,0.2401540371343468,0.8758278800347808,0.9371500528224276,11.887218045112782
mask_to_bz_forward_surrogate,test,defect_type,multi_defect,62,0.17944577604148676,0.27306874936880643,0.8600034044435603,0.9276948334421786,17.225806451612904
mask_to_bz_forward_surrogate,test,defect_type,polygon,75,0.1183979584585263,0.20072736518499695,0.799329233028451,0.895182381718323,13.333333333333334
mask_to_bz_forward_surrogate,test,defect_type,rotated_rect,63,0.11587477842197529,0.2047602384028846,0.8799293643362777,0.9386783918737139,10.301587301587302
