model,selected_model,seed,split,subset,sample_count,total_error_mean,total_error_median,total_error_p90,total_error_p95,total_error_max,burial_depth_error_mean_mm,burial_depth_error_median_mm,burial_depth_error_p90_mm,burial_depth_error_p95_mm,burial_depth_error_max_mm,center_xyz_error_mean_mm,center_xyz_error_median_mm,center_xyz_error_p90_mm,center_xyz_error_p95_mm,center_xyz_error_max_mm,dimension_outlier_count,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,geometry_branch_failure_rate,shape_error_count,shape_error_rate
F2_freeze_shape_train_center_burial_with_residual,True,42,train,all,240,0.28361910581588745,0.19291818141937256,0.597027063369751,0.753781259059906,1.1165648698806763,0.24674390256404877,0.12080933153629303,0.7268251180648804,1.014682412147522,1.7754498720169067,1.9865697622299194,1.6019558906555176,4.060364723205566,5.020822048187256,7.738551616668701,112,6,0.025,2,0.008333333333333333,42,0.175
F2_freeze_shape_train_center_burial_with_residual,True,42,val,all,60,0.4074825346469879,0.4077296257019043,0.7499707341194153,0.9466853141784668,1.1776649951934814,0.4710240662097931,0.23168978095054626,1.1355723142623901,1.5840141773223877,2.5149731636047363,2.827373504638672,2.4128963947296143,6.200150966644287,6.749954700469971,8.471294403076172,33,2,0.03333333333333333,1,0.016666666666666666,13,0.21666666666666667
F2_freeze_shape_train_center_burial_with_residual,True,42,test,all,60,0.5100083947181702,0.4967834949493408,0.8797436356544495,0.9372305870056152,1.0244518518447876,0.5874513983726501,0.4168042540550232,1.516698956489563,1.8406275510787964,2.489889621734619,4.232335090637207,3.5335733890533447,7.162030220031738,8.940112113952637,22.01708221435547,44,11,0.18333333333333332,4,0.06666666666666667,11,0.18333333333333332
F2_freeze_shape_train_center_burial_with_residual,False,123,train,all,240,0.1836288422346115,0.1265973448753357,0.4225059151649475,0.5426030158996582,0.8635560274124146,0.030334394425153732,0.016478734090924263,0.08249090611934662,0.10583736002445221,0.20949077606201172,0.3235486149787903,0.2486547976732254,0.6006302237510681,0.9378608465194702,2.2276408672332764,112,0,0.0,0,0.0,42,0.175
F2_freeze_shape_train_center_burial_with_residual,False,123,val,all,60,0.3850131630897522,0.3263005018234253,0.8416436910629272,1.0190972089767456,1.2547407150268555,0.42519471049308777,0.08680633455514908,1.2389960289001465,1.9459435939788818,2.5722668170928955,2.0710947513580322,0.8731998205184937,5.97779655456543,6.433852195739746,8.929351806640625,33,5,0.08333333333333333,3,0.05,13,0.21666666666666667
F2_freeze_shape_train_center_burial_with_residual,False,123,test,all,60,0.482322096824646,0.4876675605773926,0.8803262114524841,0.8885092735290527,0.9846671223640442,0.536946177482605,0.3455764651298523,1.4020607471466064,1.7078732252120972,2.3436737060546875,3.8270421028137207,3.1962122917175293,7.31037712097168,8.153264999389648,21.721946716308594,44,12,0.2,5,0.08333333333333333,11,0.18333333333333332
F2_freeze_shape_train_center_burial_with_residual,False,2026,train,all,240,0.18285112082958221,0.12789799273014069,0.39734938740730286,0.5323816537857056,0.8594838380813599,0.02506156824529171,0.017713289707899094,0.05509909242391586,0.06260260194540024,0.23915526270866394,0.24036897718906403,0.19138482213020325,0.4636549651622772,0.5528706312179565,0.9437533617019653,112,0,0.0,0,0.0,42,0.175
F2_freeze_shape_train_center_burial_with_residual,False,2026,val,all,60,0.3858118951320648,0.32383689284324646,0.817876935005188,1.0104029178619385,1.2361494302749634,0.4245617687702179,0.05592993646860123,1.355345606803894,1.9529032707214355,2.555084705352783,2.0918447971343994,0.9981728792190552,6.17347526550293,6.3059401512146,9.64745807647705,33,4,0.06666666666666667,2,0.03333333333333333,13,0.21666666666666667
F2_freeze_shape_train_center_burial_with_residual,False,2026,test,all,60,0.48074766993522644,0.4769650399684906,0.8603754639625549,0.9250457882881165,0.9772633910179138,0.5318654179573059,0.24263828992843628,1.3664636611938477,1.673071265220642,2.346890449523926,3.9523892402648926,3.9975085258483887,7.158901214599609,10.184889793395996,21.728944778442383,44,12,0.2,4,0.06666666666666667,11,0.18333333333333332
