model,observation_config,selected_model,split,sample_count,selection_score,total_normalized_mae,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_component_mae_mm,center_xyz_euclidean_mean_mm,shape_accuracy,shape_macro_f1,center_xyz_error_p90_mm,center_xyz_error_p95_mm,center_xyz_error_max_mm,burial_depth_error_p90_mm,burial_depth_error_p95_mm,burial_depth_error_max_mm,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,geometry_branch_failure_rate,shape_misclassified_count,full_shift_failure_count,cuboid_ellipsoid_confusion_count,cuboid_ellipsoid_confusion_rate,aspect_accuracy,elongated_aspect_confusion_count,elongated_aspect_confusion_rate,diagnostic_probe_only,input_boundary
mean_baseline,single_x_5line,False,train,20,1.8817286328354268,0.8636579513549805,1.1959998607635498,1.5284998416900635,0.119999960064888,1.2509998083114624,4.784666538238525,11.188350677490234,0.65,0.26262626262626265,18.077360153198242,19.204975128173828,19.360200881958008,2.1299996376037598,2.1299996376037598,2.1299996376037598,19,0.95,6,0.3,7,14,4,0.23529411764705882,0.6,0,0.0,True,delta_b_derived_features_only
mean_baseline,single_x_5line,False,val,5,2.1458232688903807,0.8881565928459167,1.3559998273849487,2.5107502937316895,0.09599989652633667,1.2419999837875366,5.069333553314209,13.121519088745117,0.0,0.0,17.2152156829834,17.232301712036133,17.249387741088867,1.7859997749328613,1.9579997062683105,2.1299996376037598,5,1.0,4,0.8,5,4,3,1.0,0.6,0,0.0,True,delta_b_derived_features_only
ridge_logreg,single_x_5line,True,train,20,0.4216314532068878,0.2578597962856293,0.4125264585018158,0.6261887550354004,0.03756922110915184,0.31530147790908813,0.8760554790496826,1.8537763357162476,0.85,0.8656126482213439,3.3503012657165527,3.9615671634674072,4.49831485748291,0.5406635403633118,0.5600515604019165,0.6625351309776306,3,0.15,0,0.0,3,0,3,0.17647058823529413,0.95,0,0.0,True,delta_b_derived_features_only
ridge_logreg,single_x_5line,True,val,5,1.1407324890295665,0.589122474193573,0.6072837710380554,1.4947068691253662,0.11432459950447083,0.8813260793685913,1.936214804649353,4.099796295166016,0.4,0.3333333333333333,6.323836803436279,7.069309711456299,7.814783096313477,1.5003572702407837,1.5363801717758179,1.572403073310852,3,0.6,0,0.0,3,2,3,1.0,0.6,1,0.5,True,delta_b_derived_features_only
svr_rbf_C10,single_x_5line,False,train,20,0.14434900581836702,0.10240060091018677,0.15575537085533142,0.1631549894809723,0.012904928997159004,0.13348200917243958,0.5720040798187256,1.2787407636642456,1.0,1.0,1.2316659688949585,1.301856279373169,2.6201040744781494,0.14041303098201752,0.14050227403640747,0.1405496746301651,0,0.0,0,0.0,0,0,0,0.0,1.0,0,0.0,True,delta_b_derived_features_only
svr_rbf_C10,single_x_5line,False,val,5,1.408275682926178,0.7195150256156921,0.5012579560279846,1.5307596921920776,0.11366124451160431,1.3556197881698608,2.663973569869995,5.635979652404785,0.6,0.5,10.803997039794922,12.920769691467285,15.037543296813965,1.8273344039916992,1.9012081623077393,1.9750819206237793,3,0.6,1,0.2,2,2,2,0.6666666666666666,0.6,1,0.5,True,delta_b_derived_features_only
random_forest_small,single_x_5line,False,train,20,0.8000695884227753,0.46247053146362305,0.6313373446464539,0.8444707989692688,0.06999342143535614,0.5968310236930847,2.558319091796875,6.009159564971924,1.0,1.0,9.938377380371094,10.837433815002441,11.864931106567383,1.0446252822875977,1.1561954021453857,1.8730237483978271,6,0.3,0,0.0,0,3,0,0.0,1.0,0,0.0,True,delta_b_derived_features_only
random_forest_small,single_x_5line,False,val,5,1.9499189273516337,0.8227159976959229,0.8988872766494751,2.1231324672698975,0.10911780595779419,1.288390040397644,4.433945178985596,10.9287748336792,0.4,0.3333333333333333,17.0687313079834,19.218284606933594,21.36783790588379,1.7384196519851685,1.789435863494873,1.8404521942138672,5,1.0,3,0.6,3,4,3,1.0,0.6,1,0.5,True,delta_b_derived_features_only
ridge_logreg,single_x_5line,True,train,20,0.4216314532068878,0.2578597962856293,0.4125264585018158,0.6261887550354004,0.03756922110915184,0.31530147790908813,0.8760554790496826,1.8537763357162476,0.85,0.8656126482213439,3.3503012657165527,3.9615671634674072,4.49831485748291,0.5406635403633118,0.5600515604019165,0.6625351309776306,3,0.15,0,0.0,3,0,3,0.17647058823529413,0.95,0,0.0,True,delta_b_derived_features_only
ridge_logreg,single_x_5line,True,val,5,1.1407324890295665,0.589122474193573,0.6072837710380554,1.4947068691253662,0.11432459950447083,0.8813260793685913,1.936214804649353,4.099796295166016,0.4,0.3333333333333333,6.323836803436279,7.069309711456299,7.814783096313477,1.5003572702407837,1.5363801717758179,1.572403073310852,3,0.6,0,0.0,3,2,3,1.0,0.6,1,0.5,True,delta_b_derived_features_only
ridge_logreg,single_x_5line,True,test,5,1.0030705571174623,0.5043946504592896,0.7582281231880188,1.1993756294250488,0.11397472023963928,0.5481812357902527,1.8771556615829468,4.129769802093506,0.6,0.5,7.171744346618652,7.807865619659424,8.443986892700195,0.8580281138420105,0.8796133399009705,0.9011985063552856,3,0.6,0,0.0,2,0,2,0.6666666666666666,0.8,0,0.0,True,delta_b_derived_features_only
