candidate,selected_candidate,valid_for_multiseed,seed,split,sample_count,selection_score,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1,selection_notes
B0_reference_neural,False,False,42,train,160,,0.06899495422840118,0.08616705238819122,0.12862499058246613,0.11744733154773712,0.012428843416273594,0.11039469391107559,0.39962705969810486,0.843744158744812,0.24430517852306366,0.11083173751831055,1.0,1.0,21.4 selected neural reference; not retrained in this screen
B0_reference_neural,False,False,42,val,40,,0.23690207302570343,0.38633793592453003,0.6210401654243469,0.47670599818229675,0.06126761436462402,0.24284151196479797,0.9338813424110413,1.4219915866851807,1.140020489692688,0.23963209986686707,1.0,1.0,21.4 selected neural reference; not retrained in this screen
B0_reference_neural,False,False,42,test,40,,0.40636563301086426,0.6003336310386658,0.7610000967979431,0.9470643997192383,0.09293656051158905,0.5954996347427368,1.3799970149993896,1.9401427507400513,1.608888864517212,0.5909592509269714,1.0,1.0,21.4 selected neural reference; not retrained in this screen
B1_burial_weighted_loss,False,False,42,train,160,,0.07173708826303482,0.10192731022834778,0.14981965720653534,0.14091241359710693,0.01504986546933651,0.06279605627059937,0.43835145235061646,0.9090996980667114,0.2914333641529083,0.11452118307352066,1.0,1.0,val_burial=0.260mm vs B0=0.243mm; val_total=0.249627; val_center=0.909mm; val_shape_f1=1.000
B1_burial_weighted_loss,False,False,42,val,40,0.3429070919752121,0.2496274709701538,0.4130156636238098,0.6848411560058594,0.49408915638923645,0.06011679396033287,0.26003581285476685,0.9085431694984436,1.2495890855789185,1.1763380765914917,0.29970234632492065,1.0,1.0,val_burial=0.260mm vs B0=0.243mm; val_total=0.249627; val_center=0.909mm; val_shape_f1=1.000
B1_burial_weighted_loss,False,False,42,test,40,,0.41298484802246094,0.6389455795288086,0.7946029305458069,1.0245370864868164,0.09769653528928757,0.5110588073730469,1.3613643646240234,1.6784347295761108,1.8287962675094604,0.5768622159957886,0.975,0.9753086419753086,val_burial=0.260mm vs B0=0.243mm; val_total=0.249627; val_center=0.909mm; val_shape_f1=1.000
B2_feature_fusion_burial_head,True,True,42,train,160,,0.062341075390577316,0.07627809792757034,0.09706993401050568,0.12063068151473999,0.011133668012917042,0.06966753304004669,0.46739092469215393,1.0040777921676636,0.31890735030174255,0.07918760925531387,1.0,1.0,val_burial=0.194mm vs B0=0.243mm; val_total=0.228920; val_center=0.993mm; val_shape_f1=1.000
B2_feature_fusion_burial_head,True,True,42,val,40,0.2780493699014187,0.228920117020607,0.3661445379257202,0.6029147505760193,0.43624424934387207,0.059274617582559586,0.19406437873840332,0.9929394721984863,1.6719151735305786,1.0171951055526733,0.28970786929130554,1.0,1.0,val_burial=0.194mm vs B0=0.243mm; val_total=0.228920; val_center=0.993mm; val_shape_f1=1.000
B2_feature_fusion_burial_head,True,True,42,test,40,,0.3965182602405548,0.6221925616264343,0.7911834716796875,0.9795311093330383,0.09586314857006073,0.39861825108528137,1.440992832183838,2.00758695602417,1.7189385890960693,0.5964526534080505,1.0,1.0,val_burial=0.194mm vs B0=0.243mm; val_total=0.228920; val_center=0.993mm; val_shape_f1=1.000
B3_shape_conditioned_burial_head,False,True,42,train,160,,0.0733107253909111,0.10018058866262436,0.164266899228096,0.12244485318660736,0.013830021023750305,0.053241606801748276,0.4790307283401489,0.8564414381980896,0.49892911314964294,0.08172153681516647,1.0,1.0,val_burial=0.237mm vs B0=0.243mm; val_total=0.240519; val_center=0.874mm; val_shape_f1=0.975
B3_shape_conditioned_burial_head,False,True,42,val,40,0.34148133406351344,0.24051883816719055,0.38323354721069336,0.646454930305481,0.4377147853374481,0.065530925989151,0.23686665296554565,0.8741853833198547,1.2055320739746094,1.149436116218567,0.26758822798728943,0.975,0.9751724137931035,val_burial=0.237mm vs B0=0.243mm; val_total=0.240519; val_center=0.874mm; val_shape_f1=0.975
B3_shape_conditioned_burial_head,False,True,42,test,40,,0.3665214478969574,0.581660270690918,0.7733962535858154,0.8904867172241211,0.08109791576862335,0.5073897838592529,1.1989538669586182,1.6370428800582886,1.431613802909851,0.5282048583030701,1.0,1.0,val_burial=0.237mm vs B0=0.243mm; val_total=0.240519; val_center=0.874mm; val_shape_f1=0.975
