seed,sample_id,split,defect_group,task_group,defect_type,component_count,component_type_combination,source_dataset,source_pack,true_connected_component_count,pred_connected_component_count,IoU,Dice,area_error,center_error,pred_area,true_area,failure_category,distance_bin,short_note,preview_path
42,cc3_v3_sample_042,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,2,0.05075445816186557,0.09660574412532637,0.41735537190082644,18.319222551336832,282,484,component_count_mismatch,medium,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v3_sample_042_test_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc3_v4_topup_058,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,2,0.05701754385964912,0.1078838174273859,0.43434343434343436,5.445123393608649,710,495,component_count_mismatch,far,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v4_topup_058_test_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc3_v4_topup_017,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v4_topup,3,4,0.07664670658682635,0.14238042269187987,0.14047619047619048,4.215922395935406,479,420,component_count_mismatch,medium,"pred_cc=4, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v4_topup_017_test_rectangular_notch_rectangular_notch_rectangular_notch.png
42,cc3_v3_sample_019,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v3,3,3,0.1,0.18181818181818182,0.27586206896551724,3.2517846988136547,518,406,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v3_sample_019_test_rectangular_notch_rotated_rect_rotated_rect.png
42,cc2_sample_215,test,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.1681329423264907,0.2878661087866109,0.5426829268292683,3.857928393716467,375,820,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc2_sample_215_test_rotated_rect_polygon.png
42,cc3_v4_topup_231,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,2,0.17615176151761516,0.2995391705069124,0.09156626506024096,3.51861081151221,453,415,component_count_mismatch,near,"pred_cc=2, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v4_topup_231_val_rectangular_notch_rotated_rect_rotated_rect.png
42,cc3_v4_topup_126,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v4_topup,3,3,0.2800658978583196,0.4375804375804376,0.1464088397790055,4.0979464530553384,415,362,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v4_topup_126_test_rectangular_notch_rectangular_notch_rotated_rect.png
42,cc3_v4_topup_209,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v4_topup,3,3,0.28794992175273865,0.4471445929526124,0.09948979591836735,3.817954800862844,431,392,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v4_topup_209_val_rectangular_notch_rectangular_notch_rectangular_notch.png
42,cc3_v3_sample_043,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v3,3,3,0.3029801324503311,0.4650571791613723,0.07651715039577836,5.022399535896702,408,379,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v3_sample_043_val_rectangular_notch_rotated_rect_rotated_rect.png
42,cc3_v3_sample_017,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v3,3,3,0.30612244897959184,0.46875,0.1116751269035533,5.812965215162563,438,394,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v3_sample_017_test_rectangular_notch_rectangular_notch_rectangular_notch.png
42,cc3_v4_topup_077,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v4_topup,3,3,0.30672926447574334,0.4694610778443114,0.0023923444976076554,0.6573998371412964,417,418,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v4_topup_077_test_rectangular_notch_rectangular_notch_rectangular_notch.png
42,cc3_v4_topup_089,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v4_topup,3,3,0.3079416531604538,0.4708798017348203,0.058673469387755105,3.20660995890652,415,392,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v4_topup_089_val_rectangular_notch_rectangular_notch_rectangular_notch.png
42,single_rot_p3_0041,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v3_rotated_rect,1,1,0.44220183486238535,0.6132315521628499,1.2614107883817427,2.23941450352544,545,241,area_error,,large area mismatch,
42,single_rot_v9_0041,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.40808823529411764,0.5796344647519582,1.1916666666666667,3.0016911595775575,526,240,area_error,,large area mismatch,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\single_rot_v9_0041_test_rotated_rect.png
42,single_rot_v9_0001,val,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.498960498960499,0.665742024965326,0.991701244813278,0.06440948196013627,480,241,area_error,,large area mismatch,
42,single_poly_v9_0076,test,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v9_topup_polygon,1,1,0.4397463002114165,0.6108663729809104,0.9102564102564102,5.687808595066864,447,234,area_error,,large area mismatch,
42,single_rect_p2_0005,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,1,0.526,0.6893840104849279,0.8901515151515151,2.636123439935076,499,264,area_error,,large area mismatch,
42,single_rot_v8_0020,val,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v8_topup_rotated_rect,1,1,0.5552884615384616,0.714064914992272,0.729957805907173,3.4827144507069674,410,237,area_error,,large area mismatch,
42,single_rect_p2_0002,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,1,0.5806451612903226,0.7346938775510204,0.7222222222222222,0.7479908004848599,403,234,area_error,,large area mismatch,
42,single_rot_v9_0013,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.5665859564164649,0.723338485316847,0.6958333333333333,1.3302893273678575,407,240,area_error,,large area mismatch,
42,cc2_sample_176,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rectangular_notch,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.4309278350515464,0.6023054755043228,0.1012311901504788,17.637506554873305,657,731,localization,,large center error,
42,cc2_sample_184,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.495635305528613,0.6627756160830091,0.13090909090909092,10.317557305167531,717,825,localization,,large center error,
42,cc2_sample_230,test,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5337278106508876,0.6959876543209876,0.012269938650306749,9.737477217539631,644,652,localization,,large center error,
42,cc2_sample_194,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5292338709677419,0.6921555702043507,0.17335243553008595,9.367692610163353,819,698,localization,,large center error,
42,cc2_sample_196,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rectangular_notch,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5663366336633663,0.7231352718078382,0.059895833333333336,9.286295104432314,814,768,localization,,large center error,
42,cc2_sample_239,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5308343409915357,0.693522906793049,0.27289048473967686,9.092627706838867,709,557,localization,,large center error,
42,cc2_sample_167,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.6087443946188341,0.756794425087108,0.1417910447761194,8.948835822727649,765,670,localization,,large center error,
42,single_poly_v7_0015,test,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v7_topup_polygon,1,2,0.7454545454545455,0.8541666666666666,0.06060606060606061,2.3328348988038297,465,495,component_count_mismatch,,"pred_cc=2, true_cc=1",
42,single_poly_v8_0035,test,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v8_topup_polygon,1,2,0.5970149253731343,0.7476635514018691,0.10805500982318271,3.703697858957159,454,509,component_count_mismatch,,"pred_cc=2, true_cc=1",
42,cc2_sample_214,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.32389580973952437,0.4893071000855432,0.29839883551673946,6.914960950898724,482,687,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc2_sample_214_test_rectangular_notch_polygon.png
42,cc2_sample_229,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,4,0.34876847290640395,0.5171658144631117,0.17222963951935916,0.4975057607625812,620,749,component_count_mismatch,,"pred_cc=4, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc2_sample_229_test_rectangular_notch_polygon.png
42,cc3_v3_sample_174,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,4,0.4394904458598726,0.6106194690265486,0.14754098360655737,5.781110583915667,416,488,component_count_mismatch,medium,"pred_cc=4, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_poc\cc3_v3_sample_174_test_rectangular_notch_rectangular_notch_rotated_rect.png
