source_index,sample_id,split,defect_type,source_pack,angle_deg,vertex_count,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
145,rot_0066,train,rotated_rect,pilot_v7_topup_rotated_rect,-10.0,0,0.9,0.8257261410788381,0.9045454545454545,0.16666666666666666,0.1275980015517477,200,240,0,0.016735298559069633,0.08200293779373169,0.09873823821544647,0.0,0.9999998807907104,0.025733519345521927,balanced_pilot_v7_training_gate_only
146,rot_0067,train,rotated_rect,pilot_v7_topup_rotated_rect,-10.0,0,0.9,0.8097165991902834,0.8948545861297539,0.1375,0.8284982891863526,207,240,0,0.016720302402973175,0.09691572189331055,0.11363602429628372,0.0,1.0,0.027607843279838562,balanced_pilot_v7_training_gate_only
150,rot_0071,train,rotated_rect,pilot_v7_topup_rotated_rect,10.0,0,0.9,0.7413127413127413,0.8514412416851441,0.12083333333333333,1.971371742797053,211,240,0,0.030233653262257576,0.13468456268310547,0.1649182140827179,0.0,1.0,0.027308765798807144,balanced_pilot_v7_training_gate_only
151,rot_0072,train,rotated_rect,pilot_v7_topup_rotated_rect,10.0,0,0.9,0.8024193548387096,0.8903803131991052,0.1375,0.8595777355386124,207,240,0,0.01609238237142563,0.08382022380828857,0.0999126061797142,0.0,1.0,0.026942739263176918,balanced_pilot_v7_training_gate_only
152,rot_0073,train,rotated_rect,pilot_v7_topup_rotated_rect,10.0,0,0.9,0.7605042016806722,0.863961813842482,0.2320675105485232,0.4430983279170115,182,237,0,0.020519640296697617,0.0997476577758789,0.12026730179786682,0.0,0.9999991655349731,0.0250156931579113,balanced_pilot_v7_training_gate_only
155,rot_0076,train,rotated_rect,pilot_v7_topup_rotated_rect,30.0,0,0.9,0.78,0.8764044943820225,0.14583333333333334,1.2849636657180654,205,240,0,0.02748979814350605,0.11718851327896118,0.14467830955982208,0.0,0.9999998807907104,0.027099765837192535,balanced_pilot_v7_training_gate_only
156,rot_0077,train,rotated_rect,pilot_v7_topup_rotated_rect,30.0,0,0.9,0.8106995884773662,0.8954545454545455,0.16666666666666666,0.7325834233875533,200,240,0,0.0161002017557621,0.09295803308486938,0.10905823111534119,0.0,1.0,0.026344917714595795,balanced_pilot_v7_training_gate_only
157,rot_0078,train,rotated_rect,pilot_v7_topup_rotated_rect,30.0,0,0.9,0.7569721115537849,0.8616780045351474,0.15481171548117154,0.1455003438926603,202,239,0,0.03391200676560402,0.12867558002471924,0.16258758306503296,0.0,1.0,0.02577277086675167,balanced_pilot_v7_training_gate_only
173,poly_0014,train,polygon,pilot_v5_polygon,0.0,5,0.9,0.9066339066339066,0.9510309278350515,0.06483790523690773,0.8165002355246822,375,401,0,0.014583785086870193,0.04613649845123291,0.060720283538103104,0.0,1.0,0.047650519758462906,balanced_pilot_v7_training_gate_only
174,poly_0015,train,polygon,pilot_v5_polygon,0.0,6,0.9,0.8589108910891089,0.9241011984021305,0.08418367346938775,0.2593002703471682,359,392,0,0.023929955437779427,0.06514698266983032,0.0890769362449646,0.0,1.0,0.04616826772689819,balanced_pilot_v7_training_gate_only
175,poly_0016,train,polygon,pilot_v5_polygon,0.0,4,0.9,0.8990384615384616,0.9468354430379747,0.054187192118226604,0.3857738639173574,192,203,0,0.007944910787045956,0.04926931858062744,0.05721423029899597,0.0,0.9999998807907104,0.02467670477926731,balanced_pilot_v7_training_gate_only
176,poly_0017,train,polygon,pilot_v5_polygon,0.0,5,0.9,0.8446601941747572,0.9157894736842105,0.13267813267813267,0.1880654616350337,353,407,0,0.01619924232363701,0.07353496551513672,0.08973421156406403,0.0,1.0,0.04723387956619263,balanced_pilot_v7_training_gate_only
177,poly_0018,train,polygon,pilot_v5_polygon,0.0,6,0.9,0.8216432865731463,0.9020902090209021,0.12577319587628866,1.0786519161292532,424,485,0,0.02907673642039299,0.08057016134262085,0.10964690148830414,0.0,1.0,0.05594177171587944,balanced_pilot_v7_training_gate_only
178,poly_0019,train,polygon,pilot_v5_polygon,0.0,4,0.9,0.7538126361655774,0.8596273291925466,0.23464912280701755,0.19001042181125044,349,456,0,0.023244380950927734,0.09361714124679565,0.11686152219772339,0.0,0.9999991655349731,0.04896320775151253,balanced_pilot_v7_training_gate_only
179,poly_0020,train,polygon,pilot_v5_polygon,0.0,5,0.9,0.8989473684210526,0.9467849223946785,0.06437768240343347,0.65939737074827,436,466,0,0.01633303239941597,0.04769366979598999,0.06402669847011566,0.0,1.0,0.05505213141441345,balanced_pilot_v7_training_gate_only
180,poly_0021,train,polygon,pilot_v5_polygon,0.0,6,0.9,0.8715083798882681,0.9313432835820895,0.05232558139534884,0.48445835239403784,163,172,0,0.006475477479398251,0.06248974800109863,0.06896522641181946,0.0,0.9999998807907104,0.021815340965986252,balanced_pilot_v7_training_gate_only
181,poly_0022,train,polygon,pilot_v5_polygon,0.0,4,0.9,0.8985200845665962,0.9465478841870824,0.022026431718061675,0.1239586745872235,444,454,0,0.018931180238723755,0.06869900226593018,0.08763018250465393,0.0,1.0,0.05880225449800491,balanced_pilot_v7_training_gate_only
182,poly_0023,train,polygon,pilot_v5_polygon,0.0,5,0.9,0.9056603773584906,0.9504950495049505,0.0340632603406326,0.2554396205182144,397,411,0,0.020896580070257187,0.050285398960113525,0.07118198275566101,0.0,1.0,0.050550758838653564,balanced_pilot_v7_training_gate_only
183,poly_0024,train,polygon,pilot_v5_polygon,0.0,6,0.9,0.7672811059907834,0.8683181225554107,0.16945107398568018,1.0792823914563412,348,419,0,0.027796316891908646,0.09791374206542969,0.12571005523204803,0.0,1.0,0.0470811128616333,balanced_pilot_v7_training_gate_only
184,poly_0025,train,polygon,pilot_v5_polygon,0.0,4,0.9,0.7980392156862746,0.8876772082878953,0.19488188976377951,0.3025533853903222,409,508,0,0.01975320652127266,0.07845455408096313,0.0982077568769455,0.0,0.9999961853027344,0.05769035220146179,balanced_pilot_v7_training_gate_only
