candidate,selected_seed,seed,best_epoch,best_val_selection_score,train_total_normalized_mae,val_total_normalized_mae,test_total_normalized_mae,train_shape_accuracy,val_shape_accuracy,test_shape_accuracy,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_burial_depth_mae_mm,test_center_xyz_mae_mm
internal_v2_conv1d_multitask,True,42,293,0.23690207302570343,0.06899495422840118,0.23690207302570343,0.40636563301086426,1.0,1.0,1.0,0.7610000967979431,0.9470643997192383,0.09293656051158905,0.5954996347427368,1.3799970149993896
internal_v2_conv1d_multitask,False,123,289,0.25183501839637756,0.07177761942148209,0.25183501839637756,0.4050825834274292,1.0,1.0,0.975,0.8030608296394348,0.9462962746620178,0.09520731121301651,0.5441092252731323,1.432676076889038
internal_v2_conv1d_multitask,False,2026,277,0.2602790296077728,0.0756668671965599,0.2602790296077728,0.43373632431030273,1.0,1.0,0.925,0.7990166544914246,1.0214720964431763,0.09918173402547836,0.6374339461326599,1.4465492963790894
